Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Time	Toll10b	Toll9
Region975	chr2L	13211313	13212227	.	915	Gd7	Up	0.699894488112841	-0.512957195482147	-0.456079082413258	-0.28478485650165
Region976	chr2L	13214196	13214611	.	416	Toll9	Down	1.8753458029261	-1.41013382791785	0.118299986664519	-2.59280319096966
Region977	chr2L	13215665	13216140	.	476	Toll9	Down	-0.0379538762137555	0.187684081108776	1.05968408258674	-1.39738430635646
Region978	chr2L	13219261	13219774	.	514	Toll9	Up	-0.531453755935436	0.481174241171516	-0.146610457656734	0.889148398200322
Region979	chr2L	13221876	13222212	.	337	Gd7	Down	-0.418995466288337	-0.165953110637648	0.307779377017294	0.123056666587637
Region980	chr2L	13223906	13224295	.	390	Toll9	Up	-0.273026772127126	-0.351230452474689	-0.684456644333107	1.28832980093738
Region981	chr2L	13224620	13225955	.	1336	Toll9	Up	0.446295684561572	-1.05236869919334	-1.94685849567926	2.07908017094469
Region982	chr2L	13226911	13228362	.	1452	Toll9	Up	-0.206916947806291	-0.00555917461122523	-1.1947008423033	1.89916277090095
Region983	chr2L	13229317	13230390	.	1074	Toll10b	Down	0.623554378242034	-1.098424820245	-1.50134283770147	1.24109159586399
Region984	chr2L	13233998	13235527	.	1530	Toll9	Up	-0.395319099650496	-0.311738281395491	-1.01642371435483	1.90004988988936
Region985	chr2L	13241745	13242024	.	280	Toll9	Up	-1.53635488522582	-0.403812445498096	-2.0726350536358	4.82120603822686
Region986	chr2L	13244297	13244616	.	320	Time	Up	-0.175474726565696	0.205056344445447	0.112307567196748	0.0741832294286136
Region987	chr2L	13296105	13296828	.	724	Time	Up	-0.286923463362297	0.515381464128429	0.354043638809996	-0.111325366060235
Region988	chr2L	13365841	13366322	.	482	Time	Up	-0.104866131227134	0.487907741807337	0.0681213105179217	0.0429613282969927
Region989	chr2L	13370706	13371128	.	423	Toll9	Down	0.0338119704821887	0.247401804968568	0.293494550426853	-0.444489485915379
Region990	chr2L	13373609	13374420	.	812	Time	Up	-0.135332358708507	0.720917708380789	0.286417098954533	-0.215539155973803
Region991	chr2L	13378403	13379134	.	732	Time	Up	0.0149493627406667	0.602048099251792	-0.25792196519257	0.332711737003961
Region992	chr2L	13394808	13395312	.	505	Time	Up	-0.240314882621225	0.749879724631458	0.167163465916529	0.0833612999970452
Region993	chr2L	13398829	13399146	.	318	Time	Up	-0.318904868714964	0.682069341838983	0.251557049648872	0.0700431520548626
Region994	chr2L	13445428	13445897	.	470	Time	Up	-0.449084587253112	0.604307212880251	0.539740340626365	-0.154587248154648
Region995	chr2L	13512713	13513750	.	1038	Toll9	Down	0.00409923806299183	0.397048499299613	0.637328231398074	-0.875340428037155
Region996	chr2L	13521464	13521899	.	436	Gd7	Up	3.51242129918129	0.0610195871256039	-1.24996263611934	-2.84737055183174
Region997	chr2L	13527615	13528100	.	486	Gd7	Up	4.63374272050695	-1.38210990083178	-1.71428114728741	-3.6672706634212
Region998	chr2L	13546841	13547147	.	307	Gd7	Up	1.63422888293144	-0.739549080536065	-0.673126397392158	-1.19981729646515
Region999	chr2L	13547653	13548227	.	575	Gd7	Up	1.68085662825063	-0.5344819021969	-0.544991958917845	-1.43518645131014
Region1000	chr2L	13548985	13549465	.	481	Time	Up	-0.00241153209186671	0.671560175257777	0.0539498787070287	-0.0705213009647542
Region1001	chr2L	13550067	13551048	.	982	Gd7	Down	-0.550598273905302	0.521907912919997	0.404292286757793	0.161923236943132
Region1002	chr2L	13597310	13597780	.	471	Toll10b	Up	-2.93149342783666	-0.765540787078098	2.98014486184187	-0.267675627992827
Region1003	chr2L	13665884	13666336	.	453	Gd7	Up	1.87592316887444	-0.169281128364848	-1.69570156724066	-0.117232122318713
Region1004	chr2L	13771015	13771349	.	335	Toll10b	Up	-0.410193087107323	0.278892975678268	0.504267009012543	-0.156583354165598
Region1005	chr2L	13780526	13780903	.	378	Toll9	Down	-0.0941595851523767	0.15314060658551	0.468370658922668	-0.517305416476305
Region1006	chr2L	13793577	13793851	.	275	Toll10b	Up	-0.338698575226917	0.18470197740396	0.389208705325475	-0.0922053600880154
Region1007	chr2L	13813641	13814176	.	536	Toll10b	Up	-0.427644985905529	0.424798663016963	0.542292223235147	-0.185866438023447
Region1008	chr2L	13829452	13829732	.	281	Gd7	Down	-0.582685703934571	0.146291021442469	0.565762473600449	-0.0169019779350354
Region1009	chr2L	13833197	13833712	.	516	Gd7	Down	-0.533808628085302	0.4508557711177	0.311721171874361	0.26652629824435
Region1010	chr2L	13834713	13835218	.	506	Time	Up	-0.232058023347825	0.677254806523595	0.122410726923319	0.133749222436097
Region1011	chr2L	13850621	13851609	.	989	Toll9	Up	-1.48737526625015	-1.37176160709853	-0.18307426467435	2.17823933979016
Region1012	chr2L	13867522	13868137	.	616	Toll9	Up	-0.618689596194066	-2.15435317437706	-1.38289594893647	2.68991724349363
Region1013	chr2L	13869339	13869807	.	469	Time	Down	-1.12516945381622	-2.14148933969987	0.558691848614983	0.696058530765129
Region1014	chr2L	13878746	13879154	.	409	Toll9	Up	-0.129060363106886	0.261401331010437	-0.36267676090886	0.66241681457969
Region1015	chr2L	13904162	13904866	.	705	Gd7	Down	-0.411071741386557	-0.312541908693012	0.325474039276668	0.0886286390724415
Region1016	chr2L	13905074	13905775	.	702	Gd7	Up	1.60991364315445	-0.351744378761463	-0.766832642972376	-1.04037382600431
Region1017	chr2L	13929523	13929907	.	385	Gd7	Up	1.8769977155254	-0.659397956039078	-1.15843223603566	-0.852059316807039
Region1018	chr2L	14021666	14022040	.	375	Toll10b	Up	-0.563168099594164	0.573876158451558	1.97083353001149	-1.96028846375855
Region1019	chr2L	14023816	14024725	.	910	Toll10b	Up	-1.93330255977042	0.754622288169923	2.94458215440904	-1.51324265631141
Region1020	chr2L	14025624	14026064	.	441	Toll10b	Up	-1.98275540123343	-0.591692331857286	2.27462107566519	-0.534555542058754
Region1021	chr2L	14026923	14027994	.	1072	Toll10b	Up	-1.42211126072031	-1.05260106459319	2.30183780171875	-1.29856199678681
Region1022	chr2L	14040116	14040636	.	521	Toll9	Down	0.47737270283388	-0.193249416187658	0.335427889365958	-1.07679188515665
Region1023	chr2L	14045575	14046008	.	434	Time	Up	-0.325671704743263	1.19944325312729	-0.089321533532964	0.544154336536167
Region1024	chr2L	14047120	14047813	.	694	Toll10b	Down	1.5465780660203	0.803067759217446	-1.9084950060644	0.600237899688098
Region1025	chr2L	14051576	14051873	.	298	Gd7	Up	0.826992939978227	-0.377991909727116	-0.386360421846852	-0.544736817801223
Region1026	chr2L	14054360	14054591	.	232	Toll10b	Up	-0.683729690148183	-0.335397806348675	2.37272520226257	-2.35261332489588
Region1027	chr2L	14094637	14094971	.	335	Time	Up	-0.426370029843005	0.844941165025669	0.405565877508193	-0.000872266920160335
Region1028	chr2L	14116137	14116483	.	347	Toll9	Down	1.7880596366438	-1.34093567529725	0.461249428480948	-2.94780541112854
Region1029	chr2L	14180734	14180943	.	210	Time	Down	0.509821310074357	-1.66162168361139	-0.431281502735637	-0.0722141816145994
Region1030	chr2L	14233360	14233649	.	290	Gd7	Down	-1.13008303620567	-0.59069795860965	0.60028786980738	0.64564546557285
Region1031	chr2L	14233858	14234366	.	509	Time	Up	-0.433806347439687	0.876001697309556	0.518271470027402	-0.14508740581628
Region1032	chr2L	14252929	14253220	.	292	Gd7	Up	1.33574006628859	-0.631855296722433	-0.411897173744227	-1.16944635607743
Region1033	chr2L	14260894	14261480	.	587	Toll10b	Down	1.09468168486587	0.292546649204786	-1.35801141249001	0.434630259843097
Region1034	chr2L	14261817	14262407	.	591	Toll9	Up	0.0776760481904467	-0.712348563912972	-1.70968092783128	2.2332061510098
Region1035	chr2L	14262887	14263275	.	389	Gd7	Down	-0.865976262623998	-0.182345862961872	0.302850176550669	0.709278159391699
Region1036	chr2L	14264981	14265461	.	481	Gd7	Down	-2.89740962231551	1.80751022301288	1.58380373399416	1.59430144134139
Region1037	chr2L	14287898	14288378	.	481	Gd7	Down	-0.487917166166747	0.149578663434044	0.434150073453986	0.039900415566026
Region1038	chr2L	14348484	14348908	.	425	Toll10b	Up	-0.39267366525288	0.169976495573335	0.499857430589382	-0.173276998932673
Region1039	chr2L	14354789	14355643	.	855	Gd7	Down	-0.872113396221922	0.656163003428825	0.609837698437863	0.298161625969479
Region1040	chr2L	14359101	14359582	.	482	Gd7	Down	-0.59918334271788	0.176737424165647	0.159749148822202	0.558741171924605
Region1041	chr2L	14367002	14367285	.	284	Gd7	Up	2.34493142139068	-0.470441206565113	-1.30547227198817	-1.25799002210716
Region1042	chr2L	14383704	14384312	.	609	Time	Down	0.212019898766435	-1.5512228727489	-1.16793011038573	1.31948293902808
Region1043	chr2L	14409526	14409895	.	370	Time	Up	-0.200562814532666	2.76353382129337	1.06916922011132	-1.19951667538234
Region1044	chr2L	14429752	14430800	.	1049	Toll10b	Down	0.458150150141387	0.163171188084349	-1.28620719441384	1.16184674531187
Region1045	chr2L	14431279	14431929	.	651	Time	Up	0.836746712794081	1.97379843219711	-1.14091842382764	0.472675785670058
Region1046	chr2L	14434467	14434782	.	316	Toll10b	Up	-2.29879796555943	0.986638578164453	2.61539511698146	-0.590014650130573
Region1047	chr2L	14435730	14436667	.	938	Toll9	Up	-0.184242873911585	0.503527032926548	-0.683115078924159	1.1713936683877
Region1048	chr2L	14439653	14440050	.	398	Toll10b	Down	0.783068696880642	-0.87040404589365	-1.36091262233422	0.842584410965012
Region1049	chr2L	14441244	14441616	.	373	Time	Down	0.229470508490151	-0.71537507937039	0.253460721842451	-0.643502132251416
Region1050	chr2L	14442396	14442714	.	319	Gd7	Down	-1.6003719549778	1.37859767339386	0.684519320067996	1.14037051269134
Region1051	chr2L	14443598	14444566	.	969	Gd7	Down	-2.29585153251333	0.513555128647494	1.56746864785628	0.836704906854776
Region1052	chr2L	14445476	14446929	.	1454	Toll9	Up	-0.838393327655745	0.84767899621307	-0.0692425590739146	1.1814671397632
Region1053	chr2L	14447422	14448121	.	700	Time	Up	0.427413556290252	0.826624689058869	-0.210127338638612	-0.2672765821628
Region1054	chr2L	14459299	14460066	.	768	Gd7	Down	-2.9846174470486	0.783036779235912	2.53215095450561	0.412760443299409
Region1055	chr2L	14461398	14461996	.	599	Toll9	Up	-3.17198391881689	0.317014950045061	0.657096881203527	3.21533678748625
Region1056	chr2L	14464471	14465318	.	848	Toll9	Up	-1.40154558403345	0.12534325237878	-0.697064105815219	2.76861954087053
Region1057	chr2L	14470089	14470427	.	339	Time	Down	0.205116845455062	-0.5756413120229	-0.367612346482617	0.235907183855327
Region1058	chr2L	14479805	14480136	.	332	Toll9	Up	-2.08085257813884	2.26456149007875	-0.488435132747062	3.36451124367534
Region1059	chr2L	14483390	14483883	.	494	Time	Up	-0.152775985058571	1.81812473272347	0.0441892856554184	0.137744472213178
Region1060	chr2L	14484837	14485402	.	566	Toll10b	Up	-0.600813464078019	-0.445372326588353	0.934814642056526	-0.497198489072321
Region1061	chr2L	14485792	14486810	.	1019	Toll9	Up	-1.89084031357513	-0.949358557673492	0.315989117418348	2.02003689938732
Region1062	chr2L	14489002	14489502	.	501	Time	Down	1.10046022598255	-2.53331530194036	-1.30271184273245	0.351648376710012
Region1063	chr2L	14490058	14491338	.	1281	Time	Up	-1.13875855142359	1.29350653260515	0.969321990608232	0.153119137324992
Region1064	chr2L	14491703	14493121	.	1419	Gd7	Down	-0.879214314448636	0.665683140326849	0.369477736775513	0.63548651919676
Region1065	chr2L	14497461	14498169	.	709	Gd7	Down	-2.20551058157894	0.341885487790632	1.63571400366382	0.626418792151151
Region1066	chr2L	14508710	14509245	.	536	Toll9	Up	-0.344226986033824	0.225964398315626	-0.398241582784242	0.989921710609459
Region1067	chr2L	14512582	14513370	.	789	Time	Up	1.63310550357838	1.6769514460727	-1.25633926492114	-0.402208610403347
Region1068	chr2L	14517338	14517711	.	374	Toll10b	Up	-1.68584231471507	0.709719047269832	1.90267166094079	-0.411737887295754
Region1069	chr2L	14540122	14540844	.	723	Time	Up	1.51685839406416	1.84991815348572	-1.06598206273942	-0.511358275927795
Region1070	chr2L	14545256	14545628	.	373	Time	Up	-0.5943503247607	0.708649469581105	0.257952436025053	0.418416639931795
Region1071	chr2L	14552346	14552676	.	331	Time	Down	0.306143186786264	-0.83536954953061	0.105251211259569	-0.54058223290128
Region1072	chr2L	14554104	14554558	.	455	Time	Up	-0.784112925198838	1.13633856317207	1.08493964666295	-0.464495934449904
Region1073	chr2L	14557510	14558290	.	781	Toll10b	Down	0.716865378272011	-1.17871653440495	-1.72078604631846	1.41968272758897
Region1074	chr2L	14577104	14577778	.	675	Gd7	Up	0.842360720714919	0.327678264448635	-0.82629692312509	0.0359031171013842
Region1075	chr2L	14580931	14581227	.	297	Time	Up	0.545299332205311	1.12289006511112	-0.546042901464606	0.0384524292217396
Region1076	chr2L	14585025	14585552	.	528	Toll10b	Up	-0.422439117680331	0.424051006246974	0.842767838768664	-0.602799218728663
Region1077	chr2L	14589702	14590199	.	498	Time	Down	1.20590263678286	-1.77481530207974	-0.418339534136967	-0.992322807824445
Region1078	chr2L	14683571	14684007	.	437	Toll9	Up	-1.24696714980437	1.06704515204576	-0.258058136914391	1.96892147734896
Region1079	chr2L	14684633	14685266	.	634	Toll9	Up	-1.57760091551209	0.462377206702469	0.21705084837735	1.74899670993808
Region1080	chr2L	14689096	14689412	.	317	Toll10b	Up	-0.771793541892444	0.931840776007614	0.93742594804088	-0.279094447192664
Region1081	chr2L	14706264	14706588	.	325	Time	Up	-0.837372361119312	0.999780974938781	0.927149754825092	-0.18004597454599
Region1082	chr2L	14773206	14773745	.	540	Time	Down	1.14323571396301	-1.82323688876632	-0.0941659909381905	-1.35361163480915
Region1083	chr2L	14950301	14950533	.	233	Toll9	Up	-3.30275897866424	-0.0722231528759936	-1.60432576768192	6.47198194629831
Region1084	chr2L	15005558	15005804	.	247	Gd7	Down	-0.504866461916652	0.471719096104665	0.290807534225939	0.257553454809189
Region1085	chr2L	15007881	15008402	.	522	Gd7	Down	-0.383062285376806	-0.2539120748834	0.282762307691129	0.110621908145797
Region1086	chr2L	15008861	15009296	.	436	Time	Down	0.0187677998456555	-1.38971932733478	-0.224788921122762	0.282530892542109
Region1087	chr2L	15009870	15010268	.	399	Time	Up	-0.405387597374233	0.412147093846138	0.383025209605357	0.00269544566709285
Region1088	chr2L	15012586	15012903	.	318	Time	Down	-0.757504706637084	-2.03155339804338	-0.0674321833660962	1.0741269359097
Region1089	chr2L	15013433	15014003	.	571	Toll9	Up	-1.39917033920148	-1.2757041982574	-0.521936316509547	2.52647066885412
Region1090	chr2L	15017224	15017499	.	276	Time	Down	1.60104049636296	-1.70014404224018	-0.983499141732487	-0.73309559677589
Region1091	chr2L	15039267	15040293	.	1027	Gd7	Down	-0.477293034678301	0.0991083900933251	0.448679584396533	0.00629221341735158
Region1092	chr2L	15042138	15042621	.	484	Time	Down	-0.0600947565588981	-2.8315931790535	0.0355937592038168	0.0293208751357015
Region1093	chr2L	15056874	15058111	.	1238	Time	Up	0.171877766367836	1.04818811636587	-0.435924899840797	0.372254757651141
Region1094	chr2L	15060407	15061114	.	708	Time	Up	-0.528742485303079	0.927885345625607	0.541055452352305	-0.0531092748098755
Region1095	chr2L	15067876	15068310	.	435	Time	Up	-0.712632552055127	0.893408896046118	0.758623018470193	-0.111707834123067
Region1096	chr2L	15098726	15099139	.	414	Toll9	Up	-1.82620035575275	0.339774192802319	-1.96515836821747	5.05026102943201
Region1097	chr2L	15109165	15109520	.	356	Toll10b	Down	0.96116375465974	0.911533341488565	-1.52915287509141	0.841358541004768
Region1098	chr2L	15111381	15111721	.	341	Time	Up	0.482947551377011	1.40975274553432	-0.669221509632708	0.287441886567669
Region1099	chr2L	15113271	15113870	.	600	Time	Up	-0.641694914997854	0.846812811777917	0.604925427825472	0.00613917182263554
Region1100	chr2L	15150063	15150423	.	361	Gd7	Up	2.40818935213256	-1.36781335746317	-0.593168379039703	-2.31237766210005
Region1101	chr2L	15248777	15249113	.	337	Toll9	Down	0.294177650128907	-0.00715429329362638	0.537234307100446	-1.11477573189463
Region1102	chr2L	15256077	15256310	.	234	Gd7	Down	-0.510364415736307	0.233296843541884	0.431503673324091	0.0726150079310564
Region1103	chr2L	15264519	15264934	.	416	Time	Up	-0.114579050403699	1.80747953162481	0.823187233927005	-0.975197611113451
Region1104	chr2L	15311034	15311659	.	626	Toll9	Up	-1.4102346519725	-0.676375411788293	-2.05391774815562	4.63214498094606
Region1105	chr2L	15313527	15314182	.	656	Toll10b	Down	1.14773926944531	0.000678246817076532	-2.82904586151664	2.37397351664029
Region1106	chr2L	15319502	15320317	.	816	Time	Down	0.989670887640891	-1.66218825145337	-1.15914533007826	0.299297573999837
Region1107	chr2L	15323144	15323704	.	561	Toll9	Up	-0.70543850943173	-0.958450879815229	-1.68979825008628	3.2213404533822
Region1108	chr2L	15324219	15325550	.	1332	Toll9	Up	-0.632671071924303	-0.703350782099871	-1.23488390419849	2.50599029256456
Region1109	chr2L	15325855	15326376	.	522	Toll9	Up	0.239639574779274	-1.64614278575882	-1.52613530637544	1.77266620610709
Region1110	chr2L	15330548	15331955	.	1408	Gd7	Up	1.03431736762468	-0.470933550096657	-0.782432291286689	-0.272841171260402
Region1111	chr2L	15333376	15334192	.	817	Toll9	Up	0.0604008327118322	0.0670293660912129	-0.484790369512977	0.583487060107866
Region1112	chr2L	15379581	15380033	.	453	Time	Down	-0.413851585005418	-2.45455168522903	0.385274783384323	0.0105977386705429
Region1113	chr2L	15438924	15439277	.	354	Toll9	Up	0.0419731016091932	-0.191063861705036	-0.581965703742252	0.74003331587419
Region1114	chr2L	15446215	15446585	.	371	Gd7	Up	1.4863196696319	-0.528967473949556	-0.52274812548472	-1.21334250926592
Region1115	chr2L	15446851	15447397	.	547	Gd7	Up	2.16254347766532	-1.4907720833905	-1.87155101237598	-0.248769184188611
Region1116	chr2L	15453210	15453491	.	282	Gd7	Up	1.4496136913916	-0.483944049485939	-0.405788185057978	-1.32541838542368
Region1117	chr2L	15457552	15458057	.	506	Time	Up	-1.0233943590135	3.08006565656586	-0.0837280788157245	1.44108790487159
Region1118	chr2L	15458396	15458842	.	447	Time	Up	-0.57613740090533	1.41350729102224	-0.355605676249249	1.23238131880921
Region1119	chr2L	15470765	15471178	.	414	Toll10b	Down	0.862863993472161	0.352141042947567	-1.47819566477142	0.899237795386165
Region1120	chr2L	15471480	15471884	.	405	Toll10b	Down	2.06052436487107	0.198667398538696	-2.76686064878377	1.10569453602101
Region1121	chr2L	15474870	15475470	.	601	Toll9	Up	-1.66296407703433	-0.120734877512112	-1.18967063752335	3.78000232933495
Region1122	chr2L	15476930	15478717	.	1788	Gd7	Down	-1.47312297645534	0.485233974380557	0.905747193059362	0.673395995593081
Region1123	chr2L	15479392	15480350	.	959	Gd7	Down	-2.12407107258961	-2.07554795537879	0.881165194967625	1.55088118072933
Region1124	chr2L	15480744	15481468	.	725	Toll9	Up	-2.14857026395244	1.90805016896653	-0.148922103284997	2.98883037392766
Region1125	chr2L	15481980	15482497	.	518	Toll9	Up	-2.10341080142493	0.309203570392007	0.138779642539983	2.53753716319778
Region1126	chr2L	15482876	15483159	.	284	Toll9	Up	-1.28224196440164	1.29974049259946	-0.561394604685695	2.42874282450529
Region1127	chr2L	15485625	15487083	.	1459	Time	Down	-1.08767446426345	-1.30940633472359	0.86052001901139	0.235417814775701
Region1128	chr2L	15491132	15492612	.	1481	Gd7	Down	-0.743309208704099	-0.531671315860757	0.53412413109093	0.234529872346651
Region1129	chr2L	15498763	15499927	.	1165	Time	Up	-0.556302747432902	0.930754434650364	0.573074047032265	-0.0610875507070474
Region1130	chr2L	15537325	15538050	.	726	Time	Down	1.3938546338758	-1.64473353219966	-0.781502012967512	-0.740236668836262
Region1131	chr2L	15653150	15653508	.	359	Gd7	Down	-5.45534175754208	1.22408603001629	3.83494228080907	1.83749566889764
Region1132	chr2L	15654064	15654581	.	518	Gd7	Down	-4.90179920661376	0.290470187628251	3.69427923876837	1.31187122353098
Region1133	chr2L	15683342	15683530	.	189	Time	Up	-0.492190169691152	0.550448718513807	0.370470218993093	0.132370477075076
Region1134	chr2L	15686748	15688180	.	1433	Gd7	Down	-4.82305253800793	0.55215665313686	3.65600841792574	1.2620233922104
Region1135	chr2L	15718331	15718594	.	264	Gd7	Down	-0.589040150899665	0.489631018312243	0.29189999073864	0.365189918755548
Region1136	chr2L	15721743	15723172	.	1430	Gd7	Down	-4.7703995370162	0.541010653333827	3.63422966669173	1.22349138696092
Region1137	chr2L	15730117	15730819	.	703	Time	Down	-0.687821172765382	-0.931525186005305	0.313472664134889	0.463806361993871
Region1138	chr2L	15731609	15732448	.	840	Toll9	Up	-0.234204421744507	-0.0206352722252765	-0.483561014827197	0.963752677811192
Region1139	chr2L	15733236	15734242	.	1007	Toll9	Up	-1.4522994922901	0.577029535765944	0.270319781761183	1.51383028284625
Region1140	chr2L	15735871	15736318	.	448	Gd7	Down	-1.1733640303672	0.170505707582716	0.528938695061299	0.799157312665025
Region1141	chr2L	15741638	15742139	.	502	Time	Up	-0.611358532756161	0.684130271245002	0.0798144763539126	0.683645785209476
Region1142	chr2L	15742724	15744286	.	1563	Toll9	Up	-0.163486075152134	-0.2317524375035	-0.395804856173922	0.752272000560651
Region1143	chr2L	15745497	15746478	.	982	Toll9	Down	-0.0721766580110592	-0.00595065384623318	0.69354005957126	-0.853187380664778
Region1144	chr2L	15747297	15748389	.	1093	Time	Up	-0.520087508856279	0.645019663902639	0.38858465370129	0.14380997662708
Region1145	chr2L	15750682	15751219	.	538	Gd7	Down	-0.515684419266341	0.407283720353303	0.496789905987556	-0.00961099691080399
Region1146	chr2L	15752246	15752552	.	307	Toll10b	Up	-0.569453536512635	0.414176144540502	0.616046876067696	-0.10270090991043
Region1147	chr2L	15761581	15762037	.	457	Toll10b	Down	0.374002660389623	-0.0504343030283114	-0.898496675810364	0.741671368219761
Region1148	chr2L	15762332	15762958	.	627	Toll10b	Down	0.442935099203792	0.0418087462375694	-1.39811250164058	1.33433598875488
Region1149	chr2L	15764104	15764588	.	485	Toll10b	Up	-0.300461129174004	0.175784850358276	0.485044005353705	-0.272604812172371
Region1150	chr2L	15768109	15768432	.	324	Toll9	Down	-0.101817420809436	0.38966600781297	0.469071950633109	-0.508334684874857
Region1151	chr2L	15838483	15838841	.	359	Gd7	Down	-5.51736954950153	1.24694466999718	3.86304766486763	1.87954513501572
Region1152	chr2L	15839411	15839922	.	512	Gd7	Down	-4.88161544023301	0.313602455671297	3.71074194346322	1.26323030981463
Region1153	chr2L	15911496	15912057	.	562	Toll9	Down	0.282667503621304	1.27356810708259	1.04727717946877	-1.79612014901333
Region1154	chr2L	15956063	15956586	.	524	Gd7	Down	-4.89615208769026	0.288362366707105	3.67035289428284	1.33721215849769
Region1155	chr2L	15957130	15957497	.	368	Gd7	Down	-5.31546434876551	1.2053593415147	3.78599427081724	1.72296988348626
Region1156	chr2L	16049607	16050448	.	842	Gd7	Up	0.760657650062106	-0.0123596191128461	-0.458201288608442	-0.360664790478746
Region1157	chr2L	16080441	16080928	.	488	Gd7	Up	3.5188400339137	0.154207436209629	-1.41491122409349	-2.63051849363385
Region1158	chr2L	16082257	16082563	.	307	Toll9	Down	1.61788909116765	-1.2357901894166	-0.271971726100141	-1.72625542462101
Region1159	chr2L	16160885	16161281	.	397	Gd7	Up	5.67181508724687	-0.917142606598935	-2.13062885308746	-4.44472737022992
Region1160	chr2L	16224819	16225170	.	352	Gd7	Up	0.948237912776193	-0.760937916277908	-0.776626068405066	-0.16916878898961
Region1161	chr2L	16231236	16231691	.	456	Toll9	Down	0.0344105551159953	-0.54444399018603	1.16911979733739	-1.64059413976834
Region1162	chr2L	16234862	16235265	.	404	Time	Down	0.100605500869724	-1.10571386990387	-0.0958414045014826	0.000403505895714071
Region1163	chr2L	16251621	16251979	.	359	Toll10b	Up	-0.505529284359933	-0.470541453205835	1.35027767644165	-1.18788514529147
Region1164	chr2L	16257321	16257772	.	452	Time	Up	-0.262922821522654	0.815653727848038	0.317207147330425	-0.092155205872933
Region1165	chr2L	16263736	16264058	.	323	Toll9	Up	-0.103576612273788	0.199141158384282	-0.0750155505957517	0.236687705915462
Region1166	chr2L	16268027	16268360	.	334	Toll10b	Up	-1.11154266889842	1.27734079865613	1.54527213050487	-0.668402972573731
Region1167	chr2L	16269035	16269898	.	864	Time	Up	-0.503590521014129	1.44037275735377	0.643449791736281	-0.225497766601671
Region1168	chr2L	16274078	16274472	.	395	Time	Down	1.14028664263975	-1.44759177246983	-0.631585514128308	-0.616149165466982
Region1169	chr2L	16276006	16276245	.	240	Time	Down	0.182390795859869	-0.914313217613382	-0.250963260557275	0.106131246135328
Region1170	chr2L	16276872	16277251	.	380	Time	Down	0.329176150783762	-1.14396609281894	-0.0953544016398672	-0.296593935345226
Region1171	chr2L	16279922	16280453	.	532	Time	Up	-0.239350058336677	0.419870618301721	-0.0227855752173263	0.341412611097755
Region1172	chr2L	16281201	16281725	.	525	Toll9	Up	0.183983315056632	0.344796060097201	-0.81193788997606	0.869861140738602
Region1173	chr2L	16282087	16282466	.	380	Toll9	Up	-0.599492319160215	-0.157728137949035	-0.0303418672841046	0.818637726356153
Region1174	chr2L	16284248	16285142	.	895	Toll10b	Up	-0.115584286677956	-0.291042161082137	0.379788438661144	-0.368604292876874
Region1175	chr2L	16286007	16288484	.	2478	Time	Up	-0.48073514512998	0.697599253073089	0.48115212112661	-0.0335739559765195
Region1176	chr2L	16299374	16300011	.	638	Toll9	Down	0.181964960376002	0.0974070299540939	0.250321984916818	-0.577628370685436
Region1177	chr2L	16310422	16311038	.	617	Gd7	Down	-0.158328309825051	0.0194640111887886	0.0930526582338014	0.0782387448882553
Region1178	chr2L	16319900	16320260	.	361	Toll10b	Up	-0.59972729399966	-0.260254626945337	1.06664920994232	-0.678575928707207
Region1179	chr2L	16323373	16323895	.	523	Toll9	Up	0.129664242377583	-0.471914525099523	-0.870358866873634	1.02003494258558
Region1180	chr2L	16324611	16325211	.	601	Time	Up	-0.441549131389974	0.886060823298845	0.433331753036905	-0.0190967699801695
Region1181	chr2L	16325452	16326254	.	803	Time	Up	-0.177158909931098	0.514837787442214	0.0782727745019258	0.122828090029086
Region1182	chr2L	16328808	16329367	.	560	Gd7	Down	-0.260026587560719	0.114236119476484	0.181870135343234	0.0888404443774365
Region1183	chr2L	16329924	16330350	.	427	Time	Down	0.597681225174833	-2.35580211470915	-1.90110377562494	1.82035449858319
Region1184	chr2L	16330621	16330913	.	293	Toll9	Up	0.442184360901148	-1.60797246095807	-1.64197474036506	1.66820913865727
Region1185	chr2L	16350117	16350480	.	364	Time	Up	-0.289179823189817	0.369672015776387	0.292947563473823	-0.024996955777873
Region1186	chr2L	16350705	16351051	.	347	Time	Up	-0.399245722830388	0.586605576425229	0.24163921840181	0.187740802330092
Region1187	chr2L	16351890	16353541	.	1652	Toll9	Up	-0.167675778065675	0.171941923493845	0.0233045064065266	0.185571565164202
Region1188	chr2L	16353829	16354212	.	384	Toll10b	Down	1.03808973063192	-0.116751846916068	-2.22080404320902	1.68581006965048
Region1189	chr2L	16356291	16356910	.	620	Toll10b	Up	-0.30589509602245	0.29627963457088	0.333594669668318	-0.0588142279077512
Region1190	chr2L	16405692	16406407	.	716	Time	Down	0.960227585847253	-2.57109773626311	-0.539586410640602	-0.508299161065276
Region1191	chr2L	16422601	16423351	.	751	Gd7	Down	-0.505106246039792	0.351539734916959	0.190953360798141	0.39417669295579
Region1192	chr2L	16439329	16439576	.	248	Toll9	Up	-0.671664335460201	0.0529663486510143	-1.02329438893841	2.26769959646771
