geneID	Chr	Start	End	Strand	Length	logExpression	knownGene
FBgn0000659	3R	28582478	28584553	-	2076	9.03312575255037	No
FBgn0026400	3R	28598185	28598637	-	945	7.27031288607902	No
FBgn0001215	3R	28599952	28599999	+	1143	9.1586259362895	No
FBgn0039589	3R	28606168	28606354	+	1605	7.80506704425849	No
FBgn0039590	3R	28609398	28609578	-	6357	9.02147746713881	No
FBgn0039591	3R	28636423	28636880	+	2004	5.43372200355424	No
FBgn0039592	3R	28641724	28642325	-	1038	3.58351893845611	No
FBgn0051050	3R	28650146	28650330	-	243	2.19722457733622	No
FBgn0053346	3R	28669233	28669284	+	1092	4.45434729625351	No
FBgn0039593	3R	28670738	28670783	+	1110	4.92725368515721	No
FBgn0039594	3R	28675579	28675685	+	2438	4.83628190695148	No
FBgn0027655	3R	28696332	28696405	+	10749	8.15277405274407	No
FBgn0039595	3R	28737554	28737646	-	1143	4.27666611901606	No
FBgn0039596	3R	28749215	28749608	-	1674	4.31748811353631	No
FBgn0039597	3R	28755990	28756979	-	990	4.15888308335967	No
FBgn0039598	3R	28757137	28758234	-	1098	3.8286413964891	No
FBgn0085324	3R	28789617	28790480	+	864	2.99573227355399	No
FBgn0039599	3R	28790522	28791415	+	894	3.49650756146648	No
FBgn0261289	3R	28806726	28806971	+	591	2.89037175789616	No
FBgn0005642	3R	28808308	28808693	-	2607	8.87122464440955	No
FBgn0039600	3R	28812115	28812154	+	3399	9.75400097883575	No
FBgn0039601	3R	28817475	28818674	-	1863	7.53369370984863	No
FBgn0039602	3R	28820338	28820505	+	3666	8.30375241556341	No
FBgn0024273	3R	28825453	28825701	-	1599	7.01211529430638	No
FBgn0015589	3R	28833238	28836486	-	7251	6.67456139181443	No
FBgn0264324	3R	28845967	28846000	+	6579	6.45047042214418	No
FBgn0265274	3R	28854464	28854661	-	1185	9.3511452485672	No
FBgn0053203	3R	28871862	28872092	-	1500	4.55387689160054	No
FBgn0039609	3R	28872915	28874957	+	2043	4.67282883446191	No
FBgn0039611	3R	28875646	28877691	+	2046	6.25382881157547	No
FBgn0039612	3R	28878084	28880096	-	2013	6.18620862390049	No
FBgn0039613	3R	28880803	28882902	+	2100	4.45434729625351	No
FBgn0027578	3R	28883693	28885813	+	2121	6.32435896238131	No
FBgn0265998	3R	28888328	28888534	+	11219	10.1377688482608	No
FBgn0039616	3R	28923120	28923211	+	1374	7.49554194388426	No
FBgn0039617	3R	28925490	28925602	-	1239	4.00733318523247	No
FBgn0039620	3R	28993288	28993372	-	1551	4.55387689160054	No
FBgn0039621	3R	29024972	29025031	+	537	3.43398720448515	No
FBgn0039622	3R	29026483	29027001	-	519	3.09104245335832	No
FBgn0039623	3R	29027343	29027469	+	2505	8.3478273457825	No
FBgn0041780	3R	29031119	29031746	-	1242	6.5410299991899	No
FBgn0039625	3R	29032951	29033919	-	969	7.42476176182321	No
FBgn0027873	3R	29034663	29034811	+	2268	8.0166478770578	No
FBgn0039626	3R	29037086	29037793	-	1722	8.0481491016652	No
FBgn0003093	3R	29041272	29041425	+	2217	5.59098698051086	No
FBgn0039627	3R	29049600	29049657	+	918	7.06133436691044	No
FBgn0039628	3R	29051071	29051167	+	957	6.29526600143965	No
FBgn0039629	3R	29052701	29052800	+	957	4.93447393313069	No
FBgn0039630	3R	29054548	29054632	+	948	4.47733681447821	No
FBgn0039631	3R	29056144	29056308	+	2313	8.15851624480683	No
FBgn0039632	3R	29059956	29060090	-	2556	8.74798740166097	No
FBgn0039633	3R	29064582	29064612	+	9009	10.2597274018349	No
FBgn0039634	3R	29109884	29110535	-	2055	7.85979918056211	No
FBgn0039635	3R	29113258	29113449	+	1560	7.73280753042202	No
FBgn0039636	3R	29116468	29116772	+	1509	8.33158624363075	No
FBgn0005596	3R	29118588	29120220	-	3303	7.78155595923534	No
FBgn0039637	3R	29125414	29125737	+	2388	6.86484777797086	No
FBgn0039638	3R	29128737	29128880	-	1962	7.67368812926773	No
FBgn0028671	3R	29131709	29131825	+	2714	8.25400859056484	No
FBgn0039639	3R	29138014	29138526	-	513	5.15329159449778	No
FBgn0039640	3R	29138742	29138763	+	2997	4.91998092582813	No
FBgn0039641	3R	29145836	29146801	-	966	5.75574221358691	No
FBgn0039642	3R	29147196	29147880	-	789	6.55677835615804	No
FBgn0014869	3R	29148450	29148552	+	765	4.36944785246702	No
FBgn0041588	3R	29149943	29151231	-	1689	8.89357271862931	No
FBgn0041186	3R	29152251	29152922	-	828	9.29844282019773	No
FBgn0028692	3R	29153731	29154673	+	3087	8.99491694367711	No
FBgn0039644	3R	29158611	29158690	+	4122	7.62900388965296	No
FBgn0039645	3R	29165793	29165866	+	3960	5.48479693349065	No
FBgn0039647	3R	29173738	29173994	-	1784	4.70048036579242	No
FBgn0039648	3R	29197634	29198067	+	504	4.30406509320417	No
FBgn0014427	3R	29200521	29200565	+	1092	4.24849524204936	No
FBgn0039650	3R	29201795	29201908	-	537	5.18738580584075	No
FBgn0039651	3R	29202704	29203735	-	1032	4.91998092582813	No
FBgn0029176	3R	29220297	29220308	+	1293	8.63905677917308	No
FBgn0062442	3R	29222404	29222481	-	399	7.26332961747684	No
FBgn0039654	3R	29223570	29226185	+	2616	8.66094715506093	No
FBgn0039655	3R	29226270	29226936	-	1119	4.49980967033027	No
FBgn0028476	3R	29230336	29230810	+	3234	8.09651291750159	No
FBgn0039656	3R	29235367	29235592	-	2521	4.78749174278205	No
FBgn0051445	3R	29240774	29240999	-	2781	4.67282883446191	No
FBgn0263236	3R	29245093	29245318	-	2796	5.3890717298165	No
FBgn0003525	3R	29252581	29253961	-	1437	9.67664968563365	No
FBgn0267104	3R	29256664	29256894	+	231	2.63905732961526	No
FBgn0039659	3R	29295822	29296972	-	1212	3.95124371858143	No
FBgn0015622	3R	29315838	29315879	-	1941	8.34640487043596	No
FBgn0267106	3R	29369357	29369635	+	279	1.38629436111989	No
FBgn0004369	3R	29383277	29383391	+	5085	7.9755646584952	No
FBgn0039663	3R	29487144	29487251	-	1929	7.93630269320196	No
FBgn0039664	3R	29489545	29490525	+	981	6.42324696353352	No
FBgn0040623	3R	29490631	29490753	-	294	7.99900721324395	No
FBgn0039665	3R	29491751	29492109	-	753	7.28069719538474	No
FBgn0039666	3R	29493879	29494223	+	345	3.95124371858143	No
FBgn0039667	3R	29495718	29495801	+	1629	5.32787616878958	No
FBgn0039668	3R	29499645	29499992	-	2427	7.61134771740362	No
FBgn0039669	3R	29515845	29516480	+	636	3.3322045101752	No
FBgn0000492	3R	29556636	29557845	+	1545	7.19142933003638	No
FBgn0039670	3R	29587336	29587566	-	633	3.91202300542815	No
FBgn0039671	3R	29589073	29589762	-	690	4.36944785246702	No
FBgn0051041	3R	29590152	29590370	-	594	4.12713438504509	No
FBgn0086361	3R	29593351	29594163	+	1220	7.80751004221619	No
FBgn0039673	3R	29599255	29599801	-	1446	4.18965474202643	No
FBgn0262873	3R	29608477	29608851	+	375	3.61091791264422	No
FBgn0039674	3R	29619531	29619650	+	951	5.77144112313002	No
FBgn0266137	3R	29631970	29632860	-	2508	4.97673374242057	No
FBgn0039675	3R	29664779	29664987	+	1659	4.23410650459726	No
FBgn0039676	3R	29666817	29667085	-	1776	5.27299955856375	No
FBgn0039677	3R	29669158	29669273	+	1371	4.18965474202643	No
FBgn0039678	3R	29671716	29671754	+	426	8.6164953924901	No
FBgn0039679	3R	29672456	29673274	+	1533	8.25764495820823	No
FBgn0025457	3R	29674278	29675063	-	978	8.25842246245888	No
FBgn0039680	3R	29675730	29675856	+	4140	9.55527668700953	No
FBgn0039681	3R	29680494	29680816	-	762	3.66356164612965	No
FBgn0013972	3R	29683402	29683637	+	2028	4.62497281328427	No
FBgn0039682	3R	29685802	29685984	-	453	3.89182029811063	No
FBgn0039683	3R	29692807	29692953	+	1530	5.41610040220442	No
FBgn0039684	3R	29714539	29714949	+	411	3.68887945411394	No
FBgn0250832	3R	29715135	29715190	-	167	2.07944154167984	No
FBgn0039685	3R	29716341	29716787	-	447	3.13549421592915	No
FBgn0039686	3R	29719097	29719111	+	891	3.91202300542815	No
FBgn0085325	3R	29722559	29722607	+	273	2.89037175789616	No
FBgn0024841	3R	29723229	29723356	+	576	6.04263283368238	No
FBgn0039687	3R	29724205	29724439	-	606	7.51588908521513	No
FBgn0042213	3R	29725255	29725611	+	357	5.92425579741453	No
FBgn0039688	3R	29727028	29727130	+	4684	6.67456139181443	No
FBgn0027583	3R	29735447	29735655	-	978	6.37161184723186	No
FBgn0039689	3R	29737044	29737517	+	888	7.0833878476253	No
FBgn0039690	3R	29739977	29739979	+	777	5.75257263882563	No
FBgn0027518	3R	29742250	29742603	-	2331	8.07090608878782	No
FBgn0039691	3R	29745470	29745683	+	1791	7.29369772060144	No
FBgn0020235	3R	29747857	29748747	-	891	8.02649693894541	No
FBgn0260990	3R	29749791	29750168	+	2619	8.26950076718061	No
FBgn0001297	3R	29766985	29767587	+	3318	8.06463647577422	No
FBgn0039694	3R	29779415	29780356	-	942	4.35670882668959	No
FBgn0262112	3R	29794636	29794751	+	1005	8.60666819784384	No
FBgn0039696	3R	29795845	29796750	-	2925	8.26539293085222	No
FBgn0019972	3R	29799898	29800914	+	1017	7.82284529027977	No
FBgn0039697	3R	29801952	29802659	-	759	6.97634807044775	No
FBgn0039698	3R	29803302	29803680	+	918	7.19668657083435	No
FBgn0002924	3R	29804409	29805647	-	2100	9.06681636189014	No
FBgn0000247	3R	29807335	29807602	+	5883	7.88870952418201	No
FBgn0039702	3R	29815066	29816406	-	1341	6.77422388635761	No
FBgn0039703	3R	29816919	29817290	-	759	3.91202300542815	No
FBgn0039704	3R	29822381	29822754	+	2232	5.36597601502185	No
FBgn0039705	3R	29827563	29827653	-	1884	7.60290046220476	No
FBgn0260969	3R	29835814	29836239	-	426	2.63905732961526	No
FBgn0039707	3R	29836626	29836832	+	603	3.78418963391826	No
FBgn0039709	3R	29845604	29845760	+	5118	7.01750614294126	No
FBgn0039710	3R	29854861	29855043	-	1956	8.75463404743127	No
FBgn0039711	3R	29857760	29858650	-	1056	7.59689443814454	No
FBgn0039712	3R	29860357	29860614	-	927	7.89058253465654	No
FBgn0039713	3R	29861931	29861934	+	624	9.1958356857733	No
FBgn0039714	3R	29863961	29864136	-	1065	6.48157712927643	No
FBgn0083969	3R	29869708	29869793	+	3324	8.83710041116275	No
FBgn0051038	3R	29878372	29879810	+	2792	6.1527326947041	No
FBgn0039718	3R	29903267	29903553	-	474	2.484906649788	No
FBgn0039719	3R	29905498	29905515	+	369	3.17805383034795	No
FBgn0051036	3R	29908294	29908408	+	3021	4.70953020131233	No
FBgn0039722	3R	29913144	29913370	-	453	4.66343909411207	No
FBgn0003861	3R	29914599	29915552	-	3831	6.42162226780652	No
FBgn0003357	3R	29922242	29923036	+	795	4.12713438504509	No
FBgn0003356	3R	29923793	29924587	-	795	4.20469261939097	No
FBgn0003358	3R	29925302	29925854	-	816	4.34380542185368	No
FBgn0039723	3R	29927995	29928121	+	519	3.68887945411394	No
FBgn0051202	3R	29928806	29930383	-	1578	7.51152464839087	No
FBgn0051040	3R	29930636	29931724	-	2226	8.68946441235669	No
FBgn0260759	3R	29933387	29933579	+	459	7.40488757561612	No
FBgn0260760	3R	29933943	29934089	+	366	6.87109129461055	No
FBgn0039726	3R	29934608	29934751	-	918	7.2291138777933	No
FBgn0039727	3R	29936174	29937457	+	11193	8.85280791762332	No
FBgn0004622	3R	29951371	29951690	-	1692	4.53259949315326	No
FBgn0039728	3R	29985598	29985734	+	4176	5.50938833662798	No
FBgn0000032	3R	29991587	29991693	-	1365	6.62804137617953	No
FBgn0039730	3R	29993765	29993813	-	1152	7.97590836016554	No
FBgn0039731	3R	29995367	29995540	+	1416	8.0452677166078	No
FBgn0039732	3R	29997030	29997375	-	483	6.71052310945243	No
FBgn0039733	3R	29998347	29999576	+	1230	7.94307271727793	No
FBgn0085327	3R	29999842	30000149	+	417	6.69579891705849	No
FBgn0039734	3R	30000583	30000661	+	2229	8.75463404743127	No
FBgn0039735	3R	30003773	30003904	-	468	8.46041117731725	No
FBgn0016685	3R	30005034	30005055	+	456	7.74630066223144	No
FBgn0039736	3R	30006060	30006266	-	1806	5.16478597392351	No
FBgn0039737	3R	30010666	30011117	-	1431	5.94803498918065	No
FBgn0039738	3R	30016375	30016594	-	1887	7.58528107863913	No
FBgn0039739	3R	30022407	30022598	-	192	4.04305126783455	No
FBgn0026597	3R	30030951	30031046	+	2236	7.92696354486298	No
FBgn0039740	3R	30035431	30036801	-	1371	8.44762872803033	No
FBgn0041102	3R	30037093	30037200	-	444	4.30406509320417	No
FBgn0001281	3R	30038043	30038129	-	420	7.37462901521894	No
FBgn0001280	3R	30038866	30038955	-	405	7.15461535691366	No
FBgn0003511	3R	30039813	30039885	+	1068	8.8446246833853	No
FBgn0003510	3R	30041262	30042851	+	1590	10.5278739775253	No
FBgn0003512	3R	30043479	30044777	+	1299	9.12532699764923	No
FBgn0002626	3R	30045316	30045624	-	441	7.58629630715272	No
FBgn0039741	3R	30047090	30047643	+	996	7.68340368105383	No
FBgn0039742	3R	30048812	30049409	-	681	4.14313472639153	No
FBgn0039743	3R	30052799	30053464	+	1425	8.36404201192206	No
FBgn0003479	3R	30054869	30055705	-	1008	7.26892012819372	No
FBgn0039744	3R	30056136	30056167	+	336	4.91998092582813	No
FBgn0085346	3R	30057003	30057034	+	333	6.14203740558736	No
FBgn0260468	3R	30057459	30057932	+	474	6.65672652417839	No
FBgn0266411	3R	30058925	30059127	+	4982	7.98582466641892	No
FBgn0266442	3R	30122057	30122394	-	903	3.89182029811063	No
FBgn0266443	3R	30123804	30123969	-	813	3.29583686600433	No
FBgn0051025	3R	30125768	30127849	-	2994	4.77068462446567	No
FBgn0051029	3R	30129384	30130404	-	2715	6.13556489108174	No
FBgn0086355	3R	30133245	30133448	-	1044	4.30406509320417	No
FBgn0039747	3R	30135278	30136419	-	2322	4.46590811865458	No
FBgn0039748	3R	30152181	30152394	+	588	3.40119738166216	No
FBgn0039749	3R	30153092	30153219	-	1713	5.39816270151775	No
FBgn0051030	3R	30164981	30165119	-	1291	6.30991827822652	No
FBgn0051028	3R	30166804	30166910	-	3462	5.64190707093811	No
FBgn0002773	3R	30172993	30173412	-	666	5.56068163101553	No
FBgn0039751	3R	30176520	30176585	-	762	6.4831073514572	No
FBgn0039752	3R	30177977	30178195	+	1482	4.74493212836325	No
FBgn0260860	3R	30180356	30180454	+	435	6.36475075685191	No
FBgn0039754	3R	30185847	30186282	-	1383	4.24849524204936	No
FBgn0039755	3R	30194886	30195384	-	1002	4.87519732320115	No
FBgn0039756	3R	30196640	30196800	-	1260	4.71849887129509	No
FBgn0039757	3R	30206641	30206721	-	582	7.64012317269536	No
FBgn0000094	3R	30209985	30210080	+	171	1.79175946922805	No
FBgn0000276	3R	30210948	30211046	+	189	2.39789527279837	No
FBgn0000277	3R	30212238	30212336	+	189	2.70805020110221	No
FBgn0000278	3R	30213479	30213568	-	189	1.09861228866811	No
FBgn0000279	3R	30216577	30216675	+	189	2.70805020110221	No
FBgn0263402	3R	30237327	30237470	-	282	2.30258509299405	No
FBgn0039758	3R	30241519	30241880	-	1272	4.36944785246702	No
FBgn0039759	3R	30244109	30244700	-	1254	4.56434819146784	No
FBgn0085328	3R	30249593	30249802	+	585	3.40119738166216	No
FBgn0039760	3R	30251107	30251190	+	1389	5.15905529921453	No
FBgn0039761	3R	30253192	30253425	+	540	3.17805383034795	No
FBgn0010113	3R	30278944	30280247	+	3294	6.49978704065585	No
FBgn0085329	3R	30306019	30306098	-	420	2.70805020110221	No
FBgn0015222	3R	30385987	30386256	-	753	7.02108396428914	No
FBgn0015221	3R	30389211	30389328	+	708	7.45587668749182	No
FBgn0261704	3R	30419010	30419023	-	153	2.70805020110221	No
FBgn0027544	3R	30421494	30422585	-	1092	6.56244409369372	No
FBgn0039764	3R	30423409	30423639	-	354	6.62406522779989	No
FBgn0039765	3R	30424012	30424045	+	420	7.32052696227274	No
FBgn0039766	3R	30424574	30425137	-	564	7.81480342948936	No
FBgn0039767	3R	30426062	30426814	-	1458	8.39976009452414	No
FBgn0039768	3R	30428842	30429878	+	2076	4.83628190695148	No
FBgn0039769	3R	30432064	30432190	+	1998	5.60947179518496	No
FBgn0039770	3R	30435360	30435599	-	1059	4.26267987704132	No
FBgn0039771	3R	30444152	30444295	-	765	3.97029191355212	No
FBgn0028646	3R	30446172	30446503	-	2202	5.13579843705026	No
FBgn0039773	3R	30457062	30457224	-	1260	7.06817200038804	No
FBgn0039774	3R	30462841	30462969	+	2112	5.50533153593236	No
FBgn0039776	3R	30474044	30474228	+	1650	7.22256601882217	No
FBgn0260440	3R	30476813	30478174	+	1695	7.56837926783652	No
FBgn0039777	3R	30487103	30487903	-	801	4.0943445622221	No
FBgn0039778	3R	30488988	30489788	+	801	3.78418963391826	No
FBgn0039779	3R	30490140	30490324	+	1581	4.54329478227	No
FBgn0026190	3R	30492025	30492122	-	1605	4.04305126783455	No
FBgn0039780	3R	30496773	30496870	-	1611	4.52178857704904	No
FBgn0051371	3R	30501205	30501243	-	1521	4.70048036579242	No
FBgn0051014	3R	30503722	30503816	-	1620	4.86753445045558	No
FBgn0039782	3R	30505989	30506188	+	1527	4.30406509320417	No
FBgn0054041	3R	30508049	30508236	+	1757	3.76120011569356	No
FBgn0039783	3R	30510235	30510338	-	1626	4.44265125649032	No
FBgn0051524	3R	30512399	30512502	-	1608	3.73766961828337	No
FBgn0039784	3R	30514824	30515008	+	1641	5.49306144334055	No
FBgn0027654	3R	30518334	30518573	-	750	3.76120011569356	No
FBgn0082582	3R	30533286	30533507	+	2107	8.00269416228394	No
FBgn0083991	3R	30556620	30556760	-	141	2.83321334405622	No
FBgn0039787	3R	30579661	30580026	+	2028	6.22257626807137	No
FBgn0039788	3R	30582272	30583320	-	1197	4.76217393479776	No
FBgn0039789	3R	30584551	30584883	-	1914	4.80402104473326	No
FBgn0039790	3R	30593265	30593420	-	1232	7.07918439460967	No
FBgn0051019	3R	30597004	30597064	+	1977	4.35670882668959	No
FBgn0051021	3R	30602285	30602367	+	1359	4.20469261939097	No
FBgn0051017	3R	30604188	30604348	+	1443	3.43398720448515	No
FBgn0051016	3R	30606195	30606388	+	1608	3.52636052461616	No
FBgn0266259	3R	30618760	30618884	-	261	1.94591014905531	No
FBgn0039792	3R	30627608	30628666	-	1170	4.0943445622221	No
FBgn0051013	3R	30643884	30643966	-	1602	4.93447393313069	No
FBgn0051015	3R	30646425	30646489	-	1575	5.34710753071747	No
FBgn0085461	3R	30649167	30649805	+	639	4.66343909411207	No
FBgn0085462	3R	30649968	30650174	+	699	3.55534806148941	No
FBgn0039795	3R	30690663	30691763	+	1947	4.80402104473326	No
FBgn0039796	3R	30694137	30694347	-	1068	3.68887945411394	No
FBgn0000274	3R	30695654	30695864	-	1062	3.91202300542815	No
FBgn0051010	3R	30705145	30705906	-	762	3.13549421592915	No
FBgn0039797	3R	30726310	30727154	+	1377	4.74493212836325	No
FBgn0039798	3R	30729930	30730506	-	1110	3.91202300542815	No
FBgn0039799	3R	30742944	30743813	+	870	3.61091791264422	No
FBgn0039800	3R	30744757	30745233	-	477	4.9416424226093	No
FBgn0039801	3R	30745790	30745871	-	471	3.49650756146648	No
FBgn0004606	3R	30766284	30766380	+	3669	8.11939858961229	Yes
FBgn0011739	3R	30790978	30791376	-	3315	8.19671240721307	Yes
FBgn0039802	3R	30807198	30807284	+	561	7.47363710849621	No
FBgn0027598	3R	30809271	30809283	+	2863	8.15450017515194	No
FBgn0039804	3R	30833819	30833863	+	2553	4.88280192258637	No
FBgn0003720	3R	30852547	30852622	+	1356	8.96839619119826	No
FBgn0039805	3R	30867672	30867683	+	723	3.13549421592915	No
FBgn0039806	3R	30871061	30871870	-	1074	4.11087386417331	No
FBgn0039807	3R	30874905	30876134	-	1230	4.4188406077966	No
FBgn0039808	3R	30877701	30877997	-	1743	5.95064255258773	No
FBgn0039809	3R	30882119	30882927	-	1170	7.69302574841789	No
FBgn0000416	3R	30883916	30883917	-	2859	8.57866451350434	No
FBgn0015032	3R	30894171	30894405	+	1605	4.61512051684126	No
FBgn0053483	3R	30900721	30900873	-	747	3.52636052461616	No
FBgn0020912	3R	30916190	30916721	+	1845	6.06842558824411	No
FBgn0039810	3R	30936048	30936458	-	411	2.94443897916644	No
FBgn0039811	3R	30936670	30937098	-	429	2.77258872223978	No
FBgn0039812	3R	30959807	30962248	+	2442	4.48863636973214	No
FBgn0062411	3R	30963451	30964260	-	810	2.39789527279837	No
FBgn0004573	3R	30969887	30971578	-	1692	4.54329478227	No
FBgn0051008	3R	30989575	30989916	-	342	3.17805383034795	No
FBgn0051007	3R	30991890	30992417	-	528	3.46573590279973	No
FBgn0053773	3R	31035389	31035448	+	537	2.94443897916644	No
FBgn0010015	3R	31040139	31040310	+	1866	4.61512051684126	No
FBgn0053920	3R	31044394	31044546	-	540	4.81218435537242	No
FBgn0016123	3R	31049163	31049319	+	1788	4.77912349311153	No
FBgn0010808	3R	31052766	31053307	-	669	7.38894609761844	No
FBgn0002413	3R	31056532	31057851	-	1320	7.80669637252118	No
FBgn0024288	3R	31065439	31065638	+	1587	4.60517018598809	No
FBgn0039816	3R	31091370	31091562	-	894	4.04305126783455	No
FBgn0039817	3R	31098994	31099048	-	1563	3.76120011569356	No
FBgn0039818	3R	31106608	31107794	-	2406	5.23644196282995	No
FBgn0261395	3R	31122629	31123381	-	753	3.25809653802148	No
FBgn0039820	3R	31126237	31126257	+	441	5.20948615284142	No
FBgn0039821	3R	31128027	31129168	-	2265	5.15905529921453	No
FBgn0013973	3R	31137501	31137503	+	2361	4.97673374242057	No
FBgn0086704	3R	31158432	31158861	-	1563	4.78749174278205	No
FBgn0051004	3R	31178567	31178760	-	4556	6.12468339089421	No
FBgn0004389	3R	31193385	31194293	+	909	10.2954958559577	No
FBgn0039827	3R	31197012	31197135	+	2757	6.10702288774225	No
FBgn0267435	3R	31204562	31204738	-	4023	7.1693500166706	No
FBgn0061476	3R	31211188	31211252	-	1923	7.90617884039481	No
FBgn0039828	3R	31213544	31213609	+	921	8.42376124662369	No
FBgn0039829	3R	31214811	31215881	-	1071	8.16678428905615	No
FBgn0039830	3R	31217017	31217177	-	450	7.68202151082687	No
FBgn0039831	3R	31221366	31221465	+	2309	8.9617507993305	No
FBgn0039832	3R	31231947	31232294	-	348	3.55534806148941	No
FBgn0039833	3R	31232623	31233330	-	1533	5.67332326717149	No
FBgn0051005	3R	31237231	31237449	-	1308	6.25958146406492	No
FBgn0039835	3R	31252919	31253003	+	585	6.51471269087253	No
FBgn0039836	3R	31253662	31254023	-	1026	7.07496319796604	No
FBgn0086362	3R	31255243	31255969	+	1128	7.26122509197192	No
FBgn0039838	3R	31257786	31257852	+	894	3.87120101090789	No
FBgn0040628	3R	31260407	31260473	+	858	3.43398720448515	No
FBgn0040629	3R	31262688	31262748	+	906	3.68887945411394	No
FBgn0039839	3R	31265730	31265986	+	1785	4.38202663467388	No
FBgn0039840	3R	31302853	31304339	-	1578	4.00733318523247	No
FBgn0085376	3R	31340498	31340581	+	4551	5.91350300563827	No
FBgn0046332	3R	31372562	31374064	+	1503	4.54329478227	No
FBgn0039844	3R	31387111	31387398	+	1583	4.58496747867057	No
FBgn0051204	3R	31391980	31393452	-	1473	6.49526555593701	No
FBgn0051002	3R	31393632	31394962	-	1563	6.90975328164481	No
FBgn0019990	3R	31395991	31396056	+	4773	8.01697774676226	No
FBgn0039846	3R	31402057	31402582	-	2313	6.99668148817654	No
FBgn0261988	3R	31433837	31433888	+	2142	7.15148546390474	No
FBgn0039848	3R	31458587	31458822	-	1080	7.09837563859079	No
FBgn0039849	3R	31460015	31460341	-	1092	6.0913098820777	No
FBgn0039850	3R	31463350	31463484	+	612	3.40119738166216	No
FBgn0039851	3R	31502235	31502686	+	2322	5.63121178182137	No
FBgn0039852	3R	31558132	31558508	+	2415	5.50125821054473	No
FBgn0028968	3R	31572239	31572278	+	2746	8.72745411689943	No
FBgn0043900	3R	31576895	31577012	-	2445	8.24800570160062	No
FBgn0003268	3R	31581023	31581118	+	6267	8.70516541971901	No
FBgn0039854	3R	31588753	31588859	+	1344	6.7990558620588	No
FBgn0039855	3R	31590618	31590736	+	1329	6.27852142416584	No
FBgn0039856	3R	31593120	31593309	+	1416	5.24174701505964	No
FBgn0039857	3R	31594927	31595463	-	786	8.34212526333359	No
FBgn0039858	3R	31599276	31599348	-	1698	8.42024166533979	No
FBgn0011655	3R	31611681	31611744	+	2313	8.07371464110986	No
FBgn0039859	3R	31615404	31616003	-	600	5.06259503302697	No
FBgn0039860	3R	31616402	31616521	+	1116	7.14282740116162	No
FBgn0039861	3R	31618538	31618769	+	1972	7.24565506759454	No
FBgn0039862	3R	31658918	31658969	+	2529	5.29831736654804	No
FBgn0039863	3R	31670779	31671795	+	4992	8.94546295217767	No
FBgn0039864	3R	31678230	31678381	-	894	3.66356164612965	No
FBgn0261583	3R	31707873	31708157	-	405	2.56494935746154	No
FBgn0003870	3R	31727291	31727434	+	3503	8.46442512587758	No
FBgn0039867	3R	31735555	31735890	-	1272	7.91534816926308	No
FBgn0039868	3R	31737142	31737239	+	621	7.42714413340862	No
FBgn0000557	3R	31740347	31741169	+	1386	6.32256523992728	No
FBgn0039869	3R	31743629	31743837	+	330	5.46383180502561	No
FBgn0039870	3R	31744319	31744938	+	738	6.97447891102505	No
FBgn0000150	3R	31745261	31745590	-	504	8.85295088709958	No
FBgn0261479	3R	31746570	31747475	-	906	9.11493018717152	No
FBgn0022349	3R	31748006	31748086	+	1479	9.25004173882773	No
FBgn0039872	3R	31751986	31752331	-	1866	4.9416424226093	No
FBgn0017448	3R	31755437	31755791	-	1869	5.03695260241363	No
FBgn0039873	3R	31759519	31759935	-	1773	6.87729607149743	No
FBgn0003065	3R	31763803	31764348	-	564	3.8286413964891	No
FBgn0270927	3R	31769476	31769648	-	2058	7.57865685059476	No
FBgn0039875	3R	31772554	31772679	+	1878	7.85631957140659	No
FBgn0039876	3R	31775282	31775502	-	984	7.11395610956603	No
FBgn0005632	3R	31778466	31778758	+	8526	6.93925394604151	No
FBgn0039877	3R	31791129	31791256	-	2094	7.50878717063428	No
FBgn0027620	3R	31794368	31794489	+	4428	9.35677565020573	No
FBgn0250755	3R	31800175	31800614	-	2319	6.89669433162271	No
FBgn0039879	3R	31800963	31802771	+	1809	6.60123011872888	No
FBgn0039881	3R	31805594	31805639	+	789	5.64897423816121	No
FBgn0039882	3R	31807119	31808463	-	1461	6.70196036600254	No
FBgn0266268	3R	31810629	31810940	-	1199	7.82923253754359	No
FBgn0039883	3R	31818032	31818118	+	5682	6.74875954749168	No
FBgn0011224	3R	31851858	31851987	-	2730	7.53743003658651	No
FBgn0039886	3R	31989299	31989329	+	1480	4.04305126783455	No
FBgn0039887	3R	32038483	32039347	+	894	3.40119738166216	No
FBgn0040206	3R	32049031	32049869	-	1410	7.65964295456468	No
FBgn0002780	3R	32052735	32052977	+	1626	8.68794811183873	No
FBgn0002645	3R	32057325	32058769	-	3555	8.46210322509828	No
FBgn0052475	3L	24193	24696	+	1476	7.48885295573346	No
FBgn0262679	3L	54484	54669	-	186	4.11087386417331	No
FBgn0002564	3L	66515	66721	+	2316	5.97635090929793	No
FBgn0035097	3L	74641	75210	-	570	3.76120011569356	No
FBgn0040688	3L	97926	98144	-	264	3.61091791264422	No
FBgn0020386	3L	129823	129888	+	2523	8.78508063653984	No
FBgn0035099	3L	146504	146706	+	2016	7.4593388952203	No
FBgn0263988	3L	149811	150018	-	2292	5.26785815906333	No
FBgn0035101	3L	153071	153304	+	2613	7.72400465667607	No
FBgn0035102	3L	175196	176203	-	1008	7.59135704669855	No
FBgn0035103	3L	176693	177079	-	1026	6.00141487796115	No
