geneID	Chr	Start	End	ATACseq_Geneid	ATACseq_Start	ATACseq_End	SYMBOL	SYMBOL_unique	annotation	factor	direction	PPC_factor	PPC_direction	ATACseq_factor	ATACseq_direction	CBP_factor	CBP_direction	K27ac_Geneid	K27ac_factor	K27ac_direction	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Time	PPC_Gd7	PPC_Toll10b	PPC_Toll9	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	hclust	PC1	PC2	tsne1	tsne2	umap1	umap2	kmeans_UMAP	ATAC_NC_PC2	MoreOpenInNC13	NaiveState	log2FoldChange	padj
FBgn0015773	X	14604112	14653428	Region19224	14628564	14631595	NetA	NetA.1	Roshan & This	Gd7	Down	Toll10b	Up	Toll9	Up	Toll9	Up	Region5423	Toll9	Up	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	0.168618466699053	-1.97906687004717	2.00367209398565	-0.48232956363672	0.350912495139232	-1.51366902808547	-0.563744456145449	2.59384900997354	-1.66396114333185	-0.0936855054998806	2.5500397969627	-0.87274790808555	-0.960177416354138	1.87168399152833	10	-4.31857703665504	6.4516556335341	8.76710810834224	-8.61690834316068	-4.0733843804669	0.870181299183639	2	-0.266785314329409	TRUE	FALSE	-0.0784077604065079	0.837247135207049
FBgn0015773	X	14604112	14653428	Region19228	14648578	14651968	NetA	NetA.2	Roshan & This	Gd7	Down	Toll10b	Up	Gd7	Down	Toll10b	Up	Region5424	Toll10b	Up	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	0.168618466699053	-1.97906687004717	2.00367209398565	-0.48232956363672	-0.614091878097346	-3.91807723382728	2.47173078126417	1.3503014254111	-2.55374213411205	3.02232558460709	-0.423747903419143	-3.09515036767165	4.07618397241671	-1.74900469723215	8	-8.12894293401175	4.29082528449771	-15.7878329573588	20.0005914366645	-1.46630753528773	-3.02846606770985	3	1.31939495152009	FALSE	TRUE	-0.496457064857225	0.0480014678453163
FBgn0015773	X	14604112	14653428	Region19228	14648578	14651968	NetA	NetA.3	Roshan & This	Gd7	Down	Toll10b	Up	Gd7	Down	Toll10b	Up	Region5425	Toll10b	Up	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	0.168618466699053	-1.97906687004717	2.00367209398565	-0.48232956363672	-0.614091878097346	-3.91807723382728	2.47173078126417	1.3503014254111	-2.55374213411205	3.02232558460709	-0.423747903419143	-3.40878140667617	4.48168203996955	-1.91777746905486	8	-8.31727358754182	4.23927443640013	-15.8662079861134	20.0523562710615	-1.47170275142122	-3.0254838542742	3	1.31939495152009	FALSE	TRUE	-0.496457064857225	0.0480014678453163
FBgn0015773	X	14604112	14653428	Region19229	14652368	14653111	NetA	NetA.4	Roshan & This	Gd7	Down	Toll10b	Up	Gd7	Down	Gd7	Down	Region5426	Gd7	Down	0.078170981160354	-5.80337395506525	3.09168687153541	3.67790702848641	0.168618466699053	-1.97906687004717	2.00367209398565	-0.48232956363672	-0.249641252047921	-2.71977442897458	1.54186734082212	1.17462608633714	-3.03831319023241	1.97757630544528	1.71273405086407	-3.9960726052426	3.707120763296	-0.51429953477509	8	-7.67417366504019	5.3779192437658	-9.46381134748386	4.03292936146317	-1.65339323660863	-2.78484496557301	3	2.23719667422878	FALSE	FALSE	-0.377640802255104	0.318792707040266
FBgn0024250	X	7308439	7311032	Region18342	7292840	7295358	brk	brk	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Gd7	Down	Region5114	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	1.20261671686302	-2.53305147216432	1.61286394206082	0.852670066913083	-2.25367299254267	1.4947148597841	1.23227690079898	-3.24950718734729	2.04704408815561	0.666368770500135	10	-7.44960722865727	10.4515759192778	11.0939297527306	-20.3200003254355	-2.35493377161408	-2.82717760700793	3	0.826291415863289	FALSE	FALSE	-0.358310698718121	0.201753302006442
FBgn0024250	X	7308439	7311032	Region18342	7292840	7295358	brk	brk.1	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Gd7	Down	Region5115	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	1.20261671686302	-2.53305147216432	1.61286394206082	0.852670066913083	-2.25367299254267	1.4947148597841	1.23227690079898	-4.42575384995753	1.28559761965907	2.59183766205431	10	-7.40675078019847	11.3414713287895	9.27486522365118	-20.2295372757817	-2.63845361374708	-3.00553016010412	3	0.826291415863289	FALSE	FALSE	-0.358310698718121	0.201753302006442
FBgn0024250	X	7308439	7311032	Region18343	7295594	7296310	brk	brk.2	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Gd7	Down	Region5115	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	1.3444242339105	-1.77743117076357	0.56518906769582	1.37137070583626	-1.02732952716915	0.80378573240013	0.394014431024343	-4.42575384995753	1.28559761965907	2.59183766205431	10	-6.76974165779445	11.0499020395324	8.28324602477838	-21.3027543083212	-2.5526856798183	-2.94154198995179	3	1.70423564861818	FALSE	TRUE	-0.977277242945775	0.000276465200398598
FBgn0024250	X	7308439	7311032	Region18344	7296799	7297549	brk	brk.3	Literature & This	Gd7	Down	Gd7	Down	Time	Down	Gd7	Down	Region5116	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	-3.02559842562836	-1.54465465085033	0.918986450929153	0.608019848576957	-3.25301068295375	2.91728187345864	0.737857542581842	-2.10279006485141	-0.0862113465988653	2.0128384783278	10	-6.82006116292565	10.8554381202313	-12.9580819986345	0.00953809535977091	-2.52187406805327	-2.8851807651829	3	0.555926642382926	FALSE	TRUE	-0.751567862185077	0.00214115420437193
FBgn0024250	X	7308439	7311032	Region18345	7299184	7301768	brk	brk.4	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Toll9	Up	Region5118	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	1.65155105896908	-2.06377684566867	1.0562093167157	1.04654528101967	-1.4871497279291	0.193143626690418	1.89977243974359	-2.43552389479722	0.155321777484062	2.04528194927921	10	-6.09216493611802	11.0604416333984	11.2760470743798	-21.5246345778335	-2.48304497603892	-2.8433065586635	3	1.11121107255929	FALSE	FALSE	-0.387269558421076	0.132308009978098
FBgn0024250	X	7308439	7311032	Region18345	7299184	7301768	brk	brk.5	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Toll9	Up	Region5119	Gd7	Down	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	1.65155105896908	-2.06377684566867	1.0562093167157	1.04654528101967	-1.4871497279291	0.193143626690418	1.89977243974359	-2.74344851759152	1.06366927342366	1.30760300786005	10	-6.4445581963584	10.7676558649024	11.8187866573423	-21.2520544553659	-2.42354736975486	-2.83668834141552	3	1.11121107255929	FALSE	FALSE	-0.387269558421076	0.132308009978098
FBgn0024250	X	7308439	7311032	Region18347	7305792	7310691	brk	brk.6	Literature & This	Gd7	Down	Gd7	Down	Gd7	Down	Toll9	Up	Region5120	Toll9	Up	-0.342293787352391	-9.29152079676532	3.60956940198495	7.71649711598811	-0.556654591079361	-1.73648308749841	0.451057973916848	1.68726057019792	0.636398508662711	-1.99816451407568	0.863155900571087	1.23087479273869	-0.885454233399999	-0.116210140574009	1.44787376461131	-4.50335734483905	-0.577540171235108	4.75117643001153	10	-6.00791140990257	12.1691355641273	7.4359305957264	-19.9377017607026	-2.69615199763155	-3.03558616752435	3	-0.157352947906458	TRUE	FALSE	-0.179040144282796	0.568962137113146
FBgn0029943	X	7314722	7323270	Region18349	7318264	7325467	Atg5	Atg5	This	Gd7	Down	Gd7	Down	Toll9	Up	Toll9	Up	Region5122	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	0.760025766909151	-1.83469868795562	0.109737397828294	2.06186459919759	-2.72576511257179	0.503008219560069	3.27793187244866	-4.39495403262659	0.588840733228129	3.34485192995813	10	-4.62364582235555	7.79429784349421	23.4794617498857	-11.3011465238941	-4.19615964347964	0.596372887118066	2	-0.839963511072787	TRUE	FALSE	-0.00367442433184267	0.993515581845701
FBgn0029943	X	7314722	7323270	Region18349	7318264	7325467	Atg5	Atg5.1	This	Gd7	Down	Gd7	Down	Toll9	Up	Toll9	Up	Region5123	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	0.760025766909151	-1.83469868795562	0.109737397828294	2.06186459919759	-2.72576511257179	0.503008219560069	3.27793187244866	-2.46873670120248	0.363139741216243	1.84257866810034	10	-4.21041183061108	7.0359794476681	22.2605789485434	-11.0674895767693	-4.04668060379292	0.525065457532007	2	-0.839963511072787	TRUE	FALSE	-0.00367442433184267	0.993515581845701
FBgn0029943	X	7314722	7323270	Region18349	7318264	7325467	Atg5	Atg5.2	This	Gd7	Down	Gd7	Down	Toll9	Up	Toll9	Up	Region5124	Toll9	Up	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	0.760025766909151	-1.83469868795562	0.109737397828294	2.06186459919759	-2.72576511257179	0.503008219560069	3.27793187244866	-3.48019818495101	-0.813619722069897	4.08346073287249	10	-4.00220977848349	8.04896029608169	23.6463418016416	-11.7011819335883	-4.25698605085748	0.57143729929787	2	-0.839963511072787	TRUE	FALSE	-0.00367442433184267	0.993515581845701
FBgn0029943	X	7314722	7323270	Region18349	7318264	7325467	Atg5	Atg5.3	This	Gd7	Down	Gd7	Down	Toll9	Up	Toll9	Up	Region5125	Toll9	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	0.760025766909151	-1.83469868795562	0.109737397828294	2.06186459919759	-2.72576511257179	0.503008219560069	3.27793187244866	0.196513807334945	0.0176480940504521	-0.198859574877433	10	-3.62773507709539	6.00247245100994	21.0681636242048	-10.7144098672702	-3.97883768215264	0.571197238216953	2	-0.839963511072787	TRUE	FALSE	-0.00367442433184267	0.993515581845701
FBgn0030665	X	15667985	15670529	Region19342	15646472	15647581	CG15646	CG15646	This	Gd7	Down	Toll9	Up	Time	Down	Gd7	Down	Region5454	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-4.05414508810628	-1.70104580448341	1.2537664832698	0.339732472697538	-4.83808172453778	3.05300679630736	2.85880306353206	-3.382712878251	1.58073167092631	1.31050137934991	10	-3.13126677266333	6.61327925713402	-14.149583681518	1.11134286604551	-0.907643650758374	-1.94984081437117	3	0.0940599284523273	FALSE	TRUE	-0.653045579426335	0.00311463591085109
FBgn0033483	2R	10078866	10084110	Region4846	10075977	10079333	egr	egr	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Gd7	Up	Gd7	Up	Region1362	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.381321698466452	2.48984497688518	-1.45921144757152	-1.01024585184732	7.27994486270293	-5.9918127265175	-2.38664584916913	4.29820269891887	-2.35177671356395	-1.28039306097314	3	15.578252368673	-8.25785552035181	-25.8149810149255	-14.3134595177155	3.31406413341606	4.21425571713679	5	-2.54097588343332	TRUE	TRUE	0.440186187596509	0.000149555603628052
FBgn0033483	2R	10078866	10084110	Region4846	10075977	10079333	egr	egr.1	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Gd7	Up	Gd7	Up	Region1363	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.381321698466452	2.48984497688518	-1.45921144757152	-1.01024585184732	7.27994486270293	-5.9918127265175	-2.38664584916913	3.50525723957961	-1.50118590163671	-1.51134414049062	3	15.1594220794262	-8.30530920676371	-26.7266073466065	-14.3487369779452	3.24683922255004	4.31266144991987	5	-2.54097588343332	TRUE	TRUE	0.440186187596509	0.000149555603628052
FBgn0033483	2R	10078866	10084110	Region4846	10075977	10079333	egr	egr.2	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Gd7	Up	Gd7	Up	Region1364	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.381321698466452	2.48984497688518	-1.45921144757152	-1.01024585184732	7.27994486270293	-5.9918127265175	-2.38664584916913	3.83182139309343	-1.56283709298605	-1.73981732721945	3	15.2371573140289	-8.42277169058109	-26.4675213398526	-13.7813522179238	3.37792241598803	4.30281997456215	5	-2.54097588343332	TRUE	TRUE	0.440186187596509	0.000149555603628052
FBgn0034501	2R	20308877	20313123	Region6570	20286127	20287580	CG13868	CG13868	Roshan & This	Gd7	Up	Gd7	Up	Toll10b	Up	Toll9	Down	Region1940	Toll9	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.627625924057971	-0.261118236580953	0.706920529931516	-0.649830371568144	-0.0764826295830864	0.603209950715421	-0.715051891868028	-0.57615078206384	-1.22359905592937	1.89670808466441	1	8.15716741413743	-2.83966889881	0.296177421036156	14.7508433202564	2.74206307624546	1.8148716268667	5	-0.97470821515462	TRUE	FALSE	-0.0312397463214906	0.902787190339086
FBgn0034501	2R	20308877	20313123	Region6573	20308184	20310551	CG13868	CG13868.1	Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region1942	Gd7	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.61189512225052	0.935966280799602	-0.616268016181364	-0.287346678387398	0.903971778762619	-0.550596406235511	-0.56133693470739	2.82359371041001	-1.04346810171179	-1.40328230067023	3	9.50928731764246	-4.52080991137816	2.71382394511943	6.53683993291777	2.039032763518	3.5743163994844	5	-1.51796355473578	TRUE	FALSE	0.172127723996021	0.333637720312702
FBgn0034501	2R	20308877	20313123	Region6574	20310869	20313685	CG13868	CG13868.2	Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region1942	Gd7	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.322403397625715	2.4313042492428	-1.52646284176784	-0.847914855187777	3.23663998677702	-1.96968133745059	-2.01219058737351	2.82359371041001	-1.04346810171179	-1.40328230067023	3	10.5079095702391	-5.37001229499346	3.37261711999024	8.9040411161848	2.1674231075888	3.79448824577846	5	-0.907563013528192	TRUE	FALSE	-0.202762908089295	0.227082703589573
FBgn0034501	2R	20308877	20313123	Region6574	20310869	20313685	CG13868	CG13868.3	Roshan & This	Gd7	Up	Gd7	Up	Gd7	Up	Gd7	Up	Region1943	Gd7	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.322403397625715	2.4313042492428	-1.52646284176784	-0.847914855187777	3.23663998677702	-1.96968133745059	-2.01219058737351	2.60661576830836	-0.736040474207031	-1.55019211765635	3	10.3687893839768	-5.41844125178051	3.37131667598189	9.02617978377246	2.19401493452422	3.85916366259485	5	-0.907563013528192	TRUE	FALSE	-0.202762908089295	0.227082703589573
FBgn0039288	3R	25196027	25196431	Region15723	25167789	25168168	CG13653	CG13653	Roshan & This	Gd7	Up	Time	Down	Gd7	Down	Gd7	Down	Region4488	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	0.351390859752564	-1.9444396364761	1.15979045460151	0.761356597892144	-0.408893257964525	0.162641227292661	0.372285932075144	-2.79212236434875	0.626835690466053	1.84165845387815	1	5.27669228343951	-5.15599294144569	-14.7422995998634	-30.7269607130038	6.664532755882	15.1629343190804	7	0.191367057859123	FALSE	FALSE	-0.100029552984476	0.726176948486577
FBgn0039288	3R	25196027	25196431	Region15724	25168485	25169368	CG13653	CG13653.1	Roshan & This	Gd7	Up	Time	Down	Gd7	Down	Gd7	Down	Region4488	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.0220561590909145	-1.58812251490782	0.990697056410867	0.562568492400856	-0.988684387875577	0.682598585133157	0.503790535302864	-2.79212236434875	0.626835690466053	1.84165845387815	1	5.12999814060806	-5.09623594232611	-14.37391054094	-31.3616407424512	6.53846876973422	15.0369486795674	7	0.356525043271753	FALSE	FALSE	-0.200444310322716	0.286030166135558
FBgn0039288	3R	25196027	25196431	Region15725	25170578	25176893	CG13653	CG13653.2	Roshan & This	Gd7	Up	Time	Down	Toll9	Up	Toll10b	Down	Region4488	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.498886424990583	0.184195383461542	-0.834922787105125	0.917214033618736	0.297512301082899	-0.956630053614761	0.87753505977844	-2.79212236434875	0.626835690466053	1.84165845387815	1	6.26191782013526	-5.18054459172276	-11.5202951726622	-31.9188455897629	6.57661203309404	15.078803822573	7	0.362306515378377	FALSE	TRUE	-0.248015872356949	0.00169324054662709
FBgn0039288	3R	25196027	25196431	Region15725	25170578	25176893	CG13653	CG13653.3	Roshan & This	Gd7	Up	Time	Down	Toll9	Up	Toll10b	Down	Region4490	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.498886424990583	0.184195383461542	-0.834922787105125	0.917214033618736	0.297512301082899	-0.956630053614761	0.87753505977844	-1.69888428498984	0.532049697276271	0.951689045712151	1	6.48551646771127	-5.62674468469112	-11.8599615702672	-31.1600536515312	6.5377865656075	15.037604499851	7	0.362306515378377	FALSE	TRUE	-0.248015872356949	0.00169324054662709
FBgn0039288	3R	25196027	25196431	Region15726	25177621	25178951	CG13653	CG13653.4	Roshan & This	Gd7	Up	Time	Down	Toll9	Up	Toll9	Up	Region4490	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	0.179777502562737	-0.341501586649528	-0.322929260236325	0.85229188791073	0.09758546129088	-0.470816102004621	0.502967235999073	-1.69888428498984	0.532049697276271	0.951689045712151	1	6.18314063483741	-5.67720688198091	-12.9239507518611	-31.6619888298147	6.60633275691315	15.1211611408931	7	0.324112026105839	FALSE	FALSE	-0.0681446275360988	0.760125586113475
FBgn0039288	3R	25196027	25196431	Region15727	25179373	25185510	CG13653	CG13653.5	Roshan & This	Gd7	Up	Time	Down	Time	Down	Toll10b	Down	Region4490	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.93599346444546	-0.173962363745589	-0.507709847269337	0.902467427039037	1.43933149901751	-1.68196883549667	0.209426792304447	-1.69888428498984	0.532049697276271	0.951689045712151	1	6.72515954937956	-5.94766779685852	-11.7028642293815	-29.4711935241241	6.75698141715304	15.2563249610465	7	-0.650473816071061	TRUE	FALSE	0.0557641795980902	0.687133153333635
FBgn0039288	3R	25196027	25196431	Region15727	25179373	25185510	CG13653	CG13653.6	Roshan & This	Gd7	Up	Time	Down	Time	Down	Toll10b	Down	Region4491	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.93599346444546	-0.173962363745589	-0.507709847269337	0.902467427039037	1.43933149901751	-1.68196883549667	0.209426792304447	-2.06352915390887	1.39680231634501	0.314568021951553	1	6.37709031535435	-6.19427755489958	-11.3969499766803	-28.6757315184468	6.60223531716692	15.1029554851047	7	-0.650473816071061	TRUE	FALSE	0.0557641795980902	0.687133153333635
FBgn0039288	3R	25196027	25196431	Region15727	25179373	25185510	CG13653	CG13653.7	Roshan & This	Gd7	Up	Time	Down	Time	Down	Toll10b	Down	Region4492	Gd7	Down	-4.69327176631873	5.73884252262284	-2.48617470956189	-4.41589666928212	-6.05477703018214	4.40453893841406	-1.77185682715272	-3.26602551356997	-0.93599346444546	-0.173962363745589	-0.507709847269337	0.902467427039037	1.43933149901751	-1.68196883549667	0.209426792304447	-2.25680793981179	0.661327600273127	1.31518029968827	1	6.58448998898752	-5.75835423823678	-12.4257158021606	-29.1415556176222	6.61931436773826	15.1203120210005	7	-0.650473816071061	TRUE	FALSE	0.0557641795980902	0.687133153333635
FBgn0051721	2L	10545383	10627274	Region1672	10543720	10549707	Trim9	Trim9	This	Gd7	Down	Toll10b	Down	Toll9	Up	Toll9	Up	Region594	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	0.208084366617835	-0.760241712618033	-0.782232268686906	1.98377084021708	-0.223235641039201	-1.01895296401947	1.72080010213163	-1.45484448752947	-2.11524325314795	3.69698289483428	13	0.87260281278116	6.95423670963661	11.2125214903356	-5.77472985817225	-4.00548425214157	1.87653723493499	1	-0.150331099158722	TRUE	FALSE	-0.0609982240162508	0.658943977499248
FBgn0051721	2L	10545383	10627274	Region1672	10543720	10549707	Trim9	Trim9.1	This	Gd7	Down	Toll10b	Down	Toll9	Up	Toll9	Up	Region595	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	0.208084366617835	-0.760241712618033	-0.782232268686906	1.98377084021708	-0.223235641039201	-1.01895296401947	1.72080010213163	-0.637691169013152	-1.40623836022768	2.15753051399584	13	0.783736330864866	6.25057173630445	9.679686769984	-6.12811694095319	-4.03018714168625	1.67367027460458	1	-0.150331099158722	TRUE	FALSE	-0.0609982240162508	0.658943977499248
FBgn0051721	2L	10545383	10627274	Region1672	10543720	10549707	Trim9	Trim9.2	This	Gd7	Down	Toll10b	Down	Toll9	Up	Toll9	Up	Region596	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	0.208084366617835	-0.760241712618033	-0.782232268686906	1.98377084021708	-0.223235641039201	-1.01895296401947	1.72080010213163	0.167996415414744	-2.36526013660806	2.49842385509483	13	1.24040406860402	6.34376578760303	9.92225888309897	-4.81118435120052	-3.86395162427491	1.85186105295658	1	-0.150331099158722	TRUE	FALSE	-0.0609982240162508	0.658943977499248
FBgn0051721	2L	10545383	10627274	Region1672	10543720	10549707	Trim9	Trim9.3	This	Gd7	Down	Toll10b	Down	Toll9	Up	Toll9	Up	Region597	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	0.208084366617835	-0.760241712618033	-0.782232268686906	1.98377084021708	-0.223235641039201	-1.01895296401947	1.72080010213163	-0.413289749299332	-1.43350870808202	1.98361264457855	13	0.832198025831401	6.1626922783041	9.30450851240197	-5.68594638961151	-3.9159473148719	1.69963562405275	1	-0.150331099158722	TRUE	FALSE	-0.0609982240162508	0.658943977499248
FBgn0052485	3L	3050823	3051665	Region8105	3034976	3040204	CG32485	CG32485	This	Gd7	Up	Gd7	Up	Toll10b	Down	Gd7	Up	Region2400	Gd7	Up	0.379076156584846	4.48780194651603	-2.39252786749268	-2.84184301865264	0.473539552418783	4.95250227084812	-3.16925283445497	-1.77187876888788	0.559155334055427	0.674790712953439	-0.857651802624722	0.356849357338718	2.43406411675139	-2.02525672223208	-0.768002500419801	2.76474537332874	-2.2040804616564	-0.0485820611769517	3	9.03548021239978	-4.11657017672601	8.90339333747693	10.6933961779114	2.06743578057368	3.28962139023162	5	-1.41710053114698	TRUE	FALSE	0.0257069036730565	0.876357291155315
FBgn0052485	3L	3050823	3051665	Region8105	3034976	3040204	CG32485	CG32485.1	This	Gd7	Up	Gd7	Up	Toll10b	Down	Gd7	Up	Region2401	Toll10b	Down	0.379076156584846	4.48780194651603	-2.39252786749268	-2.84184301865264	0.473539552418783	4.95250227084812	-3.16925283445497	-1.77187876888788	0.559155334055427	0.674790712953439	-0.857651802624722	0.356849357338718	2.43406411675139	-2.02525672223208	-0.768002500419801	1.2831828422041	-1.51217462637365	0.525867322721585	3	8.54749730606341	-3.77931219565516	9.29577415542787	10.9842940287828	1.96311956974971	3.17167033590844	5	-1.41710053114698	TRUE	FALSE	0.0257069036730565	0.876357291155315
FBgn0052485	3L	3050823	3051665	Region8112	3069844	3075663	CG32485	CG32485.2	This	Gd7	Up	Gd7	Up	Time	Up	Toll10b	Down	Region2410	Gd7	Up	0.379076156584846	4.48780194651603	-2.39252786749268	-2.84184301865264	0.473539552418783	4.95250227084812	-3.16925283445497	-1.77187876888788	1.24344623617941	0.297965249168595	-0.563644969583673	0.409914970894967	0.66081738515848	-0.854115401437774	0.208348834897169	3.8659637165912	-2.62123898742033	-0.584436334304133	3	8.73222315890551	-3.89434705970618	7.53572274485147	9.70217333834711	1.99376003244066	3.26261456337638	5	-1.64156587049158	TRUE	TRUE	0.347487807514317	6.46178524879996e-07
FBgn0087007	3L	14412928	14448073	Region9829	14408239	14411838	bbg	bbg	This	Gd7	Up	Gd7	Up	Time	Up	Toll10b	Down	Region2879	Toll9	Down	0.64164854893951	3.70011913294015	-2.45883421058879	-1.67994849261003	-0.342673239858095	1.59585445320013	-1.26553746352914	-0.1764738827847	1.02660535174163	-0.0558540322667686	0.128821596632786	-0.108448407614115	0.273643137258337	-0.554557611052596	0.361457476882127	0.601930934287769	0.908130246483152	-1.56655255577729	4	5.09517476968823	-2.78424254988974	-7.54224974568456	9.49324018410604	2.59422594475781	1.46642651945624	5	-2.15347595899264	TRUE	TRUE	0.438752514113594	0.000526740444559634
FBgn0260745	3R	11984962	11992815	Region13680	11992592	11994095	mfas	mfas	This	Gd7	Down	Toll9	Up	Toll9	Up	Toll9	Up	Region3865	Toll10b	Down	-0.295673766541191	-3.5434540609	1.24660793405795	3.1200202229009	-0.319131734819095	-0.373208563712431	-1.1671426331013	2.40377904949774	0.365195213651185	-0.146592426110929	-1.19715844828985	1.81022463406019	-0.406238765569911	-0.585242608554339	1.39298079110294	1.21904781706797	-1.46977107616659	0.536775774704462	12	0.983681246513429	5.40244615443367	7.50044394903402	-2.15582826125048	-3.81180392612035	1.65540030720359	1	-0.888626891945111	TRUE	FALSE	0.152678002128968	0.407076277828998
