# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.cds.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0345333	2L	5099277	5099702	-	426	21	18	13	57	49	42	92	76	40	26	112	11	44	20	115
FBtr0303389	2L	5101377	5205289	+	103913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303388	2L	5101377	5206902	+	105526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332405	2L	5109012	5206902	+	97891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303383	2L	5109314	5158163	+	48850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303386	2L	5146886	5158163	+	11278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332406	2L	5152249	5205289	+	53041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303387	2L	5152249	5206902	+	54654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303384	2L	5152249	5186428	+	34180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079061	2L	5207767	5209245	+	1479	520	387	1185	334	917	396	588	445	197	103	526	90	272	49	711
FBtr0079062	2L	5210960	5212345	+	1386	384	303	515	276	444	192	276	235	154	76	445	73	197	22	493
FBtr0079092	2L	5212495	5214230	-	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342941	2L	5212495	5214356	-	1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342940	2L	5212495	5213660	-	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346461	2L	5212495	5214581	-	2087	73	60	56	57	55	17	38	27	33	18	113	11	32	10	97
FBtr0346459	2L	5215289	5216042	-	754	2	2	4	0	2	0	3	1	1	0	4	1	0	0	6
FBtr0110802	2L	5215312	5216042	-	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342931	2L	5217201	5218953	+	1753	194	138	110	192	230	103	184	115	128	74	439	44	132	12	425
FBtr0346458	2L	5218292	5218953	+	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079087	2L	5219100	5243639	-	24540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079088	2L	5219100	5242120	-	23021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079089	2L	5219100	5236862	-	17763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079086	2L	5219100	5270884	-	51785	3682	3302	2871	3535	4399	1901	4413	3066	2552	1419	6423	791	2840	374	6182
FBtr0079066	2L	5264501	5265799	+	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300456	2L	5266892	5268355	+	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079068	2L	5268998	5270229	+	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310624	2L	5271828	5278048	-	6221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079085	2L	5271828	5276841	-	5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342939	2L	5273927	5278048	-	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302567	2L	5273927	5276841	-	2915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346455	2L	5279365	5282902	+	3538	35	38	13	85	13	21	38	27	33	17	151	10	35	0	56
FBtr0342934	2L	5279553	5283183	+	3631	2	16	6	16	31	20	52	43	23	12	36	7	19	4	41
FBtr0079069	2L	5279553	5282902	+	3350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342936	2L	5289444	5310896	+	21453	1070	992	1055	1503	2215	847	1769	1244	1016	589	2414	355	998	157	2577
FBtr0079070	2L	5300147	5310525	+	10379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346579	2L	5306150	5311123	+	4974	19	8	18	23	43	14	56	38	11	11	36	3	29	3	27
FBtr0300020	2L	5306150	5310510	+	4361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079071	2L	5306150	5310896	+	4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329970	2L	5311411	5314395	-	2985	45	48	36	70	94	32	142	106	67	36	148	17	82	15	160
FBtr0079082	2L	5312229	5314395	-	2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307041	2L	5315390	5326183	-	10794	6	8	4	11	33	9	35	20	12	5	19	7	9	0	29
FBtr0329969	2L	5315526	5326183	-	10658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307040	2L	5316338	5326183	-	9846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307038	2L	5330570	5335670	-	5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307037	2L	5330570	5337573	-	7004	275	311	232	249	371	144	325	266	181	96	398	54	145	34	385
FBtr0079077	2L	5339232	5341734	-	2503	683	507	527	588	677	340	346	284	263	138	790	81	230	37	734
FBtr0304843	2L	5346700	5365282	+	18583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347409	2L	5346700	5365660	+	18961	29	28	90	30	111	20	81	70	38	21	69	10	29	10	68
FBtr0079076	2L	5404780	5415828	+	11049	1739	1772	1689	1364	1041	583	61	51	50	20	177	14	54	11	132
FBtr0343225	2L	5405133	5416493	+	11361	536	523	644	186	430	119	110	85	59	39	124	22	65	10	128
FBtr0079093	2L	5462139	5467510	+	5372	524	573	509	177	651	169	199	94	47	28	112	15	22	21	102
FBtr0310358	2L	5462139	5466729	+	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329966	2L	5518237	5518849	+	613	102	68	86	140	112	50	110	85	98	42	359	30	117	3	350
FBtr0079130	2L	5518993	5519396	-	404	64	34	38	82	59	28	91	50	61	23	244	10	56	2	158
FBtr0329968	2L	5520635	5521282	+	648	13	8	8	23	15	12	30	10	23	10	59	8	16	2	50
FBtr0079095	2L	5520760	5521282	+	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079129	2L	5521381	5523398	-	2018	207	138	162	316	243	129	397	261	236	136	684	81	250	37	642
FBtr0079096	2L	5524639	5525709	+	1071	16	20	11	42	7	13	17	18	20	10	107	7	28	2	63
FBtr0343257	2L	5524798	5525709	+	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079097	2L	5526405	5535858	+	9454	4	3	6	6	9	4	18	9	9	1	26	1	2	0	24
FBtr0301318	2L	5526405	5535769	+	9365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079099	2L	5528623	5530582	+	1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079128	2L	5530720	5531723	-	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079126	2L	5536950	5538696	-	1747	132	128	126	342	241	145	312	222	196	93	742	57	216	35	616
FBtr0079123	2L	5539426	5541814	-	2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079125	2L	5539426	5541498	-	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331676	2L	5539594	5541814	-	2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079124	2L	5539597	5541814	-	2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346460	2L	5542980	5546542	+	3563	9	2	2	14	9	16	14	9	6	3	34	3	12	1	26
FBtr0079100	2L	5543042	5546542	+	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307059	2L	5543279	5546542	+	3264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307058	2L	5543600	5546542	+	2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307060	2L	5547586	5549514	+	1929	11	4	7	17	13	13	45	14	18	11	43	4	26	5	37
FBtr0307062	2L	5547703	5549179	+	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307063	2L	5547703	5549319	+	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079101	2L	5547703	5549514	+	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079102	2L	5547790	5549514	+	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114511	2L	5549809	5550335	-	527	74	93	66	167	248	173	80	79	65	43	348	27	82	8	165
FBtr0079121	2L	5552943	5553350	-	408	77	74	94	130	159	91	76	66	49	27	171	16	65	23	168
FBtr0079104	2L	5554397	5555037	+	641	109	91	109	153	189	66	92	88	72	47	261	21	71	11	213
FBtr0079106	2L	5555572	5558894	+	3323	665	491	710	855	993	382	540	419	330	221	1254	138	371	50	1309
FBtr0089577	2L	5559842	5563402	+	3561	577	461	748	737	962	372	628	473	343	202	976	101	380	54	1047
FBtr0079119	2L	5579680	5580616	-	937	84	261	95	377	339	195	118	119	86	51	480	28	67	13	155
FBtr0345749	2L	5587215	5587914	-	700	2	2	3	3	4	2	8	4	2	1	6	1	2	0	1
FBtr0079117	2L	5587249	5587914	-	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079109	2L	5597333	5598536	+	1204	323	265	399	486	627	342	200	142	136	74	613	38	111	15	431
FBtr0302933	2L	5601823	5617446	-	15624	20	17	39	43	114	35	117	86	31	17	63	16	27	11	76
FBtr0343246	2L	5602476	5617446	-	14971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343243	2L	5620715	5623262	-	2548	143	119	373	188	337	147	151	99	89	46	310	29	69	9	261
FBtr0343244	2L	5621641	5623262	-	1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079114	2L	5626391	5658060	-	31670	3554	2887	5144	4664	6305	2452	4724	3707	2889	1604	7510	968	3020	454	7511
FBtr0079110	2L	5663349	5670738	+	7390	912	852	1141	1278	1481	613	1037	786	708	395	2154	218	675	122	1954
FBtr0343389	2L	5706874	5713548	+	6675	204	169	185	306	301	142	297	252	213	119	554	85	211	34	547
FBtr0343387	2L	5708891	5713691	+	4801	18	15	12	16	26	9	19	15	15	10	25	5	11	2	36
FBtr0343388	2L	5710450	5713548	+	3099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302950	2L	5712403	5713548	+	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343392	2L	5715449	5716180	-	732	91	127	106	206	174	83	128	107	79	27	300	32	83	13	214
FBtr0343391	2L	5717201	5717967	+	767	71	72	76	114	104	48	144	124	93	52	152	28	73	18	213
FBtr0300696	2L	5718221	5720399	-	2179	27	25	23	48	45	22	74	44	47	21	82	15	60	15	107
FBtr0079169	2L	5718221	5720040	-	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345545	2L	5721551	5723844	+	2294	8	2	4	19	16	6	26	24	18	11	33	2	24	1	40
FBtr0079134	2L	5721551	5723691	+	2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332554	2L	5725156	5762320	+	37165	53	72	59	147	266	87	495	307	171	93	312	58	127	45	347
FBtr0079135	2L	5725156	5759947	+	34792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332555	2L	5726515	5728311	-	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079167	2L	5727321	5728311	-	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079165	2L	5733775	5740744	-	6970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079166	2L	5733775	5740454	-	6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079136	2L	5746657	5747861	+	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079164	2L	5762653	5765642	-	2990	82	128	71	243	204	117	150	127	82	50	447	26	105	12	238
FBtr0079163	2L	5763560	5765642	-	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301235	2L	5767102	5799673	-	32572	17	15	13	38	64	23	125	83	41	12	72	8	24	4	107
FBtr0332039	2L	5767692	5773098	-	5407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332038	2L	5767692	5772016	-	4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301234	2L	5768353	5799753	-	31401	13	5	6	12	5	1	18	14	8	7	51	0	16	0	35
FBtr0301236	2L	5768353	5799673	-	31321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079160	2L	5800617	5801475	-	859	107	65	40	200	110	72	154	110	118	67	489	30	140	20	380
FBtr0079139	2L	5802720	5803930	+	1211	135	123	85	277	172	118	263	149	216	100	709	48	205	23	429
FBtr0342609	2L	5805895	5808963	+	3069	9	10	11	7	12	2	23	19	7	7	21	2	4	1	25
FBtr0344769	2L	5805895	5808827	+	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342612	2L	5824504	5856667	+	32164	59	47	70	40	108	38	113	90	70	35	109	19	36	9	109
FBtr0330221	2L	5825294	5856667	+	31374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079158	2L	5859869	5878998	-	19130	4855	4169	7274	4639	8036	3552	3384	2311	2162	1170	5850	668	2327	377	4804
FBtr0079155	2L	5892983	5893396	-	414	133	114	252	108	259	98	107	68	56	34	123	16	63	7	106
FBtr0345750	2L	5903278	5904189	-	912	20	22	20	17	47	12	22	19	17	13	33	5	13	6	27
FBtr0079154	2L	5903459	5904189	-	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079144	2L	5907669	5922676	+	15008	1408	1064	1419	2425	1610	885	2304	1829	1598	901	5115	506	1581	242	4548
FBtr0079153	2L	5909027	5909789	-	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079145	2L	5926437	5938666	+	12230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333245	2L	5926437	5939161	+	12725	64	69	185	79	113	27	85	63	51	30	118	16	65	12	106
FBtr0333229	2L	5944143	5948743	+	4601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333228	2L	5944143	5947517	+	3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333230	2L	5944143	5948868	+	4726	15	5	9	7	20	8	54	32	25	5	43	3	18	3	22
FBtr0079146	2L	5944465	5948213	+	3749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079147	2L	5944465	5948743	+	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079148	2L	5944465	5947772	+	3308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0273412	2L	5949950	5955135	+	5186	496	363	312	894	571	292	969	687	632	377	1908	214	662	111	1822
FBtr0079150	2L	5955412	5955966	-	555	53	44	30	94	89	50	97	90	54	31	237	20	76	15	188
FBtr0079238	2L	5963187	5964451	-	1265	99	130	132	124	142	85	107	80	73	36	279	23	88	19	235
FBtr0333227	2L	5963187	5963822	-	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079237	2L	5965491	5967252	-	1762	359	324	336	393	452	225	256	221	168	108	751	76	192	28	692
FBtr0079172	2L	5969066	5969661	+	596	92	78	58	175	161	60	103	82	94	57	423	32	74	20	266
FBtr0309286	2L	5970359	5970925	+	567	91	64	73	146	148	62	124	69	82	46	245	30	91	10	248
FBtr0079236	2L	5972215	5980518	-	8304	40	33	31	105	178	78	135	100	92	39	195	37	130	18	199
FBtr0079234	2L	5973000	5979981	-	6982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079235	2L	5973000	5979601	-	6602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309213	2L	5973107	5979601	-	6495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079233	2L	5973303	5980518	-	7216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309212	2L	5973424	5980518	-	7095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079176	2L	5982264	5985459	+	3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307068	2L	5982264	5985809	+	3546	11	1	4	11	46	13	25	13	11	3	10	3	10	1	23
FBtr0079175	2L	5982264	5985479	+	3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079178	2L	5982863	5985479	+	2617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331201	2L	5983094	5985693	+	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079177	2L	5983094	5985479	+	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079179	2L	5986848	5988754	+	1907	65	39	62	133	63	45	146	111	96	58	293	46	147	23	276
FBtr0332599	2L	5987578	5988754	+	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345336	2L	5989500	5999001	-	9502	3	1	2	4	9	3	10	10	5	6	4	1	4	0	10
FBtr0307071	2L	5989563	5999001	-	9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307069	2L	5990541	5999001	-	8461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307070	2L	5990541	5997264	-	6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079232	2L	5990541	5996285	-	5745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307300	2L	6000728	6003638	+	2911	404	265	231	357	402	169	595	360	309	185	801	125	316	71	694
FBtr0332603	2L	6003674	6006327	-	2654	400	264	384	519	466	226	515	378	311	181	1119	100	359	46	1140
FBtr0332602	2L	6007464	6011838	-	4375	299	249	260	192	254	102	244	134	102	84	329	51	130	22	283
FBtr0079229	2L	6007605	6010733	-	3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079227	2L	6013159	6018902	-	5744	4374	4552	4498	2662	2182	801	1096	747	587	308	1684	198	614	78	1445
FBtr0079225	2L	6023051	6024039	-	989	135	116	132	226	148	83	168	150	122	69	523	41	156	19	341
FBtr0343131	2L	6025970	6033923	-	7954	1124	1066	1024	1283	1659	721	1339	964	786	472	2283	247	843	146	1966
FBtr0345290	2L	6034831	6036515	-	1685	16	12	8	43	18	10	42	24	18	7	88	9	18	4	65
FBtr0079223	2L	6034896	6036417	-	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079182	2L	6038617	6041183	+	2567	3	3	2	8	7	3	15	8	9	12	31	4	7	4	22
FBtr0343119	2L	6038617	6041087	+	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079219	2L	6041281	6045467	-	4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079220	2L	6041281	6045550	-	4270	3	6	3	19	8	7	8	12	14	8	58	5	9	2	42
FBtr0079221	2L	6041281	6045096	-	3816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343130	2L	6046616	6047434	-	819	6	8	1	10	22	13	34	16	16	18	27	7	11	4	28
FBtr0112945	2L	6046751	6048206	-	1456	168	120	74	250	122	77	184	105	102	61	399	31	149	14	250
FBtr0079218	2L	6046754	6047434	-	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079183	2L	6048502	6050338	+	1837	91	43	33	67	18	16	40	21	21	15	75	5	30	0	75
FBtr0079184	2L	6048683	6050338	+	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343120	2L	6049181	6050374	+	1194	3	1	0	3	8	2	11	1	5	3	14	1	5	3	11
FBtr0346135	2L	6051300	6053382	+	2083	9	0	0	14	8	8	10	4	3	3	25	2	10	2	11
FBtr0079186	2L	6051339	6053382	+	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343121	2L	6051339	6053777	+	2439	18	13	14	23	71	25	74	50	42	15	79	13	37	7	65
FBtr0079187	2L	6054802	6060069	+	5268	491	512	369	1049	865	484	796	697	558	290	1970	176	504	75	1395
FBtr0343129	2L	6060942	6062220	-	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079216	2L	6060942	6062257	-	1316	4	0	5	7	2	5	7	5	0	3	24	1	3	3	15
FBtr0079215	2L	6063662	6065453	-	1792	148	117	105	354	172	121	331	241	204	108	810	80	260	40	799
FBtr0343124	2L	6066497	6067535	+	1039	3	6	2	21	8	12	17	13	11	5	60	6	11	1	24
FBtr0079189	2L	6066587	6067535	+	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079192	2L	6071490	6073861	+	2372	8	4	5	20	5	6	14	5	9	4	39	2	17	0	33
FBtr0343126	2L	6071569	6073861	+	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302212	2L	6072713	6073612	+	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344437	2L	6083103	6096398	+	13296	1556	1335	2488	2240	2175	787	1562	1181	835	507	2362	306	1003	166	2432
FBtr0344438	2L	6091912	6096398	+	4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079211	2L	6096798	6098466	-	1669	96	141	89	380	247	128	257	220	184	112	759	70	182	24	474
FBtr0079196	2L	6100877	6123799	+	22923	714	702	755	1201	1321	553	1643	1128	875	508	2247	249	850	143	2052
FBtr0079197	2L	6110167	6124553	+	14387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079198	2L	6110167	6123799	+	13633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079199	2L	6119012	6120422	+	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304908	2L	6121174	6124553	+	3380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346267	2L	6125979	6127275	-	1297	27	6	6	36	18	18	21	18	18	8	91	3	30	1	51
FBtr0333407	2L	6125979	6127153	-	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303078	2L	6127972	6130151	-	2180	207	259	212	475	391	212	379	277	236	146	936	78	217	41	674
FBtr0079201	2L	6131523	6132384	+	862	163	144	123	201	233	94	152	121	123	64	339	25	143	24	294
FBtr0079202	2L	6139882	6144910	+	5029	1208	1289	978	1569	1729	773	678	573	585	293	2307	170	415	50	1663
FBtr0079203	2L	6152469	6153601	+	1133	1265	603	1303	793	414	145	257	179	249	132	993	84	218	25	1280
FBtr0079208	2L	6153940	6154641	-	702	11	19	20	24	37	13	17	6	6	5	27	1	7	0	19
FBtr0079207	2L	6154004	6154572	-	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329979	2L	6179633	6211014	+	31382	250	257	351	157	371	147	326	213	135	80	275	45	141	31	365
FBtr0112617	2L	6179633	6209377	+	29745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079242	2L	6225548	6226742	+	1195	938	859	915	303	689	245	235	159	150	103	511	42	167	20	363
FBtr0340169	2L	6253623	6291584	+	37962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344770	2L	6253623	6323366	+	69744	6	8	16	12	30	9	95	61	33	11	58	16	15	12	83
FBtr0344771	2L	6253623	6322956	+	69334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300038	2L	6324267	6331650	+	7384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333242	2L	6324267	6332689	+	8423	30	22	20	71	143	56	192	132	86	38	120	32	63	9	191
FBtr0331226	2L	6332981	6338171	-	5191	27	17	16	41	29	18	43	35	32	25	111	16	46	3	102
FBtr0079284	2L	6332981	6337926	-	4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079250	2L	6339336	6346180	+	6845	54	35	41	129	99	51	202	126	110	53	258	48	108	27	215
FBtr0331224	2L	6340325	6346180	+	5856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331223	2L	6342255	6346180	+	3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
