VTID,Chrosome,Start,End,Length,Verification Status,Positive,stg4_6,stg7_8,stg9_10,stg11_12,stg13_14,stg15_16
VT13458,chr2R,4137713,4139998,2285,correct,1,procephalic_ectoderm_AISN;2,procephalic_ectoderm_anlage;3,head_subset;3|ventral_epidermis_anlage_subset;3|head_epidermis_ventral_anlage;3,head_subset;3|ventral_epidermis_primordium_subset;3,ventral_nerve_cord_subset;1|brain_subset;2|head_epidermis_dorsal_subset;3,ventral_nerve_cord_subset;1|brain_subset;2
VT13497,chr2R,4205905,4208070,2165,correct,0,NA,NA,NA,NA,NA,NA
VT13498,chr2R,4207575,4209767,2192,correct,0,NA,NA,NA,NA,NA,NA
VT13500,chr2R,4211011,4213402,2391,correct,0,NA,NA,NA,NA,NA,NA
VT13502,chr2R,4214515,4216701,2186,correct,0,NA,NA,NA,NA,NA,NA
VT13504,chr2R,4218690,4220960,2270,correct,1,dorsal_ectoderm_AISN_subset;2,NA,NA,head_subset;3,head_subset;3,head_subset;3|ventral_epidermis_subset;3
VT13505,chr2R,4220499,4222666,2167,correct,0,NA,NA,NA,NA,NA,NA
VT13506,chr2R,4222288,4224379,2091,correct,0,NA,NA,NA,NA,NA,NA
VT13509,chr2R,4227559,4229630,2071,correct,1,NA,NA,mesectoderm_anlage;2,ventral_midline;2|brain_primordium_subset;1,ventral_nerve_cord_subset;1|brain_subset;2,brain_broad;2|ventral_nerve_cord_broad;2
VT13513,chr2R,4235858,4237960,2102,correct,1,NA,NA,NA,NA,gonad;2,gonad;2
VT13514,chr2R,4237293,4239447,2154,correct,1,NA,NA,NA,NA,NA,head_subset;2
VT13515,chr2R,4238762,4240902,2140,correct,0,NA,NA,NA,NA,NA,NA
VT13516,chr2R,4240163,4242332,2169,correct,0,NA,NA,NA,NA,NA,NA
VT13528,chr2R,4261014,4263378,2364,correct,0,NA,NA,NA,NA,NA,NA
VT13529,chr2R,4262807,4264909,2102,not_verified,0,NA,NA,NA,NA,NA,NA
VT13531,chr2R,4266056,4268223,2167,correct,0,NA,NA,NA,NA,NA,NA
VT13532,chr2R,4267674,4269776,2102,correct,0,NA,NA,NA,NA,NA,NA
VT13533,chr2R,4269259,4271361,2102,correct,0,NA,NA,ventral_nerve_cord_anlage_subset;1,ventral_nerve_cord_primordium_subset;1,brain_subset;1|anterior_ventral_nerve_cord_subset;1,NA
VT13536,chr2R,4274872,4275614,742,correct,0,NA,NA,NA,NA,NA,NA
VT13541,chr2R,4280896,4283142,2246,correct,0,NA,NA,NA,NA,NA,NA
VT13582,chr2R,4369734,4371874,2140,correct,1,NA,NA,NA,antenno-maxillary-labial_complex;2,antenno-maxillary-labial_complex;2,head_subset;3
VT13590,chr2R,4385184,4387292,2108,correct,0,NA,NA,NA,head_subset;1,NA,ventral_nerve_cord_subset;1|brain_subset;1
VT13591,chr2R,4386944,4389150,2206,correct,0,NA,NA,NA,NA,NA,brain_subset;1
VT13592,chr2R,4388766,4390852,2086,correct,1,NA,NA,NA,NA,head_subset;3|pharynx;3|telson_subset;3,head_subset;3|ventral_nerve_cord_subset;2|pharynx;3|telson_subset;3|brain_subset;3
VT13593,chr2R,4390560,4392636,2076,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1
VT13594,chr2R,4392338,4394450,2112,correct,0,NA,NA,NA,NA,NA,NA
VT13595,chr2R,4394116,4396185,2069,correct,1,NA,NA,brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;3,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;2,ventral_nerve_cord_subset;1|visceral_muscle_subset;2,ventral_nerve_cord_subset;2|visceral_muscle_subset;2
VT13596,chr2R,4395891,4397979,2088,correct,1,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;2,head_epidermis_ventral_subset;3|ventral_nerve_cord_subset;2|brain_subset;2|midgut_subset;1,ventral_nerve_cord_subset;2|brain_subset;2
VT13597,chr2R,4397676,4399763,2087,correct,0,NA,NA,NA,NA,NA,NA
VT13599,chr2R,4401238,4403334,2096,correct,0,NA,NA,NA,NA,lateral_epidermis_subset;1,NA
VT13600,chr2R,4402991,4405097,2106,correct,0,NA,NA,NA,head_subset;1,head_subset;1,NA
VT13602,chr2R,4406509,4408735,2226,correct,0,NA,NA,NA,NA,NA,NA
VT13604,chr2R,4410689,4412877,2188,correct,1,NA,NA,ventral_nerve_cord_anlage_subset;2,ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;1
VT13605,chr2R,4412331,4414514,2183,correct,0,NA,NA,NA,NA,NA,NA
VT13606,chr2R,4414018,4416116,2098,correct,0,NA,NA,NA,NA,NA,NA
VT13608,chr2R,4417298,4419489,2191,correct,0,NA,NA,NA,NA,NA,NA
VT13610,chr2R,4421317,4423446,2129,correct,0,NA,NA,NA,NA,NA,NA
VT13611,chr2R,4423118,4425218,2100,correct,1,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;2|posterior_ventral_nerve_cord_subset;2,anterior_ventral_nerve_cord_subset;2|posterior_ventral_nerve_cord_subset;2
VT13612,chr2R,4424909,4426992,2083,correct,1,NA,NA,NA,NA,NA,head_subset;3
VT13613,chr2R,4426622,4428760,2138,correct,0,NA,NA,NA,NA,NA,NA
VT13615,chr2R,4430277,4432358,2081,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;2,ventral_nerve_cord_subset;3|brain_broad;1|ventral_nerve_cord_broad;1
VT13616,chr2R,4431974,4434166,2192,correct,0,NA,NA,NA,NA,NA,NA
VT13617,chr2R,4433788,4436026,2238,correct,0,NA,NA,NA,NA,NA,NA
VT13618,chr2R,4435604,4437793,2189,correct,1,NA,NA,NA,amnioserosa;2,amnioserosa;1,NA
VT13619,chr2R,4437327,4439495,2168,correct,1,NA,NA,NA,NA,NA,head_epidermis_subset;3|trunk_epidermis_subset;4
VT13653,chr2R,4502548,4504339,1791,correct,1,procephalic_ectoderm_AISN;3,ventral_ectoderm_anlage;3,ventral_nerve_cord_anlage_subset;3,ventral_midline;3|amnioserosa;3|ubiquitous;2|brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,ventral_midline;3|amnioserosa;4|ubiquitous;2|yolk;3|brain_subset;3,ventral_midline;3|amnioserosa;4|yolk;3
VT13654,chr2R,4505491,4507735,2244,correct,0,NA,NA,NA,NA,NA,NA
VT13655,chr2R,4506630,4508844,2214,correct,0,NA,NA,NA,NA,NA,NA
VT13656,chr2R,4512594,4512994,400,correct,0,NA,NA,NA,NA,NA,NA
VT13662,chr2R,4524687,4526814,2127,correct,1,A-P_stripes;3|hindgut_AISN;4,ventral_ectoderm_anlage;3|posterior_endoderm_anlage;4,ventral_ectoderm_anlage;2|hindgut_anlage;4|dorsal_epidermis_anlage_subset;2,lateral_epidermis_primordium_subset;3|leading_edge_cell_specific_anlage;3|ventral_epidermis_primordium_subset;3|dorsal_epidermis_primordium_subset;3,head_subset;2|ventral_epidermis_subset;3|dorsal_epidermis_subset;3,head_subset;3|dorsal_epidermis_subset;3
VT13663,chr2R,4526434,4528511,2077,correct,1,mesoderm_AISN;2,trunk_mesoderm_anlage_broad;1,trunk_mesoderm_anlage;1,head_subset;1|ventral_epidermis_primordium_subset;1,posterior_spiracle;3,head_subset;2|posterior_spiracle;2
VT13664,chr2R,4528088,4530275,2187,correct,1,NA,ventral_ectoderm_anlage;3|procephalic_ectoderm_anlage;3,ventral_ectoderm_anlage;3|head_subset;3,head_epidermis_ventral_primordium_subset;4|head_subset;4|hemocyte;4|ventral_epidermis_primordium_subset;4|hindgut_proper_primordium;4|plasmatocytes_anlage;4|head_mesoderm_primordium;4,ventral_epidermis_subset;4|ventral_midline;3|amnioserosa;3|head_epidermis_dorsal_subset;4|hemocyte;3|macrophage;3|anterior_hindgut;4|dorsal_epidermis_subset;2|head_epidermis_ventral_broad;4|head_epidermis_lateral_broad;4,head_subset;3|ventral_epidermis_subset;4|ventral_midline;4|amnioserosa;4|hemocyte;3|macrophage;3|anterior_hindgut;3
VT13665,chr2R,4529759,4531908,2149,correct,1,anterior_endoderm_AISN;4,dorsal_ectoderm_anlage_broad;2,dorsal_epidermis_anlage_subset;2,lateral_epidermis_primordium_subset;3|ventral_epidermis_primordium_subset;3|dorsal_epidermis_primordium_subset;3,amnioserosa;3|head_epidermis_subset;4|trunk_epidermis_subset;4|dorsal_pouch;4,ventral_midline;3|amnioserosa;3|head_epidermis_subset;3|trunk_epidermis_subset;3
VT13666,chr2R,4531447,4533617,2170,correct,1,NA,NA,NA,malpighian_tubule_main_body_primordium;2,epipharynx;2|malpighian_tubule;2,epipharynx;2
VT13669,chr2R,4537049,4539309,2260,correct,1,mesoderm_AISN;3,NA,NA,NA,NA,NA
VT13670,chr2R,4538813,4540957,2144,correct,1,NA,NA,NA,NA,head_subset;3,head_subset;3
VT13671,chr2R,4540373,4542622,2249,correct,1,procephalic_ectoderm_AISN;4,brain_anlage;4|ventral_nerve_cord_anlage;2,brain_anlage_broad;4,brain_primordium_subset;3,anal_pad;3|brain_subset;3|anterior_hindgut;3,ventral_nerve_cord_subset;2|anal_pad;3|brain_subset;2|anterior_hindgut;3
VT13672,chr2R,4542035,4544178,2143,correct,1,dorsal_ectoderm_AISN_broad;4|ventral_ectoderm_AISN;4|mesoderm_AISN;4,ventral_ectoderm_anlage;4|procephalic_ectoderm_anlage;4|head_epidermis_dorsal_anlage;4,ventral_ectoderm_anlage;4|head_epidermis_lateral_anlage;3|head_epidermis_ventral_anlage;3|head_epidermis_dorsal_anlage;4,ventral_epidermis_primordium_broad;3|head_epidermis_dorsal_primordium_subset;3|dorsal_epidermis_primordium_broad;3|head_epidermis_ventral_primordium_broad;3|lateral_epidermis_primordium_broad;4|head_epidermis_lateral_primordium_broad;3,head_subset;3|head_epidermis_subset;3|trunk_epidermis_subset;4|anterior_hindgut;3,head_subset;3
VT13673,chr2R,4543728,4545828,2100,correct,1,gap;3|pair_rule;3,ventral_ectoderm_anlage;4|procephalic_ectoderm_anlage;3,head_subset;3|ventral_epidermis_anlage_subset;4,antenno-maxillary-labial_complex;4|head_epidermis_ventral_primordium_subset;4|head_subset;3,head_subset;2,head_epidermis_subset;3|trunk_epidermis_subset;3
VT13675,chr2R,4547940,4548431,491,correct,0,NA,NA,NA,NA,NA,NA
VT13676,chr2R,4550148,4551207,1059,correct,0,NA,NA,NA,NA,NA,NA
VT13677,chr2R,4552641,4553410,769,correct,0,NA,NA,NA,NA,NA,NA
VT13712,chr2R,4621761,4623363,1602,correct,0,NA,NA,NA,NA,midgut_interstitial_cell;1,NA
VT13741,chr2R,4681214,4684099,2885,correct,0,NA,NA,NA,NA,NA,NA
VT13827,chr2R,4848982,4850776,1794,correct,0,NA,NA,NA,NA,NA,NA
VT13828,chr2R,4850988,4853094,2106,correct,0,NA,NA,NA,NA,NA,NA
VT13835,chr2R,4866895,4869019,2124,correct,1,NA,NA,NA,NA,NA,head_epidermis_subset;3|dorsal_epidermis_subset;2
VT13871,chr2R,4932175,4932522,347,correct,1,NA,NA,NA,procrystal_cell;2,crystal_cell;4,crystal_cell;4
VT13872,chr2R,4934077,4936346,2269,correct,0,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1,anterior_ventral_nerve_cord_subset;1
VT13873,chr2R,4935228,4937364,2136,correct,0,NA,NA,NA,ventral_nerve_cord_primordium_subset;1,NA,antenno-maxillary-labial_complex;1
VT13875,chr2R,4938503,4940724,2221,correct,0,NA,NA,NA,NA,midgut_subset;1,NA
VT13876,chr2R,4940307,4942400,2093,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,esophagus;2
VT13877,chr2R,4941835,4944082,2247,correct,1,anterior_endoderm_AISN;3,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1
VT13878,chr2R,4943610,4945820,2210,correct,0,NA,NA,NA,ventral_epidermis_primordium_subset;1,ventral_epidermis_subset;1,NA
VT13880,chr2R,4947368,4948155,787,correct,0,NA,NA,NA,NA,NA,NA
VT13945,chr2R,5068602,5070713,2111,correct,0,NA,NA,mesectoderm_anlage;1,ventral_midline;1,NA,NA
VT13947,chr2R,5070690,5072831,2141,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;2|malpighian_tubule;1,ventral_nerve_cord_subset;2
VT13972,chr2R,5113249,5115359,2110,correct,1,NA,NA,brain_anlage_subset;4|ventral_nerve_cord_anlage_subset;4,brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;2|brain_subset;3,ventral_nerve_cord_subset;2|brain_subset;2
VT13974,chr2R,5117988,5120277,2289,correct,1,NA,posterior_endoderm_anlage;2,head_subset;1,antenno-maxillary-labial_complex;2,NA,antenno-maxillary-labial_complex;2
VT13975,chr2R,5119899,5122126,2227,correct,0,NA,NA,NA,NA,NA,NA
VT14005,chr2R,5180804,5182896,2092,correct,0,NA,NA,NA,NA,NA,NA
VT14010,chr2R,5195107,5196228,1121,correct,0,NA,NA,NA,NA,NA,NA
VT14014,chr2R,5201345,5203470,2125,correct,0,NA,NA,NA,NA,NA,NA
VT14015,chr2R,5203019,5205187,2168,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1,ventral_nerve_cord_subset;1
VT14084,chr2R,5326970,5329153,2183,correct,0,NA,NA,NA,NA,NA,NA
VT14087,chr2R,5330923,5331661,738,correct,1,NA,NA,NA,garland_cell_primordium;3,garland_cell;3,lateral_epidermis_subset;3|head_epidermis_subset;3|head_epidermis_dorsal_subset;3|garland_cell;3
VT14092,chr2R,5342076,5344155,2079,correct,0,NA,NA,NA,NA,NA,NA
VT14093,chr2R,5343461,5345624,2163,correct,0,NA,NA,NA,NA,NA,NA
VT14096,chr2R,5349333,5351482,2149,correct,0,NA,NA,NA,NA,NA,NA
VT14097,chr2R,5350868,5353053,2185,correct,0,NA,NA,NA,NA,NA,NA
VT14099,chr2R,5354087,5356260,2173,correct,0,NA,NA,NA,NA,NA,NA
VT14102,chr2R,5362334,5363827,1493,correct,1,NA,NA,NA,NA,NA,atrium;3
VT14103,chr2R,5364327,5365239,912,correct,0,NA,NA,NA,NA,NA,NA
VT14105,chr2R,5378040,5379753,1713,correct,1,NA,dorsal_ectoderm_anlage_subset;3,dorsal_epidermis_anlage_subset;4,lateral_epidermis_primordium_subset;3|clypeo-labral_primordium;2|dorsal_epidermis_primordium_subset;4,telson_subset;3|clypeolabrum;3,telson_subset;3
VT14113,chr2R,5391185,5393397,2212,correct,0,NA,NA,NA,NA,NA,NA
VT14115,chr2R,5394176,5396375,2199,correct,0,NA,NA,NA,NA,NA,NA
VT14116,chr2R,5395562,5397874,2312,correct,0,NA,NA,NA,NA,NA,NA
VT14117,chr2R,5398059,5400202,2143,correct,1,NA,NA,NA,brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;3|brain_subset;3,ventral_nerve_cord_subset;3|brain_subset;3
VT14118,chr2R,5399823,5401943,2120,correct,1,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;2
VT14119,chr2R,5401483,5403694,2211,correct,0,NA,NA,NA,NA,NA,NA
VT14121,chr2R,5404929,5407155,2226,correct,1,NA,NA,NA,NA,ventral_nerve_cord_subset;1,brain_broad;2|ventral_nerve_cord_broad;2
VT14122,chr2R,5406655,5408773,2118,correct,0,NA,NA,NA,NA,NA,NA
VT14123,chr2R,5408378,5410565,2187,not_verified,0,NA,NA,brain_anlage_broad;1|ventral_nerve_cord_anlage_broad;1,head_subset;1|ventral_nerve_cord_primordium_broad;1,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT14124,chr2R,5411824,5413921,2097,correct,0,NA,NA,NA,NA,NA,NA
VT14125,chr2R,5413606,5415721,2115,correct,0,NA,NA,NA,NA,NA,NA
VT14200,chr2R,5549017,5551129,2112,correct,1,NA,NA,NA,brain_primordium_subset;3,brain_subset;2,NA
VT14201,chr2R,5550770,5552937,2167,correct,0,NA,NA,NA,NA,NA,NA
VT14202,chr2R,5552594,5554675,2081,correct,0,NA,NA,NA,NA,NA,NA
VT14203,chr2R,5554349,5556439,2090,correct,0,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1,NA
VT14204,chr2R,5555984,5558253,2269,correct,1,NA,NA,NA,tracheal_system_primordium_broad;2,tracheal_system_broad;2,tracheal_system_broad;2
VT14205,chr2R,5557862,5559989,2127,correct,1,NA,NA,NA,NA,NA,head_subset;3|ventral_nerve_cord_subset;1
VT14206,chr2R,5559635,5561752,2117,correct,0,NA,NA,NA,NA,yolk;1,NA
VT14207,chr2R,5561455,5563577,2122,correct,1,NA,NA,NA,NA,head_subset;2|anal_pad;2,midgut_broad;1
VT14208,chr2R,5563158,5565296,2138,correct,1,NA,NA,NA,NA,telson_subset;2,pharynx;2
VT14209,chr2R,5564978,5567067,2089,correct,0,NA,NA,NA,NA,NA,NA
VT14210,chr2R,5566735,5568857,2122,correct,0,NA,NA,NA,NA,NA,NA
VT14211,chr2R,5568418,5570656,2238,correct,1,NA,NA,NA,trunk_mesoderm_primordium;1,somatic_muscle;2,NA
VT14213,chr2R,5572002,5574297,2295,correct,1,NA,NA,head_mesoderm_anlage;2,head_subset;2|hemocyte;2,hemocyte;2|macrophage;2,hemocyte;2|macrophage;2
VT14246,chr2R,5641242,5643299,2057,correct,0,NA,NA,NA,ventral_epidermis_primordium_subset;1|head_epidermis_dorsal_primordium_subset;1,NA,NA
VT14250,chr2R,5647077,5649207,2130,correct,0,NA,NA,NA,NA,NA,NA
VT14255,chr2R,5656825,5659407,2582,correct,0,NA,NA,NA,NA,NA,anterior_ventral_nerve_cord_subset;1
VT14256,chr2R,5659872,5661995,2123,correct,1,NA,NA,NA,head_subset;1,head_subset;2,head_subset;3
VT14257,chr2R,5661525,5663626,2101,correct,0,NA,NA,NA,NA,NA,NA
VT14260,chr2R,5667174,5669326,2152,correct,0,NA,NA,NA,NA,lateral_epidermis_subset;1,ventral_nerve_cord_subset;1
VT14264,chr2R,5674011,5676142,2131,correct,0,NA,NA,NA,NA,NA,NA
VT14266,chr2R,5677458,5679626,2168,correct,0,NA,NA,NA,NA,NA,NA
VT14267,chr2R,5679182,5681295,2113,correct,0,NA,NA,NA,NA,NA,NA
VT14273,chr2R,5690495,5692753,2258,correct,0,NA,NA,NA,NA,NA,ventral_nerve_cord_subset;1
VT14328,chr2R,5805655,5806714,1059,correct,0,NA,NA,NA,NA,NA,NA
VT14329,chr2R,5807050,5809292,2242,correct,1,procephalic_ectoderm_AISN;3,procephalic_ectoderm_anlage;3,NA,NA,NA,NA
VT14330,chr2R,5808934,5811141,2207,correct,0,NA,NA,NA,NA,NA,NA
VT14331,chr2R,5810748,5812881,2133,correct,0,NA,NA,NA,NA,NA,NA
VT14333,chr2R,5814279,5816348,2069,correct,0,NA,NA,NA,NA,NA,NA
VT14334,chr2R,5816029,5818123,2094,correct,0,NA,NA,NA,NA,NA,NA
VT14335,chr2R,5817792,5819902,2110,correct,1,trunk_mesoderm_AISN_broad;3,head_mesoderm_anlage;2|trunk_mesoderm_anlage_broad;4,trunk_mesoderm_anlage;4,trunk_mesoderm_primordium;4|somatic_muscle_primordium;5|longitudinal_visceral_mesoderm_primordium;4,somatic_muscle;4,NA
VT14336,chr2R,5819511,5821746,2235,correct,1,NA,NA,NA,trunk_mesoderm_primordium;3,somatic_muscle;4,head_subset;2
VT14337,chr2R,5821284,5823462,2178,correct,1,mesoderm_AISN;3,trunk_mesoderm_anlage_broad;4,trunk_mesoderm_anlage;3,trunk_mesoderm_primordium;4,somatic_muscle;3,head_subset;2
VT14338,chr2R,5822989,5825153,2164,correct,1,NA,NA,trunk_mesoderm_anlage;3,trunk_mesoderm_primordium;3,somatic_muscle;3|visceral_muscle_subset;2,head_subset;2|leading_edge_cell;1|visceral_muscle_subset;1
VT14340,chr2R,5826578,5828686,2108,correct,0,NA,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,NA
VT14341,chr2R,5828315,5830439,2124,correct,1,NA,NA,NA,NA,brain_subset;2,tracheal_system_broad;1|brain_subset;3
VT14345,chr2R,5835409,5837513,2104,correct,1,NA,NA,NA,NA,malpighian_tubule;3,malpighian_tubule;2
VT14347,chr2R,5838930,5841070,2140,correct,1,posterior_endoderm_AISN;2|dorsal_ectoderm_AISN_subset;3,dorsal_ectoderm_anlage_broad;3,NA,NA,NA,NA
VT14348,chr2R,5840700,5842823,2123,correct,0,NA,NA,NA,NA,NA,NA
VT14349,chr2R,5842410,5844558,2148,correct,0,NA,NA,NA,NA,NA,NA
VT14350,chr2R,5844209,5846317,2108,correct,0,NA,NA,NA,NA,NA,NA
VT14361,chr2R,5861246,5863407,2161,correct,1,A-P_stripes;3|middle;3|hindgut_AISN;3|A-P_stripe;3|pair_rule;3,dorsal_ectoderm_anlage_subset;3|hindgut_anlage;3,hindgut_anlage;3,NA,NA,NA
VT14362,chr2R,5862739,5864868,2129,correct,1,A-P_stripes;4,NA,NA,brain_primordium_subset;1,NA,NA
VT14366,chr2R,5869684,5871848,2164,correct,1,A-P_stripes;3|posterior;3,NA,brain_anlage_subset;1|ventral_nerve_cord_anlage_subset;1|hindgut_anlage;2,brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2|anal_pad_specific_anlage;3,ventral_nerve_cord_subset;2|anal_pad;4|brain_subset;1,telson_subset;3|brain_broad;1|ventral_nerve_cord_broad;1|anal_pad;4
VT14367,chr2R,5871167,5873296,2129,correct,1,A-P_stripes;4,hindgut_anlage;4,dorsal_epidermis_anlage_subset;3,dorsal_epidermis_primordium_subset;2|cardiac_mesoderm_primordium;2,lateral_epidermis_subset;1|dorsal_vessel;2,NA
VT14368,chr2R,5872688,5874770,2082,correct,1,A-P_stripes;4,NA,trunk_mesoderm_anlage;2,cardiac_mesoderm_primordium;2,dorsal_vessel;2,dorsal_vessel;1|midgut_chamber;1
VT14424,chr2R,5982103,5982791,688,correct,0,NA,NA,NA,NA,NA,NA
VT14426,chr2R,5983962,5984785,823,correct,0,NA,NA,NA,NA,NA,brain_broad;1|ventral_nerve_cord_broad;1
VT14427,chr2R,5986540,5988669,2129,correct,1,NA,ubiquitous;3,ubiquitous;4,ubiquitous;4,ubiquitous;4,ubiquitous;4
VT14428,chr2R,5987049,5987233,184,correct,0,NA,NA,NA,NA,NA,NA
VT14429,chr2R,5988145,5990236,2091,correct,1,NA,ubiquitous;2,ubiquitous;3,ubiquitous;3|anterior_midgut_primordium;3|posterior_midgut_primordium;3,midgut_broad;4|ubiquitous;3,midgut_broad;3|brain_broad;4|ubiquitous;3|ventral_nerve_cord_broad;4
VT14430,chr2R,5989737,5991890,2153,correct,1,NA,NA,NA,brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1,amnioserosa;3|brain_broad;2|ventral_nerve_cord_broad;2|brain_subset;3,amnioserosa;3|brain_subset;3|dorsal_epidermis_subset;2
VT14432,chr2R,5992911,5995133,2222,correct,0,NA,NA,NA,NA,NA,NA
VT14433,chr2R,5996932,5997262,330,correct,0,NA,NA,NA,NA,NA,NA
VT14449,chr2R,6026715,6027022,307,correct,0,NA,NA,NA,NA,NA,NA
VT14451,chr2R,6029413,6029880,467,correct,0,NA,NA,NA,NA,NA,NA
VT14453,chr2R,6032257,6032971,714,not_verified,0,NA,NA,NA,NA,NA,NA
VT14459,chr2R,6041740,6043926,2186,correct,1,NA,NA,NA,NA,amnioserosa;2,NA
VT14463,chr2R,6050591,6052687,2096,correct,0,trunk_mesoderm_AISN_subset;1,NA,NA,NA,ventral_nerve_cord_subset;1|brain_subset;1,ventral_nerve_cord_subset;1|brain_subset;1
VT14473,chr2R,6076352,6078556,2204,correct,0,NA,NA,NA,NA,NA,NA
VT14476,chr2R,6081826,6084008,2182,correct,0,NA,NA,NA,NA,NA,NA
VT14477,chr2R,6083027,6085157,2130,correct,0,NA,NA,NA,NA,NA,NA
VT14480,chr2R,6088971,6091178,2207,correct,0,NA,NA,NA,NA,NA,NA
VT14482,chr2R,6095456,6097784,2328,correct,0,NA,NA,NA,NA,NA,NA
VT14484,chr2R,6098988,6101085,2097,correct,1,NA,NA,NA,posterior_spiracle_specific_anlage;4,amnioserosa;3|tracheal_system_broad;3|telson_subset;3|posterior_spiracle;4|clypeolabrum;3,amnioserosa;3|tracheal_system_broad;3|posterior_spiracle;3
VT14486,chr2R,6102331,6104435,2104,correct,0,NA,NA,NA,NA,NA,NA
VT14487,chr2R,6104058,6106189,2131,correct,1,NA,NA,NA,NA,yolk;3|crystal_cell;2,yolk;3|crystal_cell;2
VT14488,chr2R,6105710,6107842,2132,correct,1,NA,NA,NA,ubiquitous;2|anterior_midgut_primordium;3|posterior_midgut_primordium;3,head_epidermis_broad;3|trunk_epidermis_broad;3|midgut_broad;4|hindgut;3|ubiquitous;3,ubiquitous;3|head_epidermis_subset;3|trunk_epidermis_subset;3
VT14490,chr2R,6109134,6111383,2249,correct,1,NA,NA,NA,NA,NA,head_subset;3|ventral_epidermis_subset;3
VT14493,chr2R,6114153,6116343,2190,correct,1,NA,NA,head_mesoderm_anlage;1,hemocyte;3|crystal_cell_primordium;3,crystal_cell;4,crystal_cell;2
VT14494,chr2R,6115886,6117978,2092,correct,1,NA,NA,NA,NA,NA,head_epidermis_broad;3|trunk_epidermis_broad;3|esophagus;3
VT14495,chr2R,6117515,6119698,2183,correct,1,NA,NA,NA,NA,antenno-maxillary-labial_complex;3|hindgut;2,antenno-maxillary-labial_complex;2|hindgut;3
VT14497,chr2R,6121630,6123763,2133,correct,1,NA,NA,NA,brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2,brain_broad;3|ventral_nerve_cord_broad;3|posterior_spiracle;3,brain_broad;3|ventral_nerve_cord_broad;3
VT14498,chr2R,6122686,6124886,2200,correct,1,NA,NA,NA,NA,trunk_epidermis_subset;3|posterior_spiracle;4,NA
VT14500,chr2R,6125848,6128408,2560,correct,0,NA,NA,NA,NA,NA,NA
VT14501,chr2R,6128321,6129273,952,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;1,ventral_nerve_cord_subset;2|brain_subset;1,ventral_nerve_cord_subset;1|brain_subset;1
VT14536,chr2R,6199485,6201455,1970,correct,0,NA,NA,NA,NA,NA,NA
VT14539,chr2R,6207842,6209064,1222,not_verified,0,NA,NA,NA,NA,NA,NA
VT14554,chr2R,6233568,6235713,2145,correct,0,NA,NA,NA,NA,NA,NA
VT14557,chr2R,6238837,6240904,2067,correct,0,NA,NA,NA,NA,NA,NA
VT14560,chr2R,6244176,6246228,2052,correct,0,NA,NA,NA,NA,NA,NA
VT14561,chr2R,6245887,6248058,2171,correct,1,posterior_endoderm_AISN;2|anterior_endoderm_AISN;3|head_mesoderm_AISN;3,posterior_endoderm_anlage;2|anterior_endoderm_anlage;3|head_mesoderm_anlage;3|trunk_mesoderm_anlage_broad;1,posterior_endoderm_anlage;2|anterior_endoderm_anlage;2|trunk_mesoderm_anlage;1,NA,NA,head_subset;1
VT14562,chr2R,6247636,6249719,2083,correct,0,NA,NA,NA,NA,NA,NA
VT14563,chr2R,6250695,6252800,2105,correct,1,NA,NA,NA,NA,hindgut;3,hindgut;3
VT14564,chr2R,6252397,6254470,2073,correct,0,NA,NA,NA,NA,NA,NA
VT14566,chr2R,6255782,6257868,2086,correct,0,NA,NA,NA,NA,brain_subset;1,brain_subset;1
VT14567,chr2R,6257487,6259589,2102,correct,1,NA,NA,NA,ventral_nerve_cord_primordium_subset;3,ventral_nerve_cord_subset;3,ventral_nerve_cord_subset;3|brain_subset;1
