geneID	Chr	ATAC_Start	ATAC_End	ATAC_factor	ATAC_direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time	Background
Region2088	chr2R	10423186	10424301	Time	Up	None	None	3.13105220743354	0.272419677832722	-2.85948340464965	1.3800866446531	No
Region2089	chr2R	10428103	10428827	Time	Up	None	None	1.6937580947652	2.2800404969262	-3.97933057302256	1.6466908839588	No
Region2090	chr2R	10429645	10431045	Toll10b	Up	None	None	-0.689672794143583	0.23487431494593	0.513268753715313	0.160702611396439	Yes
Region2090	chr2R	10429645	10431045	Toll10b	Up	None	None	-0.246427034430008	-0.191639186793511	0.571521296731711	0.160702611396439	Yes
Region2094	chr2R	10468030	10468837	Time	Down	None	None	-0.0730036530677999	-0.218305600241094	0.463643680882135	-2.29752042284206	Yes
Region2096	chr2R	10479950	10480564	Toll9	Down	None	None	0.248203518728217	-0.175161736882758	0.00154817291593595	0.187436869709539	Yes
Region2097	chr2R	10482951	10484364	Time	Down	None	None	-0.233726841063536	0.210420259753491	-0.128568338317992	-3.72457707134536	No
Region2098	chr2R	10485044	10485780	Toll10b	Up	None	None	-0.180764756113778	1.5120769060935	-1.42785047814368	-1.02443844525411	Yes
Region2099	chr2R	10486255	10487087	Time	Down	region 81	None	-0.189477026338185	0.747147057427664	-0.744701319274032	-2.20338182842697	Yes
Region2106	chr2R	10533117	10533932	Time	Down	None	region 572	-1.87734807678797	2.19946562242445	-0.532082945640428	-2.52455742389675	No
Region2107	chr2R	10534143	10536610	Gd7	Down	None	region 572	-1.45946326631787	2.26582465019993	-0.874051330931535	0.26235320498236	Yes
Region2107	chr2R	10534143	10536610	Gd7	Down	None	region 572	-0.902717430884998	3.10349746557814	-2.29033374053924	0.26235320498236	No
Region2108	chr2R	10537974	10538432	Time	Up	None	region 573	-0.459996280658233	1.68059160394119	-0.993906386211593	1.82992525816204	No
Region2109	chr2R	10540344	10540855	Time	Up	None	None	-1.03957529580699	3.11755675866015	-2.29988383170112	1.49114799914333	No
Region2110	chr2R	10541446	10542669	Toll10b	Up	None	region 574	-0.211906191377877	2.56054275598698	-2.77674250944251	0.88324445392547	Yes
Region2116	chr2R	10557053	10558322	Gd7	Down	None	region 577	-1.26161386646965	1.50312231752918	-0.125721254382145	-0.4382526488163	Yes
Region2117	chr2R	10558599	10559201	Toll9	Down	None	region 577	0.638855880525921	0.789161065115189	-1.59627202440722	0.046218528975485	Yes
Region2118	chr2R	10559502	10560025	Time	Down	None	region 577	1.29534907169068	-0.650158585965605	-1.18872925890439	-1.34656002637395	Yes
Region2121	chr2R	10581304	10584826	Toll10b	Down	None	None	6.41102170276593	-2.00585658039531	-4.67272483441275	-0.908088649122492	No
Region2121	chr2R	10581304	10584826	Toll10b	Down	None	None	5.59101824912955	-3.81206244035992	-1.96594356964979	-0.908088649122492	No
Region2122	chr2R	10596266	10597292	Toll10b	Down	None	None	6.75244808813664	-7.76866669132773	1.83495493394049	1.91237759500518	No
Region2124	chr2R	10645248	10645977	Toll9	Up	None	None	-2.82352807677768	0.541919030139315	3.61128053218965	2.05627838918807	Yes
Region2124	chr2R	10645248	10645977	Toll9	Up	None	None	-2.88677278784214	0.354605078104527	3.87210990889457	2.05627838918807	No
Region2127	chr2R	10731380	10731801	Time	Up	None	None	-0.969791328701659	0.572166970348887	0.498747500716922	0.956511727229337	Yes
Region2128	chr2R	10739605	10739946	Time	Up	None	None	-0.20816965577218	1.51920165410603	-1.33961192467647	0.056482569924637	Yes
Region2133	chr2R	10806488	10806823	Time	Up	None	None	1.07021286905028	-0.394324262478784	-0.801142910414303	0.542117134036076	Yes
Region2134	chr2R	10807260	10807599	Time	Up	None	None	0.951190288580103	0.559519529950597	-1.55499567885406	1.1411497654337	Yes
Region2135	chr2R	10808844	10809167	Time	Up	None	None	0.390106836464498	0.79162521164162	-1.18600019974789	0.608475112485161	Yes
Region2136	chr2R	10809444	10809972	Time	Up	None	None	-1.28108374857502	0.451669620333756	0.66269608697383	0.352974073810632	Yes
Region2137	chr2R	10810248	10811463	Toll10b	Up	None	None	-1.28136526054384	1.5248465813314	-0.416650108554208	0.426848020236949	Yes
Region2138	chr2R	10813100	10813635	Gd7	Down	None	None	0.369845265320236	-0.283079147814929	0.093104118660147	0.271153132201611	Yes
Region2139	chr2R	10819677	10820221	Toll9	Up	None	None	-0.0539465363525507	-0.958009956458033	1.31427548418254	0.567650334460321	Yes
Region2140	chr2R	10821303	10821879	Toll9	Down	None	None	2.32828961819699	1.14025550201933	-3.23301853582788	0.186689548006158	No
Region2141	chr2R	10838559	10838871	Time	Up	None	None	-2.08433373067863	1.55053576741786	0.860518267341156	1.1109074052579	Yes
Region2142	chr2R	10843696	10844534	Time	Down	None	None	-3.49278449247279	1.34075385775001	2.29765084831866	-2.20694093765729	No
Region2142	chr2R	10843696	10844534	Time	Down	None	None	-1.4417644071125	1.16707738622046	0.615193135882371	-2.20694093765729	Yes
Region2143	chr2R	10844742	10845063	Time	Down	None	None	0.606419854867434	-1.87422160807163	1.6230923330203	-2.65509523044428	No
Region2145	chr2R	10873860	10875001	Time	Up	None	None	-0.462443617805931	0.389102191726516	0.330555263509759	1.16070983964322	Yes
Region2146	chr2R	10886579	10887187	Time	Up	None	None	-0.014928826304954	-0.665322114972354	0.781441044830783	-0.074811749690782	Yes
Region2147	chr2R	10894349	10894876	Gd7	Down	None	None	0.113826703457043	0.300464306692575	-0.273613882919504	-0.793229826141197	Yes
Region2148	chr2R	10898744	10899341	Gd7	Down	None	None	-1.29011546033094	-0.18378786466836	1.74521217479346	-0.049963590955926	Yes
Region2153	chr2R	11100397	11101118	Toll10b	Down	None	None	2.12203606706266	-4.23614413308906	3.05977252962504	1.96405247596698	No
Region2155	chr2R	11149752	11150291	Time	Up	None	None	-2.31770387898444	1.34715497874552	0.802244807369747	1.27721018712552	Yes
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 620	2.41693894622306	-0.55477351838026	-1.61265514631763	0.350848427060204	Yes
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 621	2.41693894622306	-0.55477351838026	-1.61265514631763	0.350848427060204	Yes
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 622	2.41693894622306	-0.55477351838026	-1.61265514631763	0.350848427060204	Yes
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 623	2.41693894622306	-0.55477351838026	-1.61265514631763	0.350848427060204	Yes
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 620	3.34215701823827	0.212608761360101	-3.28880444906703	0.350848427060204	No
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 621	3.34215701823827	0.212608761360101	-3.28880444906703	0.350848427060204	No
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 622	3.34215701823827	0.212608761360101	-3.28880444906703	0.350848427060204	No
Region2162	chr2R	11198099	11200051	Toll9	Up	None	region 623	3.34215701823827	0.212608761360101	-3.28880444906703	0.350848427060204	No
Region2167	chr2R	11237275	11238088	Toll10b	Down	None	None	1.25046198010953	-6.40874935033848	5.26880916290458	-1.75893654224723	No
Region2167	chr2R	11237275	11238088	Toll10b	Down	None	None	1.23182124031669	-7.48851923535504	6.45682025218836	-1.75893654224723	No
Region2168	chr2R	11279528	11280219	Gd7	Down	None	None	0.168192317295661	-0.275125648445404	0.285183645109781	-0.812079474447224	Yes
Region2169	chr2R	11283692	11284123	Time	Up	None	None	0.192034308431134	0.844279069269427	-0.843017107469844	-0.18845525582142	Yes
Region2170	chr2R	11284384	11284739	Time	Up	None	None	0.0970295078516704	0.322089181247145	-0.132294186991015	0.72259575399889	Yes
Region2171	chr2R	11289103	11290047	Time	Up	None	None	-2.04610251453538	1.15541437555294	0.937842758452083	1.31861680596282	Yes
Region2172	chr2R	11296868	11297673	Gd7	Down	None	None	0.648796374900967	0.151681923857724	-0.621631107960943	-0.389791377882528	Yes
Region2173	chr2R	11306101	11306497	Time	Down	None	None	4.04250841806173	-1.49089225780326	-2.95770135429587	-0.661524687048225	No
Region2174	chr2R	11306922	11307576	Toll9	Up	None	None	0.824367300128936	-1.38534675154695	0.994476583856981	0.703876623408882	No
Region2176	chr2R	11360659	11361071	Toll9	Down	None	None	0.309410686529686	1.07625184122691	-1.03216044396404	0.146206310203864	Yes
Region2177	chr2R	11366477	11367654	Time	Down	None	None	-1.05843328657241	2.25110865659251	-1.48645274394099	0.375129711465273	No
Region2178	chr2R	11370753	11371371	Time	Up	None	None	-1.00925649183515	0.957385091860119	0.17269742819325	1.25810922050008	Yes
Region2183	chr2R	11451764	11452931	Time	Up	None	None	-1.07627311158873	1.06438051805026	0.227904935183003	1.10389010095677	Yes
Region2184	chr2R	11455425	11456024	Time	Down	None	None	0.0753976276776833	-0.679637007447404	0.221735425641601	-6.4654458397835	No
Region2184	chr2R	11455425	11456024	Time	Down	None	None	0.799618271892541	-1.52428807369473	0.477169950253603	-6.4654458397835	No
Region2201	chr2R	11592295	11592638	Toll10b	Up	None	None	-0.142323516038247	-0.944764070298591	1.06075041257875	-1.22749686481741	Yes
Region2202	chr2R	11592927	11593592	Toll10b	Up	None	None	-0.893881916111917	0.379873803453066	0.472845305834797	-0.684780081446557	Yes
Region2203	chr2R	11593942	11594491	Time	Down	None	None	0.208806376335135	-1.53475294135359	1.32482660643764	-1.5124622607374	Yes
Region2204	chr2R	11596567	11598203	Toll9	Up	None	None	0.236468799179918	-2.73060566218138	2.86509252186791	-1.93760225157193	No
Region2204	chr2R	11596567	11598203	Toll9	Up	None	None	1.40814145802577	-4.79281519843004	4.03282953739423	-1.93760225157193	No
Region2206	chr2R	11601431	11601786	Time	Up	None	None	-1.04272136263928	-0.145872291258351	1.48768425734515	-0.170738181263046	Yes
Region2208	chr2R	11603228	11603793	Toll10b	Up	None	None	0.41408657270529	-0.50796151394116	-0.122756282523698	-0.356093585110306	Yes
Region2212	chr2R	11615023	11615481	Toll10b	Up	None	None	-0.801929953506747	0.667793486494456	0.229980379084642	-0.58524812096815	Yes
Region2213	chr2R	11615916	11616629	Time	Down	None	None	-0.511712862428551	-0.182078978152561	0.841288945450915	-0.439319373740196	Yes
Region2214	chr2R	11618798	11619172	Toll9	Down	None	None	-0.0788513271754387	1.31350804039305	-1.80652052738615	0.218067780648603	Yes
Region2218	chr2R	11632165	11632799	Time	Up	None	None	-1.1098647953089	4.58554464857036	-3.8591980693936	1.15495787576294	No
Region2219	chr2R	11633144	11633760	Toll10b	Up	None	None	-1.27580176898877	5.68244543450459	-4.87715776342149	1.15238520989834	No
Region2223	chr2R	11640179	11641119	Toll9	Down	None	None	0.513067326914671	0.217234736335123	-0.691958736106187	1.23702881111121	Yes
Region2224	chr2R	11650846	11651818	Toll9	Up	None	None	-0.519961661436068	-0.553376664428483	1.16008519553251	0.939536316329945	Yes
Region2227	chr2R	11679176	11679615	Toll9	Down	None	None	2.0486154170531	-2.15244631387353	-0.456934068932307	-2.07369114689402	No
Region2235	chr2R	11790041	11790442	Toll9	Up	None	None	-4.67119904574861	-3.73244041336568	8.78521890080288	-0.0127012308624776	No
Region2236	chr2R	11794038	11795265	Toll9	Up	region 579	None	-7.73877413236128	-3.42852081370434	11.7607435990702	-3.53317051707933	No
Region2237	chr2R	11795671	11796463	Toll10b	Down	region 579	None	-4.55911453357666	-4.07747854771767	8.86191380250644	-3.05131270244175	No
Region2239	chr2R	11825021	11825565	Toll10b	Up	None	None	-1.1394674848024	0.605531026970452	0.676108290752539	-0.996657445064124	Yes
Region2240	chr2R	11885370	11885851	Time	Up	None	None	0.37059036201907	1.05171399012308	-0.940075346110272	0.276226933450545	Yes
Region2241	chr2R	11891869	11893893	Toll10b	Up	None	region 664	-0.60487327858863	2.41390433602552	-1.90560065662373	0.937067195685009	Yes
Region2241	chr2R	11891869	11893893	Toll10b	Up	None	region 665	-0.60487327858863	2.41390433602552	-1.90560065662373	0.937067195685009	Yes
Region2242	chr2R	11899287	11899777	Toll10b	Up	None	None	0.684982724391159	-0.021644874655633	-0.44488210371798	0.642260325555492	Yes
Region2243	chr2R	11903600	11903983	Toll10b	Up	None	None	-3.1778056635719	1.44853159369205	1.94996823104765	1.07193976236165	Yes
Region2244	chr2R	11981946	11982787	Time	Down	None	None	-1.77224934373637	-0.301430677160652	2.24852994534909	-3.30594948977972	No
Region2245	chr2R	11984590	11985581	Gd7	Down	None	None	-3.74046013605884	2.10048413858612	1.51729679034303	-0.257567397381111	No
Region2246	chr2R	11988326	11989340	Gd7	Down	None	None	-0.957044410919299	0.955547503788196	0.261640645386804	0.792795533010522	Yes
Region2246	chr2R	11988326	11989340	Gd7	Down	None	None	-1.47435121691507	1.36724377957859	0.287011107894821	0.792795533010522	Yes
Region2250	chr2R	12026801	12028280	Time	Down	None	None	-0.986041321288553	0.815090922640552	0.208639732654558	-0.141745635939518	Yes
Region2257	chr2R	12150426	12151205	Time	Up	None	None	-0.9378981199602	-0.262045628611695	1.5361089613173	0.637698719120608	Yes
Region2258	chr2R	12162730	12163094	Gd7	Down	None	None	-0.643450358124586	1.5450732059504	-0.870269782292899	-0.0841274306357858	Yes
Region2259	chr2R	12168447	12169283	Gd7	Down	None	None	-1.02437880732153	1.24066329588121	-0.14737614788105	-0.105207529189633	Yes
Region2260	chr2R	12172832	12173469	Toll10b	Up	None	None	0.0955352767391638	2.40528693263672	-2.61870496614102	1.01423424823291	No
Region2261	chr2R	12184047	12184587	Toll10b	Up	None	None	-1.74073343309723	1.21122694779536	0.397266360157726	0.937269545595706	Yes
Region2262	chr2R	12200415	12201385	Toll9	Up	None	None	1.36715984210047	0.58636402384998	-1.43134344751059	0.278760566426811	No
Region2264	chr2R	12210890	12211384	Time	Down	None	None	0.92128807181348	-1.65132465225567	0.9101451183107	-2.98589601144914	Yes
Region2269	chr2R	12325769	12326659	Time	Up	None	None	1.15732209039608	-0.615050409348746	-0.0537310681175764	0.80980873935756	Yes
Region2269	chr2R	12325769	12326659	Time	Up	None	None	0.28078264184423	-0.0860595512675348	0.172102729209017	0.80980873935756	Yes
Region2270	chr2R	12337658	12338082	Time	Up	None	None	-1.50828705228573	1.1965714332211	0.339865490124743	0.623723666940069	Yes
Region2272	chr2R	12344358	12345293	Time	Up	None	None	0.257933515122775	-0.106951230522245	0.232826562620395	0.583187586839347	Yes
Region2273	chr2R	12423428	12423859	Time	Down	None	None	1.04475701829516	-0.57319603878347	-0.301011553082097	-1.21220837711714	Yes
Region2274	chr2R	12435738	12436295	Time	Up	None	None	-0.606810110158889	0.957732145325009	0.235712146311172	0.843177516758279	Yes
Region2275	chr2R	12437233	12437909	Toll9	Up	None	None	-1.82626468548563	0.0782817226320636	2.00138972145752	0.78530681247773	Yes
Region2276	chr2R	12452910	12454464	Toll10b	Down	None	None	5.51107727306321	-8.26132649575583	3.33420802191288	-1.34470748532358	No
Region2277	chr2R	12454962	12456562	Toll10b	Down	None	None	7.84766982524075	-11.3250119254176	4.05190301438105	-3.36373176626596	No
Region2278	chr2R	12457307	12457900	Toll10b	Down	None	None	6.99824422255288	-10.2775923539575	4.15473186128021	-2.61427039056433	No
Region2280	chr2R	12459907	12461108	Toll10b	Down	None	None	4.88483997643133	-9.15205949825262	4.96581284825386	-1.24515351783232	No
Region2280	chr2R	12459907	12461108	Toll10b	Down	None	None	5.06368639718078	-8.89725214643651	4.52634252574286	-1.24515351783232	No
Region2282	chr2R	12507023	12507273	Gd7	Down	None	None	-0.302640908815781	0.383744617451806	0.273826045869728	0.239993489503519	Yes
Region2283	chr2R	12518663	12519365	Toll10b	Up	None	None	-0.461240048716241	-0.759792241838464	1.24195919068365	-0.637373962768173	Yes
Region2284	chr2R	12528823	12529796	Time	Down	None	None	2.5873602290101	-2.11627158074934	-0.339428307934436	0.040097955268131	No
Region2285	chr2R	12530365	12531334	Toll10b	Down	region 86	None	8.20899222717705	-7.61924349518711	-0.227905823083475	-0.489179101855072	No
Region2292	chr2R	12612219	12613352	Gd7	Down	None	region 685	-2.09253119057645	1.06681590866865	1.2591627702391	1.06465663946237	Yes
Region2292	chr2R	12612219	12613352	Gd7	Down	None	region 686	-2.09253119057645	1.06681590866865	1.2591627702391	1.06465663946237	Yes
Region2292	chr2R	12612219	12613352	Gd7	Down	None	region 687	-2.09253119057645	1.06681590866865	1.2591627702391	1.06465663946237	Yes
Region2292	chr2R	12612219	12613352	Gd7	Down	None	region 688	-2.09253119057645	1.06681590866865	1.2591627702391	1.06465663946237	Yes
Region2293	chr2R	12632034	12632356	Toll10b	Up	None	None	-0.999927937496278	0.713554009142987	0.858249002448182	-0.754190331895998	Yes
Region2294	chr2R	12633508	12633897	Time	Down	None	None	-0.747548307553475	-0.335768856853966	0.982482884630344	-0.535539260768266	Yes
Region2295	chr2R	12635776	12636944	Toll9	Down	None	None	1.29865117400497	-0.291951669822733	-0.9383543791167	0.0598696960168717	Yes
Region2295	chr2R	12635776	12636944	Toll9	Down	None	None	-0.608139280658134	-0.081742490526842	0.572926633142155	0.0598696960168717	Yes
Region2297	chr2R	12685986	12686295	Toll10b	Up	None	None	-0.226443248612109	0.434138366930232	-0.197360937967126	-0.674768548215416	Yes
Region2303	chr2R	12755931	12756648	Time	Up	None	None	-0.941165187039201	1.74590635956024	-0.609720338407582	1.018734273385	Yes
Region2304	chr2R	12757330	12757883	Toll10b	Up	None	None	0.0986581895203964	1.02820020247214	-0.772108438799941	0.592096634718191	Yes
Region2305	chr2R	12760553	12760983	Toll10b	Up	None	None	-1.51755127193126	1.43574895260948	0.381767046229684	0.584837095557036	Yes
Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.110289374486849	-6.83170557692638	7.6897402086292	-1.02299789161845	No
Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.509798449880129	-6.74639059947945	7.96162294730081	-1.02299789161845	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 712	-2.30891829412157	-3.0881297421425	6.00339092308525	-0.511205758776586	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 713	-2.30891829412157	-3.0881297421425	6.00339092308525	-0.511205758776586	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 714	-2.30891829412157	-3.0881297421425	6.00339092308525	-0.511205758776586	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 712	-3.53723055516362	-2.50959809935074	6.49636252757842	-0.511205758776586	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 713	-3.53723055516362	-2.50959809935074	6.49636252757842	-0.511205758776586	No
Region2308	chr2R	12779301	12781539	Toll9	Up	None	region 714	-3.53723055516362	-2.50959809935074	6.49636252757842	-0.511205758776586	No
Region2315	chr2R	12869289	12869688	Time	Up	None	None	-1.19669682377267	1.89303854039021	-0.535634793184186	1.66131203464406	Yes
Region2316	chr2R	12870127	12870578	Toll10b	Up	None	None	-1.45318649905377	1.19605401829276	0.181992335719189	-0.488199223359233	Yes
Region2317	chr2R	12880111	12880529	Gd7	Down	None	None	-1.30841203503833	1.19240952769565	0.552394583415821	1.11005494746477	Yes
Region2323	chr2R	12915699	12916086	Time	Up	None	None	-1.27415268620468	1.17146509608435	0.098102316801203	1.2242782483167	Yes
Region2324	chr2R	12916303	12916773	Time	Up	None	None	-1.50021755939118	2.48594052368301	-1.01579918951613	0.790044321939689	Yes
Region2325	chr2R	12933731	12934151	Toll10b	Up	None	None	-0.222844602369558	0.299663266766978	-0.200278685912738	-0.569305322662695	Yes
Region2326	chr2R	12936082	12936757	Toll9	Up	None	None	-0.902179659706666	-0.0555755393986259	1.14153649677007	0.25504457236752	Yes
Region2327	chr2R	12946100	12946726	Gd7	Up	region 365	None	-0.227710172348848	3.86532243121268	-4.31296777073972	-1.02605853121543	No
Region2328	chr2R	12957268	12960410	Time	Up	None	None	-0.771655858040302	1.995270881427	-1.41953577615282	-0.143574481248485	Yes
Region2328	chr2R	12957268	12960410	Time	Up	None	None	-0.0278567493124142	1.73774554196453	-1.8186961071348	-0.143574481248485	Yes
Region2328	chr2R	12957268	12960410	Time	Up	None	None	-0.540305390627879	2.01569927929647	-1.6527134469219	-0.143574481248485	Yes
Region2332	chr2R	12979405	12979901	Toll9	Up	None	None	0.366613648087626	-0.335145054538566	0.24894112191676	-0.135545774626329	Yes
Region2333	chr2R	12980155	12981536	Gd7	Down	None	None	-0.582182194080165	0.804799288628342	-0.169232867398876	0.583781629814347	Yes
Region2334	chr2R	12984481	12986130	Time	Up	None	None	-0.591280070921815	1.77221047724924	-1.20952817881455	1.09805220384917	Yes
Region2344	chr2R	13133156	13133602	Toll10b	Up	None	None	-0.816481595973536	1.75918750924188	-1.12122435943756	-0.0740457211325229	Yes
Region2345	chr2R	13152390	13152862	Toll10b	Up	None	None	-0.314914129059152	-0.371245431722331	0.863153699147413	1.38116690976003	Yes
Region2346	chr2R	13158029	13159148	Gd7	Down	None	None	0.112492317666995	-0.300407483891181	0.398195626232502	-0.119304555593771	Yes
Region2346	chr2R	13158029	13159148	Gd7	Down	None	None	0.132709281917353	0.499616160234859	-0.487868977148691	-0.119304555593771	Yes
Region2347	chr2R	13167808	13168727	Time	Up	None	None	-0.814699931377211	0.348038706584646	0.167474355390949	0.729421626869091	Yes
Region2347	chr2R	13167808	13168727	Time	Up	None	None	-0.343612628858281	-0.269226520869387	0.407201472121011	0.729421626869091	Yes
Region2348	chr2R	13187649	13188280	Time	Up	None	None	-2.46237312427292	-1.38960167374769	4.32595374522544	1.90209285866526	No
Region2349	chr2R	13189007	13190763	Toll9	Up	None	None	-1.24599405644478	0.579453196298176	0.734007197877943	0.800958478019229	Yes
Region2349	chr2R	13189007	13190763	Toll9	Up	None	None	-1.52775881732716	-0.229430403015488	1.86824759441878	0.800958478019229	Yes
Region2349	chr2R	13189007	13190763	Toll9	Up	None	None	-0.661018988969896	-0.761061002525314	1.65421517864559	0.800958478019229	Yes
Region2350	chr2R	13191276	13192300	Time	Up	None	None	-2.23558926606211	-0.0849833555971091	2.60372770131807	2.38547061835613	No
Region2352	chr2R	13194524	13195444	Gd7	Down	region 583	None	-7.87388066821005	1.78023302171969	6.85789324104167	-2.59147691109477	No
Region2352	chr2R	13194524	13195444	Gd7	Down	region 583	None	-7.65001936473574	1.09044064317535	7.40177966387725	-2.59147691109477	No
Region2353	chr2R	13195927	13196511	Toll9	Up	region 583	None	-6.56872400323521	-0.2681364248	7.74328894464839	-1.26851449089058	No
Region2355	chr2R	13205056	13205594	Toll10b	Down	None	None	-0.559383773488145	-1.84116779441959	2.58660508498292	0.010079328452304	Yes
Region2358	chr2R	13219882	13220434	Gd7	Down	None	None	0.27842286879462	-0.123521380367618	0.169061040798332	-1.28351602208526	Yes
Region2359	chr2R	13221909	13224592	Toll9	Up	None	region 724	-0.368687864791686	-0.742985731627042	1.32881039307707	0.577261755775538	Yes
Region2359	chr2R	13221909	13224592	Toll9	Up	None	region 725	-0.368687864791686	-0.742985731627042	1.32881039307707	0.577261755775538	Yes
Region2360	chr2R	13224971	13225545	Time	Up	None	region 725	-0.494127260024487	-1.13404449961237	1.91841894054055	3.18692855078667	Yes
Region2362	chr2R	13234721	13235085	Toll10b	Down	None	None	0.888070363191174	-0.853458899650854	0.446166290293759	-0.588717576095854	Yes
Region2363	chr2R	13239210	13239611	Toll10b	Down	None	None	0.207571019268324	-0.870061917696438	0.838504840502853	-0.207044175435039	Yes
Region2367	chr2R	13336697	13337927	Toll10b	Up	None	region 729	-3.75780613405396	8.10370011247771	-4.7755112040979	1.96595378293459	No
Region2367	chr2R	13336697	13337927	Toll10b	Up	None	region 729	-6.26232384378933	10.328942322279	-4.9043207136317	1.96595378293459	No
Region2371	chr2R	13447428	13448242	Time	Down	None	None	-1.47372922976331	-1.88857578710907	3.99969928510956	-3.1135216488211	No
Region2372	chr2R	13448529	13448899	Gd7	Down	None	None	-4.14008745815494	1.17839722641219	3.9162560252716	-0.260792478933014	No
Region2373	chr2R	13449236	13450798	Toll10b	Up	None	None	-2.8470837007826	2.47783478705054	0.487115783568285	-0.198457917084818	Yes
Region2373	chr2R	13449236	13450798	Toll10b	Up	None	None	-1.90386692511323	3.47732959386495	-1.45717634020423	-0.198457917084818	Yes
Region2376	chr2R	13482428	13483434	Time	Up	None	None	0.387472618686826	-0.223796749021312	-0.158004260849324	1.0348375260043	Yes
Region2377	chr2R	13485592	13486173	Toll9	Up	None	None	-0.968701762859682	0.792723563761712	0.427759602644461	-0.696117610196376	Yes
Region2380	chr2R	13501820	13503225	Gd7	Down	None	None	-0.0617165018745665	0.347478281751541	-0.11964260369001	0.276546614160697	Yes
Region2381	chr2R	13506420	13507215	Time	Up	None	region 734	-0.578310522580338	1.81599302995591	-1.09256308069265	-0.125597628411309	Yes
Region2382	chr2R	13507422	13507739	Toll10b	Up	None	None	-0.348768064829731	1.91031477717635	-1.5056259736153	-0.043034208517903	Yes
Region2384	chr2R	13545152	13546118	Time	Down	None	None	-0.864566977195193	2.13907952806124	-2.15877541197215	-3.68693289552868	No
Region2385	chr2R	13546331	13547147	Time	Down	None	None	-0.415183491691027	0.51527585356485	-0.0231830980892959	-1.69458902344677	Yes
Region2386	chr2R	13553894	13554457	Gd7	Down	None	None	-1.84574276534814	1.79646901730799	0.0429766204183284	0.918380432474058	Yes
Region2387	chr2R	13555611	13557158	Toll9	Up	None	None	-1.83948872895442	-1.63075947527609	3.67652312690011	-2.76804964337297	No
Region2387	chr2R	13555611	13557158	Toll9	Up	None	None	-1.62543893884849	-2.00653026373601	3.88880322323325	-2.76804964337297	No
Region2388	chr2R	13557903	13558244	Toll9	Up	None	None	-1.73071657776196	0.766307451877251	0.741603607020097	0.720081535654054	Yes
Region2398	chr2R	13592439	13593527	Toll9	Up	None	region 744	1.60889398448245	1.15717778036315	-2.37532704335223	-0.465734340301034	No
Region2398	chr2R	13592439	13593527	Toll9	Up	None	region 745	1.60889398448245	1.15717778036315	-2.37532704335223	-0.465734340301034	No
Region2398	chr2R	13592439	13593527	Toll9	Up	None	region 744	1.00397748344691	-0.112318123431023	-0.446795187745113	-0.465734340301034	Yes
Region2398	chr2R	13592439	13593527	Toll9	Up	None	region 745	1.00397748344691	-0.112318123431023	-0.446795187745113	-0.465734340301034	Yes
Region2405	chr2R	13823775	13825100	Gd7	Down	None	None	-0.830078916938762	0.592413591896401	0.291671642518387	-0.039256698565937	Yes
Region2409	chr2R	13854041	13854541	Time	Up	None	None	-0.776674697473163	-0.139480055009773	1.55364473343203	1.95627738211125	Yes
Region2410	chr2R	13858392	13859278	Toll10b	Up	None	None	-1.03225896182258	1.14619184108253	-0.169531595222354	0.19683963933147	Yes
Region2410	chr2R	13858392	13859278	Toll10b	Up	None	None	0.00711204492162465	0.71818169137691	-0.653403305324123	0.19683963933147	Yes
Region2411	chr2R	13861699	13862096	Toll9	Up	None	None	-0.216193711573756	-0.0208432289281413	0.457336218917057	0.31518821103793	Yes
Region2414	chr2R	13925242	13925875	Toll10b	Down	None	None	1.22154665715557	-3.3348283377972	2.19331406986738	0.297560976570963	Yes
Region2417	chr2R	13940918	13942368	Time	Up	None	None	1.49984045647727	-1.71784407099217	0.55172129527013	0.899663692775348	Yes
Region2417	chr2R	13940918	13942368	Time	Up	None	None	0.510818263159931	-0.859536497622847	0.523011372340554	0.899663692775348	Yes
Region2418	chr2R	13953622	13954520	Toll10b	Up	None	None	-0.417242596236437	1.1044240746162	-0.677632961243499	0.219121702210925	Yes
Region2420	chr2R	13960446	13960820	Time	Up	None	region 778	-0.00585300161361307	-1.19658765276995	1.4493630191646	0.907840201530616	Yes
Region2422	chr2R	13964397	13964880	Toll9	Down	None	None	0.392857152329873	2.74499911209311	-3.46076799515915	1.25941406292102	No
Region2424	chr2R	13968093	13968637	Toll10b	Up	None	None	-0.731304584531954	2.33106744420104	-1.42653381946772	-0.874822057394145	Yes
