geneID	Chr	ATAC_factor	ATAC_direction
Region1600	chr2L	Time	Up
Region1602	chr2L	Time	Down
Region1602	chr2L	Time	Down
Region1603	chr2L	Time	Up
Region1603	chr2L	Time	Up
Region1604	chr2L	Time	Down
Region1605	chr2L	Toll9	Up
Region1608	chr2L	Toll10b	Down
Region1610	chr2L	Time	Down
Region1615	chr2L	Time	Up
Region1616	chr2L	Toll10b	Down
Region1617	chr2L	Gd7	Up
Region1620	chr2L	Time	Down
Region1621	chr2L	Time	Up
Region1623	chr2L	Time	Up
Region1624	chr2L	Toll9	Down
Region1629	chr2L	Time	Up
Region1630	chr2L	Gd7	Up
Region1637	chr2L	Toll9	Up
Region1644	chr2R	Gd7	Up
Region1657	chr2R	Time	Up
Region1688	chr2R	Time	Up
Region1692	chr2R	Time	Up
Region1696	chr2R	Time	Down
Region1697	chr2R	Toll9	Up
Region1701	chr2R	Toll9	Up
Region1703	chr2R	Time	Up
Region1713	chr2R	Gd7	Up
Region1715	chr2R	Time	Up
Region1716	chr2R	Gd7	Down
Region1719	chr2R	Time	Up
Region1724	chr2R	Time	Down
Region1724	chr2R	Time	Down
Region1725	chr2R	Time	Up
Region1726	chr2R	Time	Up
Region1728	chr2R	Time	Up
Region1730	chr2R	Toll10b	Down
Region1737	chr2R	Time	Up
Region1737	chr2R	Time	Up
Region1737	chr2R	Time	Up
Region1737	chr2R	Time	Up
Region1738	chr2R	Time	Up
Region1738	chr2R	Time	Up
Region1739	chr2R	Toll10b	Down
Region1743	chr2R	Toll10b	Down
Region1744	chr2R	Toll10b	Down
Region1744	chr2R	Toll10b	Down
Region1745	chr2R	Gd7	Up
Region1746	chr2R	Gd7	Down
Region1746	chr2R	Gd7	Down
Region1748	chr2R	Toll9	Up
Region1757	chr2R	Toll9	Up
Region1764	chr2R	Toll10b	Down
Region1764	chr2R	Toll10b	Down
Region1771	chr2R	Toll9	Up
Region1771	chr2R	Toll9	Up
Region1772	chr2R	Toll10b	Up
Region1773	chr2R	Time	Down
Region1781	chr2R	Gd7	Down
Region1782	chr2R	Time	Up
Region1782	chr2R	Time	Up
Region1786	chr2R	Toll10b	Up
Region1786	chr2R	Toll10b	Up
Region1786	chr2R	Toll10b	Up
Region1786	chr2R	Toll10b	Up
Region1786	chr2R	Toll10b	Up
Region1786	chr2R	Toll10b	Up
Region1787	chr2R	Time	Up
Region1789	chr2R	Gd7	Down
Region1790	chr2R	Time	Up
Region1791	chr2R	Toll9	Up
Region1792	chr2R	Gd7	Down
Region1793	chr2R	Gd7	Down
Region1793	chr2R	Gd7	Down
Region1795	chr2R	Toll10b	Up
Region1796	chr2R	Gd7	Down
Region1797	chr2R	Time	Up
Region1798	chr2R	Gd7	Down
Region1800	chr2R	Gd7	Down
Region1801	chr2R	Time	Up
Region1802	chr2R	Time	Down
Region1804	chr2R	Toll9	Down
Region1805	chr2R	Gd7	Down
Region1807	chr2R	Time	Up
Region1808	chr2R	Gd7	Down
Region1809	chr2R	Time	Up
Region1810	chr2R	Time	Up
Region1811	chr2R	Toll9	Down
Region1817	chr2R	Gd7	Down
Region1823	chr2R	Toll9	Up
Region1823	chr2R	Toll9	Up
Region1824	chr2R	Gd7	Down
Region1825	chr2R	Toll9	Up
Region1826	chr2R	Toll9	Up
Region1831	chr2R	Time	Down
Region1834	chr2R	Toll10b	Up
Region1834	chr2R	Toll10b	Up
Region1835	chr2R	Time	Up
Region1839	chr2R	Time	Down
Region1839	chr2R	Time	Down
Region1840	chr2R	Time	Up
Region1841	chr2R	Toll10b	Down
Region1841	chr2R	Toll10b	Down
Region1842	chr2R	Gd7	Up
Region1843	chr2R	Toll10b	Down
Region1844	chr2R	Gd7	Down
Region1845	chr2R	Toll9	Up
Region1846	chr2R	Toll10b	Up
Region1847	chr2R	Gd7	Down
Region1850	chr2R	Time	Up
Region1852	chr2R	Time	Up
Region1854	chr2R	Time	Up
Region1855	chr2R	Gd7	Down
Region1857	chr2R	Gd7	Down
Region1858	chr2R	Toll10b	Up
Region1859	chr2R	Toll10b	Up
Region1860	chr2R	Toll10b	Up
Region1862	chr2R	Time	Up
Region1862	chr2R	Time	Up
Region1864	chr2R	Time	Up
Region1865	chr2R	Toll10b	Up
Region1865	chr2R	Toll10b	Up
Region1866	chr2R	Time	Down
Region1867	chr2R	Toll10b	Up
Region1869	chr2R	Time	Up
Region1870	chr2R	Toll10b	Up
Region1871	chr2R	Time	Up
Region1873	chr2R	Toll9	Down
Region1874	chr2R	Time	Down
Region1875	chr2R	Time	Down
Region1876	chr2R	Time	Down
Region1878	chr2R	Time	Down
Region1879	chr2R	Gd7	Down
Region1889	chr2R	Toll9	Up
Region1890	chr2R	Time	Up
Region1892	chr2R	Toll9	Up
Region1893	chr2R	Gd7	Down
Region1894	chr2R	Time	Down
Region1895	chr2R	Time	Down
Region1898	chr2R	Time	Up
Region1899	chr2R	Time	Up
Region1900	chr2R	Gd7	Down
Region1901	chr2R	Toll9	Up
Region1902	chr2R	Toll9	Up
Region1903	chr2R	Toll9	Up
Region1905	chr2R	Time	Up
Region1905	chr2R	Time	Up
Region1916	chr2R	Time	Up
Region1917	chr2R	Time	Up
Region1918	chr2R	Time	Up
Region1926	chr2R	Toll10b	Down
Region1926	chr2R	Toll10b	Down
Region1926	chr2R	Toll10b	Down
Region1926	chr2R	Toll10b	Down
Region1928	chr2R	Gd7	Down
Region1929	chr2R	Time	Down
Region1929	chr2R	Time	Down
Region1930	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1931	chr2R	Toll9	Up
Region1932	chr2R	Toll9	Up
Region1932	chr2R	Toll9	Up
Region1932	chr2R	Toll9	Up
Region1932	chr2R	Toll9	Up
Region1933	chr2R	Time	Up
Region1936	chr2R	Toll9	Down
Region1938	chr2R	Gd7	Down
Region1938	chr2R	Gd7	Down
Region1939	chr2R	Time	Up
Region1946	chr2R	Toll9	Up
Region1947	chr2R	Gd7	Down
Region1948	chr2R	Time	Up
Region1949	chr2R	Time	Up
Region1950	chr2R	Toll10b	Up
Region1950	chr2R	Toll10b	Up
Region1952	chr2R	Gd7	Down
Region1953	chr2R	Gd7	Down
Region1954	chr2R	Gd7	Down
Region1955	chr2R	Gd7	Down
Region1956	chr2R	Time	Up
Region1957	chr2R	Gd7	Down
Region1966	chr2R	Gd7	Down
Region1968	chr2R	Time	Up
Region1969	chr2R	Time	Up
Region1970	chr2R	Gd7	Down
Region1971	chr2R	Time	Up
Region1972	chr2R	Toll9	Up
Region1973	chr2R	Gd7	Down
Region1974	chr2R	Time	Up
Region1975	chr2R	Time	Up
Region1976	chr2R	Gd7	Up
Region1977	chr2R	Time	Up
Region1978	chr2R	Time	Up
Region1979	chr2R	Toll10b	Up
Region1981	chr2R	Time	Up
Region1987	chr2R	Time	Up
Region1987	chr2R	Time	Up
Region1991	chr2R	Gd7	Down
Region1994	chr2R	Toll9	Up
Region1994	chr2R	Toll9	Up
Region1995	chr2R	Time	Down
Region1996	chr2R	Toll9	Up
Region1997	chr2R	Toll10b	Down
Region1997	chr2R	Toll10b	Down
Region2001	chr2R	Gd7	Down
Region2003	chr2R	Toll10b	Down
Region2003	chr2R	Toll10b	Down
Region2004	chr2R	Toll9	Up
Region2005	chr2R	Gd7	Down
Region2009	chr2R	Toll9	Up
Region2013	chr2R	Time	Up
Region2014	chr2R	Gd7	Down
Region2015	chr2R	Time	Down
Region2016	chr2R	Gd7	Down
Region2017	chr2R	Toll9	Up
Region2018	chr2R	Time	Up
Region2019	chr2R	Time	Up
Region2028	chr2R	Toll10b	Up
Region2029	chr2R	Gd7	Down
Region2030	chr2R	Toll10b	Up
Region2032	chr2R	Toll10b	Up
Region2033	chr2R	Gd7	Down
Region2034	chr2R	Toll9	Up
Region2036	chr2R	Toll10b	Up
Region2043	chr2R	Toll10b	Up
Region2044	chr2R	Toll10b	Up
Region2045	chr2R	Toll9	Up
Region2046	chr2R	Time	Up
Region2052	chr2R	Gd7	Down
Region2054	chr2R	Time	Up
Region2055	chr2R	Gd7	Down
Region2056	chr2R	Time	Up
Region2059	chr2R	Gd7	Down
Region2060	chr2R	Time	Up
Region2061	chr2R	Gd7	Up
Region2061	chr2R	Gd7	Up
Region2061	chr2R	Gd7	Up
Region2061	chr2R	Gd7	Up
Region2066	chr2R	Time	Up
Region2067	chr2R	Gd7	Down
Region2067	chr2R	Gd7	Down
Region2068	chr2R	Time	Up
Region2068	chr2R	Time	Up
Region2069	chr2R	Time	Up
Region2070	chr2R	Gd7	Down
Region2071	chr2R	Time	Up
Region2072	chr2R	Time	Up
Region2081	chr2R	Time	Up
Region2085	chr2R	Gd7	Down
Region2085	chr2R	Gd7	Down
Region2087	chr2R	Time	Up
Region2088	chr2R	Time	Up
Region2089	chr2R	Time	Up
Region2090	chr2R	Toll10b	Up
Region2090	chr2R	Toll10b	Up
Region2094	chr2R	Time	Down
Region2096	chr2R	Toll9	Down
Region2097	chr2R	Time	Down
Region2098	chr2R	Toll10b	Up
Region2099	chr2R	Time	Down
Region2106	chr2R	Time	Down
Region2107	chr2R	Gd7	Down
Region2107	chr2R	Gd7	Down
Region2108	chr2R	Time	Up
Region2109	chr2R	Time	Up
Region2110	chr2R	Toll10b	Up
Region2116	chr2R	Gd7	Down
Region2117	chr2R	Toll9	Down
Region2118	chr2R	Time	Down
Region2121	chr2R	Toll10b	Down
Region2121	chr2R	Toll10b	Down
Region2122	chr2R	Toll10b	Down
Region2124	chr2R	Toll9	Up
Region2124	chr2R	Toll9	Up
Region2127	chr2R	Time	Up
Region2128	chr2R	Time	Up
Region2133	chr2R	Time	Up
Region2134	chr2R	Time	Up
Region2135	chr2R	Time	Up
Region2136	chr2R	Time	Up
Region2137	chr2R	Toll10b	Up
Region2138	chr2R	Gd7	Down
Region2139	chr2R	Toll9	Up
Region2140	chr2R	Toll9	Down
Region2141	chr2R	Time	Up
Region2142	chr2R	Time	Down
Region2142	chr2R	Time	Down
Region2143	chr2R	Time	Down
Region2145	chr2R	Time	Up
Region2146	chr2R	Time	Up
Region2147	chr2R	Gd7	Down
Region2148	chr2R	Gd7	Down
Region2153	chr2R	Toll10b	Down
Region2155	chr2R	Time	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2162	chr2R	Toll9	Up
Region2167	chr2R	Toll10b	Down
Region2167	chr2R	Toll10b	Down
Region2168	chr2R	Gd7	Down
Region2169	chr2R	Time	Up
Region2170	chr2R	Time	Up
Region2171	chr2R	Time	Up
Region2172	chr2R	Gd7	Down
Region2173	chr2R	Time	Down
Region2174	chr2R	Toll9	Up
Region2176	chr2R	Toll9	Down
Region2177	chr2R	Time	Down
Region2178	chr2R	Time	Up
Region2183	chr2R	Time	Up
Region2184	chr2R	Time	Down
Region2184	chr2R	Time	Down
Region2201	chr2R	Toll10b	Up
Region2202	chr2R	Toll10b	Up
Region2203	chr2R	Time	Down
Region2204	chr2R	Toll9	Up
Region2204	chr2R	Toll9	Up
Region2206	chr2R	Time	Up
Region2208	chr2R	Toll10b	Up
Region2212	chr2R	Toll10b	Up
Region2213	chr2R	Time	Down
Region2214	chr2R	Toll9	Down
Region2218	chr2R	Time	Up
Region2219	chr2R	Toll10b	Up
Region2223	chr2R	Toll9	Down
Region2224	chr2R	Toll9	Up
Region2227	chr2R	Toll9	Down
Region2235	chr2R	Toll9	Up
Region2236	chr2R	Toll9	Up
Region2237	chr2R	Toll10b	Down
Region2239	chr2R	Toll10b	Up
Region2240	chr2R	Time	Up
Region2241	chr2R	Toll10b	Up
Region2241	chr2R	Toll10b	Up
Region2242	chr2R	Toll10b	Up
Region2243	chr2R	Toll10b	Up
Region2244	chr2R	Time	Down
Region2245	chr2R	Gd7	Down
Region2246	chr2R	Gd7	Down
Region2246	chr2R	Gd7	Down
Region2250	chr2R	Time	Down
Region2257	chr2R	Time	Up
Region2258	chr2R	Gd7	Down
Region2259	chr2R	Gd7	Down
Region2260	chr2R	Toll10b	Up
Region2261	chr2R	Toll10b	Up
Region2262	chr2R	Toll9	Up
Region2264	chr2R	Time	Down
Region2269	chr2R	Time	Up
Region2269	chr2R	Time	Up
Region2270	chr2R	Time	Up
Region2272	chr2R	Time	Up
Region2273	chr2R	Time	Down
Region2274	chr2R	Time	Up
Region2275	chr2R	Toll9	Up
Region2276	chr2R	Toll10b	Down
Region2277	chr2R	Toll10b	Down
Region2278	chr2R	Toll10b	Down
Region2280	chr2R	Toll10b	Down
Region2280	chr2R	Toll10b	Down
Region2282	chr2R	Gd7	Down
Region2283	chr2R	Toll10b	Up
Region2284	chr2R	Time	Down
Region2285	chr2R	Toll10b	Down
Region2292	chr2R	Gd7	Down
Region2292	chr2R	Gd7	Down
Region2292	chr2R	Gd7	Down
Region2292	chr2R	Gd7	Down
Region2293	chr2R	Toll10b	Up
Region2294	chr2R	Time	Down
Region2295	chr2R	Toll9	Down
Region2295	chr2R	Toll9	Down
Region2297	chr2R	Toll10b	Up
Region2303	chr2R	Time	Up
Region2304	chr2R	Toll10b	Up
Region2305	chr2R	Toll10b	Up
Region2307	chr2R	Toll9	Up
Region2307	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2308	chr2R	Toll9	Up
Region2315	chr2R	Time	Up
Region2316	chr2R	Toll10b	Up
Region2317	chr2R	Gd7	Down
Region2323	chr2R	Time	Up
Region2324	chr2R	Time	Up
Region2325	chr2R	Toll10b	Up
Region2326	chr2R	Toll9	Up
Region2327	chr2R	Gd7	Up
Region2328	chr2R	Time	Up
Region2328	chr2R	Time	Up
Region2328	chr2R	Time	Up
Region2332	chr2R	Toll9	Up
Region2333	chr2R	Gd7	Down
Region2334	chr2R	Time	Up
Region2344	chr2R	Toll10b	Up
Region2345	chr2R	Toll10b	Up
Region2346	chr2R	Gd7	Down
Region2346	chr2R	Gd7	Down
Region2347	chr2R	Time	Up
Region2347	chr2R	Time	Up
Region2348	chr2R	Time	Up
Region2349	chr2R	Toll9	Up
Region2349	chr2R	Toll9	Up
Region2349	chr2R	Toll9	Up
Region2350	chr2R	Time	Up
Region2352	chr2R	Gd7	Down
Region2352	chr2R	Gd7	Down
Region2353	chr2R	Toll9	Up
Region2355	chr2R	Toll10b	Down
Region2358	chr2R	Gd7	Down
Region2359	chr2R	Toll9	Up
Region2359	chr2R	Toll9	Up
Region2360	chr2R	Time	Up
Region2362	chr2R	Toll10b	Down
Region2363	chr2R	Toll10b	Down
Region2367	chr2R	Toll10b	Up
Region2367	chr2R	Toll10b	Up
Region2371	chr2R	Time	Down
Region2372	chr2R	Gd7	Down
Region2373	chr2R	Toll10b	Up
Region2373	chr2R	Toll10b	Up
Region2376	chr2R	Time	Up
Region2377	chr2R	Toll9	Up
Region2380	chr2R	Gd7	Down
Region2381	chr2R	Time	Up
Region2382	chr2R	Toll10b	Up
Region2384	chr2R	Time	Down
Region2385	chr2R	Time	Down
Region2386	chr2R	Gd7	Down
Region2387	chr2R	Toll9	Up
Region2387	chr2R	Toll9	Up
Region2388	chr2R	Toll9	Up
Region2398	chr2R	Toll9	Up
Region2398	chr2R	Toll9	Up
Region2398	chr2R	Toll9	Up
Region2398	chr2R	Toll9	Up
Region2405	chr2R	Gd7	Down
Region2409	chr2R	Time	Up
Region2410	chr2R	Toll10b	Up
Region2410	chr2R	Toll10b	Up
Region2411	chr2R	Toll9	Up
Region2414	chr2R	Toll10b	Down
Region2417	chr2R	Time	Up
Region2417	chr2R	Time	Up
Region2418	chr2R	Toll10b	Up
Region2420	chr2R	Time	Up
Region2422	chr2R	Toll9	Down
Region2424	chr2R	Toll10b	Up
Region2425	chr2R	Time	Up
Region2426	chr2R	Time	Up
Region2426	chr2R	Time	Up
Region2427	chr2R	Time	Down
Region2428	chr2R	Toll10b	Down
Region2437	chr2R	Time	Up
Region2438	chr2R	Toll10b	Up
Region2439	chr2R	Time	Up
Region2440	chr2R	Gd7	Down
Region2441	chr2R	Toll9	Down
Region2442	chr2R	Time	Up
Region2443	chr2R	Time	Up
Region2444	chr2R	Time	Up
Region2446	chr2R	Toll9	Down
Region2449	chr2R	Time	Up
Region2450	chr2R	Time	Up
Region2452	chr2R	Time	Up
Region2455	chr2R	Toll10b	Down
Region2456	chr2R	Time	Down
Region2456	chr2R	Time	Down
Region2456	chr2R	Time	Down
Region2460	chr2R	Time	Down
Region2460	chr2R	Time	Down
Region2461	chr2R	Toll9	Down
Region2462	chr2R	Toll9	Down
Region2463	chr2R	Toll9	Down
Region2464	chr2R	Toll10b	Down
Region2465	chr2R	Toll9	Up
Region2466	chr2R	Toll9	Up
Region2467	chr2R	Time	Up
Region2471	chr2R	Toll10b	Up
Region2471	chr2R	Toll10b	Up
Region2473	chr2R	Time	Up
Region2473	chr2R	Time	Up
Region2474	chr2R	Time	Up
Region2475	chr2R	Time	Up
Region2476	chr2R	Time	Up
Region2477	chr2R	Time	Down
Region2477	chr2R	Time	Down
Region2478	chr2R	Time	Down
Region2480	chr2R	Time	Up
Region2483	chr2R	Time	Up
Region2483	chr2R	Time	Up
Region2484	chr2R	Toll9	Up
Region2485	chr2R	Toll9	Up
Region2487	chr2R	Time	Up
Region2488	chr2R	Toll10b	Up
Region2492	chr2R	Time	Up
Region2493	chr2R	Toll10b	Up
Region2494	chr2R	Toll10b	Down
Region2495	chr2R	Toll10b	Up
Region2498	chr2R	Time	Up
Region2501	chr2R	Time	Up
Region2502	chr2R	Toll10b	Up
Region2504	chr2R	Toll10b	Down
Region2506	chr2R	Time	Down
Region2510	chr2R	Toll10b	Down
Region2510	chr2R	Toll10b	Down
Region2510	chr2R	Toll10b	Down
Region2510	chr2R	Toll10b	Down
Region2510	chr2R	Toll10b	Down
Region2510	chr2R	Toll10b	Down
Region2516	chr2R	Time	Down
Region2517	chr2R	Toll9	Down
Region2517	chr2R	Toll9	Down
Region2517	chr2R	Toll9	Down
Region2518	chr2R	Time	Up
Region2518	chr2R	Time	Up
Region2518	chr2R	Time	Up
Region2518	chr2R	Time	Up
Region2519	chr2R	Time	Up
Region2520	chr2R	Time	Up
Region2521	chr2R	Time	Down
Region2527	chr2R	Time	Up
Region2528	chr2R	Gd7	Down
Region2532	chr2R	Time	Up
Region2533	chr2R	Time	Up
Region2533	chr2R	Time	Up
Region2534	chr2R	Toll10b	Up
Region2536	chr2R	Time	Up
Region2538	chr2R	Toll9	Up
Region2539	chr2R	Time	Up
Region2540	chr2R	Gd7	Up
Region2541	chr2R	Time	Down
Region2541	chr2R	Time	Down
Region2541	chr2R	Time	Down
Region2541	chr2R	Time	Down
Region2541	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2542	chr2R	Time	Down
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2543	chr2R	Toll10b	Up
Region2544	chr2R	Time	Up
Region2544	chr2R	Time	Up
Region2545	chr2R	Time	Up
Region2548	chr2R	Time	Up
Region2549	chr2R	Time	Up
Region2553	chr2R	Toll10b	Down
Region2553	chr2R	Toll10b	Down
Region2554	chr2R	Gd7	Down
Region2555	chr2R	Toll10b	Up
Region2556	chr2R	Toll10b	Up
Region2557	chr2R	Toll9	Up
Region2558	chr2R	Gd7	Down
Region2559	chr2R	Gd7	Up
Region2560	chr2R	Toll10b	Down
Region2560	chr2R	Toll10b	Down
Region2563	chr2R	Toll9	Up
Region2563	chr2R	Toll9	Up
Region2563	chr2R	Toll9	Up
Region2564	chr2R	Gd7	Down
Region2567	chr2R	Time	Down
Region2567	chr2R	Time	Down
Region2573	chr2R	Toll9	Up
Region2574	chr2R	Gd7	Down
Region2576	chr2R	Toll10b	Down
Region2576	chr2R	Toll10b	Down
Region2577	chr2R	Toll9	Up
Region2577	chr2R	Toll9	Up
Region2578	chr2R	Toll9	Down
Region2578	chr2R	Toll9	Down
Region2579	chr2R	Toll9	Up
Region2579	chr2R	Toll9	Up
Region2579	chr2R	Toll9	Up
Region2579	chr2R	Toll9	Up
Region2580	chr2R	Time	Up
Region2580	chr2R	Time	Up
Region2580	chr2R	Time	Up
Region2581	chr2R	Toll9	Up
Region2581	chr2R	Toll9	Up
Region2581	chr2R	Toll9	Up
Region2581	chr2R	Toll9	Up
Region2584	chr2R	Time	Down
Region2586	chr2R	Gd7	Down
Region2587	chr2R	Toll10b	Up
Region2588	chr2R	Toll10b	Up
Region2589	chr2R	Gd7	Down
Region2590	chr2R	Time	Up
Region2591	chr2R	Toll9	Down
Region2592	chr2R	Time	Down
Region2593	chr2R	Toll10b	Up
Region2596	chr2R	Time	Up
Region2600	chr2R	Gd7	Down
Region2601	chr2R	Gd7	Down
Region2603	chr2R	Gd7	Down
Region2603	chr2R	Gd7	Down
Region2604	chr2R	Time	Down
Region2605	chr2R	Toll9	Down
Region2606	chr2R	Toll10b	Up
Region2607	chr2R	Time	Up
Region2607	chr2R	Time	Up
Region2608	chr2R	Gd7	Down
Region2610	chr2R	Gd7	Down
Region2612	chr2R	Time	Up
Region2613	chr2R	Gd7	Down
Region2614	chr2R	Toll9	Down
Region2617	chr2R	Gd7	Down
Region2620	chr2R	Time	Up
Region2621	chr2R	Toll10b	Up
Region2622	chr2R	Time	Down
Region2623	chr2R	Toll10b	Up
Region2625	chr2R	Toll10b	Up
Region2626	chr2R	Time	Up
Region2627	chr2R	Toll10b	Up
Region2631	chr2R	Toll9	Up
Region2632	chr2R	Toll9	Up
Region2632	chr2R	Toll9	Up
Region2633	chr2R	Toll9	Up
Region2635	chr2R	Toll10b	Up
Region2637	chr2R	Time	Up
Region2639	chr2R	Time	Up
Region2641	chr2R	Time	Up
Region2641	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2650	chr2R	Time	Up
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2651	chr2R	Gd7	Down
Region2654	chr2R	Toll10b	Up
Region2655	chr2R	Time	Up
Region2656	chr2R	Time	Up
Region2657	chr2R	Time	Down
Region2658	chr2R	Gd7	Down
Region2659	chr2R	Gd7	Down
Region2660	chr2R	Time	Up
Region2661	chr2R	Gd7	Down
Region2662	chr2R	Time	Up
Region2662	chr2R	Time	Up
Region2663	chr2R	Toll10b	Up
Region2664	chr2R	Time	Up
Region2665	chr2R	Toll9	Down
Region2676	chr2R	Toll10b	Up
Region2677	chr2R	Toll10b	Up
Region2678	chr2R	Time	Up
Region2679	chr2R	Toll9	Down
Region2680	chr2R	Toll10b	Up
Region2682	chr2R	Time	Up
Region2682	chr2R	Time	Up
Region2683	chr2R	Toll9	Up
Region2684	chr2R	Toll9	Up
Region2685	chr2R	Toll10b	Up
Region2686	chr2R	Time	Up
Region2692	chr2R	Toll9	Down
Region2693	chr2R	Toll10b	Up
Region2694	chr2R	Time	Up
Region2695	chr2R	Toll10b	Up
Region2696	chr2R	Toll9	Down
Region2697	chr2R	Gd7	Down
Region2698	chr2R	Toll9	Down
Region2699	chr2R	Time	Up
Region2700	chr2R	Time	Up
Region2701	chr2R	Toll10b	Up
Region2702	chr2R	Time	Down
Region2704	chr2R	Toll10b	Up
Region2707	chr2R	Time	Up
Region2708	chr2R	Time	Up
Region2709	chr2R	Toll10b	Up
Region2711	chr2R	Time	Up
Region2712	chr2R	Gd7	Down
Region2713	chr2R	Gd7	Up
Region2714	chr2R	Toll9	Down
Region2716	chr2R	Time	Down
Region2717	chr2R	Gd7	Down
Region2718	chr2R	Toll9	Down
Region2719	chr2R	Toll10b	Up
Region2720	chr2R	Time	Up
Region2721	chr2R	Gd7	Up
Region2722	chr2R	Toll10b	Down
Region2722	chr2R	Toll10b	Down
Region2722	chr2R	Toll10b	Down
Region2722	chr2R	Toll10b	Down
Region2723	chr2R	Toll10b	Down
Region2723	chr2R	Toll10b	Down
Region2723	chr2R	Toll10b	Down
Region2723	chr2R	Toll10b	Down
Region2729	chr2R	Time	Up
Region2730	chr2R	Time	Up
Region2731	chr2R	Time	Up
Region2731	chr2R	Time	Up
Region2734	chr2R	Gd7	Down
Region2735	chr2R	Time	Up
Region2736	chr2R	Gd7	Down
Region2736	chr2R	Gd7	Down
Region2737	chr2R	Toll10b	Up
Region2738	chr2R	Toll10b	Up
Region2739	chr2R	Time	Up
Region2740	chr2R	Toll10b	Up
Region2741	chr2R	Toll10b	Up
Region2742	chr2R	Time	Up
Region2743	chr2R	Toll10b	Up
Region2744	chr2R	Time	Up
Region2745	chr2R	Time	Up
Region2752	chr2R	Toll10b	Down
Region2757	chr2R	Toll10b	Up
Region2758	chr2R	Gd7	Down
Region2758	chr2R	Gd7	Down
Region2760	chr2R	Time	Down
Region2760	chr2R	Time	Down
Region2761	chr2R	Time	Down
Region2762	chr2R	Time	Down
Region2763	chr2R	Toll9	Up
Region2771	chr2R	Time	Up
Region2773	chr2R	Time	Up
Region2774	chr2R	Toll10b	Up
Region2776	chr2R	Time	Up
Region2776	chr2R	Time	Up
Region2777	chr2R	Gd7	Up
Region2778	chr2R	Time	Up
Region2779	chr2R	Toll10b	Up
Region2780	chr2R	Gd7	Up
Region2784	chr2R	Gd7	Up
Region2789	chr2R	Toll10b	Up
Region2790	chr2R	Gd7	Down
Region2791	chr2R	Time	Up
Region2792	chr2R	Gd7	Down
Region2795	chr2R	Time	Up
Region2802	chr2R	Time	Up
Region2803	chr2R	Time	Down
Region2804	chr2R	Toll9	Down
Region2805	chr2R	Toll9	Down
Region2806	chr2R	Gd7	Down
Region2807	chr2R	Time	Up
Region2810	chr2R	Time	Up
Region2811	chr2R	Time	Up
Region2812	chr2R	Time	Up
Region2813	chr2R	Time	Up
Region2814	chr2R	Gd7	Down
Region2815	chr2R	Gd7	Up
Region2816	chr2R	Time	Down
Region2818	chr2R	Time	Up
Region2830	chr2R	Toll9	Down
Region2831	chr2R	Time	Up
Region2833	chr2R	Toll9	Up
Region2834	chr2R	Time	Up
Region2835	chr2R	Toll9	Up
Region2836	chr2R	Toll9	Down
Region2841	chr2R	Time	Up
Region2841	chr2R	Time	Up
Region2842	chr2R	Time	Up
Region2843	chr2R	Time	Up
Region2844	chr2R	Time	Down
Region2845	chr2R	Toll10b	Down
Region2846	chr2R	Time	Up
Region2847	chr2R	Gd7	Down
Region2848	chr2R	Toll9	Up
Region2849	chr2R	Time	Up
Region2853	chr2R	Time	Up
Region2854	chr2R	Toll9	Down
Region2857	chr2R	Time	Up
Region2859	chr2R	Time	Down
