Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Toll10b	Toll9
Region1770	chr2R	16956705	16957209	.	505	Toll10b	Down	0.56950465036712	-0.632265023276883	0.189815903216661
Region1771	chr2R	16957519	16957903	.	385	Toll10b	Down	0.165921632224736	-0.977082070948442	0.94413401466918
Region1772	chr2R	17001360	17002447	.	1088	Toll9	Up	-0.652862888714915	-0.12316079324893	0.732995569304846
Region1773	chr2R	17004670	17005171	.	502	Gd7	Down	-0.924006359900479	0.383998544191129	0.411540781593852
Region1774	chr2R	17005517	17005924	.	408	Toll10b	Down	0.23645324426107	-0.360485129177666	0.18864142332479
Region1775	chr2R	17015337	17015956	.	620	Toll9	Up	-0.43946217664877	-0.581505807106094	1.05234714845029
Region1776	chr2R	17018624	17019545	.	922	Gd7	Down	-0.594177625525733	0.16348921187534	0.358176446148371
Region1777	chr2R	17020028	17020735	.	708	Toll10b	Up	-0.348170994234114	0.349840846716097	-0.074904745746999
Region1778	chr2R	17026262	17026744	.	483	Toll10b	Up	-0.122214069663712	0.439185887254652	-0.380968702498061
Region1779	chr2R	17027195	17028303	.	1109	Gd7	Down	-0.560907485859262	0.0350222140199902	0.471873168264649
Region1780	chr2R	17048867	17049517	.	651	Toll9	Up	-0.0399545417337022	-0.344554089636105	0.422662372122003
Region1781	chr2R	17056362	17056826	.	465	Toll9	Up	-1.01410893247672	-0.154421308301583	1.09722928342873
Region1782	chr2R	17062250	17062616	.	367	Toll9	Up	-0.829656156924597	-0.558663179785838	1.3823091237192
Region1783	chr2R	17091996	17092420	.	425	Toll10b	Down	0.139527794267843	-0.817444096216277	0.789227773521069
Region1784	chr2R	17144243	17145134	.	892	Gd7	Down	-0.583445727730529	0.223736357607684	0.28085839297331
Region1785	chr2R	17406796	17407429	.	634	Gd7	Down	-0.559496568108538	0.0342049539200644	0.471503619914331
Region1786	chr2R	17419075	17422423	.	3349	Toll9	Down	0.280978526011102	1.06967907732193	-1.45518076297317
Region1787	chr2R	17426956	17427473	.	518	Toll9	Up	-0.454175763196787	-0.443472762844685	0.911016772510843
Region1788	chr2R	17430378	17431745	.	1368	Toll10b	Up	-0.0558576894789451	0.0810173337472632	-0.0399213392717946
Region1789	chr2R	17456520	17458399	.	1880	Gd7	Down	-0.271070069797679	0.0722564865303357	0.166014727715105
Region1790	chr2R	17458775	17463692	.	4918	Toll9	Up	-0.092842647096432	-0.653900358383997	0.817641812778308
Region1791	chr2R	17468654	17469147	.	494	Gd7	Down	-0.29361065645093	0.215598055082122	0.0258658211102631
Region1792	chr2R	17475461	17476177	.	717	Gd7	Down	-0.748160827342619	0.207118805798542	0.449585738942987
Region1793	chr2R	17514261	17514631	.	371	Toll9	Up	-0.056136212820355	-0.103243438970549	0.166893161893062
Region1794	chr2R	17517786	17518654	.	869	Gd7	Down	-0.458520389392349	0.355315882490212	0.0195148637613281
Region1795	chr2R	17535032	17537036	.	2005	Toll9	Up	-0.275708361686256	-0.51112365380167	0.82422439250257
Region1796	chr2R	17545185	17545840	.	656	Toll9	Down	0.079551351668634	0.0613588786681503	-0.14127691266281
Region1797	chr2R	17546740	17549609	.	2870	Gd7	Down	-0.465536426399109	0.372365308420292	0.00679550391363209
Region1798	chr2R	17564843	17565280	.	438	Toll9	Up	-0.564058850567596	-0.490243748808486	1.0635804818999
Region1799	chr2R	17568027	17568426	.	400	Toll10b	Up	-0.104281282306294	0.780321383865436	-0.779731154130011
Region1800	chr2R	17568745	17569411	.	667	Toll9	Down	0.206588847300997	0.0446906057927074	-0.238355876538061
Region1801	chr2R	17572242	17573955	.	1714	Toll9	Up	-0.361154809602767	-0.0367254038816565	0.370276845764144
Region1802	chr2R	17581187	17581483	.	297	Gd7	Down	-0.760243986799499	0.328197054181405	0.324865081726099
Region1803	chr2R	17585706	17586105	.	400	Gd7	Up	0.221610192780509	-0.20042168800731	0.0227324268404354
Region1804	chr2R	17590056	17591308	.	1253	Toll9	Up	-0.229814619249564	-0.122977852537391	0.347282508222725
Region1805	chr2R	17591815	17594037	.	2223	Toll10b	Up	-0.304139595880393	0.34486394340811	-0.109449676803392
Region1806	chr2R	17665485	17666421	.	937	Gd7	Down	-0.782490760064299	0.314266510979766	0.360754198755666
Region1807	chr2R	17669439	17669715	.	277	Toll9	Down	0.474091627582831	0.481234262634175	-0.971496887071841
Region1808	chr2R	17670130	17670561	.	432	Toll9	Up	-0.27071942411798	-0.0609860454953406	0.315063233828043
Region1809	chr2R	17672143	17672648	.	506	Toll9	Up	-0.107359552865149	-0.109330406104581	0.22039469996258
Region1810	chr2R	17682560	17683956	.	1397	Toll9	Up	-0.488450345642627	-0.244988871995994	0.719744764838121
Region1811	chr2R	17697999	17698281	.	283	Gd7	Down	-0.249678243561224	0.131863710434021	0.0797000501300614
Region1812	chr2R	17699027	17699944	.	918	Gd7	Down	-0.851103758322665	0.653416721138713	0.0430832203656828
Region1813	chr2R	17716899	17717198	.	300	Gd7	Up	1.90209083029005	-0.775188459568269	-0.864299214254013
Region1814	chr2R	17723334	17723575	.	242	Toll9	Up	-0.312412881194744	-0.720591763473862	1.09249055641503
Region1815	chr2R	17726380	17727394	.	1015	Toll9	Up	-0.4535155349147	-0.198865272227723	0.636204336965193
Region1816	chr2R	17736904	17737204	.	301	Toll10b	Down	0.308186590546362	-0.625471793021524	0.42032985274774
Region1817	chr2R	17739334	17740415	.	1082	Toll10b	Down	0.0548628429062945	-0.156184259233339	0.125091810519551
Region1818	chr2R	17747430	17748081	.	652	Toll9	Up	-0.763432630104059	-0.0892941020302469	0.7957882533937
Region1819	chr2R	17753622	17754303	.	682	Toll10b	Down	0.184129761605881	-0.227200014806233	0.0869060734100491
Region1820	chr2R	17760694	17761310	.	617	Toll9	Up	-0.446571215046788	-0.365049718868325	0.816172942758507
Region1821	chr2R	17766469	17766975	.	507	Toll9	Up	-0.252896425526157	-0.662965225148654	0.973654733094314
Region1822	chr2R	17781430	17781901	.	472	Gd7	Up	1.16352728966095	-0.815663238782232	-0.145900844880875
Region1823	chr2R	17788606	17790157	.	1552	Toll9	Up	-0.462591041166028	-0.0676556958191546	0.497385459642065
Region1824	chr2R	17795158	17795521	.	364	Gd7	Up	1.50082948825428	-0.593996553573277	-0.701765262751365
Region1825	chr2R	17800037	17801517	.	1481	Gd7	Up	1.19061325610871	-0.922868783529255	-0.0504033110966988
Region1826	chr2R	17802162	17804041	.	1880	Gd7	Up	2.61051811181233	-2.35246090496085	0.258297436539734
Region1827	chr2R	17804439	17805407	.	969	Toll10b	Down	1.0281187808975	-1.11583701260623	0.313993752201136
Region1828	chr2R	17850888	17851543	.	656	Gd7	Up	0.600944582661237	-0.221624156355764	-0.299172269131504
Region1829	chr2R	17865432	17865925	.	494	Toll9	Up	-0.443181565041594	-0.157566510346084	0.580490487928062
Region1830	chr2R	17868980	17872014	.	3035	Toll10b	Up	-0.519914601776103	0.694528081240033	-0.304803813429917
Region1831	chr2R	18094121	18095833	.	1713	Toll10b	Up	-0.382117250810844	0.716380274308743	-0.454870184154017
Region1832	chr2R	18124754	18126806	.	2053	Gd7	Down	-0.283477951004644	0.0322889145544995	0.22212615873165
Region1833	chr2R	18128555	18128837	.	283	Toll9	Down	0.295066657163851	0.0510466494669402	-0.32610765326316
Region1834	chr2R	18133637	18136412	.	2776	Toll10b	Up	-0.303272219535395	0.612849452389312	-0.410658191250032
Region1835	chr2R	18136725	18137298	.	574	Toll9	Down	0.207712478711714	1.79299314923827	-2.19926838670316
Region1836	chr2R	18140164	18142310	.	2147	Toll10b	Up	-0.486289391260777	1.40293366782555	-1.12958465561041
Region1837	chr2R	18147403	18148021	.	619	Toll9	Down	0.774045236635663	0.663810356611281	-1.44950546045831
Region1838	chr2R	18150850	18152186	.	1337	Gd7	Down	-0.299150777870017	0.236058197544518	0.00797802081693587
Region1839	chr2R	18155735	18158874	.	3140	Toll10b	Up	-0.607123402072648	0.668175377090363	-0.195791707077562
Region1840	chr2R	18160512	18161423	.	912	Gd7	Up	0.441241594692437	-0.252815741197404	-0.118674435589941
Region1841	chr2R	18166563	18167710	.	1148	Toll9	Down	0.172899880762007	0.0173851222553587	-0.177046293923902
Region1842	chr2R	18170778	18171137	.	360	Gd7	Up	3.08124864559316	-0.727161779316854	-1.99266043865335
Region1843	chr2R	18171896	18172553	.	658	Toll9	Down	0.422129947941935	0.12179779494959	-0.521209363161349
Region1844	chr2R	18180643	18181150	.	508	Gd7	Down	-1.0039906694258	-0.0788686055524374	1.00331252035431
Region1845	chr2R	18183640	18184070	.	431	Toll9	Up	-0.348557062514058	-0.421366286901869	0.789988538656692
Region1846	chr2R	18209904	18210400	.	497	Gd7	Up	1.57478805971456	-1.22860060578088	-0.0577547448271871
Region1847	chr2R	18211405	18212672	.	1268	Gd7	Up	1.76285017038055	-1.59384524577476	0.180319223334237
Region1848	chr2R	18232939	18233573	.	635	Toll10b	Down	0.191598579477284	-0.264296947585672	0.121686561398758
Region1849	chr2R	18276467	18277951	.	1485	Toll9	Down	-0.0146466544630409	0.225901757691216	-0.23989427893223
Region1850	chr2R	18287910	18288728	.	819	Gd7	Down	-0.648813402349002	0.573419668685016	-0.0515777825876597
Region1851	chr2R	18289014	18289270	.	257	Toll10b	Up	-0.492807215099733	0.7080673321381	-0.344683576743097
Region1852	chr2R	18291159	18291968	.	810	Toll9	Down	-0.0997720703539556	0.989565682751728	-1.01840804770144
Region1853	chr2R	18298096	18299966	.	1871	Gd7	Down	-1.41547352052659	0.287362139888656	0.967728024151445
Region1854	chr2R	18300272	18301950	.	1679	Gd7	Down	-1.7897309190791	1.21901148580644	0.264373720895007
Region1855	chr2R	18302683	18304620	.	1938	Gd7	Down	-1.82372159715214	0.680505478156652	0.899026145200598
Region1856	chr2R	18304981	18308944	.	3964	Gd7	Down	-0.935785740222049	0.779131386740408	-0.020678393459135
Region1857	chr2R	18356872	18357248	.	377	Gd7	Down	-0.656896241877293	0.0995114983653927	0.487050095998686
Region1858	chr2R	18411020	18411509	.	490	Toll10b	Down	0.171359411969568	-0.338043769790716	0.222801689240894
Region1859	chr2R	18412027	18412642	.	616	Toll9	Down	0.8515920347393	0.38330224278834	-1.20571469778094
Region1860	chr2R	18426500	18426808	.	309	Toll9	Up	-0.379188393262334	-0.173143717396386	0.539638335094699
Region1861	chr2R	18439732	18440452	.	721	Gd7	Up	1.21150659917377	-0.134513310463463	-0.953207798831088
Region1862	chr2R	18440967	18441822	.	856	Toll9	Down	0.209891461974665	0.331777456547872	-0.563196588944955
Region1863	chr2R	18445296	18445656	.	361	Gd7	Up	2.9501627046216	-1.55824582918746	-0.941541832692109
Region1864	chr2R	18446548	18447078	.	531	Toll10b	Down	0.398256768195893	-1.15104207120145	0.927429024934949
Region1865	chr2R	18450557	18451837	.	1281	Toll9	Up	-0.980335014220991	-0.275998688815667	1.20274350673207
Region1866	chr2R	18488253	18488627	.	375	Gd7	Up	1.46096239777787	-0.727792849054214	-0.515447064016734
Region1867	chr2R	18530872	18533600	.	2729	Gd7	Up	2.4663972741019	-0.446596161782065	-1.74689021072651
Region1868	chr2R	18565138	18565409	.	272	Toll10b	Up	-3.08142204311688	3.68773642273089	-1.32605589351903
Region1869	chr2R	18574672	18575155	.	484	Toll10b	Up	-1.2943640749247	2.69742573552384	-1.84437287036884
Region1870	chr2R	18614529	18615515	.	987	Toll9	Up	-0.278057432128037	-0.361078364331883	0.658160686398012
Region1871	chr2R	18625320	18625586	.	267	Toll9	Up	0.035863548733272	-0.727575371183169	0.782948131712246
Region1872	chr2R	18627976	18628277	.	302	Gd7	Down	-0.97282506840692	0.358921131464507	0.484139808958324
Region1873	chr2R	18631444	18631835	.	392	Toll9	Up	-0.123680832858516	-0.03572880773707	0.152758532520596
Region1874	chr2R	18638281	18639435	.	1155	Gd7	Down	-0.702578912158316	0.51139018887713	0.0669532217772263
Region1875	chr2R	18660018	18660575	.	558	Toll9	Up	-0.556804571966927	-0.778258753688202	1.379841577205
Region1876	chr2R	18706052	18706387	.	336	Gd7	Up	0.187899448115933	-0.123378468233007	-0.0329155145030847
Region1877	chr2R	18710331	18710826	.	496	Gd7	Up	0.382816918130597	-0.203594312432889	-0.120612612989397
Region1878	chr2R	18796027	18796637	.	611	Gd7	Up	1.29358468474736	-0.842198782725214	-0.234670284844774
Region1879	chr2R	18799056	18799784	.	729	Gd7	Up	1.34093625084561	-0.266965727191529	-0.922669875135155
Region1880	chr2R	18800653	18802345	.	1693	Toll9	Down	0.66154169460993	0.997026380539099	-1.72052827330666
Region1881	chr2R	18819548	18819887	.	340	Toll9	Up	-0.921480867034363	-0.315893120176337	1.19383453855478
Region1882	chr2R	18846294	18846606	.	313	Toll9	Up	-0.526909678725132	-0.332750973298824	0.853174704481096
Region1883	chr2R	18850157	18850587	.	431	Toll9	Up	-0.455946893133063	-0.483991167998581	0.958052829112638
Region1884	chr2R	18850877	18851299	.	423	Toll9	Up	-0.0980741271721731	-0.752866430487034	0.933352376241487
Region1885	chr2R	18852540	18853017	.	478	Toll9	Up	-0.0971328496194534	-0.513019016400953	0.663619989671753
Region1886	chr2R	18853463	18853943	.	481	Toll10b	Down	0.164977227203222	-0.369019944787191	0.2633425605577
Region1887	chr2R	18946465	18946819	.	355	Toll9	Up	-0.591912890937635	-0.407342329111994	0.996028365204684
Region1888	chr2R	18970629	18971141	.	513	Toll10b	Down	0.378803062711045	-0.719961551152291	0.461904975367172
Region1889	chr2R	18971929	18973489	.	1561	Toll9	Up	-0.219855073382169	-0.115372597672831	0.329681077626868
Region1890	chr2R	19129598	19129986	.	389	Gd7	Down	-1.02940878966875	0.127271389554984	0.795387277374227
Region1891	chr2R	19136669	19137853	.	1185	Toll9	Down	0.379666828996822	0.0629659513872829	-0.416562428608009
Region1892	chr2R	19141603	19143731	.	2129	Toll10b	Up	-1.21388824433071	2.07060474718212	-1.21502628468404
Region1893	chr2R	19144141	19144790	.	650	Toll10b	Up	-0.744019966505239	3.64037170372817	-3.40294554074077
Region1894	chr2R	19178785	19179157	.	373	Toll9	Up	0.00173205181263175	-0.0201273712069498	0.0209849064677817
Region1895	chr2R	19227362	19227815	.	454	Toll9	Up	-0.973722442954492	-0.184707869598624	1.09437854719319
Region1896	chr2R	19255039	19255406	.	368	Gd7	Up	3.3499597297413	-1.64484180071951	-1.20878569176965
Region1897	chr2R	19257379	19257783	.	405	Gd7	Up	2.62620983163313	-1.44751176856514	-0.77047126746586
Region1898	chr2R	19258068	19258488	.	421	Gd7	Up	2.34175057773744	-0.778699439375605	-1.26100871813484
Region1899	chr2R	19258889	19259238	.	350	Gd7	Up	1.89329857465551	-1.13603341207506	-0.45177141828613
Region1900	chr2R	19264874	19265276	.	403	Toll9	Down	0.692199372869522	1.08858833022433	-1.85110857836831
Region1901	chr2R	19265716	19266027	.	312	Toll9	Down	0.175471116992326	1.19467265357157	-1.49915658990235
Region1902	chr2R	19266495	19266667	.	173	Toll9	Down	0.145339342595311	1.01976016727378	-1.27561759425056
Region1903	chr2R	19270266	19273353	.	3088	Toll9	Down	0.399034043430893	2.66584540303308	-3.3521005980965
Region1904	chr2R	19275815	19276178	.	364	Toll9	Down	0.153148888735178	0.947294442825273	-1.20149834539616
Region1905	chr2R	19283445	19283938	.	494	Toll9	Up	-0.0315808958118253	-0.746725820807587	0.865875825840387
Region1906	chr2R	19290099	19290712	.	614	Gd7	Down	-0.800277123110311	0.352285911440056	0.334341593583758
Region1907	chr2R	19291601	19292161	.	561	Toll10b	Down	0.256495677905108	-0.30557263301248	0.108819297531381
Region1908	chr2R	19292601	19293179	.	579	Toll10b	Down	0.113960620064103	-0.371854067358381	0.313009194854509
Region1909	chr2R	19305169	19305601	.	433	Toll10b	Down	0.749832345663292	-1.10784134534736	0.558622383810372
Region1910	chr2R	19390099	19390563	.	465	Toll9	Up	0.123219235940822	-1.05133244300018	1.06628352952973
Region1911	chr2R	19395325	19396802	.	1478	Toll9	Down	0.188560128693005	0.406202845375272	-0.627190771846731
Region1912	chr2R	19423699	19424888	.	1190	Toll9	Down	0.302063507102999	0.248976588954334	-0.554367772746214
Region1913	chr2R	19425170	19425600	.	431	Gd7	Up	0.533946865062989	-0.195569171565865	-0.267328023848567
Region1914	chr2R	19436631	19437894	.	1264	Toll9	Up	-0.223575740670274	-0.189496162073969	0.416165854289855
Region1915	chr2R	19442360	19443040	.	681	Toll9	Down	0.139616625385792	0.300854100195968	-0.464491957510589
Region1916	chr2R	19445760	19446331	.	572	Gd7	Up	1.36571426931787	-0.127656004747257	-1.10141865223988
Region1917	chr2R	19448287	19451595	.	3309	Toll9	Down	1.54758250139993	0.44623720631505	-1.91049622464452
Region1918	chr2R	19452508	19453155	.	648	Toll9	Up	-0.147621348529517	-0.19126409455003	0.348933367028652
Region1919	chr2R	19456174	19456500	.	327	Toll9	Up	-0.114976684121728	-0.343784633970619	0.490164651407855
Region1920	chr2R	19491366	19492717	.	1352	Gd7	Up	1.38970119969246	-1.29023120957753	0.179997318487696
Region1921	chr2R	19496296	19496815	.	520	Toll9	Up	-0.270881247117833	-0.558768685258661	0.873236833990465
Region1922	chr2R	19503082	19503561	.	480	Toll9	Up	-0.424629500283216	-0.251435807260071	0.668814395525478
Region1923	chr2R	19630996	19631466	.	471	Toll9	Down	-0.0628026460390533	0.66919835876493	-0.692957530826059
Region1924	chr2R	19662205	19663870	.	1666	Gd7	Up	1.81820357235035	0.0671747461809712	-1.73216502868234
Region1925	chr2R	19664105	19664706	.	602	Gd7	Up	0.438686412009309	0.0339800442482376	-0.43785086642414
Region1926	chr2R	19668713	19669879	.	1167	Toll9	Down	-0.0350443004608363	1.50147402229896	-1.65125341166013
Region1927	chr2R	19670524	19671234	.	711	Toll9	Down	0.678030314935138	0.280722074171847	-0.932559628675904
Region1928	chr2R	19686066	19686583	.	518	Gd7	Up	2.21191352063637	-0.756365820943029	-1.16772960580614
Region1929	chr2R	19796458	19796682	.	225	Toll10b	Up	-1.25619696976229	2.60058211209819	-1.77058912100019
Region1930	chr2R	19978083	19980252	.	2170	Toll9	Up	-0.645935237226961	-1.1052259022	1.82760092371946
Region1931	chr2R	20105892	20106305	.	414	Toll10b	Down	0.451172250643458	-1.0195201633303	0.731769959666748
Region1932	chr2R	20111706	20112787	.	1082	Toll9	Up	-0.445421788199197	-0.796460852426143	1.29874761873717
Region1933	chr2R	20168886	20169608	.	723	Toll10b	Down	0.931547377087719	-1.42637923699762	0.750120834743774
Region1934	chr2R	20244567	20245691	.	1125	Gd7	Up	0.598546906081866	-0.15123332635159	-0.375897145367048
Region1935	chr2R	20256904	20257383	.	480	Gd7	Up	0.620917609731105	-0.611032406749365	0.119162940259901
Region1936	chr2R	20261582	20263546	.	1965	Toll9	Down	0.576255978254082	1.01626559538029	-1.66437822278327
Region1937	chr2R	20263997	20264561	.	565	Toll10b	Up	-0.0916289530363489	0.259022503777654	-0.206872346330452
Region1938	chr2R	20274649	20275192	.	544	Toll9	Up	-0.733604071395514	-0.617773654149766	1.36104471271257
Region1939	chr2R	20278392	20278860	.	469	Gd7	Down	-1.14517285389335	0.211998694222156	0.805897399437062
Region1940	chr2R	20286587	20287054	.	468	Toll9	Up	-0.57615078206384	-1.22359905592937	1.89670808466441
Region1941	chr2R	20308368	20308759	.	392	Toll10b	Down	0.0978967440123935	-0.205386096750576	0.141033060604662
Region1942	chr2R	20310386	20311673	.	1288	Gd7	Up	2.82359371041001	-1.04346810171179	-1.40328230067023
Region1943	chr2R	20311945	20312563	.	619	Gd7	Up	2.60661576830836	-0.736040474207031	-1.55019211765635
Region1944	chr2R	20326048	20329673	.	3626	Toll9	Down	0.28816744219361	0.475627006939846	-0.795785301648149
Region1945	chr2R	20537674	20539239	.	1566	Gd7	Up	2.11165991221081	-1.51882487744263	-0.221637589141245
Region1946	chr2R	20539514	20541461	.	1948	Toll10b	Down	1.70849502746211	-2.50042356804194	1.24614680693448
Region1947	chr2R	20551640	20552041	.	402	Toll9	Up	-0.191151579769974	-1.04962672831	1.35084568610278
Region1948	chr2R	20561818	20562319	.	502	Gd7	Down	-0.72594284177462	0.255741835973298	0.374831754927602
Region1949	chr2R	20587212	20588915	.	1704	Gd7	Down	-0.799859590894118	0.489750338769091	0.17986023114312
Region1950	chr2R	20598229	20600843	.	2615	Toll10b	Down	0.177676111106798	-0.203213140085114	0.0658971873682788
Region1951	chr2R	20601090	20602629	.	1540	Toll9	Up	-0.781380013435102	-0.628531039860886	1.41664041652828
Region1952	chr2R	20603123	20605977	.	2855	Gd7	Down	-1.08294032165829	0.116539357658934	0.856199411658048
Region1953	chr2R	20622905	20623980	.	1076	Toll10b	Down	0.324894853042274	-0.606394476550823	0.383718117502429
Region1954	chr2R	20640994	20641667	.	674	Gd7	Up	0.617258261137931	-0.244959715759384	-0.287878595729616
Region1955	chr2R	20643319	20643889	.	571	Toll9	Up	-0.0522325719621789	-0.243989493016789	0.321115583125462
Region1956	chr2R	20666740	20667972	.	1233	Toll10b	Down	0.11017586896686	-0.370666445637988	0.315126744116615
Region1957	chr2R	20671209	20671598	.	390	Toll10b	Down	0.50212245742471	-1.1458222407537	0.826928574325261
Region1958	chr2R	20831368	20832424	.	1057	Toll9	Down	0.301497225164496	0.324279304956314	-0.638267870671046
Region1959	chr2R	20977077	20977570	.	494	Toll9	Up	0.0175985075875903	-0.677981880248028	0.743996898157169
Region1960	chr2R	20994019	20994285	.	267	Gd7	Up	0.189141885808664	-0.0893295804004424	-0.0722173114946011
Region1961	chr2R	20994925	20995416	.	492	Toll9	Up	0.0118787953565221	-0.593532247558142	0.654539017080074
Region1962	chr2R	20996201	20997037	.	837	Gd7	Down	-0.637855347555605	0.303321970582221	0.241222475196206
Region1963	chr2R	21009172	21009542	.	371	Toll9	Up	-0.507035951274415	-0.444997409820101	0.960895439615016
Region1964	chr2R	21011515	21012346	.	832	Gd7	Down	-0.573186366861585	-0.0315322160252202	0.557671544267105
Region1965	chr2R	21016857	21017498	.	642	Gd7	Down	-0.276756881052753	0.0321271104205631	0.216182886683843
Region1966	chr2R	21025123	21025669	.	547	Toll9	Up	-0.54064298614012	-0.303524478668745	0.832925757951714
Region1967	chr2R	21045344	21047871	.	2528	Toll9	Up	-0.050896348957294	-0.676039274619985	0.804235978385261
Region1968	chr2R	21048435	21050635	.	2201	Toll9	Up	-0.0580138855759565	-0.751475865800957	0.895288128477532
Region1969	chr2R	21054524	21057190	.	2667	Toll9	Up	-0.889037706867708	-0.371228240421076	1.22630228791793
Region1970	chr2R	21057773	21058325	.	553	Gd7	Up	0.548646193487696	-0.522650162088267	0.0859425733005997
Region1971	chr2R	21060747	21061220	.	474	Gd7	Down	-0.779625638126656	0.244936294140415	0.435864137118432
Region1972	chr2R	21096738	21097299	.	562	Gd7	Down	-1.27387054958334	1.23549137716767	-0.224184784886366
Region1973	chr2R	21127720	21129337	.	1618	Toll9	Down	0.0438600582335491	0.699161333572934	-0.823744447326342
Region1974	chr2R	21141525	21142250	.	726	Toll10b	Down	1.48606080624819	-1.5603512005455	0.394999344309283
Region1975	chr2R	21142921	21143284	.	364	Toll9	Down	0.00823227550932931	0.459516907363377	-0.522631107120431
Region1976	chr2R	21143502	21144129	.	628	Gd7	Up	1.86587515651249	-0.0309940838877878	-1.66555676557689
Region1977	chr2R	21146230	21146605	.	376	Toll9	Up	-0.633292285065139	-0.530969735737254	1.17232510397336
Region1978	chr2R	21160035	21160560	.	526	Toll9	Down	0.0958860469418874	0.170722214914868	-0.278760998151668
Region1979	chr2R	21167888	21169434	.	1547	Toll9	Down	0.0426959329576241	0.692136109048881	-0.814808180542779
Region1980	chr2R	21170881	21171491	.	611	Toll9	Down	0.490479838885316	0.078559117866947	-0.535022466843473
Region1981	chr2R	21183320	21183847	.	528	Toll9	Up	-0.069331754817367	-0.337389927488495	0.441401526179983
Region1982	chr2R	21191844	21192801	.	958	Gd7	Up	2.28373509203119	-0.664391540694065	-1.33628325114305
Region1983	chr2R	21193141	21193472	.	332	Gd7	Up	2.34320142164781	-0.253630869790194	-1.85094512860724
Region1984	chr2R	21249298	21250871	.	1574	Toll10b	Down	1.47543099301798	-2.65031589012747	1.62656214329119
Region1985	chr2R	21282286	21283749	.	1464	Gd7	Up	0.491851929404909	-0.110534839523252	-0.324293993455245
Region1986	chr2R	21292834	21293625	.	792	Toll9	Up	0.0371602746575913	-0.287112140487184	0.287996753261984
Region1987	chr2R	21294983	21296375	.	1393	Toll9	Up	-0.575470751460536	-0.187592981042822	0.734701034379665
Region1988	chr2R	21311752	21312782	.	1031	Toll9	Up	-0.185850577560184	-0.693808962186974	0.94713493318413
Region1989	chr2R	21322554	21324672	.	2119	Gd7	Down	-0.892152396088854	0.68040592863749	0.0502337591546738
Region1990	chr2R	21363669	21363971	.	303	Gd7	Up	2.76690140835065	-0.650894203918354	-1.79170538127054
Region1991	chr2R	21364259	21364529	.	271	Toll9	Down	2.36680466668736	0.338268977464641	-2.53598763545094
Region1992	chr2R	21364959	21365773	.	815	Gd7	Up	3.92057925524253	-1.74395457078089	-1.61766204425083
Region1993	chr2R	21366578	21367233	.	656	Gd7	Up	4.60810864486463	-1.9424414977218	-2.02167317468512
Region1994	chr2R	21367600	21369155	.	1556	Gd7	Up	5.13157863195866	-2.80689441414504	-1.52961948263366
Region1995	chr2R	21369593	21370087	.	495	Gd7	Up	4.71493363573692	-2.50916946815835	-1.48370328527788
Region1996	chr2R	21383891	21384325	.	435	Toll10b	Down	0.199202556745703	-0.512112832505064	0.392564823236692
Region1997	chr2R	21385880	21386173	.	294	Toll9	Up	-0.693493329552684	-0.631795318347916	1.3402119198319
Region1998	chr2R	21475251	21475881	.	631	Toll9	Down	0.0307980578035426	0.742734556795388	-0.860688153447064
Region1999	chr2R	21476086	21477357	.	1272	Toll9	Up	-0.430737567191568	-0.213274147071147	0.63160032169128
Region2000	chr2R	21477784	21478140	.	357	Gd7	Down	-0.582421938696357	0.574399283637561	-0.113175998495668
Region2001	chr2R	21479725	21482495	.	2771	Gd7	Down	-0.642083818715139	-0.000293883755590788	0.585436290568604
Region2002	chr2R	21501194	21501793	.	600	Toll10b	Down	0.386348386424857	-0.589583992907448	0.30887287276572
Region2003	chr2R	21518581	21519099	.	519	Gd7	Up	0.0542211963767662	-0.0132187465240658	-0.0345912092486451
Region2004	chr2R	21522563	21523441	.	879	Toll9	Up	-0.481178515973478	-1.25190483393294	1.84189487779682
Region2005	chr2R	21524058	21524329	.	272	Gd7	Up	0.632021294404957	-0.482581654814658	-0.0349517673402327
Region2006	chr2R	21524585	21525117	.	533	Toll9	Up	-0.298041057931428	-0.0897264882893155	0.372179128894439
Region2007	chr2R	21543557	21545451	.	1895	Gd7	Up	2.04682302698565	-1.4376622560134	-0.253539395906357
Region2008	chr2R	21545752	21548863	.	3112	Toll10b	Down	0.0523174207146133	-0.248325337204084	0.230703690256894
Region2009	chr2R	21549728	21550340	.	613	Toll9	Down	0.835626959978439	0.128063547843926	-0.905037699125112
Region2010	chr2R	21552015	21552450	.	436	Gd7	Up	0.867311245964332	0.0277686508772605	-0.82147744097546
Region2011	chr2R	21552791	21553324	.	534	Toll9	Down	1.24076985835442	0.604264721756356	-1.80806199018423
Region2012	chr2R	21616459	21617643	.	1185	Gd7	Up	0.833617508366559	-0.436384102159495	-0.270447368001021
Region2013	chr2R	21624181	21625560	.	1380	Toll9	Up	-0.418493150949021	-0.0692777087566485	0.45901902543252
Region2014	chr2R	21633643	21635790	.	2148	Toll9	Up	-0.354048869101179	-0.382935549365555	0.751911247881074
Region2015	chr2R	21646216	21646626	.	411	Gd7	Up	0.323426512310513	-0.116411308838905	-0.164226582727735
Region2016	chr2R	21646882	21647447	.	566	Toll10b	Down	0.134527006238638	-0.472498979429729	0.40709315226719
