Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	distance	Gd7	Toll10b	Toll9
Region1157	chr2L	16080441	16080928	.	488	Gd7	Up	-2.58794847083271	0.0463631158215881	2.58836373529573	2.55286039780446	-2.23689561141729	-0.958676148907857
Region1158	chr2L	16082257	16082563	.	307	Gd7	Up	-2.03370915623459	1.40491730896927	2.47179399974873	2.25615783396492	-1.09061125093091	-2.03339717178836
Region1159	chr2L	16160885	16161281	.	397	Gd7	Up	-3.9041428719354	3.15902340702077	5.02212708427307	4.41558524299447	-1.86841618454509	-4.3356661124281
Region1166	chr2L	16268027	16268360	.	334	Toll10b	Up	1.97267261533656	0.344842286200531	2.00258668967183	-1.87646713871661	1.89044585420748	0.375144230718432
Region1168	chr2L	16274078	16274472	.	395	Gd7	Up	-3.36606374436031	1.53013688977366	3.69752674534521	3.58896476331014	-2.19281803767752	-2.6217525556821
Region1178	chr2L	16319900	16320260	.	361	Toll10b	Up	2.05027240889609	2.51641065791693	3.24591120487892	-1.55601478292649	3.01698182113803	-1.62862113609273
Region1190	chr2L	16405692	16406407	.	716	Gd7	Up	-1.65971877891767	1.23756049339102	2.07031939562333	1.85788608485879	-0.845683242617566	-1.74458381209821
Region1192	chr2L	16439329	16439576	.	248	Toll9	Up	0.87259677387228	-1.95012263644933	2.13644644841953	-1.21419766067665	-0.188963364389048	2.1326995908937
Region1202	chr2L	16548064	16548530	.	467	Toll10b	Up	0.980591698088147	1.98421271165818	2.21329170320257	-0.601570912652132	1.82357685576057	-1.50914768078903
Region1215	chr2L	16746208	16746653	.	446	Gd7	Down	2.63621828029724	-2.04203281675685	3.3345981536139	-2.96492707566025	1.30601694803407	2.84242965741431
Region1221	chr2L	16859206	16859522	.	317	Toll10b	Up	1.76151847606406	1.81915615053892	2.53224731050477	-1.39950952294203	2.42491673249727	-1.07855999659705
Region1223	chr2L	17199206	17199904	.	699	Toll10b	Up	2.0147693391892	0.74428735092227	2.14784989021108	-1.84487661329295	2.12195606310463	0.0164057773939292
Region1238	chr2L	17558333	17558887	.	555	Toll10b	Up	5.39338475232716	6.0297239731309	8.08988073328554	-4.20097493477487	7.64878032948928	-3.73245735922073
Region1239	chr2L	17560494	17560842	.	349	Toll10b	Up	3.20648599189912	2.3757955658399	3.99073389076618	-2.71845815868149	3.9578960795652	-1.08816314288483
Region1240	chr2L	17564585	17565050	.	466	Gd7	Down	4.00268073944027	-1.77775677862614	4.37971143636625	-4.26010685583156	2.62790797102951	3.07852745020672
Region1246	chr2L	17728978	17729329	.	352	Toll10b	Up	2.59360901769486	0.59685221295047	2.66139818531011	-2.44091008150619	2.55544821024257	0.359036501320471
Region1249	chr2L	17740379	17740877	.	499	Toll10b	Up	1.51324866542771	2.18949572889462	2.66154336246219	-1.08775729819729	2.38872121101263	-1.51277146182355
Region1251	chr2L	17748581	17749250	.	670	Toll10b	Up	2.95159151096448	3.95244668355484	4.93292278815929	-2.17979936979708	4.50407414211947	-2.65306029892187
Region1255	chr2L	17755577	17756048	.	472	Toll10b	Up	3.84539913674694	3.35750293078266	5.10489181580847	-3.1672593815031	4.99436993597676	-1.78044692377143
Region1257	chr2L	17793051	17793390	.	340	Toll9	Down	-1.50180812857241	1.61104633864705	2.20247541650622	1.77086923129175	-0.525714408178733	-2.03807964593337
Region1258	chr2L	17951983	17952363	.	381	Toll10b	Up	2.58495068519041	0.601005219928528	2.65389851336627	-2.43163872495685	2.54991361262504	0.352089627638671
Region1270	chr2L	18305393	18305840	.	448	Toll9	Up	-0.00837723718155912	-2.65506913612564	2.65508235196382	-0.47684550514244	-1.30183767801618	2.48049823203768
Region1274	chr2L	18361182	18361610	.	429	Gd7	Down	2.32433893041047	-0.258673543019801	2.33868840705215	-2.33247692150304	1.90322637760847	1.06403024520463
Region1275	chr2L	18370534	18371157	.	624	Toll10b	Down	-1.97260666737132	-2.87177545324437	3.48400219833666	1.41473102953855	-3.12243706047149	1.9884861854725
Region1282	chr2L	18486565	18487291	.	727	Toll10b	Down	-2.21014146518592	-1.63196655516117	2.74736967539841	1.87478117087419	-2.72533559930639	0.744799552041381
Region1288	chr2L	18615638	18616354	.	717	Toll10b	Down	-0.795874073152312	-2.09688738945515	2.24284468128582	0.399376642182017	-1.71723897919803	1.67987095023889
Region1291	chr2L	18652513	18653182	.	670	Toll10b	Up	4.27840875323145	2.85959548099497	5.14607304404575	-3.68394867420081	5.12966127270682	-1.16157375879084
Region1292	chr2L	18677052	18677406	.	355	Toll9	Up	-0.0199632969752385	-3.18821678945291	3.18827928980125	-0.562860653159775	-1.57189841008562	2.97508858568354
Region1298	chr2L	18718110	18718407	.	298	Gd7	Up	-1.78511529424568	1.23199920374679	2.16897640646056	1.98015596066312	-0.957876643757614	-1.7837324075602
Region1299	chr2L	18734067	18734593	.	527	Toll9	Down	-0.660448259419846	1.92044927192672	2.03084152740054	1.00019855819034	0.359719444437614	-2.02991111873134
Region1311	chr2L	18877122	18877607	.	486	Gd7	Up	-2.20144171460803	1.44197545930101	2.63166085353768	2.42783776222871	-1.21898781955795	-2.12738401573556
Region1313	chr2L	18889928	18891025	.	1098	Gd7	Up	-4.30024303176398	0.926347978418257	4.3988874399505	4.39710819408815	-3.30282403144565	-2.38739099774133
Region1314	chr2L	18894545	18895891	.	1347	Gd7	Up	-4.36977855152699	1.16933641648056	4.52352873808633	4.50986738185557	-3.2450613958464	-2.63926752607819
Region1315	chr2L	18897173	18898397	.	1225	Gd7	Up	-2.39037047791905	0.809819277234863	2.52382215765853	2.49809152247423	-1.6921571991588	-1.60290730682146
Region1347	chr2L	19199456	19200212	.	757	Gd7	Down	2.71229924144616	-1.4542732143152	3.07757660457446	-2.93234367810293	1.65901422907321	2.31956780716982
Region1352	chr2L	19319125	19319630	.	506	Toll9	Down	0.080781484487362	2.25786240493129	2.25930703708861	0.333090156694191	1.17138796359285	-2.0833565565852
Region1353	chr2L	19322508	19323095	.	588	Toll9	Down	-0.4417639298099	2.109662230364	2.15541877506564	0.819764228616608	0.642903560854855	-2.12954984957683
Region1355	chr2L	19324768	19325270	.	503	Toll9	Down	-1.40565904805293	1.75350752584174	2.24736868416303	1.70236615974415	-0.372308674733007	-2.13732682361928
Region1361	chr2L	19341116	19342094	.	979	Gd7	Up	-2.32651799664807	-0.362491007114896	2.35458822705086	2.2211324048754	-2.20798811742727	-0.483784808285429
Region1363	chr2L	19348395	19348838	.	444	Gd7	Up	-2.00424663325708	0.787935503475392	2.15356609477382	2.11446848668553	-1.3657078050505	-1.44587308466207
Region1385	chr2L	19643579	19643913	.	335	Toll10b	Up	2.50282421644336	2.34122548580901	3.42716586027244	-2.03295591113483	3.32668384157563	-1.30469966893766
Region1386	chr2L	19680307	19680594	.	288	Toll10b	Up	2.61946102191927	3.21181884346669	4.14455743458841	-1.98857195677142	3.85299020559193	-2.07777071185358
Region1387	chr2L	19703124	19703878	.	755	Toll10b	Up	0.992158033598673	2.70924395195277	2.88520022785717	-0.480479196835751	2.18717643835467	-2.18322637271479
Region1395	chr2L	19820644	19820961	.	318	Toll9	Up	-0.522452955127918	-2.67934384305052	2.72980594907671	0.024142638177079	-1.76250536327344	2.32138485915114
Region1402	chr2L	19937847	19938362	.	516	Toll9	Down	-1.4730527354754	1.92504303288574	2.42397917481844	1.79996509812413	-0.347514114811608	-2.32161119089755
Region1404	chr2L	19951657	19951924	.	268	Toll10b	Up	2.37604493825513	2.9691501660585	3.80282030303997	-1.79358851371425	3.52214991383172	-1.93687849038047
Region1406	chr2L	20062492	20063186	.	695	Toll9	Up	0.0668594950029054	-2.01823586597461	2.01934301265989	-0.434466317735234	-0.925650788770249	1.91143595868067
Region1417	chr2L	20128378	20128665	.	288	Toll10b	Up	1.96920878067529	3.04724700360292	3.62815345911052	-1.37933164117208	3.20502452119502	-2.15381805829511
Region1419	chr2L	20199248	20199628	.	381	Gd7	Down	2.57478789144535	0.338571654143777	2.59695272404471	-2.46959365745644	2.41308672224298	0.59396664073091
Region1424	chr2L	20309314	20309935	.	622	Gd7	Up	-2.81797090053871	1.13871721958506	3.03934810485118	2.97858458934821	-1.90512927538382	-2.06178161123745
Region1430	chr2L	20449662	20450482	.	821	Toll9	Down	0.528804212749152	2.43346351178634	2.49025672544353	-0.075309388772862	1.64816746253886	-2.089150461431
Region1431	chr2L	20458850	20459690	.	841	Toll9	Down	0.433701089910218	2.22232455886658	2.26424889981885	-0.0203821136474411	1.46218993948625	-1.92529450830937
Region1432	chr2L	20476737	20477432	.	696	Toll10b	Up	4.7627479748556	5.44622881677926	7.2349966549203	-3.68755731486621	6.81368751357696	-3.40972049677867
Region1433	chr2L	20481027	20481645	.	619	Toll10b	Up	5.05957724053005	6.82615256448552	8.49680414547269	-3.72727816174159	7.74564993452423	-4.59547106168105
Region1434	chr2L	20486008	20486914	.	907	Toll10b	Up	4.94305293468784	7.6555894747901	9.11272859914324	-3.46117680099273	8.04832015466341	-5.41251055490878
Region1435	chr2L	20488043	20488707	.	665	Toll10b	Up	1.85708340810341	4.55245440099005	4.91666552225659	-0.994091750256768	3.84101865862601	-3.60139439322111
Region1438	chr2L	20577017	20577583	.	567	Gd7	Up	-2.81409564331491	0.537079968573916	2.86488903491345	2.86485529364338	-2.19508420887784	-1.49766004123677
Region1466	chr2L	20961149	20961780	.	632	Gd7	Up	-3.24937634080832	2.13832174630838	3.88984144856062	3.5853568776808	-1.79440917728847	-3.14935774170658
Region1467	chr2L	20964970	20965418	.	449	Gd7	Up	-2.79935126970809	1.73353148317536	3.29264315320935	3.06895105459952	-1.59886103976839	-2.61156516426644
Region1468	chr2L	20968709	20969737	.	1029	Toll9	Down	0.180371500107738	2.31327122787135	2.3202925789108	0.245299578588627	1.28535408321182	-2.09996092675405
Region1469	chr2L	20995201	20995498	.	298	Toll10b	Up	2.36170464357286	1.39590786446697	2.74339344417718	-2.06692131591098	2.74256885205565	-0.470393202140019
Region1470	chr2L	21034262	21035082	.	821	Gd7	Down	2.89497702043855	-0.665329470908137	2.97044697877713	-2.96780654289198	2.20317037751603	1.64622650341619
Region1501	chr2L	21348330	21348894	.	565	Gd7	Up	-2.94130961588942	0.64508466582901	3.01121843820924	3.00966056840862	-2.25349339809218	-1.64367718827453
Region1589	chr2L	21634745	21635133	.	389	Gd7	Up	-2.83279773419444	0.892735447375908	2.97013797353905	2.94822094121873	-2.0380069234032	-1.83694262963721
Region1595	chr2L	21782149	21782560	.	412	Gd7	Up	-2.2727169981102	0.124573300681239	2.27612852465357	2.2572237100454	-1.92353883773908	-0.920339726701526
Region1624	chr2L	22261046	22261548	.	503	Toll10b	Up	1.84242010217081	3.69091648882138	4.12521228063922	-1.13707842216355	3.40815903075887	-2.80072735797448
Region1632	chr2L	22929518	22929750	.	233	Toll10b	Down	-1.89501876645982	-1.32344180002907	2.31140527024126	1.62132995129689	-2.29978005057117	0.567669109809946
Region1633	chr2L	22933910	22934254	.	345	Gd7	Up	-3.12509416128339	0.855052712400502	3.23995812594407	3.22871298517789	-2.3115795972444	-1.90507534319697
Region1634	chr2L	22955016	22955378	.	363	Gd7	Up	-3.14659503758163	-0.353753873897887	3.16641787100678	3.02900273151742	-2.91972569513947	-0.782003357992106
Region1655	chr2R	1241142	1241701	.	560	Gd7	Up	-3.07113108743373	1.11800886347966	3.26830077793048	3.22370033116802	-2.13625651463865	-2.13194981302363
Region1658	chr2R	1374271	1374661	.	391	Toll9	Down	-1.47590814834815	1.36415267337766	2.009780430456	1.70029765281544	-0.62347866735593	-1.7979833872962
Region1664	chr2R	2476104	2476309	.	206	Gd7	Down	1.93938848580344	-0.618948125732409	2.03576140085587	-2.01982795556419	1.39147372527214	1.2648689243668
Region1665	chr2R	2495617	2496034	.	418	Toll10b	Up	2.15164134495085	2.01963186786792	2.95101226005748	-1.74643914384433	2.86327272872066	-1.12809887663791
Region1668	chr2R	2562498	2562981	.	484	Gd7	Up	-1.56781035621383	1.25123515553344	2.00589599119549	1.77002296743107	-0.758772004036627	-1.72486830961885
Region1681	chr2R	3775289	3775600	.	312	Toll10b	Up	2.5232231349696	2.5481347166582	3.58603479111463	-2.01520912455379	3.4453759220705	-1.49102078438976
Region1689	chr2R	4169450	4169704	.	255	Toll9	Down	0.406928688148599	3.29590319111815	3.32092890656532	0.202082736081372	1.96225666560786	-2.93895224653199
Region1703	chr2R	4824187	4824532	.	346	Gd7	Down	1.94983849295007	-1.23339050984372	2.30718926366312	-2.14236084014483	1.10101575362413	1.84329334694928
Region1706	chr2R	4875676	4876158	.	483	Toll10b	Up	2.74545646205374	4.66713049414877	5.41476114288026	-1.84656095204996	4.67255670183426	-3.39445732494416
Region1708	chr2R	5044257	5044474	.	218	Toll9	Down	-1.43480529843135	1.85851677627149	2.34792479694075	1.75020705407095	-0.346556821356009	-2.24585738616188
Region1711	chr2R	5239999	5240374	.	376	Toll10b	Down	-1.84778674456571	-1.63431455189601	2.46684006533293	1.51809638402145	-2.41011369002192	0.875153973681291
Region1722	chr2R	5792382	5792928	.	547	Gd7	Up	-3.08451720656663	1.42706161467872	3.39863961750802	3.29332515283357	-1.99725987439508	-2.42576163840749
Region1723	chr2R	5935187	5935597	.	411	Toll10b	Up	2.0500410574012	2.6729987859182	3.36861853681161	-1.5271786383605	3.09312700806608	-1.77517015461603
Region1727	chr2R	5992612	5993277	.	666	Gd7	Up	-3.45004510208371	-0.302571423988326	3.463287552749	3.3366963720249	-3.1597087338305	-0.937202370295376
Region1729	chr2R	6035336	6035699	.	364	Toll9	Down	-0.0266382138432053	2.1621384435466	2.16230253283366	0.421213048432956	1.03092953608399	-2.03181199550511
Region1733	chr2R	6102535	6102786	.	252	Toll10b	Up	1.27720609572818	1.58613872236094	2.03644087995159	-0.965921103774228	1.88845896473465	-1.03189580426716
Region1757	chr2R	6459774	6460140	.	367	Toll9	Up	0.267719912685548	-2.98690479388428	2.99887882372351	-0.808922022723445	-1.22257327100615	2.88853646025227
Region1761	chr2R	6504268	6504835	.	568	Gd7	Up	-2.32097957751872	1.46403344212379	2.74414651921427	2.54939364198749	-1.31259987419668	-2.19029463920863
Region1762	chr2R	6507314	6507856	.	543	Gd7	Up	-2.13358423000075	0.37223482828423	2.16581172632703	2.16568055011306	-1.68131246645029	-1.10278517645291
Region1763	chr2R	6511274	6511802	.	529	Gd7	Up	-2.3131746731344	-0.257843040642079	2.32750082750533	2.22713287485562	-2.14531537596608	-0.576949659041006
Region1766	chr2R	6523632	6524096	.	465	Toll9	Down	-1.47056940396829	2.818575055008	3.17914134832049	1.96077207049146	0.090310618554355	-3.15651225773347
Region1768	chr2R	6527774	6528561	.	788	Toll10b	Down	-1.94007270934431	-1.01138490873893	2.18787146586983	1.72263844208304	-2.1869674144451	0.259846988711012
Region1778	chr2R	6602841	6603415	.	575	Toll10b	Down	-1.84145927878451	-3.25493456208565	3.73972877076417	1.21578776907455	-3.19474982529162	2.39326456042432
Region1783	chr2R	6622230	6622629	.	400	Toll9	Down	-1.61404738889407	1.53855795911337	2.22986761202249	1.8679757115162	-0.65905182730531	-2.00997344579855
Region1803	chr2R	6828025	6828540	.	516	Toll9	Down	0.35316774414563	3.85611564692752	3.87225455490521	0.357289756294363	2.18845976483238	-3.48197012398314
Region1806	chr2R	6961336	6961705	.	370	Toll9	Up	0.90273821664757	-2.10765749230417	2.2928489685677	-1.27261343718494	-0.239456072279632	2.29071279432707
Region1808	chr2R	6984690	6985122	.	433	Toll9	Up	1.41969128449319	-1.55920074546093	2.10870346609281	-1.68066232143057	0.479297559544887	1.96054183236995
Region1815	chr2R	7150499	7150797	.	299	Toll10b	Up	1.74725962620609	1.73945382431447	2.46548490327807	-1.40005230189287	2.37360732474844	-1.00905225163492
Region1819	chr2R	7314205	7314587	.	383	Gd7	Up	-1.88271928915022	1.04260457721195	2.1521283015103	2.04151470827649	-1.13543583017196	-1.64109986799966
Region1821	chr2R	7366796	7367514	.	719	Toll9	Down	-1.48157466513413	1.92198147968964	2.42674190977065	1.8077842458653	-0.356447201266118	-2.32176156790638
Region1827	chr2R	7409754	7410443	.	690	Gd7	Up	-3.75427158309973	0.833218176413973	3.84562188068156	3.84331133694339	-2.87155118452425	-2.10718051979363
Region1829	chr2R	7426745	7427060	.	316	Toll10b	Up	3.03051540536191	3.77219590896454	4.83874835032208	-2.29032672777447	4.48509716536042	-2.45654594597902
Region1830	chr2R	7439264	7439898	.	635	Gd7	Up	-4.66262986733334	0.951025975179032	4.75863086246603	4.75790425149669	-3.60718661258849	-2.53864349820226
Region1868	chr2R	7885918	7886299	.	382	Toll10b	Up	0.991252171161867	2.05701771101281	2.28339719064676	-0.598750465604963	1.86838166452639	-1.57347658100416
Region1911	chr2R	8304571	8305135	.	565	Toll10b	Up	2.7059896819869	3.76914842652678	4.63992026011319	-1.97181998096793	4.20027255488428	-2.56847420139587
Region1914	chr2R	8396670	8397013	.	344	Toll9	Down	-0.328734364015332	2.50417916608041	2.52566418549968	0.780715436145626	0.933941425476855	-2.45859106040063
Region1919	chr2R	8632470	8632867	.	398	Gd7	Down	2.14416735429058	-0.282293925026062	2.16267045647554	-2.15965332257812	1.73440464138293	1.0224005793872
Region1922	chr2R	8638224	8638819	.	596	Toll9	Down	-1.69739183422333	1.69515630902906	2.39889431841611	1.97852791322467	-0.65546650785783	-2.18592759485986
Region1925	chr2R	8642014	8642580	.	567	Toll9	Up	1.7795512483292	-2.88905078257365	3.39314265390058	-2.27742926989184	0.145095375714287	3.33171403244062
Region1941	chr2R	8798198	8798611	.	414	Toll10b	Up	1.30315997439841	1.70925998229904	2.14937097913855	-0.968943861517593	1.97114876627951	-1.13787982269739
Region1942	chr2R	8801885	8802401	.	517	Toll10b	Up	4.51802848481557	3.86456326295771	5.94537051856377	-3.7359274409986	5.82885877894857	-2.01683726065235
Region1962	chr2R	9070770	9072845	.	2076	Gd7	Up	-4.03865079195155	1.32620461073325	4.25082567142679	4.21297279937582	-2.87947476588409	-2.66888289920809
Region1995	chr2R	9403755	9404212	.	458	Toll9	Down	-1.48942069944472	2.23008218998964	2.68172343727749	1.87178829163493	-0.213077775904531	-2.61272346082296
Region2006	chr2R	9482797	9483176	.	380	Gd7	Down	2.66417929913169	0.367874392705102	2.68945773469857	-2.55212687142837	2.50542012269751	0.598173951779625
Region2007	chr2R	9490773	9491542	.	770	Gd7	Up	-3.33544711415093	0.0285328010472719	3.33556915263847	3.28452003921635	-2.89821943640536	-1.20637477253423
Region2021	chr2R	9699995	9700619	.	625	Gd7	Up	-3.5533971740818	1.74596181399721	3.959168363774	3.81257638484468	-2.25114709763742	-2.88988420915602
Region2025	chr2R	9714515	9715018	.	504	Toll9	Down	-0.189260477734468	2.20255224926489	2.21066866336276	0.588481774299026	0.908650798593785	-2.12713018807772
Region2031	chr2R	9867929	9868210	.	282	Toll9	Down	-0.0235478194953691	2.69619453952937	2.69629736764901	0.515746841196131	1.29401575088459	-2.53025683569618
Region2036	chr2R	9929474	9930178	.	705	Toll10b	Up	1.3013449146239	2.15265024956081	2.51543270308544	-0.886151847743104	2.1857464490114	-1.55325390798713
Region2037	chr2R	9931435	9932122	.	688	Toll10b	Up	5.311096953134	6.42874497500886	8.33885560489512	-4.04717092013023	7.77148543457473	-4.1347916717106
Region2038	chr2R	9933856	9934183	.	328	Toll10b	Up	0.916435048743916	2.35733102259269	2.52920199838688	-0.470325304015412	1.94948271517276	-1.88084084620314
Region2039	chr2R	9935256	9935606	.	351	Toll10b	Up	3.48295388179208	3.0522600565909	4.63111856852648	-2.86668250704119	4.52909787773029	-1.62312335689328
Region2043	chr2R	9959936	9960653	.	718	Toll10b	Up	1.42858290240952	1.99497071025047	2.4537231391936	-1.04005633858782	2.21995680047541	-1.36076411434556
Region2058	chr2R	10055942	10056973	.	1032	Toll9	Up	1.54043466934128	-2.53596391655066	2.96716227337763	-1.97782829021091	0.108479559433722	2.91687749516309
Region2061	chr2R	10076921	10079207	.	2287	Gd7	Up	-3.53639236810511	0.322847700506247	3.55109864956104	3.53585451636462	-2.93016367694615	-1.55273752290796
Region2062	chr2R	10081091	10081688	.	598	Gd7	Up	-2.28508869308799	1.52702908922155	2.74835372079493	2.52561616824191	-1.25054946953494	-2.23652467447873
Region2063	chr2R	10083269	10083852	.	584	Gd7	Up	-2.103041472979	1.54333134330933	2.6085733787476	2.34961147126324	-1.0836582118211	-2.18738650071909
Region2064	chr2R	10084953	10085307	.	355	Gd7	Up	-2.09968781439201	0.944342438153976	2.30227530030726	2.23687884839175	-1.37277730002743	-1.6259265829212
Region2065	chr2R	10085667	10086919	.	1253	Gd7	Up	-3.33684016211333	0.797077676910675	3.43071932552371	3.42630296602793	-2.52471870063953	-1.92573812999624
Region2075	chr2R	10219601	10219987	.	387	Toll10b	Up	1.34893987747736	1.81343595087976	2.26013024867856	-0.994920254323285	2.06191129007974	-1.21913096241908
Region2112	chr2R	10548104	10548410	.	307	Gd7	Down	1.7970402373729	-1.15694114409573	2.1372567523905	-1.97816706631699	1.00488396066743	1.7177432913455
Region2113	chr2R	10551716	10552239	.	524	Toll9	Up	-0.597914998195893	-3.6850703523535	3.733262091906	-0.0854119103248948	-2.31874907407439	3.23541759727994
Region2114	chr2R	10553992	10554428	.	437	Toll10b	Up	0.799223200374324	2.05041337330139	2.20067097164246	-0.411160212572835	1.69750386562708	-1.63521621617607
Region2149	chr2R	11043681	11043974	.	294	Toll10b	Up	1.12081401410503	1.71813496232999	2.05139264963948	-0.788045566082173	1.81627226692503	-1.21067358136139
Region2154	chr2R	11134423	11134679	.	257	Gd7	Up	-2.29210645830242	0.877580045528127	2.45436320712742	2.41386132534974	-1.57332638885696	-1.6315342456981
Region2156	chr2R	11182627	11183130	.	504	Toll9	Down	-1.44972317375091	1.70322629282756	2.23666651181832	1.73650223458309	-0.435295892712711	-2.1058801423816
Region2157	chr2R	11183581	11183875	.	295	Gd7	Up	-2.22574575979329	1.06159141170207	2.46595225270835	2.38223648486952	-1.42566997602739	-1.78018164518156
Region2158	chr2R	11184082	11185094	.	1013	Toll9	Down	-1.86817316316942	2.78110211357919	3.35031340828602	2.34483731301783	-0.275102089691913	-3.26208646731245
Region2160	chr2R	11191441	11192349	.	909	Toll9	Down	-2.83943869953255	2.70864372567396	3.92417672398122	3.28651699063677	-1.15842841901255	-3.53783008016631
Region2163	chr2R	11204483	11205235	.	753	Gd7	Up	-1.96914999996995	1.20364518111036	2.30788072577243	2.15591283033535	-1.13237918922698	-1.82230070512904
Region2173	chr2R	11306101	11306497	.	397	Toll9	Down	-1.15326598763721	1.75751689785208	2.10211514538962	1.45495372440416	-0.149993073292941	-2.051810280203
Region2181	chr2R	11400343	11400747	.	405	Toll10b	Up	1.99939220058805	3.52143896170649	4.04945694294887	-1.32237205398139	3.46257750070194	-2.58668572210922
Region2196	chr2R	11548456	11549321	.	866	Gd7	Down	3.01109290645127	-1.87972491148997	3.5496543823529	-3.30383837014365	1.71245056301748	2.82319862449361
Region2197	chr2R	11555789	11556401	.	613	Gd7	Down	1.95096658969337	-0.642412233129635	2.05401171159621	-2.03549808234288	1.39014208150717	1.29091141200592
Region2199	chr2R	11566864	11567386	.	523	Toll9	Up	0.268222592144826	-2.04556160062877	2.06307188941729	-0.637432623354307	-0.76316667559315	2.00821393464033
Region2217	chr2R	11629583	11630124	.	542	Toll10b	Up	1.85180557851577	1.12251102718816	2.16545951400186	-1.61555419739344	2.16408405613735	-0.395009026624876
Region2220	chr2R	11636063	11636501	.	439	Toll10b	Up	2.30113537534875	2.38525169297849	3.3143098308001	-1.82661816409608	3.17205792240257	-1.41721390687243
Region2221	chr2R	11638188	11638619	.	432	Toll9	Down	-1.63189511168233	2.89976212022131	3.32741671712502	2.13421534684422	-0.0109564255856436	-3.2895097984544
Region2226	chr2R	11666590	11666980	.	391	Toll9	Up	0.280548877694919	-2.99804008899436	3.01113799882921	-0.823569480117956	-1.21680168597191	2.9034894039311
Region2230	chr2R	11716488	11716881	.	394	Toll10b	Down	-1.85377585699339	-1.10260750914986	2.15690246585358	1.62112769078252	-2.15609998292335	0.375695103573776
Region2234	chr2R	11754928	11755343	.	416	Toll9	Up	0.0578523390849491	-2.73254241064746	2.73315475579496	-0.556114734379392	-1.28178698252394	2.57638827078747
Region2252	chr2R	12111178	12111579	.	402	Toll9	Down	-0.304682385297494	3.34167795094838	3.35553913459002	0.910079505063614	1.36327748802325	-3.23345211542923
Region2254	chr2R	12136345	12136760	.	416	Toll10b	Up	3.47858393538579	3.98790097444402	5.29187116032653	-2.69144430162807	4.98147001299658	-2.49983552655055
Region2285	chr2R	12530365	12531334	.	970	Toll10b	Down	-2.31452197976417	-0.800152841902907	2.44892967747479	2.12937737901195	-2.41090395874324	-0.0701680864675375
Region2286	chr2R	12543384	12543672	.	289	Gd7	Down	2.12702183092364	-0.088751978259772	2.12887265539082	-2.10743622302189	1.8137997633373	0.835303988452617
Region2306	chr2R	12770418	12770983	.	566	Toll9	Up	0.19457498668245	-2.32120232836233	2.32934318524282	-0.615384229731131	-0.961860619483746	2.23999106880638
Region2309	chr2R	12782447	12782850	.	404	Toll9	Up	1.90428602748998	-2.02727592333416	2.78139406482144	-2.24261813120451	0.674172357237308	2.56975561617557
Region2310	chr2R	12784947	12785698	.	752	Toll9	Up	2.48961246621233	-2.54170270268417	3.55786774076157	-2.91207863615172	0.934395051915822	3.25795205100714
Region2311	chr2R	12786445	12786937	.	493	Gd7	Down	2.2836372507651	-1.44971167858984	2.70493309420432	-2.51006324691207	1.28697964055791	2.16369125744883
Region2327	chr2R	12946100	12946726	.	627	Toll9	Down	0.689059958988506	2.1830321558255	2.28919920942879	-0.27862168340185	1.66598243693994	-1.79822600966229
Region2352	chr2R	13194524	13195444	.	921	Gd7	Down	1.97510882619475	-0.763265635796537	2.11745821826554	-2.08131391728164	1.35229621229233	1.41249222664057
Region2353	chr2R	13195927	13196511	.	585	Gd7	Down	2.15220425401069	-0.777923250199497	2.28848153459508	-2.25810654233583	1.4997691262843	1.48883784769555
Region2361	chr2R	13225925	13226335	.	411	Toll9	Up	0.176471589849528	-2.43192079096255	2.43831518789921	-0.617813825815402	-1.03164908528643	2.33715050438394
Region2364	chr2R	13240182	13240721	.	540	Gd7	Up	-2.32876282419903	1.26811984637085	2.65165311383881	2.52125242720916	-1.41491628545875	-2.00979653517448
Region2366	chr2R	13304098	13304453	.	356	Toll10b	Up	1.46626761215213	1.41952173886026	2.04082891922454	-1.18224142391133	1.97228895191994	-0.80918038766537
Region2369	chr2R	13409705	13410202	.	498	Toll9	Up	-0.891508995756644	-4.30535959882365	4.39669302597964	0.0899135205244068	-2.87751424588431	3.71177621530151
Region2372	chr2R	13448529	13448899	.	371	Toll9	Up	1.22608789922088	-1.66247498316081	2.06569954404106	-1.50918576638659	0.259912125583251	1.98866708288655
Region2395	chr2R	13577551	13578239	.	689	Toll10b	Up	0.902705390579525	2.13955784621958	2.32219396250639	-0.496613943757549	1.83131657089979	-1.68199917221459
Region2396	chr2R	13579521	13580230	.	710	Toll9	Down	0.624995090473246	2.0762165023487	2.16824671745185	-0.235150356557422	1.55796854902487	-1.72097285396493
Region2402	chr2R	13646547	13646848	.	302	Toll10b	Up	2.29191409286627	1.66370971321448	2.83210173173974	-1.94937797386784	2.81220701968931	-0.745569548198605
Region2403	chr2R	13701471	13701994	.	524	Toll9	Up	1.6211587918181	-5.24971828202929	5.49433325062847	-2.55299726518135	-1.14417796917244	5.48378139755533
Region2413	chr2R	13924059	13924340	.	282	Toll9	Down	-0.115283084293841	2.19386766938501	2.196894521887	0.514162844329337	0.969005087777523	-2.09284248781381
Region2454	chr2R	14291058	14291528	.	471	Toll9	Up	0.576118115200093	-2.02983543167742	2.1100104175939	-0.937272679352265	-0.486679947786696	2.10240118384101
