Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	PC3	distance	Gd7	Time	Toll10B	Toll9
Region1430	chr2L	20449662	20450482	.	821	Gd7	Down	0.991119707739806	1.337578350731	1.9927271392158	2.59661232585492	-2.26059499902744	0.629398306584628	-0.406087279521906	1.97073587685219
Region1431	chr2L	20458850	20459690	.	841	Gd7	Down	0.940085096604809	1.44933898405103	2.07084003858976	2.69679846206108	-2.36687502473621	0.552022074935263	-0.429539668294899	2.06752411610693
Region1432	chr2L	20476737	20477432	.	696	Toll9	Up	1.46564358638334	5.68244897531817	3.03227911318114	6.60553208300708	-4.42352611895839	-0.0140918859814936	-3.35257229499714	6.28238764994552
Region1433	chr2L	20481027	20481645	.	619	Toll9	Up	1.61374104020869	5.97172171880539	2.67833515527532	6.74085303471968	-4.15793053256113	0.0530647770667468	-3.81231297553721	6.53213529688183
Region1434	chr2L	20486008	20486914	.	907	Toll9	Up	0.731430209246496	7.06713056076044	3.38759654576451	7.87115841987113	-5.1524993719092	-1.07512341386928	-3.9125538392802	7.32480049665042
Region1435	chr2L	20488043	20488707	.	665	Toll9	Up	0.715617466218403	2.91183988712286	2.59216354850856	3.9636134711161	-3.2671347448597	-0.0349732018491908	-1.17496095782442	3.40595631650537
Region1436	chr2L	20494385	20494777	.	393	Time	Up	2.10378589364753	-0.116409669970326	1.87396838575266	2.81979144767363	-1.73364115981099	2.07550998370795	0.169771940940425	1.05496082600283
Region1438	chr2L	20577017	20577583	.	567	Toll10B	Up	-1.79140252536858	-1.31802431146809	1.43120398063966	2.64474118350296	-1.05625849008106	-1.38674913741342	2.46498994865999	-1.5970358044677
Region1449	chr2L	20768377	20769291	.	915	Time	Down	-3.82059225059073	1.9338224578218	-0.383721945683378	4.29928330948879	-0.223032808985152	-4.18991542840324	-0.0717817517810615	0.224516436430753
Region1457	chr2L	20800240	20800791	.	552	Gd7	Down	0.262287417124511	-0.714750595857695	1.98526561397111	2.12625084632008	-1.7139445325487	0.448411778807846	1.44083529273444	-0.164383113043454
Region1458	chr2L	20822653	20823168	.	516	Gd7	Down	1.10840285288427	-0.104176191930673	2.88136975582024	3.08896442728024	-2.72547532728415	1.11628161633784	1.08548142478694	0.882138887789905
Region1459	chr2L	20823543	20824102	.	560	Gd7	Down	1.68506269638184	0.799894901019885	2.33542227805806	2.98889032255537	-2.43269160948677	1.43970762956063	-0.113451193073055	1.81389671397681
Region1465	chr2L	20956476	20956801	.	326	Toll10B	Up	0.44377708567769	-1.90101379007755	1.3495688171561	2.37321038344217	-0.778808810319144	0.922643183041547	1.93740684301722	-1.2912581010465
Region1466	chr2L	20961149	20961780	.	632	Toll10B	Up	0.320033463516395	-3.3918081127274	3.48073774039966	4.87055632436134	-2.43130727034193	1.19676875744645	4.19804079105568	-2.27627032965865
Region1467	chr2L	20964970	20965418	.	449	Toll10B	Up	-0.0735563092598449	-2.72321936854247	1.5939891762202	3.15628511920959	-0.80222917776201	0.633801060424151	2.89656354811927	-2.1845346171957
Region1469	chr2L	20995201	20995498	.	298	Toll9	Up	1.81055244917476	0.92676196675625	0.107380770924084	2.03679123726583	-0.319328061282919	1.51473307317854	-1.3948191134085	1.54688109546598
Region1470	chr2L	21034262	21035082	.	821	Toll10B	Down	1.37705025584632	0.96839177107204	-2.98348990224074	3.42567687124441	2.63731850173261	1.06564378406108	-2.81929513460829	0.824114620530509
Region1491	chr2L	21250811	21251192	.	382	Time	Up	1.56657312114912	0.172229476956097	1.30676097813859	2.04730031764399	-1.27533781568645	1.4788895651791	-0.11408821879368	1.00273054264221
Region1495	chr2L	21293203	21293649	.	447	Time	Down	-2.27705327120066	-0.0468354701020365	0.443597861000976	2.32033278290636	-0.457007641091533	-2.18688685894734	1.20439259066949	-0.821749288040782
Region1498	chr2L	21339104	21339575	.	472	Time	Down	-1.9899440454446	0.28234043522623	0.489547911710335	2.06863495649283	-0.584596536996542	-1.99300678166689	0.860417471238411	-0.406018041790158
Region1501	chr2L	21348330	21348894	.	565	Toll10B	Up	-1.77976630218091	-1.40269594006918	1.18278581858321	2.55618979798191	-0.794040572005897	-1.35544382328211	2.3976695660082	-1.71710658068502
Region1502	chr2L	21397251	21397656	.	406	Gd7	Down	0.0574712732510151	0.633572521535192	2.30403920733515	2.39025391041017	-2.38804810477644	-0.0917118363773683	0.670377691350625	1.03916816227839
Region1507	chr2L	21417005	21417351	.	347	Gd7	Up	-0.469749486300314	-1.63142374539667	-1.73400278894555	2.42672076864942	2.10041334146544	-0.0486957361899828	0.543481641188961	-1.98869458505052
Region1513	chr2L	21426924	21427319	.	396	Gd7	Down	-0.273385657280828	0.59000030551094	3.22369988671983	3.28862905140536	-3.2679548323087	-0.394737600934742	1.30825605554366	1.05134652947434
Region1562	chr2L	21518116	21519061	.	946	Toll9	Down	-0.460750567220338	-2.16815725474564	-1.02821050916864	2.44344302525449	1.56567146491341	0.101390105234211	1.30390712806283	-2.33484428461786
Region1565	chr2L	21522948	21523905	.	958	Toll9	Down	-0.468759304127737	-2.10906244919821	-1.02155167602847	2.38986349539484	1.54318531706785	0.0786075955631859	1.26601755345703	-2.28313642522297
Region1568	chr2L	21527790	21528745	.	956	Toll9	Down	-0.481801989842246	-2.14768892182365	-1.0275135157611	2.42909137074168	1.55909129680083	0.0758170596842072	1.29753670576724	-2.3241869709183
Region1579	chr2L	21556847	21557212	.	366	Time	Down	-2.0697371432674	0.290412407188751	0.677272603058316	2.1970091914517	-0.769007550592217	-2.07104245683278	0.982898297210303	-0.392837619652769
Region1589	chr2L	21634745	21635133	.	389	Toll10B	Up	-0.898755826256658	-2.46119858800205	1.83916288034094	3.20121549184642	-1.12430961395377	-0.229392574676907	3.16544281254256	-2.21364286778705
Region1592	chr2L	21708113	21708541	.	429	Time	Down	-2.08292200663474	0.701173842996695	0.506734690631208	2.25543541040642	-0.715751054882534	-2.18968135151883	0.591611467070687	-0.0590793368992947
Region1595	chr2L	21782149	21782560	.	412	Toll10B	Up	0.367313224231924	-3.57099531319108	1.22109371272592	3.79183285322376	-0.20649883661487	1.27408152125877	3.1639562013803	-2.8559872885563
Region1596	chr2L	21789428	21789813	.	386	Time	Up	2.87331572733725	-1.41824914092225	0.150499486991856	3.2078067258292	0.290954126598533	3.14099260318515	-0.0435170843092884	-0.162802438227874
Region1606	chr2L	21860596	21861030	.	435	Toll9	Down	-0.465717380130737	-1.78002063677741	-0.895934707117568	2.04647627519284	1.33362258636827	-0.00163591403687404	1.08036272997005	-1.9600660318252
Region1608	chr2L	21868722	21869523	.	802	Toll9	Down	0.678271950216601	-2.26876488776191	-1.29266120690526	2.69783616074619	1.86867392629278	1.22669705423441	0.773398862892295	-2.04421501382104
Region1610	chr2L	21876836	21877617	.	782	Time	Down	-3.91583985066787	0.549729224347207	-1.20329085359691	4.13326902518212	0.937283936745264	-3.93391703745545	0.595173166031298	-1.22189957194222
Region1617	chr2L	22134084	22134474	.	391	Toll10B	Up	-0.239084231331867	-2.48803120516048	0.824477225187215	2.63196186187724	-0.127796965235845	0.408926830967155	2.39612357155211	-2.18294494441526
Region1619	chr2L	22145917	22147052	.	1136	Gd7	Down	-2.09972965690825	1.42699947765731	2.25553093572336	3.39596995618915	-2.59544676627044	-2.38022544129913	0.940632605182061	0.928317154533754
Region1620	chr2L	22151388	22152517	.	1130	Time	Down	-3.50300467683582	1.09308996755028	0.493168391741733	3.70258051981396	-0.834825098609312	-3.66281568863225	0.877267357282681	-0.246488333333413
Region1624	chr2L	22261046	22261548	.	503	Gd7	Down	0.298736642551249	2.43419981079487	4.0627850504511	4.74560793435841	-4.56214971465232	-0.30695567306792	0.106454091413461	3.09893584491075
Region1633	chr2L	22933910	22934254	.	345	Time	Down	-2.09857528728883	-0.164969907742744	1.63395683042196	2.66477920859546	-1.56794363726854	-1.9767318865236	1.8252631369056	-0.631395599349915
Region1634	chr2L	22955016	22955378	.	363	Toll10B	Up	-2.36309817947424	-0.802002104338237	1.67389582011065	3.00489061328051	-1.43966545441636	-2.0696732980743	2.43590369815377	-1.30052676952842
Region1638	chr2L	23395163	23395564	.	402	Time	Down	-2.51268845931736	0.681388203264411	0.909247589888848	2.75764833814125	-1.1059933898981	-2.59764337806724	0.989388174253797	-0.162630318576181
Region1640	chr2R	237155	237462	.	308	Time	Down	-2.13659458965878	0.979068963903639	0.463647073786049	2.39553357014025	-0.750156890986128	-2.31276277572763	0.38221212555265	0.163655923204686
Region1641	chr2R	245425	245654	.	230	Time	Down	-1.98544542792069	1.00061041424501	0.313624342963354	2.24534517988793	-0.608694085179329	-2.17305660897161	0.227005128798754	0.211638307527927
Region1644	chr2R	342369	343567	.	1199	Toll10B	Up	-1.80343284777555	-1.39349156420375	1.49056728733245	2.72322962932039	-1.09330201556559	-1.37875079553993	2.55712915884791	-1.65844200980424
Region1645	chr2R	406162	406503	.	342	Time	Down	-2.23610867383564	1.08166069140088	0.368085500432906	2.51110708416701	-0.687653604106164	-2.43575834776222	0.297396620820081	0.200258496035667
Region1646	chr2R	412984	413343	.	360	Time	Down	-2.69745493148001	0.808363514577804	0.600590709473595	2.87930961853226	-0.846480208680292	-2.81062181990227	0.813066216735877	-0.177422416588688
Region1652	chr2R	1167491	1167785	.	295	Time	Down	-2.13936963699443	0.70790674376801	0.232890053001725	2.26545187067681	-0.454955763885439	-2.24768924362876	0.470582070489009	-0.127212444959282
Region1653	chr2R	1172122	1172583	.	462	Time	Down	-2.17820745986973	0.56750300846935	0.15297601846399	2.25611370836645	-0.340900938792578	-2.24990956362691	0.551965938756215	-0.284398538961251
Region1655	chr2R	1241142	1241701	.	560	Toll10B	Up	-2.04197436285932	-1.45876035695478	1.40117560404634	2.87418408439199	-0.994099210421009	-1.59329183994863	2.65972440340119	-1.82532860658804
Region1658	chr2R	1374271	1374661	.	391	Gd7	Down	-1.63442878109369	0.443419662922663	2.04488110911845	2.65509268922261	-2.11887653240196	-1.68065205991185	1.38293879049613	0.17454845241989
Region1660	chr2R	1598656	1598866	.	211	Time	Down	-1.72710751487931	0.689869286337148	0.840165469871289	2.04075917661735	-1.02709467839881	-1.84068563483296	0.622386146331873	0.130109757040748
Region1661	chr2R	1763347	1763873	.	527	Time	Down	-2.71279843181726	0.446416322017811	0.530876785625894	2.80007018229018	-0.682104342894369	-2.73352547952477	1.05709298758692	-0.52416100130746
Region1663	chr2R	2118370	2118620	.	251	Toll10B	Up	-0.691506448875457	-1.66751017335876	1.08849663914974	2.10798393744629	-0.611569846935134	-0.236248972311245	2.09868797522788	-1.56152550641644
Region1665	chr2R	2495617	2496034	.	418	Toll9	Up	-0.0816460075860678	2.41759150619517	0.454854758045521	2.46136295826082	-1.09097993166313	-0.693056102439374	-1.55916232471192	2.2439891696364
Region1666	chr2R	2496464	2496961	.	498	Time	Down	-0.972169648236702	2.04491534734851	-0.585046206475932	2.33860464091005	-0.00593818665955621	-1.46547257267995	-1.43810391073182	1.368121866498
Region1668	chr2R	2562498	2562981	.	484	Toll10B	Up	-2.67220051483018	-1.59682732156372	2.63625939973176	4.0792617848117	-2.157827955872	-2.15968164610022	3.65342513764197	-1.9515534359712
Region1674	chr2R	3307542	3307868	.	327	Time	Down	-1.98571798787927	0.236660494272431	0.706995658373085	2.12106741474545	-0.781571092417888	-1.97590382135345	1.003777418843	-0.403828141780268
Region1675	chr2R	3311882	3312267	.	386	Time	Down	-2.05984784343308	0.160032192629195	0.728984131386425	2.19089052775049	-0.783476072194999	-2.02788499589922	1.10350302821277	-0.49707584854273
Region1676	chr2R	3549103	3549391	.	289	Time	Down	-2.42436117236128	0.847468274425985	1.4185086489589	2.93392166858332	-1.63942857491113	-2.55144122545556	1.0865794389614	0.11934204019501
Region1680	chr2R	3750554	3750834	.	281	Time	Down	-1.6577005402461	2.95730269888363	-0.702915017832234	3.46232578713366	-0.151130415870159	-2.36186561662145	-1.90259989392982	1.9105070640957
Region1681	chr2R	3775289	3775600	.	312	Toll9	Up	0.161499128685196	3.12958485775176	0.871684140395052	3.25272448741843	-1.67964543339249	-0.637058014699115	-1.98510902832314	3.06086572093557
Region1685	chr2R	3947187	3947459	.	273	Toll10B	Up	-0.531338537575592	-1.33384243319614	1.41593753974327	2.01651565690966	-1.01376562414437	-0.164490821101825	1.94713685066094	-1.13568724310007
Region1686	chr2R	3955492	3955858	.	367	Toll10B	Up	-0.651920349049764	-1.75313086772951	1.45037716217009	2.36686752764825	-0.936183703865406	-0.173861702279348	2.33102812844721	-1.55420161676342
Region1696	chr2R	4309701	4310039	.	339	Time	Down	-1.93905039989604	0.765731159549724	-0.721875861228388	2.20621064748283	0.45247255409693	-2.0747329492027	-0.141833882821189	-0.182844108999625
Region1704	chr2R	4863996	4864323	.	328	Toll10B	Up	-2.99343019356667	-1.63248619762651	2.38059847488214	4.15847142683569	-1.90806100542623	-2.46276724941259	3.68333296928961	-2.15510630913699
Region1705	chr2R	4868346	4868790	.	445	Toll10B	Up	-2.28311274276108	-1.36673506374018	2.15027623800956	3.42114840811729	-1.74465321226006	-1.84524183338286	3.07132424004936	-1.68926666112626
Region1706	chr2R	4875676	4876158	.	483	Toll9	Up	-0.00158825021302424	3.22933527466813	0.937293270943309	3.36260724951789	-1.77274248382013	-0.819787839100491	-1.95943847230229	3.1018171757112
Region1717	chr2R	5711068	5711642	.	575	Gd7	Down	0.667256013311861	0.0419202951559382	2.15723190899898	2.25845907814381	-2.07586831926323	0.647939463928708	0.789544601593695	0.707181821180672
Region1722	chr2R	5792382	5792928	.	547	Toll10B	Up	-0.924257791368628	-1.7681464312125	2.24884479883231	3.00630956429145	-1.70600583889267	-0.428352070400237	2.86144908522489	-1.51731979286296
Region1723	chr2R	5935187	5935597	.	411	Time	Down	-1.58731611267028	2.23162533936526	0.352320345769671	2.7611326883877	-0.97025970487422	-2.10202546365908	-0.847221467429427	1.48408180449043
Region1724	chr2R	5937370	5938990	.	1621	Time	Down	-2.40730881690179	1.87342608059613	-0.131106226159509	3.05320321333656	-0.423588399156897	-2.80646283950685	-0.483170319274687	0.755364356186979
Region1727	chr2R	5992612	5993277	.	666	Toll10B	Up	-1.26807187503216	-2.47416927811917	2.54836003287092	3.77142662054696	-1.81054219678841	-0.578728575235884	3.68907582586484	-2.22895296491255
Region1731	chr2R	6037550	6038141	.	592	Toll10B	Up	-0.907589405739001	-2.16538855267602	1.8252707358993	2.97392659169664	-1.1908160112152	-0.313509813341501	2.93880290703458	-1.95204054853619
Region1736	chr2R	6125012	6125667	.	656	Toll10B	Up	-0.232723788024269	-2.40816710610309	0.888679911668179	2.57743693576232	-0.211016373303915	0.39509699576296	2.36588632876306	-2.09589643603444
Region1741	chr2R	6156310	6156813	.	504	Gd7	Down	-0.115717760284377	1.15698558125471	2.26905003393322	2.54962630433734	-2.49864724553488	-0.392954532670831	0.329333960973322	1.44020250924534
Region1743	chr2R	6193687	6194962	.	1276	Toll9	Down	-1.26809885159004	-2.03003449217598	-0.774675767844128	2.51579754394368	1.26926316343281	-0.712873198695818	1.66314390802878	-2.4676578023798
Region1744	chr2R	6195578	6196912	.	1335	Toll9	Down	-1.5775731696057	-1.23523395984768	-1.2039506348185	2.33752800455965	1.46261067246206	-1.21760813197684	0.973145190647427	-1.94884902550227
Region1756	chr2R	6350304	6350730	.	427	Time	Down	-2.17625713348766	0.23842775425689	0.735314635608164	2.30946541831556	-0.812871747946052	-2.16040418471083	1.0957896637181	-0.469141988904713
Region1757	chr2R	6459774	6460140	.	367	Gd7	Up	-0.584689922183497	0.470679309274172	-3.0327322477586	3.12423849983907	2.7822227110012	-0.704396145068134	-1.65603981379365	-0.380800612242626
Region1758	chr2R	6483031	6483525	.	495	Time	Down	-2.11296571292219	1.09183984697498	0.0951499912840793	2.38029239301992	-0.425308581234609	-2.32099941490362	0.099827857377461	0.203631481729143
Region1764	chr2R	6514023	6517254	.	3232	Toll9	Down	-1.33837949465383	-1.4118583141752	-0.472835072440098	2.00204310062119	0.810740843028	-0.93669406316119	1.37933563646875	-1.87687387493581
Region1766	chr2R	6523632	6524096	.	465	Gd7	Down	0.000510647635796529	-1.36972787436185	5.97231086823988	6.12736907795352	-5.38114300101773	0.387384241802632	4.07219065134248	-0.0878879857096214
Region1768	chr2R	6527774	6528561	.	788	Time	Down	-2.30042306612051	-0.435424776988815	-1.76199364598879	2.93021545761739	1.77086969069137	-2.12410648487734	0.385103034189179	-1.60733920924668
Region1769	chr2R	6555156	6555576	.	421	Toll9	Down	0.619801816174988	-2.03232147871927	0.405491937500628	2.16307849963323	0.168842909122975	1.1204424087894	1.48322162169777	-1.52517506689817
Region1776	chr2R	6597963	6598301	.	339	Toll10B	Up	0.235134819686165	-1.59366210518989	2.20441737605749	2.73029362098865	-1.68860024429879	0.647823489479705	2.22685461181271	-0.927652652451976
Region1778	chr2R	6602841	6603415	.	575	Toll9	Down	-0.309693980089464	-4.85662237011854	-2.1643207352948	5.3260656635519	3.38687296185419	0.926423411362733	2.69210015925382	-4.92885807601323
Region1780	chr2R	6607261	6607769	.	509	Toll10B	Down	1.86932659107662	0.322930120327644	-1.62190893761247	2.49584742494973	1.50949421870367	1.71484293954709	-1.84336300873799	0.689558804609171
Region1783	chr2R	6622230	6622629	.	400	Gd7	Down	-0.161640241138726	0.0758717438086436	2.98472785880156	2.99006429365157	-2.89722909204318	-0.156985148280209	1.52835528507051	0.582567577448109
Region1784	chr2R	6627147	6627684	.	538	Toll9	Down	-0.870857219968201	-2.36732980815961	-0.392330613905101	2.552756554938	0.999447735219599	-0.240325565557445	1.94765074736746	-2.54824667188118
Region1802	chr2R	6813761	6814470	.	710	Time	Down	-4.14692825600537	2.10528885647804	0.0253468063476031	4.65079537178948	-0.669195779143595	-4.54663945783173	0.142154089773875	0.334550531362785
Region1803	chr2R	6828025	6828540	.	516	Gd7	Down	-0.635764656900554	1.66379641048851	1.36535007343136	2.24423617686226	-1.77483517445605	-1.03075819443612	-0.297488891077108	1.52702375625846
Region1806	chr2R	6961336	6961705	.	370	Gd7	Up	0.098913388332036	-0.0243992441233611	-2.00061523854873	2.00320755645004	1.93466042780599	0.0893540736203968	-1.04048987861035	-0.370131506351986
Region1813	chr2R	7106211	7106922	.	712	Toll9	Down	-0.616528357548337	-2.66509186482221	-0.849634888224747	2.86438497882032	1.52474336200199	0.0787054982080367	1.83431188472562	-2.80919488257606
Region1814	chr2R	7146878	7147171	.	294	Gd7	Down	0.878546974232775	0.0770789067395139	1.79759338235149	2.00228067764527	-1.7351291759486	0.8410092222549	0.492492086869297	0.749923483501278
Region1816	chr2R	7170793	7171274	.	482	Toll9	Up	0.157512732875721	2.02922533690981	0.591951179198694	2.11966316369593	-1.11385346764317	-0.361854296526597	-1.29540818585781	2.00987745790041
Region1821	chr2R	7366796	7367514	.	719	Time	Down	-2.13904661132398	1.07369834828308	-0.0568111052400439	2.3940710202918	-0.274595116088032	-2.34253673339039	0.0470044021796479	0.148020678819924
Region1827	chr2R	7409754	7410443	.	690	Toll10B	Up	-1.38111624757061	-1.62986377552327	1.69696442480814	2.72830098690209	-1.22043993172394	-0.908814207044427	2.66556355791573	-1.67211084891656
Region1830	chr2R	7439264	7439898	.	635	Time	Down	-2.32065451958884	0.825385655203344	0.631624396402653	2.54276390119779	-0.87391080376731	-2.45045504957517	0.65990886323533	-0.012921816232009
Region1839	chr2R	7483390	7487124	.	3735	Time	Down	-2.18580838824384	1.25030211688631	-1.96959707822788	3.19692451336771	1.51861306598076	-2.44477745175431	-1.04013237031147	-0.0786540989473387
Region1856	chr2R	7592445	7593297	.	853	Toll9	Down	-2.06676240999488	-2.10642393566403	0.0956169662685984	2.95257028033959	0.436996745918007	-1.46014063599735	2.49447299303421	-2.67237105588797
Region1867	chr2R	7829009	7829405	.	397	Toll9	Up	0.361344446284851	1.9499578578864	-0.274277482512738	2.00203236582413	-0.254660688929608	-0.149963050840728	-1.76077553631526	1.84861136715445
Region1872	chr2R	7947729	7948269	.	541	Time	Down	-2.43336099525263	1.56623713807098	-0.480414113296713	2.93345227098453	-0.00496973481386123	-2.75544261961614	-0.418289097832886	0.40020834130202
Region1875	chr2R	7960501	7962076	.	1576	Time	Down	-1.8014314967572	0.881670527196611	-0.404415682882126	2.04598396880256	0.118140424818572	-1.96927578941431	-0.124814309948287	0.0355150783907473
Region1886	chr2R	8060403	8061792	.	1390	Toll9	Down	-1.08553094847279	-1.87976264524895	-0.215124363957679	2.18132151104182	0.693427313270516	-0.571204066291179	1.75881052136146	-2.15449948710436
Region1888	chr2R	8064655	8065929	.	1275	Toll10B	Up	-0.0451683802812836	-2.04964169378985	0.960725259167911	2.26408133226309	-0.373498869874497	0.485394844432428	2.05428364030289	-1.68639408889419
Region1895	chr2R	8129448	8130100	.	653	Time	Down	-3.22330374134932	1.02559138860029	-1.07978356054766	3.55069813459221	0.70306223484767	-3.38499097968079	0.0120025231009556	-0.504512996340903
Region1897	chr2R	8145848	8146197	.	350	Toll10B	Up	-0.263408876217474	-1.80314302032041	1.16971289453421	2.16539540117734	-0.645220797672241	0.212786111570078	2.06501236726745	-1.50598333013319
Region1908	chr2R	8247911	8248560	.	650	Time	Down	-3.57046937968899	1.33896617220837	-0.247681193676479	3.82131233679165	-0.189038666465135	-3.79542394400312	0.342719418972803	-0.192457059060092
Region1909	chr2R	8250103	8251140	.	1038	Toll9	Down	0.124770139846296	-1.9706848190119	-1.21530567501475	2.31864920317936	1.70352897376691	0.615948104122418	0.817119761595153	-1.96984869730573
Region1911	chr2R	8304571	8305135	.	565	Toll9	Up	-0.0305944401061808	3.62383139411664	1.29386469529251	3.84800933502963	-2.22291103379738	-0.946277304016036	-2.06370003226812	3.51645227620874
Region1914	chr2R	8396670	8397013	.	344	Gd7	Down	0.434595936460618	0.59654956586636	2.81289783510094	2.90811609865201	-2.86096891458878	0.285548114674846	0.800990856477851	1.24699690975229
Region1922	chr2R	8638224	8638819	.	596	Toll10B	Up	0.369231517691079	-1.88546588932584	1.18376571347167	2.25668225451853	-0.624751875878274	0.845562930200111	1.87219507663712	-1.33746443715942
Region1924	chr2R	8640760	8641665	.	906	Gd7	Up	-0.161620546316888	-1.32446638938858	-2.509022319875	2.84174689570389	2.76965283392704	0.166044634110738	-0.210148532905475	-1.74332674610397
Region1925	chr2R	8642014	8642580	.	567	Gd7	Up	0.686671124203246	0.113664041089332	-2.00157483552495	2.11913627906703	1.9093541660002	0.622399759115388	-1.38866443563757	-0.0221585928317345
Region1932	chr2R	8657682	8658968	.	1287	Gd7	Up	-1.42866083101858	-0.547385346289472	-1.96300144749606	2.48879030259497	2.01085637813292	-1.25391137280201	0.00616356150409651	-1.41626461137323
Region1941	chr2R	8798198	8798611	.	414	Time	Up	2.80766661536678	-0.249018870126369	1.49395462415427	3.19012580312377	-1.31887402621228	2.78753584283806	-0.215114061572525	1.12908398934594
Region1942	chr2R	8801885	8802401	.	517	Toll9	Up	1.45613248998964	2.6782856285488	1.18980955815387	3.27248873507133	-1.8401475659215	0.731841817344485	-2.01901896424792	3.20560382563173
Region1944	chr2R	8862435	8862888	.	454	Toll9	Up	0.241784334468823	1.8524818542318	0.989221474537897	2.11393183672973	-1.44715046754447	-0.23278656953065	-0.994808721975519	1.95855178849583
Region1958	chr2R	8984970	8986037	.	1068	Toll9	Down	-1.03734613558175	-1.60924266444656	-0.952613452734472	2.13850914153112	1.33149670249391	-0.598262342956133	1.1594635861697	-2.03359743305629
Region1962	chr2R	9070770	9072845	.	2076	Toll10B	Up	-1.45691597258168	-3.54775213049088	3.84506871421476	5.43081050558748	-2.77325231164754	-0.479234687532082	5.23725570514273	-3.02206347185529
Region1976	chr2R	9133181	9134024	.	844	Toll10B	Up	-1.15714696657768	-1.14873581913334	1.43928135891302	2.17488250591483	-1.09781223205955	-0.816658175793127	2.07858632371026	-1.20140885660053
Region1984	chr2R	9194911	9195257	.	347	Time	Up	1.84392136046865	-0.135533410178429	1.15792071110441	2.18155808129688	-1.04391339172173	1.82465819143824	-0.0724682879675568	0.800934919752247
Region1996	chr2R	9404841	9405607	.	767	Gd7	Up	1.53167024943072	-1.38098066629705	-1.6392210701906	2.63441968384581	1.97903979342475	1.823095963525	-0.426441316741405	-0.9836481597688
Region2000	chr2R	9419637	9420673	.	1037	Gd7	Up	-0.44103337931465	0.91803155413957	-1.87817633435165	2.13654831889761	1.5527168440683	-0.67244260462494	-1.46570096436814	0.301052172499387
Region2005	chr2R	9481740	9482272	.	533	Toll10B	Down	1.58431648991652	4.82914903533836	-3.03926282625594	5.92181202612782	1.65446273541341	0.280445574791265	-5.84703460830737	4.38512415692848
Region2006	chr2R	9482797	9483176	.	380	Toll10B	Down	2.62210844535697	4.5427759320395	-3.5737280719433	6.34695188260674	2.26561239123669	1.35359410747211	-6.33280308121213	4.4171852896895
Region2007	chr2R	9490773	9491542	.	770	Toll9	Down	-0.25036497863948	-4.30847928719527	0.819070703098611	4.39278422044542	0.367785897358069	0.862556624340135	3.77183530669347	-3.83532930101686
Region2010	chr2R	9548068	9548857	.	790	Time	Up	2.54069364100898	-2.06555658535717	0.464310563696664	3.30714869401667	0.157039344548156	2.9865427594598	0.742437621450335	-0.814306053311478
Region2011	chr2R	9552682	9553209	.	528	Gd7	Down	1.44210223098215	0.101120025556695	1.67505693290537	2.21262284012586	-1.61310289534258	1.37899209047361	0.178531272320115	0.962107327550801
Region2012	chr2R	9567184	9567459	.	276	Time	Down	-2.59044408451972	1.37702272483889	0.0797955025005932	2.93478439786729	-0.496294872237967	-2.85553200387085	0.0746149637025604	0.277334357371286
Region2022	chr2R	9708988	9709493	.	506	Time	Up	2.20207394466483	-1.96880375319483	1.04488083243572	3.13322419088666	-0.434344217136208	2.63808090269217	1.10510544007103	-0.743477449408096
Region2023	chr2R	9711443	9711871	.	429	Time	Up	1.88959964204127	-0.491778347055588	1.1658948661475	2.27414678258557	-0.954734508359655	1.95978516509867	0.181503195959333	0.497507680254958
Region2031	chr2R	9867929	9868210	.	282	Gd7	Down	1.18666001346663	0.952711905097306	2.23101357629691	2.70060058862763	-2.38265427857196	0.918166366184938	-0.0754177678938888	1.74272796381195
Region2036	chr2R	9929474	9930178	.	705	Toll9	Up	0.73512051776219	4.13726881107704	2.11217657528656	4.70305063505966	-3.13486590875694	-0.331841660960186	-2.35202274772689	4.42955642236804
Region2037	chr2R	9931435	9932122	.	688	Toll9	Up	1.22650795517503	5.60633629256241	2.52277325213688	6.26894833852596	-3.91691660653417	-0.229066806170955	-3.45530415388578	6.02448580066273
Region2038	chr2R	9933856	9934183	.	328	Toll9	Up	-0.251006562692625	3.09598168292177	1.30994275848094	3.37106168825172	-2.10025857056542	-1.02458146712689	-1.56586821378627	2.95825944199862
Region2039	chr2R	9935256	9935606	.	351	Toll9	Up	1.49764489257225	4.97483837509278	2.2840658964765	5.67528978132311	-3.51183955007353	0.192750213206675	-3.21253136559016	5.51010822986128
Region2041	chr2R	9954966	9955774	.	809	Gd7	Down	1.05581597511148	0.794546940876782	1.54897960436234	2.0360230915409	-1.6857963997643	0.827755914680438	-0.248876019109803	1.41846533067497
Region2048	chr2R	9974936	9976176	.	1241	Time	Down	-2.33771946164533	0.598290865105935	-0.0807826183316841	2.41441712884271	-0.127108560180795	-2.41345530669516	0.475877382835567	-0.362187445681208
Region2049	chr2R	9976910	9981591	.	4682	Time	Down	-2.12954437762947	1.40069870755472	-0.235220367857371	2.55973528848076	-0.190763669116518	-2.41791391799744	-0.294476537665563	0.413095675489504
Region2050	chr2R	9983592	9985482	.	1891	Time	Down	-2.3508917164817	1.44875015138612	-0.238457651169063	2.7717198478859	-0.204729577461464	-2.64421060616391	-0.240685058678488	0.371873344764883
