seqnames	start	end	width	strand	VTID	Length	Verification.Status	Positive	stg4_6	stg7_8	stg9_10	stg11_12	stg13_14	stg15_16
chr2R	24819776	24821932	2157	*	VT22075	2156	correct	0	NA	NA	NA	NA	head_subset;1	head_subset;1|lateral_epidermis_subset;1
chr2R	24821432	24823578	2147	*	VT22076	2146	correct	0	NA	NA	NA	NA	NA	ventral_midline;1
chr2R	24823075	24825179	2105	*	VT22077	2104	correct	1	NA	NA	NA	NA	posterior_spiracle;2	ventral_midline_glia;1
chr2R	24824767	24826871	2105	*	VT22078	2104	correct	1	NA	NA	NA	head_epidermis_lateral_primordium_subset;1	head_epidermis_ventral_subset;2|head_epidermis_lateral_subset;2	sensory_system_head;2
chr2R	24826315	24828490	2176	*	VT22079	2175	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24827994	24830177	2184	*	VT22080	2183	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24829681	24831851	2171	*	VT22081	2170	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24831320	24833580	2261	*	VT22082	2260	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24835090	24837285	2196	*	VT22083	2195	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24840067	24842244	2178	*	VT22086	2177	correct	1	NA	NA	brain_anlage_subset;3	head_subset;3|brain_primordium_subset;3	head_subset;3	sensory_system_head;3
chr2R	24841721	24843798	2078	*	VT22087	2077	correct	1	NA	NA	brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;1	brain_primordium_subset;4	brain_subset;3	brain_subset;3
chr2R	24843298	24845488	2191	*	VT22088	2190	correct	1	anterior_endoderm_AISN;3	anterior_endoderm_anlage;3	NA	NA	sensory_system_head;3	sensory_system_head;3
chr2R	24849730	24851834	2105	*	VT22091	2104	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24851296	24853497	2202	*	VT22092	2201	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;3|sensory_system_head;3
chr2R	24854572	24856746	2175	*	VT22094	2174	correct	1	dorsal_ectoderm_AISN_subset;2	procephalic_ectoderm_anlage;4|dorsal_ectoderm_anlage_subset;4	lateral_epidermis_anlage_subset;4|head_epidermis_lateral_anlage;4	antenno-maxillary-labial_complex;3|ventral_epidermis_primordium_subset;3	ventral_epidermis_subset;2	NA
chr2R	24856266	24858383	2118	*	VT22095	2117	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24857889	24860000	2112	*	VT22096	2111	correct	1	NA	NA	NA	NA	midgut_subset;3	NA
chr2R	24859481	24861667	2187	*	VT22097	2186	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24861074	24863254	2181	*	VT22098	2180	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24864418	24866523	2106	*	VT22100	2105	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24866040	24868220	2181	*	VT22101	2180	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24874077	24876197	2121	*	VT22103	2120	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24875104	24877186	2083	*	VT22104	2082	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24888315	24888949	635	*	VT22109	634	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24890987	24893575	2589	*	VT22110	2588	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24894154	24896323	2170	*	VT22112	2169	correct	1	NA	NA	ventral_epidermis_anlage_subset;2	head_subset;2|ventral_epidermis_primordium_subset;2	NA	ventral_nerve_cord_subset;2|brain_subset;2
chr2R	24895241	24897391	2151	*	VT22113	2150	correct	1	NA	NA	NA	NA	NA	pharynx;4|head_epidermis_subset;4|trunk_epidermis_subset;4
chr2R	24896315	24898479	2165	*	VT22114	2164	correct	1	NA	posterior_endoderm_anlage;2|anterior_endoderm_anlage;2	head_mesoderm_anlage;3|trunk_mesoderm_anlage;2	trunk_mesoderm_primordium;3|somatic_muscle_primordium;3|head_mesoderm_primordium;3	muscle_system;1	head_epidermis_subset;3|trunk_epidermis_subset;3
chr2R	24904854	24905503	650	*	VT22117	649	correct	1	NA	NA	NA	lateral_epidermis_primordium_subset;2	NA	NA
chr2R	24911180	24914093	2914	*	VT22119	2913	correct	1	NA	NA	NA	head_epidermis_lateral_primordium_subset;3	head_epidermis_lateral_subset;3	NA
chr2R	24914965	24917838	2874	*	VT22120	2873	not_verified	0	NA	NA	NA	NA	NA	NA
chr2R	24920225	24921779	1555	*	VT22121	1554	correct	1	NA	NA	NA	NA	NA	lateral_epidermis_subset;2
chr2R	24924299	24926410	2112	*	VT22122	2111	correct	0	NA	NA	NA	NA	NA	NA
chr2R	24925227	24927322	2096	*	VT22123	2095	correct	1	NA	NA	NA	NA	NA	gonad;2
chr2R	24926195	24928255	2061	*	VT22124	2060	correct	1	NA	NA	NA	brain_primordium_broad;3|ventral_nerve_cord_primordium_subset;3	brain_broad;2|ventral_nerve_cord_broad;1|gonad;1	ventral_nerve_cord_subset;1|brain_subset;1|gonad;3
chr2R	25039876	25040447	572	*	VT22188	571	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25041765	25044019	2255	*	VT22189	2254	not_verified	1	NA	NA	ventral_epidermis_anlage_subset;3	ventral_epidermis_primordium_subset;3	antenno-maxillary-labial_complex;3|lateral_epidermis_subset;3|ventral_epidermis_subset;3	antenno-maxillary-labial_complex;4|head_subset;4|ventral_epidermis_subset;2
chr2R	25043320	25045538	2219	*	VT22190	2218	correct	1	NA	ventral_ectoderm_anlage;3	ventral_epidermis_anlage_subset;4|head_epidermis_ventral_anlage;4	head_epidermis_ventral_primordium_subset;4|ventral_epidermis_primordium_subset;4	antenno-maxillary-labial_complex;3|head_epidermis_ventral_subset;4|ventral_epidermis_subset;4	head_subset;2|ventral_epidermis_subset;3
chr2R	25046307	25048406	2100	*	VT22192	2099	correct	1	NA	NA	hypopharynx_anlage;3	hypopharynx_primordium;3	ventral_epidermis_subset;4|hypopharynx;4	ventral_epidermis_subset;4|pharynx;4
chr2R	25047742	25049930	2189	*	VT22193	2188	correct	1	NA	NA	head_subset;3	antenno-maxillary-labial_complex;3	antenno-maxillary-labial_complex;3|head_subset;3|lateral_epidermis_subset;2	antenno-maxillary-labial_complex;3
chr2R	25049207	25051466	2260	*	VT22194	2259	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;3	NA	head_epidermis_lateral_subset;1	NA
chr2R	25051374	25052479	1106	*	VT22195	1105	correct	0	NA	NA	NA	NA	brain_broad;1	NA
chr2R	25054108	25056322	2215	*	VT22197	2214	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25056678	25058860	2183	*	VT22199	2182	correct	1	A-P_stripes;2|pair_rule;2	ventral_ectoderm_anlage;3	ventral_epidermis_anlage_subset;2|hindgut_anlage;2	head_epidermis_ventral_primordium_subset;2|anal_pad_specific_anlage;3	head_subset;3|anal_pad;3|salivary_gland;2	head_epidermis_subset;3|anal_pad;3
chr2R	25057985	25060090	2106	*	VT22200	2105	correct	1	NA	posterior_endoderm_anlage;3	hindgut_anlage;2	antenno-maxillary-labial_complex;3|ventral_epidermis_primordium_subset;3|anal_pad_specific_anlage;3	antenno-maxillary-labial_complex;3|ventral_epidermis_subset;3|anal_pad;4|hypopharynx;3	antenno-maxillary-labial_complex;2|pharynx;3|anal_pad;3
chr2R	25064422	25066490	2069	*	VT22203	2068	correct	1	NA	ventral_ectoderm_anlage;3	lateral_epidermis_anlage_subset;3|ventral_epidermis_anlage_subset;3|dorsal_epidermis_anlage_subset;3|segmentally_repeated;3	ventral_epidermis_primordium_subset;1	NA	NA
chr2R	25065924	25068040	2117	*	VT22204	2116	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25067467	25069568	2102	*	VT22205	2101	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;3	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3	brain_broad;3|ventral_nerve_cord_broad;3	ventral_nerve_cord_subset;2|brain_subset;2
chr2R	25068978	25071156	2179	*	VT22206	2178	correct	1	procephalic_ectoderm_AISN;3	procephalic_ectoderm_anlage;3	NA	head_subset;1	head_subset;1	head_subset;1
chr2R	25070528	25072664	2137	*	VT22207	2136	correct	0	NA	NA	head_subset;1	NA	NA	NA
chr2R	25090654	25092947	2294	*	VT22215	2293	correct	0	NA	NA	NA	NA	brain_subset;1	NA
chr2R	25099823	25102023	2201	*	VT22219	2200	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3	ventral_nerve_cord_subset;4|brain_subset;4	brain_broad;3|ventral_nerve_cord_broad;3
chr2R	25101550	25103831	2282	*	VT22220	2281	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;2	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;3|ventral_nerve_cord_broad;3
chr2R	25106786	25108894	2109	*	VT22223	2108	correct	1	posterior_endoderm_AISN;3|amnioserosa_AISN;5	amnioserosa_anlage;5|head_epidermis_dorsal_anlage;4	amnioserosa_anlage;3|head_epidermis_dorsal_anlage;2	ventral_epidermis_primordium_subset;2|head_epidermis_dorsal_primordium_broad;3	anal_pad;4	telson_subset;4|head_epidermis_ventral_broad;3
chr2R	25108481	25110716	2236	*	VT22224	2235	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25110241	25112337	2097	*	VT22225	2096	correct	1	NA	NA	NA	ventral_midline;2	head_subset;2	antenno-maxillary-labial_complex;2
chr2R	25111945	25114063	2119	*	VT22226	2118	correct	1	NA	NA	NA	antenno-maxillary-labial_complex;3|head_epidermis_ventral_primordium_subset;3	head_subset;3|ventral_epidermis_subset;3	head_subset;3
chr2R	25113700	25115864	2165	*	VT22227	2164	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25115358	25117632	2275	*	VT22228	2274	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25117135	25119279	2145	*	VT22229	2144	correct	1	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;2|brain_subset;1	ventral_nerve_cord_subset;2|brain_subset;1
chr2R	25120605	25122705	2101	*	VT22231	2100	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25122343	25124510	2168	*	VT22232	2167	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25124049	25126182	2134	*	VT22233	2133	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;2
chr2R	25125778	25127921	2144	*	VT22234	2143	correct	0	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;1|ventral_nerve_cord_broad;1
chr2R	25129841	25131939	2099	*	VT22236	2098	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25131367	25133580	2214	*	VT22237	2213	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr2R	25132791	25134983	2193	*	VT22238	2192	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;2	brain_broad;3|ventral_nerve_cord_broad;4	brain_broad;3|ventral_nerve_cord_broad;3
chr2R	25134429	25136569	2141	*	VT22239	2140	correct	1	posterior_endoderm_AISN;1|procephalic_ectoderm_AISN;3	procephalic_ectoderm_anlage;2	brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;2	brain_primordium_subset;4|ventral_nerve_cord_primordium_subset;3	ventral_nerve_cord_subset;4|brain_subset;4	ventral_nerve_cord_subset;2|brain_subset;3
chr2R	25135930	25138027	2098	*	VT22240	2097	correct	0	NA	NA	NA	NA	NA	lateral_epidermis_subset;1
chr2R	25137355	25139512	2158	*	VT22241	2157	correct	0	NA	NA	NA	NA	tracheal_system_subset;1	NA
chr2R	25159208	25161400	2193	*	VT22243	2192	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25160829	25162961	2133	*	VT22244	2132	correct	1	NA	NA	NA	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;3	head_subset;3|ventral_nerve_cord_subset;2|brain_subset;3	ventral_epidermis_subset;2|brain_subset;2
chr2R	25162370	25164464	2095	*	VT22245	2094	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25163931	25166050	2120	*	VT22246	2119	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25165403	25168011	2609	*	VT22247	2608	correct	1	NA	NA	NA	NA	esophagus;1	trunk_epidermis_subset;1|esophagus;2
chr2R	25188195	25188844	650	*	VT22259	649	correct	1	NA	NA	NA	NA	NA	midgut_chamber;4
chr2R	25190736	25192812	2077	*	VT22261	2076	correct	1	hindgut_AISN;3	ventral_ectoderm_anlage;3|procephalic_ectoderm_anlage;3|hindgut_anlage;4	ventral_epidermis_anlage_broad;4|hindgut_anlage;3	ventral_epidermis_primordium_broad;4	ventral_epidermis_subset;3	NA
chr2R	25202055	25204186	2132	*	VT22267	2131	correct	0	NA	NA	head_subset;1|trunk_mesoderm_anlage;1	head_subset;1	NA	NA
chr2R	25203793	25206016	2224	*	VT22268	2223	correct	1	NA	procephalic_ectoderm_anlage;2	lateral_epidermis_anlage_subset;1|dorsal_epidermis_anlage_subset;1	NA	NA	NA
chr2R	25205423	25207584	2162	*	VT22269	2161	correct	1	NA	NA	NA	NA	brain_broad;4|ventral_nerve_cord_broad;4	brain_broad;4|ventral_nerve_cord_broad;4
chr2R	25207199	25209298	2100	*	VT22270	2099	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25211263	25213439	2177	*	VT22272	2176	correct	1	posterior_endoderm_AISN;4	posterior_endoderm_anlage;3|anterior_endoderm_anlage;3	anterior_endoderm_anlage;3|hindgut_anlage;4	head_subset;3|ventral_nerve_cord_primordium_subset;3|hindgut_proper_primordium;3	dorsal_epidermis_subset;2	lateral_epidermis_subset;1
chr2R	25212698	25214785	2088	*	VT22273	2087	correct	1	NA	NA	NA	lateral_epidermis_primordium_subset;2|brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	ventral_nerve_cord_subset;3|brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;2
chr2R	25219493	25221594	2102	*	VT22277	2101	correct	1	NA	NA	mesectoderm_anlage;3	ventral_midline;2	NA	NA
chr2R	25221072	25223162	2091	*	VT22278	2090	correct	1	middle;4|gap;4	procephalic_ectoderm_anlage;2	head_epidermis_ventral_anlage;2	head_epidermis_ventral_primordium_subset;1	NA	NA
chr2R	25226629	25227434	806	*	VT22281	805	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25229472	25231647	2176	*	VT22282	2175	correct	1	NA	NA	NA	NA	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;4|ventral_nerve_cord_broad;4
chr2R	25231101	25233187	2087	*	VT22283	2086	correct	1	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;1	brain_broad;2|ventral_nerve_cord_broad;2
chr2R	25232698	25234792	2095	*	VT22284	2094	correct	0	NA	NA	NA	NA	NA	NA
chr2R	25234290	25236494	2205	*	VT22285	2204	correct	1	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	brain_broad;4|ventral_nerve_cord_broad;4	brain_broad;4|ventral_nerve_cord_broad;4
chr2R	25238301	25240393	2093	*	VT22287	2092	correct	1	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;2|ventral_nerve_cord_broad;2
chr2R	25239653	25241782	2130	*	VT22288	2129	correct	1	NA	NA	NA	brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;3|ventral_nerve_cord_broad;2
chr2R	25241064	25243152	2089	*	VT22289	2088	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_subset;2|brain_subset;2
chr2R	25242481	25244653	2173	*	VT22290	2172	correct	1	NA	NA	head_subset;2|ventral_epidermis_anlage_subset;3	head_epidermis_ventral_primordium_subset;3|head_subset;3|hindgut_proper_primordium;2	posterior_hindgut;3	ventral_nerve_cord_subset;1|brain_subset;1|posterior_hindgut;3
chr2R	25251031	25253349	2319	*	VT22295	2318	correct	0	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1|posterior_hindgut;1	NA
chr3L	368837	371152	2316	*	VT23459	2315	correct	0	NA	NA	NA	NA	NA	NA
chr3L	370964	373272	2309	*	VT23460	2308	correct	0	NA	NA	NA	NA	ventral_epidermis_subset;1	ventral_epidermis_subset;1
chr3L	373888	375960	2073	*	VT23462	2072	correct	1	NA	NA	brain_anlage_subset;3|ventral_nerve_cord_anlage_subset;1|salivary_gland_anlage;5	brain_primordium_subset;3|salivary_gland_primordium;5	head_epidermis_ventral_subset;4|salivary_gland_common_duct;4	head_subset;4|salivary_gland_common_duct;4
chr3L	375111	377456	2346	*	VT23463	2345	correct	0	NA	NA	NA	NA	NA	NA
chr3L	379239	381317	2079	*	VT23465	2078	not_verified	1	NA	NA	tracheal_system_anlage;3	NA	ventral_epidermis_subset;2	head_epidermis_subset;3
chr3L	380819	383010	2192	*	VT23466	2191	correct	1	NA	NA	NA	posterior_spiracle_specific_anlage;2	head_subset;3|lateral_epidermis_subset;2|posterior_spiracle;3	lateral_epidermis_subset;3|proventriculus;3|malpighian_tubule;3
chr3L	382470	384588	2119	*	VT23467	2118	correct	0	NA	NA	NA	NA	malpighian_tubule;1	NA
chr3L	387387	389523	2137	*	VT23470	2136	correct	0	NA	NA	NA	NA	brain_subset;1|anterior_ventral_nerve_cord_subset;1	NA
chr3L	389099	391197	2099	*	VT23471	2098	correct	0	NA	NA	NA	NA	NA	NA
chr3L	390677	392857	2181	*	VT23472	2180	correct	1	NA	NA	NA	NA	NA	anal_pad;4
chr3L	429373	431516	2144	*	VT23490	2143	correct	1	mesectoderm_AISN;3	head_mesoderm_anlage;3	NA	brain_primordium_subset;3	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_subset;3|brain_subset;3
chr3L	542461	544728	2268	*	VT23552	2267	correct	1	ubiquitous;3	ubiquitous;3	ubiquitous;4	ubiquitous;4	ubiquitous;4	ubiquitous;4
chr3L	542876	543113	238	*	VT23553	237	not_verified	0	NA	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1
chr3L	544317	546422	2106	*	VT23554	2105	correct	0	NA	NA	NA	NA	NA	head_epidermis_dorsal_subset;1
chr3L	545992	548133	2142	*	VT23555	2141	correct	1	NA	NA	NA	head_subset;2	NA	NA
chr3L	547671	549793	2123	*	VT23556	2122	not_verified	1	NA	NA	yolk;3|amnioserosa_anlage;3	NA	ventral_nerve_cord_subset;3|brain_subset;3|dorsal_epidermis_subset;3|posterior_spiracle;3	trunk_epidermis_broad;4|head_epidermis_subset;4|posterior_spiracle;3
chr3L	549321	551551	2231	*	VT23557	2230	correct	1	NA	NA	NA	NA	anal_pad;3|lateral_epidermis_broad;2|dorsal_epidermis_broad;2	pharynx;4|hindgut;2|head_epidermis_subset;3|anal_pad;4|lateral_epidermis_broad;4|dorsal_epidermis_broad;4
chr3L	552656	554858	2203	*	VT23559	2202	correct	1	NA	NA	NA	NA	NA	head_subset;2|anal_pad;3
chr3L	554369	556574	2206	*	VT23560	2205	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_broad;2	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;1|ventral_nerve_cord_broad;1
chr3L	556045	558157	2113	*	VT23561	2112	correct	0	NA	NA	NA	NA	NA	NA
chr3L	559282	561596	2315	*	VT23563	2314	correct	1	NA	NA	yolk;2	yolk;3	head_subset;1|yolk;4	midgut_chamber;3|yolk;4
chr3L	561070	563286	2217	*	VT23564	2216	correct	1	NA	NA	head_mesoderm_anlage;1	posterior_midgut_primordium;1	brain_subset;1|midgut_subset;1	pharynx;3
chr3L	562700	564874	2175	*	VT23565	2174	correct	1	NA	NA	NA	NA	lateral_epidermis_subset;1	antenno-maxillary-labial_complex;4|head_subset;4|lateral_epidermis_subset;2|pharynx;4
chr3L	659697	661802	2106	*	VT23615	2105	correct	0	NA	NA	NA	NA	NA	NA
chr3L	853331	854679	1349	*	VT23724	1348	correct	0	NA	NA	NA	NA	NA	NA
chr3L	866438	868098	1661	*	VT23728	1660	correct	0	NA	NA	NA	NA	NA	NA
chr3L	912295	914123	1829	*	VT23745	1828	correct	1	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;1|ventral_nerve_cord_broad;1
chr3L	914052	916170	2119	*	VT23746	2118	not_verified	1	NA	NA	NA	brain_primordium_broad;1|anterior_ventral_nerve_cord_broad;1	brain_broad;3|ventral_nerve_cord_broad;3	brain_broad;3|ventral_nerve_cord_broad;3
chr3L	915514	917724	2211	*	VT23747	2210	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1	ventral_nerve_cord_subset;1|brain_subset;1
chr3L	918655	920745	2091	*	VT23749	2090	correct	1	mesoderm_AISN;3	head_mesoderm_anlage;3|trunk_mesoderm_anlage_broad;2	NA	NA	NA	NA
chr3L	920171	922274	2104	*	VT23750	2103	correct	0	NA	NA	NA	NA	NA	NA
chr3L	921648	923795	2148	*	VT23751	2147	correct	0	NA	NA	NA	NA	NA	NA
chr3L	932529	934769	2241	*	VT23753	2240	correct	0	NA	NA	NA	NA	NA	NA
chr3L	934295	936460	2166	*	VT23754	2165	not_verified	0	NA	NA	NA	NA	NA	NA
chr3L	936067	938271	2205	*	VT23755	2204	correct	0	NA	NA	NA	NA	NA	NA
chr3L	944405	946557	2153	*	VT23759	2152	correct	0	NA	NA	NA	brain_primordium_subset;1	brain_subset;1	NA
chr3L	953240	955444	2205	*	VT23764	2204	correct	0	NA	NA	NA	NA	NA	NA
chr3L	963975	966147	2173	*	VT23770	2172	correct	1	NA	NA	NA	NA	NA	antenno-maxillary-labial_complex;3|head_epidermis_ventral_subset;3|head_subset;3
chr3L	987320	988910	1591	*	VT23783	1590	correct	1	NA	NA	ventral_epidermis_anlage_subset;3	ventral_epidermis_primordium_subset;3	NA	NA
chr3L	992295	994034	1740	*	VT23784	1739	correct	1	NA	NA	NA	brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;2|ventral_nerve_cord_broad;2
chr3L	994009	995141	1133	*	VT23785	1132	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1001774	1004018	2245	*	VT23788	2244	correct	1	NA	amnioserosa_anlage;3	amnioserosa_anlage;2	head_subset;2	head_subset;2|amnioserosa;2|head_epidermis_dorsal_subset;2|midgut_interstitial_cell;2	amnioserosa;2|midgut_interstitial_cell;1
chr3L	1005160	1007249	2090	*	VT23790	2089	correct	1	NA	NA	NA	amnioserosa;1	hypopharynx;2	amnioserosa;2|hypopharynx;2
chr3L	1007597	1009719	2123	*	VT23791	2122	correct	0	NA	NA	NA	head_subset;1	head_subset;1	head_subset;1
chr3L	1009388	1011540	2153	*	VT23792	2152	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1011167	1013348	2182	*	VT23793	2181	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1014717	1016809	2093	*	VT23795	2092	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1016485	1018674	2190	*	VT23796	2189	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1019013	1021155	2143	*	VT23797	2142	correct	1	hindgut_AISN;1	posterior_endoderm_anlage;1	hindgut_anlage;1	anal_pad_specific_anlage;2	anal_pad;2	midgut_broad;1|hindgut;1|anal_pad;3
chr3L	1022425	1024653	2229	*	VT23799	2228	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1028478	1029115	638	*	VT23800	637	correct	1	NA	NA	NA	NA	NA	dorsal_epidermis_subset;3
chr3L	1029432	1031697	2266	*	VT23801	2265	correct	1	NA	NA	NA	ventral_epidermis_primordium_subset;3	telson_subset;3|trunk_epidermis_subset;3|muscle_system;3	midgut_broad;3
chr3L	1035767	1036550	784	*	VT23805	783	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1037817	1038267	451	*	VT23806	450	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1039126	1039859	734	*	VT23807	733	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1040046	1042350	2305	*	VT23808	2304	correct	1	NA	NA	NA	lateral_epidermis_primordium_subset;2	lateral_epidermis_subset;2|somatic_muscle;2|muscle_system;2	head_epidermis_subset;2|trunk_epidermis_subset;2|muscle_system;2
chr3L	1043637	1045728	2092	*	VT23810	2091	correct	0	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_broad;1|brain_subset;1	brain_broad;1|ventral_nerve_cord_broad;1
chr3L	1055048	1057222	2175	*	VT23812	2174	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1058443	1060554	2112	*	VT23814	2111	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;1	brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;1|ventral_nerve_cord_broad;1
chr3L	1060119	1062238	2120	*	VT23815	2119	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1063482	1065602	2121	*	VT23817	2120	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1065183	1067296	2114	*	VT23818	2113	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1	NA
chr3L	1068600	1070694	2095	*	VT23820	2094	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1070283	1072435	2153	*	VT23821	2152	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1073627	1075728	2102	*	VT23823	2101	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1075263	1077385	2123	*	VT23824	2122	not_verified	0	NA	NA	NA	NA	NA	NA
chr3L	1076986	1079079	2094	*	VT23825	2093	correct	1	NA	NA	posterior_endoderm_anlage;3	NA	ventral_nerve_cord_subset;2|brain_subset;4	ventral_nerve_cord_subset;3|brain_subset;4
chr3L	1079637	1081781	2145	*	VT23826	2144	correct	1	NA	NA	NA	NA	NA	anal_pad;3
chr3L	1081346	1083449	2104	*	VT23827	2103	correct	1	posterior_endoderm_AISN;3|anterior_endoderm_AISN;2	NA	NA	head_subset;2|peripheral_nervous_system;2	antenno-maxillary-labial_complex;3|dorsal_vessel;3|peripheral_nervous_system;3|clypeolabrum;3	antenno-maxillary-labial_complex;4|head_subset;4|dorsal_vessel;4|midgut_chamber;3|peripheral_nervous_system;3
chr3L	1083080	1085195	2116	*	VT23828	2115	correct	1	NA	NA	NA	NA	proventriculus;3	proventriculus;2
chr3L	1084811	1086993	2183	*	VT23829	2182	correct	1	NA	NA	ventral_nerve_cord_anlage_subset;3	ventral_nerve_cord_primordium_subset;3	ventral_nerve_cord_subset;3	ventral_nerve_cord_subset;2|yolk;2|salivary_gland;3
chr3L	1086564	1088743	2180	*	VT23830	2179	correct	0	NA	NA	NA	NA	NA	NA
chr3L	1090039	1092178	2140	*	VT23832	2139	correct	1	posterior_endoderm_AISN;2	NA	NA	ventral_epidermis_primordium_subset;1|hindgut_proper_primordium;3	yolk;2|anal_pad;2|posterior_spiracle;2|posterior_ventral_nerve_cord_subset;2	head_subset;2|anal_pad;3|posterior_spiracle;3
chr3L	1093448	1095666	2219	*	VT23834	2218	correct	1	NA	NA	trunk_mesoderm_anlage;3	somatic_muscle_primordium;4	somatic_muscle_subset;3	head_subset;1|ubiquitous;1
