Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Toll10b	Toll9
Region2556	chr2R	15682614	15683053	.	440	Toll9	Up	-0.293952527560859	-0.157502004991244	0.665879683344592
Region2557	chr2R	15699661	15700070	.	410	Toll9	Up	-0.649320204997451	0.229668578737381	0.697906002276875
Region2558	chr2R	15734817	15736457	.	1641	Toll9	Up	-0.233845870052459	0.0458035727842241	0.300739092998905
Region2559	chr2R	15738008	15738500	.	493	Toll9	Down	1.77733687446945	-0.513038759465942	-2.06505662262427
Region2560	chr2R	15739314	15740609	.	1296	Gd7	Up	0.602879830031588	-0.348772963993705	-0.466609946453598
Region2561	chr2R	15748070	15748402	.	333	Gd7	Down	-1.80478831267328	1.30783238692788	1.04388377174309
Region2562	chr2R	15750732	15751404	.	673	Toll10b	Up	-0.396162450762872	1.30584244254811	-1.13427483337222
Region2563	chr2R	15754781	15757010	.	2230	Toll9	Up	-1.04991655747129	0.285794254660128	1.24299259720814
Region2564	chr2R	15759833	15760251	.	419	Gd7	Down	-2.49092145052483	1.08844574770605	2.3997541625954
Region2565	chr2R	15762207	15762531	.	325	Toll9	Up	-1.30603388452838	0.468224988721845	1.39536392325217
Region2566	chr2R	15781268	15781474	.	207	Gd7	Down	-0.913170196095604	0.433036630274123	0.834228540520733
Region2567	chr2R	15790395	15791188	.	794	Toll10b	Up	-1.30343813322954	2.56456827313502	-1.41419261181997
Region2568	chr2R	15793863	15794298	.	436	Toll10b	Down	0.241100057426503	-0.817981295952555	0.72143607597428
Region2569	chr2R	15795225	15795587	.	363	Toll10b	Up	-0.265911592609882	0.285316448025461	0.0298426894288275
Region2570	chr2R	15816695	15817460	.	766	Toll10b	Down	0.480066239548184	-0.870558516747473	0.421834940693863
Region2571	chr2R	15835041	15835322	.	282	Toll9	Up	-0.105781401695254	-0.0240486838005679	0.195954175989236
Region2572	chr2R	15847878	15848361	.	484	Gd7	Down	-0.902844673863076	0.55058576779139	0.660926560501833
Region2573	chr2R	15865956	15866626	.	671	Toll9	Up	-0.454925225004079	-1.47953566525334	2.68437480553189
Region2574	chr2R	15868772	15869296	.	525	Toll9	Up	-0.313131711658502	0.0519126370528597	0.415312946567992
Region2575	chr2R	15875516	15875944	.	429	Toll9	Up	-0.59187752904077	-0.0951534018497896	1.04368327812932
Region2576	chr2R	15886294	15887092	.	799	Toll10b	Down	0.906543949919459	-1.50376101824669	0.608981418668695
Region2577	chr2R	15890340	15891441	.	1102	Gd7	Up	0.590987462298322	-0.570545827358666	-0.151399498680859
Region2578	chr2R	15892106	15892309	.	204	Toll9	Down	0.210502419083075	-0.00124742887780045	-0.324228495870486
Region2579	chr2R	15897722	15898417	.	696	Toll9	Up	-0.211316568687885	-0.585849709169071	1.11120150254248
Region2580	chr2R	15899106	15900273	.	1168	Toll9	Up	0.0555312036209941	-0.395107318320004	0.442799521037439
Region2581	chr2R	15900706	15901226	.	521	Toll9	Up	-1.0505518284947	-0.681010570671362	2.53785175320146
Region2582	chr2R	15904233	15904788	.	556	Toll9	Down	2.59629832346594	-0.89183788232429	-2.82601813517604
Region2583	chr2R	15911994	15912205	.	212	Toll9	Up	-0.349787038692361	-0.0836107578573918	0.65343345331279
Region2584	chr2R	15921211	15922277	.	1067	Toll9	Up	-0.0770015272543973	-0.13062725063693	0.294031613397521
Region2585	chr2R	15929998	15930461	.	464	Toll10b	Down	0.644626639538348	-1.13474506129004	0.520625080030937
Region2586	chr2R	15931238	15932210	.	973	Toll9	Up	-0.254863523012974	0.00174689217418869	0.392239521440053
Region2587	chr2R	15934437	15935138	.	702	Toll9	Up	-0.460244722042679	0.12917960490417	0.539665529370521
Region2588	chr2R	15954873	15955296	.	424	Toll10b	Up	-1.07092168358024	1.3234380198687	-0.113166900015229
Region2589	chr2R	15991003	15991656	.	654	Gd7	Down	-0.695421465144715	0.664740919360816	0.187021908678414
Region2590	chr2R	15992110	15992725	.	616	Toll9	Up	0.124829059169534	-0.712651618462154	0.760482990367595
Region2591	chr2R	16007454	16007840	.	387	Toll10b	Down	0.0759692115878972	-0.10173074111124	0.0185314859171298
Region2592	chr2R	16011118	16011953	.	836	Gd7	Down	-0.205169352601312	0.149114120184619	0.118081785082602
Region2593	chr2R	16014551	16015214	.	664	Toll10b	Up	-0.114569676433399	0.315924420198819	-0.245426161379874
Region2594	chr2R	16031119	16031435	.	317	Toll10b	Up	-1.19875193412749	1.51456063797599	-0.171040814213538
Region2595	chr2R	16031737	16032012	.	276	Toll9	Down	-0.107654149756879	0.67561654305597	-0.737508959264954
Region2596	chr2R	16047445	16047866	.	422	Toll9	Up	-0.137001424866046	-0.329502542539723	0.653077864079351
Region2597	chr2R	16086750	16087104	.	355	Toll10b	Down	0.737804702652594	-0.748523801186004	-0.140512556897755
Region2598	chr2R	16096412	16096821	.	410	Toll10b	Up	-0.329666125667035	0.384104322273573	-0.00366100974029414
Region2599	chr2R	16097229	16097648	.	420	Toll9	Up	-0.614402691257498	-0.254917774822571	1.29236931163657
Region2600	chr2R	16098002	16099283	.	1282	Toll10b	Up	-0.47176973067779	0.481511980959745	0.0859817553126525
Region2601	chr2R	16102380	16103667	.	1288	Toll10b	Down	0.101836442649786	-0.152594192425779	0.0465546697172019
Region2602	chr2R	16104179	16104721	.	543	Toll10b	Up	-0.987319081757094	1.40217186210522	-0.347969248985113
Region2603	chr2R	16109658	16111348	.	1691	Gd7	Down	-0.714613942771626	0.400474436910397	0.570403563034519
Region2604	chr2R	16124810	16125563	.	754	Gd7	Down	-0.34201123155555	0.173769463293875	0.296942873134046
Region2605	chr2R	16143000	16143447	.	448	Toll9	Up	-0.243374488625688	0.00392246102625584	0.371540737430252
Region2606	chr2R	16149998	16151133	.	1136	Toll10b	Up	-0.43337324855232	0.524526039309047	-0.031029076229644
Region2607	chr2R	16154053	16155042	.	990	Gd7	Down	-1.3309932521753	0.768631456371908	1.03197158446832
Region2608	chr2R	16155499	16156304	.	806	Gd7	Down	-2.80404085907544	1.91538835289497	1.77782486409254
Region2609	chr2R	16159851	16160492	.	642	Gd7	Up	1.87742681434609	-1.14311537615049	-1.37678294061104
Region2610	chr2R	16178569	16178993	.	425	Gd7	Down	-0.156720838641632	0.0861642042398285	0.127320156890848
Region2611	chr2R	16179946	16180436	.	491	Gd7	Up	0.544780584175828	-0.541798438461428	-0.118335082670789
Region2612	chr2R	16186472	16188160	.	1689	Toll9	Down	0.0421011882988302	0.150581866820569	-0.266704504073352
Region2613	chr2R	16196164	16196772	.	609	Toll9	Up	-0.0792222740084128	-0.101216257901013	0.25810899931462
Region2614	chr2R	16202635	16203156	.	522	Toll9	Down	-0.0515442250061857	1.28289516933776	-1.63709928324867
Region2615	chr2R	16210274	16210709	.	436	Toll10b	Down	0.318594089358184	-0.543416032447736	0.234009618904378
Region2616	chr2R	16221601	16221974	.	374	Toll9	Down	0.155253095784137	-0.0063909649491964	-0.231808397736366
Region2617	chr2R	16264380	16264946	.	567	Toll9	Up	-0.309143025856911	0.0433934467572272	0.420538938354236
Region2618	chr2R	16271782	16272121	.	340	Gd7	Down	-0.236872765406314	0.192143249940736	0.109578803299548
Region2619	chr2R	16278499	16278943	.	445	Toll10b	Up	-1.73774153240999	2.45233037024976	-0.591599967775281
Region2620	chr2R	16291403	16291718	.	316	Toll9	Up	-0.105185729270553	-0.427187028968863	0.734552316191198
Region2621	chr2R	16294217	16294799	.	583	Toll9	Down	0.0236017047488617	-0.00472716797202082	-0.0302135721528317
Region2622	chr2R	16295792	16296196	.	405	Gd7	Up	2.22043482760244	-1.22215858846017	-1.80204123605406
Region2623	chr2R	16322034	16322406	.	373	Toll9	Up	-0.225742696290721	-0.347166040064951	0.814105365686092
Region2624	chr2R	16331201	16331452	.	252	Toll9	Up	-0.345881781797535	-0.621811025568294	1.3676611988932
Region2625	chr2R	16335876	16336972	.	1097	Gd7	Up	0.310278240141004	-0.22805779230884	-0.1751600322805
Region2626	chr2R	16344331	16344848	.	518	Toll9	Down	-0.0197702836089037	0.176974921008906	-0.206237498483998
Region2627	chr2R	16347264	16347643	.	380	Toll10b	Up	-0.323857230817176	0.445298232268132	-0.0945501443414294
Region2628	chr2R	16376738	16376994	.	257	Toll9	Down	1.67182137139605	-0.497906678501412	-1.92194975583353
Region2629	chr2R	16386362	16387059	.	698	Toll10b	Down	0.804052281686713	-1.34517108572772	0.55541705970036
Region2630	chr2R	16389756	16390015	.	260	Toll10b	Down	0.685556509137636	-0.981639824317017	0.252356972716373
Region2631	chr2R	16499703	16500302	.	600	Toll10b	Down	0.149577255122401	-0.299200535666973	0.168846158991568
Region2632	chr2R	16514684	16516526	.	1843	Toll10b	Down	0.371225075891147	-0.402783069087892	-0.035682397945792
Region2633	chr2R	16517020	16517413	.	394	Toll9	Up	0.0805354469955786	-0.970047086604353	1.17353050926713
Region2634	chr2R	16519039	16519322	.	284	Toll10b	Up	-0.0614431027188138	0.210459359582916	-0.18653226859953
Region2635	chr2R	16570966	16571220	.	255	Gd7	Down	-0.687436989590555	0.358873507261319	0.584003007150565
Region2636	chr2R	16571632	16571958	.	327	Toll10b	Up	-1.86843562234097	2.09901249280213	0.0835850185896677
Region2637	chr2R	16579526	16581112	.	1587	Toll9	Down	-0.0013934204288258	0.166129534076461	-0.220174001333959
Region2638	chr2R	16583239	16584242	.	1004	Toll9	Down	-0.0246339768001892	0.230978782434009	-0.270980981852957
Region2639	chr2R	16585610	16586337	.	728	Toll10b	Up	-0.366618524050277	0.537335669932066	-0.151521272061548
Region2640	chr2R	16589063	16589356	.	294	Toll10b	Up	-0.103811602267116	0.140741529138186	-0.0276343172415831
Region2641	chr2R	16594114	16594997	.	884	Toll10b	Down	0.113063805713569	-0.142879253756341	0.016171058493458
Region2642	chr2R	16639809	16640566	.	758	Gd7	Up	3.1412143316063	-2.02592034869697	-2.15190871367852
Region2643	chr2R	16640845	16641638	.	794	Gd7	Up	1.79616912204448	-0.835440368246643	-1.66274221811395
Region2644	chr2R	16643900	16644182	.	283	Toll9	Down	1.10765454399358	-0.191600979852518	-1.45844095438673
Region2645	chr2R	16709132	16709665	.	534	Toll9	Down	3.39428129692917	-1.23278439154987	-3.60515914438487
Region2646	chr2R	16715628	16716105	.	478	Gd7	Up	3.61021378706743	-2.47175039074586	-2.28135472015475
Region2647	chr2R	16731124	16731560	.	437	Toll9	Up	-0.125582177526293	-0.261389189771448	0.544242537232672
Region2648	chr2R	16764708	16765109	.	402	Toll10b	Up	-3.21069589393897	5.11282070451791	-1.8717216641221
Region2649	chr2R	16772437	16772793	.	357	Toll10b	Down	0.339074741459541	-0.513705103197043	0.16253950029634
Region2650	chr2R	16783534	16783912	.	379	Toll9	Up	-0.368023589955841	-0.0437077096854866	0.628264836328942
Region2651	chr2R	16784686	16785241	.	556	Toll10b	Up	-1.36772970215146	1.46815883526904	0.152668597492736
Region2652	chr2R	16828763	16829165	.	403	Toll9	Down	0.144743729403753	0.641155436824884	-1.08214973569046
Region2653	chr2R	16830348	16830880	.	533	Toll9	Down	0.241282879571085	0.491345850605516	-1.03112048653613
Region2654	chr2R	16850313	16850783	.	471	Toll10b	Up	-0.536894167473166	0.675175912535883	-0.0723737712358463
Region2655	chr2R	16856086	16857349	.	1264	Gd7	Down	-0.131959530330633	0.0720502239596305	0.10787367512051
Region2656	chr2R	16868134	16868495	.	362	Toll9	Up	-0.420442141500759	0.132138191588883	0.474084057328153
Region2657	chr2R	16950785	16951275	.	491	Gd7	Up	0.41391691142088	-0.179410245856257	-0.40071752917689
Region2658	chr2R	17001653	17002166	.	514	Toll10b	Up	-0.288458186690986	0.323974251487571	0.0130133534841376
Region2659	chr2R	17005299	17005600	.	302	Toll9	Up	-0.197506352881556	0.076388942250626	0.203546159704957
Region2660	chr2R	17015723	17015969	.	247	Toll10b	Up	-0.218532975303808	0.342383430979904	-0.119881241833408
Region2661	chr2R	17019219	17019582	.	364	Toll10b	Up	-0.180129926849875	0.436962828306389	-0.305912171790372
Region2662	chr2R	17026383	17027970	.	1588	Toll9	Down	0.00616146167559753	0.00441406119811929	-0.0154464604013611
Region2663	chr2R	17028187	17028626	.	440	Toll10b	Up	-0.346192759872951	0.538010639518196	-0.18404756671848
Region2664	chr2R	17062391	17062836	.	446	Toll9	Down	0.00205562374534227	0.295251792039788	-0.398318196478814
Region2665	chr2R	17091692	17092211	.	520	Toll10b	Down	0.149135309077039	-0.289227312243594	0.156183203325294
Region2666	chr2R	17097157	17097680	.	524	Toll9	Down	2.05656021194114	-0.700178393215423	-2.24689853981948
Region2667	chr2R	17098492	17098800	.	309	Toll9	Down	0.761453635589899	-0.0196991681199427	-1.15251218214881
Region2668	chr2R	17142995	17144083	.	1089	Toll10b	Up	-0.460774190011788	0.501032675866611	0.0428339983650426
Region2669	chr2R	17145236	17146130	.	895	Gd7	Down	-0.749287384699785	0.66551102051466	0.269386008508831
Region2670	chr2R	17265041	17265625	.	585	Toll10b	Up	-0.762785344911883	0.910062989209377	-0.0370006584791933
Region2671	chr2R	17335789	17336081	.	293	Gd7	Down	-1.06061651708806	0.462826996899671	1.02263512340907
Region2672	chr2R	17337547	17337919	.	373	Toll9	Up	-2.3222935576932	-0.620341830683816	4.42555771197383
Region2673	chr2R	17392150	17392870	.	721	Toll9	Up	-0.139414984738941	-0.138291851274552	0.400917101559111
Region2674	chr2R	17394420	17394897	.	478	Toll10b	Down	0.375017180014784	-0.649397186117534	0.288490561861691
Region2675	chr2R	17412769	17413054	.	286	Toll10b	Up	-0.385893552958623	0.838409322687035	-0.524606946721174
Region2676	chr2R	17419332	17419627	.	296	Toll9	Up	-0.0308538533852314	-0.651484180779881	0.919649431280033
Region2677	chr2R	17420026	17421034	.	1009	Toll10b	Up	-0.252802534620238	0.335885664958566	-0.0581294565286773
Region2678	chr2R	17422025	17422500	.	476	Toll10b	Up	-0.185127090588996	0.50888210328325	-0.39442522889228
Region2679	chr2R	17427183	17427724	.	542	Toll10b	Up	-0.454786713857245	0.705793233267493	-0.240466967917442
Region2680	chr2R	17430753	17431058	.	306	Toll10b	Up	-0.216610757449555	0.23353009662536	0.0228212983601568
Region2681	chr2R	17444763	17445167	.	405	Toll10b	Up	-0.176465705685561	0.198722669697328	0.00725190031024206
Region2682	chr2R	17457489	17459052	.	1564	Toll9	Up	-0.185693708806132	-0.0904992000269752	0.408604459677127
Region2683	chr2R	17460391	17461110	.	720	Toll9	Up	-0.753730140952403	-0.914965967236386	2.39141780155322
Region2684	chr2R	17461360	17462738	.	1379	Toll9	Up	-0.270653776971965	-0.656645570587149	1.29781298412358
Region2685	chr2R	17468882	17469310	.	429	Toll9	Up	-0.725199251069955	0.0481539459658863	1.05830242284168
Region2686	chr2R	17475817	17476653	.	837	Toll9	Up	-0.503113148127513	-0.744408021882924	1.7751570240431
Region2687	chr2R	17477013	17477376	.	364	Toll9	Up	-0.393791092488167	-0.311559122485866	1.02662359947135
Region2688	chr2R	17478042	17479380	.	1339	Gd7	Up	1.51261439417848	-1.50765230445464	-0.324123620155373
Region2689	chr2R	17498753	17499143	.	391	Toll10b	Down	0.634281118405938	-1.64950584459016	1.22554667068939
Region2690	chr2R	17501521	17502547	.	1027	Toll10b	Down	0.451054549028887	-1.17931631161524	0.879961368496761
Region2691	chr2R	17504587	17505253	.	667	Toll10b	Down	0.564491609639977	-1.330911071049	0.907218525048169
Region2692	chr2R	17514057	17514535	.	479	Toll9	Up	-0.683967334440199	-0.52775338978555	1.7652047711933
Region2693	chr2R	17517927	17518335	.	409	Gd7	Down	-0.492638253820234	0.423384261405002	0.196082584477991
Region2694	chr2R	17535368	17536021	.	654	Toll9	Up	-0.384456851950744	-0.050437820615403	0.662713575694305
Region2695	chr2R	17536231	17536693	.	463	Toll9	Up	0.0227590640009396	-0.418439832476691	0.52476297105621
Region2696	chr2R	17544889	17545486	.	598	Gd7	Down	-0.622011479079682	0.548200242326596	0.229335712818151
Region2697	chr2R	17547403	17548641	.	1239	Toll9	Up	-0.159871874734486	0.0136605538388504	0.229230252947735
Region2698	chr2R	17564725	17565107	.	383	Toll9	Down	0.01085393876554	0.0184837633415019	-0.0415408038682226
Region2699	chr2R	17568114	17568457	.	344	Gd7	Down	-0.832599623467128	0.379702761475906	0.780866669988911
Region2700	chr2R	17572492	17572953	.	462	Gd7	Down	-0.469250945352344	0.317347189660032	0.301784060191138
Region2701	chr2R	17590492	17591174	.	683	Gd7	Down	-0.450020391347166	0.229786437211523	0.389194113154153
Region2702	chr2R	17592721	17593723	.	1003	Toll9	Up	0.0197865044212099	-0.193902948415742	0.228867177560316
Region2703	chr2R	17616479	17616813	.	335	Toll9	Up	-0.607624999980324	0.203470058381829	0.668415364825351
Region2704	chr2R	17665356	17666179	.	824	Toll10b	Up	-0.325811894685372	0.42317193506919	-0.0619123110984436
Region2705	chr2R	17679150	17679515	.	366	Toll10b	Up	-0.537319823143266	1.70575555885136	-1.45094030173765
Region2706	chr2R	17679964	17680683	.	720	Toll9	Down	0.0415630468111699	1.02876153841307	-1.44113988264041
Region2707	chr2R	17682823	17683943	.	1121	Gd7	Up	0.268709028260919	-0.23524955595306	-0.101178213712583
Region2708	chr2R	17698160	17698595	.	436	Toll9	Up	-0.528877653341295	0.144239839484535	0.625767286024791
Region2709	chr2R	17716108	17717739	.	1632	Toll10b	Down	0.115355232145935	-0.426286435726113	0.391907540728532
Region2710	chr2R	17719149	17719678	.	530	Toll10b	Up	-0.443777473478095	0.978272505992302	-0.622170592274438
Region2711	chr2R	17726611	17727211	.	601	Toll9	Up	-0.112209700344845	-0.447044023815585	0.772001395680881
Region2712	chr2R	17736960	17737338	.	379	Toll9	Up	-0.149752711607269	-0.187949941882992	0.483379336822133
Region2713	chr2R	17739160	17739708	.	549	Gd7	Up	0.561955996832167	-0.349156578277154	-0.402738648772374
Region2714	chr2R	17747801	17748197	.	397	Gd7	Down	-0.632085819759737	0.341535407911802	0.521512420972797
Region2715	chr2R	17750141	17751564	.	1424	Gd7	Up	0.585748654772595	-0.558388558518404	-0.159558906673761
Region2716	chr2R	17753124	17753947	.	824	Toll10b	Down	1.03579817087677	-1.07954373840459	-0.158859099948655
Region2717	chr2R	17760452	17760728	.	277	Toll9	Up	-0.487907507820702	-0.154495837906755	0.962135864230814
Region2718	chr2R	17766677	17767180	.	504	Toll9	Up	-0.214159760382819	-0.131489811302398	0.507533108189984
Region2719	chr2R	17781686	17782044	.	359	Gd7	Down	-0.264202637185059	0.186700270122288	0.159175006288924
Region2720	chr2R	17788984	17789916	.	933	Toll9	Up	-0.461262041009222	0.087191431943655	0.597433337242462
Region2721	chr2R	17794979	17795599	.	621	Gd7	Up	3.08364706314386	-2.10682698891732	-1.95450617385015
Region2722	chr2R	17800803	17803597	.	2795	Toll10b	Down	0.359113280915243	-0.882465591248301	0.625028458175207
Region2723	chr2R	17803894	17804883	.	990	Toll10b	Down	0.229484844345722	-0.736334594866646	0.63015080089646
Region2724	chr2R	17806953	17807564	.	612	Toll9	Down	0.0853030556687914	-0.0180994631031899	-0.107842889753787
Region2725	chr2R	17813910	17814263	.	354	Toll9	Up	0.196663305426138	-1.65618399083692	1.91199995721145
Region2726	chr2R	17822046	17822849	.	804	Gd7	Up	0.13277718593689	-0.123485151618723	-0.040304159176067
Region2727	chr2R	17823302	17824093	.	792	Toll9	Up	-0.0737312669572277	-0.249651987670102	0.448259522503278
Region2728	chr2R	17843292	17843534	.	243	Gd7	Up	0.412917712828399	-0.31902403915907	-0.212325332935181
Region2729	chr2R	17850638	17851797	.	1160	Gd7	Down	-0.0780376261789495	0.0351658171387955	0.0737547032670869
Region2730	chr2R	17869087	17869753	.	667	Toll9	Up	-0.240628471761353	-0.0203360002280372	0.39975449629315
Region2731	chr2R	17870276	17872341	.	2066	Gd7	Down	-0.30239745157296	0.254566674861297	0.127482209348674
Region2732	chr2R	17892605	17893461	.	857	Gd7	Down	-0.317888702538693	0.168646987800273	0.266452005943584
Region2733	chr2R	18061994	18062201	.	208	Toll9	Up	-0.469709382948655	0.139514575145436	0.540487332755491
Region2734	chr2R	18095042	18095621	.	580	Gd7	Down	-0.832765810745785	0.380647128074061	0.77986011308377
Region2735	chr2R	18125412	18126042	.	631	Gd7	Down	-0.311210234663512	0.298909805335829	0.0817816346481395
Region2736	chr2R	18128328	18128755	.	428	Toll9	Up	0.0864073443135613	-0.793590189174427	0.928287290816075
Region2737	chr2R	18133632	18134448	.	817	Toll9	Down	0.0578195737290526	0.107601824451782	-0.23351934196634
Region2738	chr2R	18135496	18135970	.	475	Toll9	Up	-0.334014106514525	-0.0756522442562339	0.61836305833321
Region2739	chr2R	18140591	18142104	.	1514	Gd7	Down	-0.364631718353026	0.185709391144815	0.315984490530367
Region2740	chr2R	18147631	18148133	.	503	Toll9	Up	-0.355586995953324	0.0108662235366417	0.535974278136691
Region2741	chr2R	18156060	18158062	.	2003	Toll9	Down	0.0435234046977176	0.18253152282916	-0.311664615574225
Region2742	chr2R	18160280	18160984	.	705	Toll10b	Up	-0.117187258431548	0.311497743155499	-0.235449419471415
Region2743	chr2R	18166742	18167533	.	792	Gd7	Down	-0.410296249988458	0.266007875802466	0.279218379864539
Region2744	chr2R	18172376	18172710	.	335	Toll9	Up	-0.270210584295051	-0.114595511431208	0.571700829634216
Region2745	chr2R	18183874	18184298	.	425	Gd7	Down	-0.363447758334699	0.176586962684747	0.326360047363313
Region2746	chr2R	18202198	18203020	.	823	Toll9	Down	0.484413084327499	-0.124322243793163	-0.583583378149684
Region2747	chr2R	18205329	18205771	.	443	Toll9	Up	-1.61927495588394	-0.504400449247247	3.18198626677754
Region2748	chr2R	18209247	18209765	.	519	Gd7	Up	1.81678114766373	-1.31410195535015	-1.05406040160937
Region2749	chr2R	18210622	18211620	.	999	Gd7	Up	1.12230954017938	-0.807127123100083	-0.657370579206115
Region2750	chr2R	18229656	18230055	.	400	Toll10b	Up	-0.299257625307692	0.817016227084006	-0.630105505869662
Region2751	chr2R	18231028	18231467	.	440	Toll10b	Down	0.264436244020041	-0.598353862057182	0.391379641809115
Region2752	chr2R	18232437	18233145	.	709	Toll10b	Up	-0.154497491331343	0.472218494304082	-0.392778760051705
Region2753	chr2R	18242140	18242589	.	450	Toll10b	Down	0.393786194322836	-0.710439998054039	0.341126186372708
Region2754	chr2R	18246392	18246741	.	350	Toll9	Up	-1.21610701909366	-0.151820465757134	2.08594727266111
Region2755	chr2R	18255075	18255447	.	373	Toll10b	Down	0.912340626993669	-1.01806355437881	-0.0500022304223586
Region2756	chr2R	18257802	18258152	.	351	Gd7	Up	0.421841240423904	-0.237041576450376	-0.335857849582128
Region2757	chr2R	18276834	18277252	.	419	Toll9	Down	0.017785294794774	0.23968726162602	-0.348308676715383
Region2758	chr2R	18288561	18289147	.	587	Toll10b	Down	0.122441171909565	-0.303525389885808	0.216645951942728
Region2759	chr2R	18293038	18293355	.	318	Toll10b	Up	-1.13849456209153	1.46327724664744	-0.195698127880373
Region2760	chr2R	18299711	18300364	.	654	Gd7	Down	-0.498697858828625	0.348645744668557	0.305486623800439
Region2761	chr2R	18304794	18305165	.	372	Toll10b	Down	0.173617150639104	-0.567508743354107	0.490704890374253
Region2762	chr2R	18305594	18305892	.	299	Gd7	Down	-1.0050708443493	0.44276201465452	0.963492799057224
Region2763	chr2R	18306743	18307589	.	847	Toll9	Up	-0.713366822111164	0.0190948404328172	1.07887338703308
Region2764	chr2R	18309505	18309960	.	456	Toll9	Down	0.0397628081953666	0.471970227726507	-0.69319853380229
Region2765	chr2R	18311768	18312187	.	420	Toll9	Up	-1.26466317622764	-0.178604586102621	2.1969666822484
Region2766	chr2R	18334895	18335487	.	593	Toll10b	Up	-3.966380659093	4.42301096824445	0.221395513208796
Region2767	chr2R	18336721	18337226	.	506	Toll10b	Up	-1.86218930604042	2.53758537569556	-0.513027895200108
Region2768	chr2R	18338847	18339310	.	464	Gd7	Down	-1.41855135775271	0.935046064336967	0.944815450486839
Region2769	chr2R	18339967	18340477	.	511	Gd7	Down	-3.53717435766596	2.20868754261671	2.52033295008737
Region2770	chr2R	18340908	18341661	.	754	Toll9	Up	-3.01328691311801	0.837038697244829	3.54493386872091
Region2771	chr2R	18356239	18358052	.	1814	Toll9	Up	-0.0168296541171016	-0.0468432044301437	0.0887458136717389
Region2772	chr2R	18377377	18377729	.	353	Toll10b	Up	-0.628131779718757	1.14153039302408	-0.555243086632574
Region2773	chr2R	18411224	18411559	.	336	Gd7	Down	-0.455489240104115	0.32643660991633	0.26831393521447
Region2774	chr2R	18411764	18412828	.	1065	Toll9	Up	-0.460504429702408	0.113538314364023	0.561000357467781
Region2775	chr2R	18413350	18413828	.	479	Gd7	Down	-0.0703457924834437	0.0514298889060488	0.0400800566386226
Region2776	chr2R	18440092	18441341	.	1250	Toll9	Up	-0.0834458195440189	-0.147660027985823	0.32680358703293
Region2777	chr2R	18445558	18446092	.	535	Toll10b	Down	1.27396800429166	-1.29342493204467	-0.24135410550993
Region2778	chr2R	18446401	18446875	.	475	Toll10b	Down	0.136119369745525	-0.208340940805424	0.0680840696379919
Region2779	chr2R	18450739	18451372	.	634	Toll10b	Up	-0.695026463225441	1.06911418248572	-0.35476267617683
Region2780	chr2R	18487962	18488456	.	495	Toll9	Down	1.29727319118205	-0.29001559815183	-1.62029846081333
Region2781	chr2R	18488731	18489097	.	367	Gd7	Up	2.18330259991815	-2.06272389856454	-0.619624263183796
Region2782	chr2R	18513953	18514211	.	259	Gd7	Down	-3.2621523109675	2.68074138150063	1.46279630583469
Region2783	chr2R	18514828	18515078	.	251	Toll10b	Up	-0.568521008857314	0.997040469730192	-0.454160965418748
Region2784	chr2R	18531775	18532592	.	818	Gd7	Up	1.2925736027521	-1.18557141749948	-0.414499564625983
Region2785	chr2R	18536563	18536876	.	314	Gd7	Up	0.789795300072787	-0.748780415072629	-0.220660500454742
Region2786	chr2R	18582974	18583626	.	653	Toll10b	Up	-1.23649868820935	2.52168092043052	-1.46043147500805
Region2787	chr2R	18591059	18591251	.	193	Toll9	Down	0.378988563458183	0.39892187327984	-1.12062409466668
Region2788	chr2R	18611620	18612064	.	445	Toll9	Down	-0.0462031295864629	0.650196865252861	-0.798627695657042
Region2789	chr2R	18614846	18615308	.	463	Gd7	Down	-0.42462633364733	0.37239803403844	0.159022055149335
Region2790	chr2R	18627759	18628184	.	426	Toll10b	Up	-0.0956578482952954	0.166457382744547	-0.0746734314857101
Region2791	chr2R	18631744	18632004	.	261	Gd7	Down	-0.113620133341944	0.0573380045960771	0.0991701618793054
Region2792	chr2R	18638662	18639837	.	1176	Gd7	Down	-0.398880605550254	0.308020763282048	0.205318903601276
Region2793	chr2R	18652822	18653132	.	311	Toll10b	Up	-1.4328377945278	1.92766458233228	-0.36148853777407
Region2794	chr2R	18653938	18654415	.	478	Toll10b	Down	0.895605028515601	-0.941262534590413	-0.126875192416998
Region2795	chr2R	18660419	18660769	.	351	Toll9	Up	-0.26025093973196	-0.323384028739383	0.83570323046294
Region2796	chr2R	18672081	18672512	.	432	Gd7	Down	-1.95904300806106	0.912096461120242	1.81231317968788
Region2797	chr2R	18673296	18673741	.	446	Gd7	Down	-0.449007558970078	0.290022991888925	0.30701142820853
Region2798	chr2R	18674680	18675900	.	1221	Toll9	Down	-0.125410009011579	1.3072960124822	-1.5553966151878
Region2799	chr2R	18677360	18678542	.	1183	Toll9	Down	-0.0710003441916483	1.05043410219632	-1.29587467299678
Region2800	chr2R	18687939	18689250	.	1312	Gd7	Down	-0.405277849849472	0.221261422536678	0.331333150943288
Region2801	chr2R	18717229	18717599	.	371	Toll9	Up	-2.81687661321427	0.0108902376670081	4.34648834218622
Region2802	chr2R	18796290	18796875	.	586	Toll9	Up	0.0468660125199495	-0.537161277707425	0.646325813297743
