seqnames	start	end	width	strand	geneID	Chr	ATAC_Start	ATAC_End	Strand	Length	ATAC_factor	ATAC_direction	ATAC_Gd7	ATAC_Time	ATAC_Toll10b	ATAC_Toll9	PRO_Gd7	PRO_Toll10b	PRO_Toll9	PRO_Time	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_Chr	K27ac_Start	K27ac_End	K27ac_Strand	K27ac_Length	K27ac_factor	K27ac_direction	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	enhancerID	enhancerGenotype	insituID	inSituLocation	inSituScore	geneID_unique	enhancer	inSitu	PC1	PC2	PC3	PC4	PC5	distance5	distance4	distance3	distance2	distance1
chr2L	22131205	22131668	464	*	Region1616	chr2L	22131205	22131668	.	464	Toll10b	Down	0.491110454695208	0.627673480938556	-1.04786282518445	0.829871369448728	-0.112942937314334	-1.08101017136415	1.68247396267241	1.25524569354341	0.552613810077322	-1.07820329818317	0.587334034159867	Region1022	chr2L	22131379	22131857	.	479	Toll9	Down	0.532313511630307	0.200268780685839	-0.709088527509515	None	None	None	None	-1	Region1616	0	0	1.45916062239397	0.605528601408353	0.600500089658455	2.21259689908832	1.36576325714787	3.1011786919136	2.78424136967393	1.69009318285961	1.57981473884399	1.45916062239397
chr2L	22134084	22134474	391	*	Region1617	chr2L	22134084	22134474	.	391	Gd7	Up	2.39612357155211	0.408926830967152	-2.18294494441526	-0.127796965235845	2.01373508135098	-2.53128982454869	0.673164033780793	-0.16964196155073	1.02312815590281	-1.61426067727237	0.576285515754309	Region1023	chr2L	22134277	22134802	.	526	Toll9	Down	0.823570199872676	0.690579910735985	-1.52391446009309	None	None	None	None	-1	Region1617	0	0	3.99799615139538	-1.44654231274009	-0.257216459285563	1.61481042637656	2.49045818083376	5.19159059052844	4.55524213507708	4.25941524109204	4.25164178748866	3.99799615139538
chr2L	22151388	22152517	1130	*	Region1620	chr2L	22151388	22152517	.	1130	Time	Down	0.877267357282696	-3.66281568863225	-0.246488333333403	-0.834825098609317	1.38498394485454	-1.62416644289549	0.298726288056105	-6.2667005149052	0.208560683191541	0.375230488493994	-0.824978486959623	Region1025	chr2L	22150608	22152476	.	1869	Gd7	Up	1.1942814297834	0.0755294527829673	-1.17182956376693	None	None	None	None	-1	Region1620	0	0	3.52369168870206	-2.60356619991952	-5.66506454301815	-1.59057138751692	-2.47134426171631	7.74114824490905	7.33606390987294	7.16155823483638	4.38120532209931	3.52369168870206
chr2L	22261046	22261548	503	*	Region1624	chr2L	22261046	22261548	.	503	Toll9	Down	0.106454091413461	-0.306955673067892	3.09893584491074	-4.56214971465232	-0.0652330297032159	3.6177396773042	-4.99513461753909	0.0313319878068837	-1.14293922338708	3.40459520013425	-2.78656078167642	Region1031	chr2L	22261350	22261648	.	299	Toll10b	Up	-0.46046768532823	2.32960735325001	-2.19259629572929	region 341	Toll10b	None	None	-1	Region1624	1	0	-5.76621101158246	-7.1210387707661	0.327621350302751	-3.86570321543171	-0.207355571444287	9.95250601792489	9.95034570775419	9.16873591909065	9.1628806935837	5.76621101158246
chr2L	22574337	22574669	333	*	Region1630	chr2L	22574337	22574669	.	333	Gd7	Up	1.26869144807554	0.10775424149752	-1.12796315712142	-0.107379088908331	1.24846975387384	-1.5061203788343	0.328419777991522	-0.824653776933854	0.984834717472153	-1.52765672859457	0.519675819476558	Region1036	chr2L	22574565	22575027	.	463	Gd7	Up	0.739710217302488	-0.580696529887488	-0.0223289675457375	None	None	None	None	-1	Region1630	0	0	3.22210915802761	-0.314949730556903	-0.0390830470920274	-0.0737038232381139	0.808603091019634	3.33796037363532	3.23853987116928	3.2377010738475	3.23746517495142	3.22210915802761
chr2R	342369	343567	1199	*	Region1644	chr2R	342369	343567	.	1199	Gd7	Up	2.55712915884791	-1.37875079553993	-1.65844200980423	-1.09330201556559	1.26823029881946	-0.861807696196786	-0.60619511066483	-0.576785869103717	1.91955438287617	-1.40485510978262	-1.0916399395563	Region1048	chr2R	342900	343292	.	393	Gd7	Up	1.23843541562243	-0.297176859628836	-0.79417598578523	None	None	None	None	-1	Region1644	0	0	3.88550252950601	-2.50109705092178	-0.514344115906723	-0.996392105470665	1.7768771690868	5.07614577572012	4.75499352915852	4.64942644145438	4.6208891314256	3.88550252950601
chr2R	4309701	4310039	339	*	Region1696	chr2R	4309701	4310039	.	339	Time	Down	-0.141833882821173	-2.07473294920269	-0.182844108999615	0.452472554096932	-0.257534336444586	-0.057180521902103	0.449685011009654	-1.3294853445318	-0.715761567037854	-0.0893581095319016	1.22760614971119	Region1085	chr2R	4309411	4309888	.	478	Toll9	Up	-0.496068572078682	-0.380124500540356	0.877733881774298	None	None	None	None	-1	Region1696	0	0	0.538372633965606	1.32597280972168	-1.98138484947189	-0.807169567728364	-0.900290476386546	2.72689944071653	2.57399642927254	2.44416343701501	1.43110062019561	0.538372633965606
chr2R	4544490	4545053	564	*	Region1697	chr2R	4544490	4545053	.	564	Toll9	Up	0.179383602809771	-0.0164426945550411	-1.04780309387507	1.25130556205685	0.345766048685021	-1.70485024563424	1.9022573645478	-0.201255367665803	-0.13582494670129	-0.307255238519205	0.62141876851964	Region1089	chr2R	4544170	4547875	.	3706	Toll9	Up	-0.0234792689832994	-0.0503735489122058	0.0778477111672721	None	None	None	None	-1	Region1697	0	0	1.64681967821637	1.43852369700015	-0.791818133040402	1.51874467180083	0.539458980078335	2.82947747906108	2.77757570793789	2.32558410624154	2.18663336647726	1.64681967821637
chr2R	4730128	4730587	460	*	Region1701	chr2R	4730128	4730587	.	460	Toll9	Up	-1.13315413950188	-0.384948254251803	0.143390261185888	1.3278256436427	-1.51028023734103	0.446037360949333	1.53806627410439	-0.985397433488919	-1.26483064970096	0.724114715530594	0.989035579746005	Region1094	chr2R	4728200	4730346	.	2147	Gd7	Down	-0.528005002154919	0.264441603815711	0.184172420290839	None	None	None	None	-1	Region1701	0	0	-1.32141849663943	1.87796703171293	-1.50751986400346	1.06700155393967	-1.2200999367977	3.18946066407941	2.94686536372739	2.74691156680125	2.29628112727111	1.32141849663943
chr2R	5937370	5938990	1621	*	Region1724	chr2R	5937370	5938990	.	1621	Time	Down	-0.483170319274687	-2.80646283950684	0.755364356186985	-0.423588399156893	-0.601995140112439	0.367609649150643	0.346072338527616	-3.1607879288784	-0.23132317212821	1.25415896279254	-1.32016260066859	Region1129	chr2R	5937484	5938516	.	1033	Toll10b	Up	-0.782657314001874	2.65438810234001	-2.26342441205236	None	None	None	None	-1	Region1724	0	0	-1.43794037787183	-2.66950568365024	-5.07072173233295	0.0910175045539805	-0.619108024001835	5.9411893542983	5.90884389692637	5.90814285644049	3.03214991802106	1.43794037787183
chr2R	5937370	5938990	1621	*	Region1724	chr2R	5937370	5938990	.	1621	Time	Down	-0.483170319274687	-2.80646283950684	0.755364356186985	-0.423588399156893	-0.601995140112439	0.367609649150643	0.346072338527616	-3.1607879288784	-0.23132317212821	1.25415896279254	-1.32016260066859	Region1130	chr2R	5938779	5939329	.	551	Toll10b	Up	-1.63760593998058	1.91615019412473	-0.657516098942885	None	None	None	None	-1	Region1724.1	0	0	-1.43869545671833	-1.27819567695727	-4.88283669035392	-1.23469419349186	-0.414218316108541	5.4075659510803	5.39167809701981	5.24840194253838	1.92448143814749	1.43869545671833
chr2R	6193687	6194962	1276	*	Region1743	chr2R	6193687	6194962	.	1276	Toll10b	Down	1.66314390802878	-0.712873198695817	-2.4676578023798	1.26926316343281	1.85902626638858	-2.6781443730116	1.10155100091682	-3.5130094918229	1.09912952854284	-1.27592233431552	0.00588225688810344	Region1143	chr2R	6193229	6195991	.	2763	Gd7	Up	3.52007023162066	-2.91275420184747	0.0612204571641489	region 59	Gd7	None	None	-1	Region1743	1	0	7.14520551430617	-0.0536537575851741	-0.818451147037743	0.215254767607299	-1.87957355925473	7.43678924180919	7.19534832113355	7.19212783864843	7.14540695603646	7.14520551430617
chr2R	6195578	6196912	1335	*	Region1744	chr2R	6195578	6196912	.	1335	Toll10b	Down	0.973145190647431	-1.21760813197684	-1.94884902550227	1.46261067246206	0.82322099942797	-1.5706268920623	1.02888024751864	-1.04424379224995	0.743116521681046	-0.944086838803765	0.112958454741977	Region1143	chr2R	6193229	6195991	.	2763	Gd7	Up	3.52007023162066	-2.91275420184747	0.0612204571641489	region 59	Gd7	None	None	-1	Region1744	1	0	5.43985140171926	0.38276327021618	0.371853450202708	0.729741548939027	-1.78090006136191	5.79490239253846	5.51446177885831	5.46596432317677	5.45330092639436	5.43985140171926
chr2R	6195578	6196912	1335	*	Region1744	chr2R	6195578	6196912	.	1335	Toll10b	Down	0.973145190647431	-1.21760813197684	-1.94884902550227	1.46261067246206	0.82322099942797	-1.5706268920623	1.02888024751864	-1.04424379224995	0.743116521681046	-0.944086838803765	0.112958454741977	Region1144	chr2R	6196759	6199011	.	2253	Toll10b	Down	1.44439936241264	-2.41936242089699	1.39755080717795	region 59	Gd7	None	None	-1	Region1744.1	1	0	4.52196312815133	1.67458666083309	-0.314218773960175	-0.4310415547039	-0.512013500790094	4.87842998328173	4.85148650176324	4.83230012053363	4.82207331103544	4.52196312815133
chr2R	6202232	6202971	740	*	Region1745	chr2R	6202232	6202971	.	740	Gd7	Up	1.53208217322927	-0.0784897859142991	-1.08909126184047	-0.518958247791301	0.405645010567317	-0.250321707021127	-0.229519044485571	1.55033720247999	1.91569245367427	-1.31747804388282	-1.20258570777304	Region1146	chr2R	6202443	6203298	.	856	Toll10b	Down	0.453390506611124	-1.37213200750089	1.12559805753069	None	None	None	None	-1	Region1745	0	0	2.44987682926874	-0.143114861562344	1.71309755289954	-1.47953048285953	2.06637556543248	3.92632143297835	3.33857634593681	2.99283837985586	2.4540534513714	2.44987682926874
chr2R	6220912	6221691	780	*	Region1748	chr2R	6220912	6221691	.	780	Toll9	Up	-0.0286163700197743	-0.224110702449446	-0.364836017232324	0.558847730378136	0.467171978764226	-1.73508450685554	1.7707113070829	0.418182533279213	0.344490559568897	-1.04340873690323	0.862957580680102	Region1150	chr2R	6221083	6222186	.	1104	Toll9	Down	0.499188386966724	0.844280209759787	-1.40094606724074	None	None	None	None	-1	Region1748	0	0	1.41440734672612	-0.121267685624413	-0.714976104800708	2.42792957474076	0.715794861973006	2.98892106433297	2.9019453551689	1.58947941933374	1.41959641942685	1.41440734672612
chr2R	6459774	6460140	367	*	Region1757	chr2R	6459774	6460140	.	367	Toll9	Up	-1.65603981379364	-0.704396145068131	-0.380800612242638	2.7822227110012	-0.801977695392159	-0.0907436978796407	1.27752353730521	-2.58322552378771	-0.820642413659265	-1.22962141331884	2.91581740296128	Region1153	chr2R	6459957	6460463	.	507	Toll9	Up	-0.136887174891403	-0.829418335454522	1.05448202287613	None	None	None	None	-1	Region1757	0	0	0.916433980843251	3.49785105240302	-1.96181070312892	0.826726578718679	-2.50331313500524	4.8860585289988	4.19606855245624	4.11381993540703	3.61591111976513	0.916433980843251
chr2R	6514023	6517254	3232	*	Region1764	chr2R	6514023	6517254	.	3232	Toll10b	Down	1.37933563646875	-0.93669406316119	-1.87687387493581	0.810740843028001	1.7192614849179	-1.71166539275642	-0.0574896897556094	-2.02843289462852	1.41657516986307	-1.25203867210525	-0.517497910779676	Region1155	chr2R	6513156	6514553	.	1398	Toll10b	Down	1.00208149524098	-1.59828937548783	0.879674164225738	None	None	None	None	-1	Region1764	0	0	4.71620732718447	0.0526563282626364	-0.91338833353603	-1.27883081738158	0.209786484368762	4.975849788553	4.97142542428418	4.80412973281679	4.71650127127032	4.71620732718447
chr2R	6514023	6517254	3232	*	Region1764	chr2R	6514023	6517254	.	3232	Toll10b	Down	1.37933563646875	-0.93669406316119	-1.87687387493581	0.810740843028001	1.7192614849179	-1.71166539275642	-0.0574896897556094	-2.02843289462852	1.41657516986307	-1.25203867210525	-0.517497910779676	Region1156	chr2R	6514782	6518380	.	3599	Gd7	Up	1.54266074874271	-1.3211767204211	0.076910477093846	None	None	None	None	-1	Region1764.1	0	0	4.79270019153761	-0.653958753487303	-0.937403662927414	-0.611351338584295	0.0162200333828007	4.96491453634086	4.96488804140495	4.92710491105041	4.83711041606735	4.79270019153761
chr2R	6572943	6574333	1391	*	Region1771	chr2R	6572943	6574333	.	1391	Toll9	Up	-0.085574449634287	0.0852611854164235	-1.25727283426135	1.90822811065147	0.0465011383635302	-0.386743705030331	0.477314907083342	-1.08501643292598	-0.0768582530406406	-0.244105105864104	0.445630908837547	Region1158	chr2R	6570867	6573159	.	2293	Toll9	Up	-0.0261410446151092	-1.45362451707276	1.65347732327701	None	None	None	None	-1	Region1771	0	0	1.68414993482478	2.31647547486987	-0.223564666846743	-0.503896387906335	-0.513918237120719	2.96149021830168	2.91655830708924	2.87269921657423	2.86398666698082	1.68414993482478
chr2R	6813761	6814470	710	*	Region1802	chr2R	6813761	6814470	.	710	Time	Down	0.142154089773912	-4.54663945783173	0.334550531362785	-0.669195779143582	0.420454685027917	-0.562219673385268	0.187958377844854	-1.73860316730967	0.801396967193739	-0.528857694692644	-0.53290395660047	Region1185	chr2R	6812809	6813974	.	1166	Toll9	Down	0.444362545291876	1.26692089837982	-1.82486728333979	None	None	None	None	-1	Region1802	0	0	1.40804248627156	-2.52946185628218	-4.1894918722306	-0.284383050466881	-0.455091489580932	5.12060397378086	5.100340850611	5.09240641278939	2.89495439092437	1.40804248627156
chr2R	7011958	7012824	867	*	Region1811	chr2R	7011958	7012824	.	867	Toll9	Down	0.53785321966962	0.904660881439806	0.171446555869104	-0.971723156338803	0.819149082456944	0.577793596803267	-1.98722223751017	0.699496022248108	-0.0689426851817504	0.475802720252333	-0.529972239171469	Region1192	chr2R	7012318	7012765	.	448	Toll9	Down	1.3804745584643	0.197180115335972	-1.47770530570739	None	None	None	None	-1	Region1811	0	0	-0.14194470026831	-3.08466272013259	1.71086897806523	-0.243893720129091	0.0927580182395726	3.53983802619303	3.53862250059744	3.53020750877566	3.08792687654842	0.14194470026831
chr2R	7483390	7487124	3735	*	Region1839	chr2R	7483390	7487124	.	3735	Time	Down	-1.04013237031146	-2.44477745175431	-0.0786540989473613	1.51861306598076	-0.278535735306574	-0.507247845055728	1.11285600589299	-2.01420945925314	-0.399644115041182	-0.156890537445158	0.828611133823566	Region1205	chr2R	7484213	7486337	.	2125	Toll9	Down	0.675383714656197	0.473505708834967	-1.14565527769436	None	None	None	None	-1	Region1839	0	0	0.888127531525159	0.116792031125471	-3.1217636226233	1.35324272574728	-1.85398527383053	3.97697702742798	3.51839237168191	3.24774060022064	0.895773906065245	0.888127531525159
chr2R	7483390	7487124	3735	*	Region1839	chr2R	7483390	7487124	.	3735	Time	Down	-1.04013237031146	-2.44477745175431	-0.0786540989473613	1.51861306598076	-0.278535735306574	-0.507247845055728	1.11285600589299	-2.01420945925314	-0.399644115041182	-0.156890537445158	0.828611133823566	Region1206	chr2R	7486613	7490542	.	3930	Toll9	Down	0.193575971767917	0.815664525514235	-1.09066612492151	None	None	None	None	-1	Region1839.1	0	0	0.583836740565173	0.208904584882791	-3.39476906374367	1.28873689353602	-1.48262146296359	3.97089066137196	3.68372179217307	3.45093660639686	0.620085853103275	0.583836740565173
chr2R	7490360	7491218	859	*	Region1841	chr2R	7490360	7491218	.	859	Toll10b	Down	0.562180042964613	-0.777492358296874	-1.10136923479697	0.810055479059507	1.66398716492066	-2.35892981824677	0.932197131509087	-0.319346706293704	0.191535782605774	-0.692941425853909	0.630758245920872	Region1206	chr2R	7486613	7490542	.	3930	Toll9	Down	0.193575971767917	0.815664525514235	-1.09066612492151	None	None	None	None	-1	Region1841	0	0	2.39294995364439	-0.433393762679664	-1.43633731779034	1.58381619040241	1.02727714111643	3.39718656748413	3.23814426016419	2.82437683828725	2.43187985603243	2.39294995364439
chr2R	7490360	7491218	859	*	Region1841	chr2R	7490360	7491218	.	859	Toll10b	Down	0.562180042964613	-0.777492358296874	-1.10136923479697	0.810055479059507	1.66398716492066	-2.35892981824677	0.932197131509087	-0.319346706293704	0.191535782605774	-0.692941425853909	0.630758245920872	Region1207	chr2R	7490852	7493502	.	2651	Toll10b	Down	2.06854389002645	-2.50808938393633	0.928866312341233	None	None	None	None	-1	Region1841.1	0	0	4.37554337561001	1.02635120532286	0.62163932650653	0.0412367461005861	-1.0902934466522	4.6664389366854	4.53728030322139	4.53709291074933	4.49430491049643	4.37554337561001
chr2R	7491870	7492846	977	*	Region1842	chr2R	7491870	7492846	.	977	Gd7	Up	1.49129703850618	-0.270595114934201	-1.31408643920616	-0.143029114614497	1.1931598087114	-0.980362755693112	-0.331800166517839	0.517684717392202	0.685323577076213	-1.16571621622223	0.498999364358112	Region1207	chr2R	7490852	7493502	.	2651	Toll10b	Down	2.06854389002645	-2.50808938393633	0.928866312341233	None	None	None	None	-1	Region1842	0	0	3.93278370049559	0.123367397964757	1.93103715935832	-0.893450343766367	-0.10520898132905	4.47439762505698	4.47316053561274	4.38302540040404	3.93471817920475	3.93278370049559
chr2R	7493076	7493459	384	*	Region1843	chr2R	7493076	7493459	.	384	Toll10b	Down	1.11941858853133	0.00815551786385757	-1.38352543563422	0.458827945552281	0.239088449351207	-1.1653652965556	1.29638025691872	0.0340397310423409	0.506202535121441	-0.826641701008158	0.322551927190576	Region1207	chr2R	7490852	7493502	.	2651	Toll10b	Down	2.06854389002645	-2.50808938393633	0.928866312341233	None	None	None	None	-1	Region1843	0	0	3.71125881359221	1.19863244393548	1.31776229442171	0.177724428032537	-0.49571580022956	4.1501782261292	4.12046661848384	4.11663201922642	3.90002073290907	3.71125881359221
chr2R	7525367	7525903	537	*	Region1847	chr2R	7525367	7525903	.	537	Gd7	Down	-0.446175424434783	0.278138736355574	0.347656142823918	0.107662860211245	-0.647463503925983	0.342276416512708	0.446898790031261	0.626031271301711	-0.603301673166533	0.115322464606468	0.779618506755132	Region1215	chr2R	7524927	7525714	.	788	Gd7	Down	-2.27131887819079	0.284665389552477	1.74843481425694	None	None	None	None	-1	Region1847	0	0	-1.74610575198131	2.16863437205721	-0.14345708943802	-1.01226547826434	1.08360032211263	3.15773832510684	2.96599421303649	2.78790966017197	2.78421628771369	1.74610575198131
chr2R	7806193	7806661	469	*	Region1864	chr2R	7806193	7806661	.	469	Time	Up	-0.403965908944571	1.07002811922812	0.423419815042847	-0.0574306208303835	-0.493807647428013	0.771548563440693	-0.37722342373302	0.819833632172875	-0.403122511666811	0.336791200708862	0.173372313121994	Region1230	chr2R	7805469	7807081	.	1613	Toll9	Down	0.603729124787311	1.05408101639096	-1.73132028435075	None	None	None	None	-1	Region1864	0	0	-1.4737884197029	-1.59445321143911	0.852580004029819	1.4055005007016	0.0693480291198637	2.72423692424239	2.72335412134794	2.33264356745525	2.17125156292837	1.4737884197029
chr2R	7829009	7829405	397	*	Region1867	chr2R	7829009	7829405	.	397	Toll10b	Up	-1.76077553631526	-0.149963050840705	1.84861136715445	-0.254660688929615	-1.66725707746987	2.00593330547048	-0.430988303697688	0.0932334046277685	-1.20347980059792	1.77732049617089	-0.515292676311072	Region1235	chr2R	7828989	7829449	.	461	Gd7	Down	-1.13191047559692	0.746681851093238	0.193259443094498	None	None	None	None	-1	Region1867	0	0	-4.08640979532522	-0.0738166219129069	-0.457192483032278	-0.872532065398243	-1.07715965053009	4.3399082932039	4.2041088331167	4.1125684037523	4.08707645010471	4.08640979532522
chr2R	7959255	7960006	752	*	Region1874	chr2R	7959255	7960006	.	752	Time	Down	-0.119427998579041	-1.73544047191997	0.477794854759408	-0.519708237327067	0.84178033919111	-0.504887462668794	-0.496785824152486	-2.54680579603645	0.825700802036365	-0.197484736450027	-1.01395633287896	Region1244	chr2R	7958434	7960057	.	1624	Toll9	Down	0.581751689341375	1.16078501281148	-1.83094178186574	None	None	None	None	-1	Region1874	0	0	0.97865737072785	-2.9829504224745	-2.82924204466686	-0.379154868773352	-0.652411028434742	4.29299109992897	4.24312767119327	4.22615357263925	3.13938902849277	0.97865737072785
chr2R	7960501	7962076	1576	*	Region1875	chr2R	7960501	7962076	.	1576	Time	Down	-0.124814309948291	-1.9692757894143	0.0355150783907473	0.118140424818579	1.37530135271764	-0.824250052802236	-0.812542889958298	-2.36291547928466	0.103076558688224	0.117753523517559	-0.317139802622875	Region1245	chr2R	7960271	7963683	.	3413	Toll9	Down	0.252891911224863	1.54361515129093	-1.96077815086005	None	None	None	None	-1	Region1875	0	0	0.894517371519092	-2.70273056575254	-3.13524368813045	0.0717949766120447	-0.522083462917779	4.26759797589736	4.23554262658647	4.23493409901078	2.84691303678255	0.894517371519092
chr2R	8129448	8130100	653	*	Region1895	chr2R	8129448	8130100	.	653	Time	Down	0.0120025231011036	-3.38499097968079	-0.50451299634091	0.70306223484767	0.621505396710371	-0.979193361223456	0.486199482285917	-2.34453364566368	-0.40989618557294	-0.631114011523638	1.47906712645543	Region1255	chr2R	8126637	8132383	.	5747	Gd7	Up	0.45306446643741	-0.235871822822697	-0.147984208866105	None	None	None	None	-1	Region1895	0	0	2.2862355573963	0.334209087656451	-3.27453655939089	-0.213671566524824	-1.53101590832981	4.29544219689463	4.01332953485058	4.00763751067419	2.31053429712162	2.2862355573963
chr2R	8170169	8170451	283	*	Region1901	chr2R	8170169	8170451	.	283	Toll9	Up	-0.171258239288059	0.151545483642445	-0.166173373625749	0.468492656001589	-1.55894535454218	0.622394631952051	1.35978097765354	0.349739527216238	-0.789906601948422	0.0105948083226375	1.20863331931209	Region1258	chr2R	8170238	8170843	.	606	Gd7	Down	-1.34280034781044	-0.0943472083397222	1.32812295713826	None	None	None	None	-1	Region1901	0	0	-1.19397097475835	2.59742040560748	-0.205173554318212	0.0496398427138194	0.448950843542782	2.90142665137783	2.86648212159221	2.86605227437029	2.85869890894994	1.19397097475835
chr2R	8236949	8238247	1299	*	Region1905	chr2R	8236949	8238247	.	1299	Time	Up	-0.416547736125276	1.26583230533923	0.757620029841521	-0.516891897869888	-0.242324103234352	0.263675091062028	-0.0234350028664589	0.885373796970928	-0.128263381861376	0.278656001038058	-0.174327934408997	Region1262	chr2R	8236944	8237687	.	744	Toll9	Down	0.543504186408127	1.33103328800444	-1.98699314972195	None	None	region 340	None	0	Region1905	0	0	-1.43137648657507	-2.01948785719894	0.784077641378891	1.55393381398764	0.37787987901082	3.0495001394687	3.02599700886475	2.59652606368668	2.47531207157683	1.43137648657507
chr2R	8642970	8643969	1000	*	Region1926	chr2R	8642970	8643969	.	1000	Toll10b	Down	1.63946808057167	-0.202796840958623	-1.92743201897302	0.531069373263846	-0.509571674797779	0.296935775755049	0.312963506398295	-0.921273476802308	1.22015756199689	-0.62831708574159	-1.0480718790784	Region1271	chr2R	8643028	8643511	.	484	Toll10b	Up	-1.04532548500035	1.90315840468411	-1.18210267110759	region 351	Toll10b	region 400	anterior_endoderm_AISN	4	Region1926	1	0	0.7028612852961	-1.08099469805816	-1.9959891685805	0.595790523033941	2.83226969088808	3.74476357517386	2.44979644705956	2.37624415510877	1.28940432898216	0.7028612852961
chr2R	8642970	8643969	1000	*	Region1926	chr2R	8642970	8643969	.	1000	Toll10b	Down	1.63946808057167	-0.202796840958623	-1.92743201897302	0.531069373263846	-0.509571674797779	0.296935775755049	0.312963506398295	-0.921273476802308	1.22015756199689	-0.62831708574159	-1.0480718790784	Region1271	chr2R	8643028	8643511	.	484	Toll10b	Up	-1.04532548500035	1.90315840468411	-1.18210267110759	region 351	Toll10b	region 401	None	0	Region1926.1	1	0	0.7028612852961	-1.08099469805816	-1.9959891685805	0.595790523033941	2.83226969088808	3.74476357517386	2.44979644705956	2.37624415510877	1.28940432898216	0.7028612852961
chr2R	8642970	8643969	1000	*	Region1926	chr2R	8642970	8643969	.	1000	Toll10b	Down	1.63946808057167	-0.202796840958623	-1.92743201897302	0.531069373263846	-0.509571674797779	0.296935775755049	0.312963506398295	-0.921273476802308	1.22015756199689	-0.62831708574159	-1.0480718790784	Region1272	chr2R	8643851	8644241	.	391	Toll10b	Up	-1.01892397441098	2.09858946465476	-1.42523673758096	region 351	Toll10b	region 400	anterior_endoderm_AISN	4	Region1926.2	1	0	0.633697331740292	-1.281512868716	-2.08806054117273	0.792151480550645	2.88420807464308	3.91790818556497	2.6516689711728	2.53058182332483	1.42963195996015	0.633697331740292
chr2R	8642970	8643969	1000	*	Region1926	chr2R	8642970	8643969	.	1000	Toll10b	Down	1.63946808057167	-0.202796840958623	-1.92743201897302	0.531069373263846	-0.509571674797779	0.296935775755049	0.312963506398295	-0.921273476802308	1.22015756199689	-0.62831708574159	-1.0480718790784	Region1272	chr2R	8643851	8644241	.	391	Toll10b	Up	-1.01892397441098	2.09858946465476	-1.42523673758096	region 351	Toll10b	region 401	None	0	Region1926.3	1	0	0.633697331740292	-1.281512868716	-2.08806054117273	0.792151480550645	2.88420807464308	3.91790818556497	2.6516689711728	2.53058182332483	1.42963195996015	0.633697331740292
chr2R	8654642	8656805	2164	*	Region1931	chr2R	8654642	8656805	.	2164	Toll9	Up	0.135609951269986	-0.809984121123672	-0.755094885900743	0.893177908869361	-0.0902568323650598	-0.718945176806259	1.14067036978553	-1.29440315149438	0.748785681839069	-0.872194597187736	0.00797925454146672	Region1275	chr2R	8653516	8655568	.	2053	Gd7	Up	1.60346671451974	-0.3733157207759	-1.04110287599599	region 63	Gd7	region 404	procephalic_ectoderm_AISN	4	Region1931	1	0	2.37260373763828	-0.430891508134931	-1.09240341471445	1.2528172378044	-0.774275608891672	3.02940835114419	2.92879023479961	2.64731207229479	2.41141369068809	2.37260373763828
chr2R	8654642	8656805	2164	*	Region1931	chr2R	8654642	8656805	.	2164	Toll9	Up	0.135609951269986	-0.809984121123672	-0.755094885900743	0.893177908869361	-0.0902568323650598	-0.718945176806259	1.14067036978553	-1.29440315149438	0.748785681839069	-0.872194597187736	0.00797925454146672	Region1275	chr2R	8653516	8655568	.	2053	Gd7	Up	1.60346671451974	-0.3733157207759	-1.04110287599599	region 63	Gd7	region 405	dorsal_ectoderm_AISN_broad	4	Region1931.1	1	1	2.37260373763828	-0.430891508134931	-1.09240341471445	1.2528172378044	-0.774275608891672	3.02940835114419	2.92879023479961	2.64731207229479	2.41141369068809	2.37260373763828
chr2R	8654642	8656805	2164	*	Region1931	chr2R	8654642	8656805	.	2164	Toll9	Up	0.135609951269986	-0.809984121123672	-0.755094885900743	0.893177908869361	-0.0902568323650598	-0.718945176806259	1.14067036978553	-1.29440315149438	0.748785681839069	-0.872194597187736	0.00797925454146672	Region1275	chr2R	8653516	8655568	.	2053	Gd7	Up	1.60346671451974	-0.3733157207759	-1.04110287599599	region 63	Gd7	region 406	ventral_ectoderm_AISN	4	Region1931.2	1	1	2.37260373763828	-0.430891508134931	-1.09240341471445	1.2528172378044	-0.774275608891672	3.02940835114419	2.92879023479961	2.64731207229479	2.41141369068809	2.37260373763828
chr2R	8654642	8656805	2164	*	Region1931	chr2R	8654642	8656805	.	2164	Toll9	Up	0.135609951269986	-0.809984121123672	-0.755094885900743	0.893177908869361	-0.0902568323650598	-0.718945176806259	1.14067036978553	-1.29440315149438	0.748785681839069	-0.872194597187736	0.00797925454146672	Region1275	chr2R	8653516	8655568	.	2053	Gd7	Up	1.60346671451974	-0.3733157207759	-1.04110287599599	region 63	Gd7	region 407	mesoderm_AISN	4	Region1931.3	1	1	2.37260373763828	-0.430891508134931	-1.09240341471445	1.2528172378044	-0.774275608891672	3.02940835114419	2.92879023479961	2.64731207229479	2.41141369068809	2.37260373763828
