# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0111277	2R	4815526	4823819	-	8294	264	459	184	129
FBtr0111274	2R	4817361	4823819	-	6459	189	341	114	67
FBtr0345361	2R	4829746	4830487	+	742	47	98	25	64
FBtr0345944	2R	4895830	4907185	-	11356	141	178	8	5
FBtr0336974	2R	4918019	5021855	+	103837	1526	1598	62	48
FBtr0310003	2R	5065337	5069710	-	4374	72	107	1	1
FBtr0086102	2R	5066396	5069710	-	3315	61	83	0	0
FBtr0086078	2R	5091081	5094990	+	3910	147	311	62	88
FBtr0345009	2R	5091504	5094990	+	3487	115	215	47	77
FBtr0111280	2R	5092385	5094990	+	2606	87	159	23	24
FBtr0309848	2R	5117090	5121747	-	4658	360	655	175	163
FBtr0309851	2R	5117313	5121747	-	4435	354	640	168	162
FBtr0309852	2R	5117432	5127821	-	10390	865	1509	270	252
FBtr0309849	2R	5117432	5121747	-	4316	352	630	165	157
FBtr0309847	2R	5117494	5127821	-	10328	863	1502	265	249
FBtr0086081	2R	5145233	5154094	+	8862	308	545	126	114
FBtr0086079	2R	5145233	5154656	+	9424	320	557	133	117
FBtr0086080	2R	5147666	5154656	+	6991	242	415	96	81
FBtr0303293	2R	5178065	5250522	-	72458	1531	2514	688	651
FBtr0111115	2R	5259504	5295865	+	36362	965	1504	217	246
FBtr0335258	2R	5294563	5295865	+	1303	63	130	97	100
FBtr0086086	2R	5307788	5329455	+	21668	518	977	264	240
FBtr0086084	2R	5307788	5329395	+	21608	518	976	260	238
FBtr0086094	2R	5339806	5340495	-	690	22	73	95	107
FBtr0347210	2R	5350977	5351872	+	896	38	124	101	98
FBtr0347209	2R	5351240	5351872	+	633	13	25	52	57
FBtr0086092	2R	5360431	5362604	-	2174	136	318	314	389
FBtr0335262	2R	5414244	5455995	+	41752	732	1023	79	114
FBtr0299920	2R	5414244	5454194	+	39951	710	993	79	114
FBtr0299918	2R	5414244	5447874	+	33631	615	889	72	109
FBtr0301063	2R	5416596	5447198	+	30603	565	809	72	107
FBtr0086076	2R	5468419	5495361	-	26943	425	559	67	57
FBtr0086068	2R	5497174	5549443	+	52270	1244	1948	393	438
FBtr0086067	2R	5497174	5549068	+	51895	1242	1944	393	438
FBtr0086075	2R	5503537	5507366	-	3830	52	68	0	2
FBtr0086069	2R	5519581	5549443	+	29863	898	1498	387	421
FBtr0086070	2R	5525377	5549443	+	24067	819	1392	385	418
FBtr0335263	2R	5527693	5549443	+	21751	788	1344	385	418
FBtr0086073	2R	5603687	5604334	-	648	49	70	10	6
FBtr0345012	2R	5603687	5604117	-	431	25	24	7	3
FBtr0273210	2R	5603895	5604334	-	440	41	66	7	5
FBtr0086071	2R	5609135	5611486	+	2352	42	59	12	13
FBtr0307172	2R	5609135	5609894	+	760	10	18	11	8
FBtr0345359	2R	5641015	5652315	-	11301	320	487	176	218
FBtr0086072	2R	5641773	5652315	-	10543	290	451	160	199
FBtr0331967	2R	5654176	5656678	+	2503	157	311	109	89
FBtr0086034	2R	5654176	5655829	+	1654	126	273	103	80
FBtr0331970	2R	5656506	5662722	-	6217	182	385	231	242
FBtr0086062	2R	5657019	5662722	-	5704	175	362	215	237
FBtr0086036	2R	5668883	5669886	+	1004	34	34	0	0
FBtr0086037	2R	5672241	5672700	+	460	50	136	31	52
FBtr0086061	2R	5676850	5690706	-	13857	247	365	13	16
FBtr0086060	2R	5676850	5691223	-	14374	256	379	17	18
FBtr0086038	2R	5698372	5700112	+	1741	91	150	139	146
FBtr0345358	2R	5698958	5700112	+	1155	49	60	58	44
FBtr0307531	2R	5702612	5705339	+	2728	90	112	57	39
FBtr0307530	2R	5703175	5705339	+	2165	69	80	47	33
FBtr0086059	2R	5706302	5708792	-	2491	66	76	14	11
FBtr0086058	2R	5706302	5726332	-	20031	422	444	54	57
FBtr0335274	2R	5707324	5727025	-	19702	582	668	150	157
FBtr0300504	2R	5707324	5726332	-	19009	409	433	54	57
FBtr0086043	2R	5755017	5755952	+	936	21	53	25	36
FBtr0335269	2R	5755017	5756227	+	1211	22	59	30	36
FBtr0086057	2R	5758165	5759907	-	1743	44	99	41	65
FBtr0335270	2R	5761362	5774224	+	12863	335	543	156	203
FBtr0086044	2R	5761362	5772392	+	11031	276	475	140	188
FBtr0086053	2R	5774876	5782358	-	7483	141	152	3	17
FBtr0086055	2R	5774876	5782355	-	7480	140	152	3	17
FBtr0086052	2R	5791541	5792467	-	927	14	15	2	0
FBtr0335271	2R	5795913	5796610	+	698	14	24	4	5
FBtr0086051	2R	5797295	5798012	-	718	7	11	0	0
FBtr0300553	2R	5805212	5860089	+	54878	824	1012	50	60
FBtr0335273	2R	5805212	5860731	+	55520	827	1022	53	60
FBtr0340497	2R	5879296	5879895	-	600	6	9	0	1
FBtr0307307	2R	5894395	5931263	+	36869	514	689	50	71
FBtr0335266	2R	5958121	5960083	+	1963	41	32	0	6
FBtr0085966	2R	5958219	5959717	+	1499	37	23	0	6
FBtr0345665	2R	5960375	5966356	-	5982	156	113	11	12
FBtr0086033	2R	5961098	5966356	-	5259	137	99	9	12
FBtr0086032	2R	5969199	5973885	-	4687	178	414	199	218
FBtr0100576	2R	5974957	5979601	-	4645	137	237	107	123
FBtr0086031	2R	5975194	5980278	-	5085	177	337	132	147
FBtr0335275	2R	5982344	6012400	+	30057	2307	4445	708	813
FBtr0335276	2R	5993492	6012695	+	19204	711	870	340	304
FBtr0086029	2R	6014010	6015189	-	1180	50	151	28	50
FBtr0085972	2R	6018239	6020055	+	1817	42	90	28	29
FBtr0335285	2R	6018239	6020595	+	2357	56	106	34	38
FBtr0335289	2R	6020411	6022644	-	2234	54	61	5	10
FBtr0086028	2R	6020968	6022644	-	1677	31	51	5	1
FBtr0086027	2R	6026373	6035888	-	9516	189	297	28	56
FBtr0302827	2R	6036657	6039834	-	3178	54	71	6	1
FBtr0302828	2R	6036657	6040147	-	3491	55	80	6	1
FBtr0335286	2R	6043032	6044864	+	1833	71	177	78	34
FBtr0085974	2R	6043155	6044864	+	1710	62	132	70	33
FBtr0474125	2R	6051449	6068225	+	16777	239	318	23	25
FBtr0085975	2R	6051449	6068580	+	17132	242	325	23	25
FBtr0086024	2R	6057457	6059058	-	1602	19	20	2	3
FBtr0302508	2R	6074571	6075867	-	1297	54	77	43	97
FBtr0086023	2R	6074935	6075867	-	933	16	54	42	92
FBtr0085977	2R	6077410	6077988	+	579	16	37	4	7
FBtr0086022	2R	6078741	6080072	-	1332	45	84	23	30
FBtr0310665	2R	6080928	6085125	-	4198	179	400	326	344
FBtr0086020	2R	6080928	6084936	-	4009	138	303	276	304
FBtr0086021	2R	6081228	6084936	-	3709	127	283	263	293
FBtr0302439	2R	6087973	6131341	-	43369	1215	2133	604	725
FBtr0086008	2R	6090519	6168587	-	78069	10518	12698	3957	3943
FBtr0086012	2R	6090519	6131422	-	40904	1163	2043	592	709
FBtr0086010	2R	6090519	6156629	-	66111	8194	10056	3323	3410
FBtr0086009	2R	6091966	6156629	-	64664	8162	10011	3311	3395
FBtr0086011	2R	6092377	6131422	-	39046	1126	1980	577	685
FBtr0304730	2R	6137803	6138311	+	509	7	12	0	4
FBtr0345485	2R	6174184	6176095	+	1912	33	39	3	2
FBtr0085987	2R	6174184	6175331	+	1148	24	24	3	2
FBtr0307500	2R	6181848	6195764	-	13917	1128	1746	2589	2575
FBtr0086003	2R	6181848	6195509	-	13662	1066	1617	2546	2527
FBtr0307501	2R	6181848	6195820	-	13973	1164	1821	2600	2599
FBtr0336523	2R	6188170	6195509	-	7340	799	1024	1635	1572
FBtr0085990	2R	6201353	6201856	+	504	19	34	8	7
FBtr0085991	2R	6203225	6205124	+	1900	74	135	39	22
FBtr0086001	2R	6207319	6208968	-	1650	45	58	33	25
FBtr0086000	2R	6209882	6213622	-	3741	67	135	69	63
FBtr0085992	2R	6215068	6239709	+	24642	1712	3779	896	928
FBtr0085993	2R	6221540	6240502	+	18963	551	950	692	681
FBtr0085994	2R	6226134	6226784	+	651	18	37	50	29
FBtr0336519	2R	6230016	6239709	+	9694	310	510	416	403
FBtr0085997	2R	6242504	6255166	+	12663	307	560	34	16
FBtr0085996	2R	6242780	6255166	+	12387	303	545	30	14
FBtr0114492	2R	6246012	6255166	+	9155	180	220	25	13
FBtr0114365	2R	6502506	6619282	+	116777	3939	6652	1649	1967
FBtr0332950	2R	6610987	6621692	+	10706	581	1417	1077	1213
FBtr0114364	2R	6610987	6619282	+	8296	446	1110	924	1097
FBtr0301636	2R	6614268	6619282	+	5015	199	572	716	846
FBtr0086150	2R	6625342	6632590	-	7249	1691	3014	291	254
FBtr0086151	2R	6625342	6631884	-	6543	339	653	240	188
FBtr0336666	2R	6633747	6635587	-	1841	65	155	34	30
FBtr0086149	2R	6633747	6635762	-	2016	78	194	35	35
FBtr0086107	2R	6637012	6642258	+	5247	216	469	273	280
FBtr0086148	2R	6642518	6644598	-	2081	77	76	1	5
FBtr0086108	2R	6649154	6652742	+	3589	61	78	15	4
FBtr0086109	2R	6653717	6655167	+	1451	47	111	30	56
FBtr0086147	2R	6655563	6656094	-	532	86	321	139	145
FBtr0086110	2R	6657826	6660524	+	2699	55	107	46	49
FBtr0336663	2R	6657826	6660226	+	2401	50	101	41	46
FBtr0086146	2R	6660745	6661618	-	874	49	138	41	42
FBtr0336664	2R	6660745	6661485	-	741	45	119	41	39
FBtr0330252	2R	6662765	6667985	+	5221	470	1046	624	514
FBtr0086112	2R	6662770	6667985	+	5216	468	1041	624	514
FBtr0086115	2R	6669524	6669976	+	453	15	39	15	8
FBtr0086145	2R	6670254	6672872	-	2619	51	123	61	98
FBtr0086118	2R	6674104	6674961	+	858	80	154	20	25
FBtr0086121	2R	6676322	6693062	+	16741	364	400	66	90
FBtr0086120	2R	6676322	6692490	+	16169	356	393	64	90
FBtr0086143	2R	6677101	6679891	-	2791	38	54	3	6
FBtr0306112	2R	6680646	6692490	+	11845	211	256	49	59
FBtr0086122	2R	6683686	6684610	+	925	12	17	0	2
FBtr0086142	2R	6684845	6689474	-	4630	57	71	3	2
FBtr0086123	2R	6693930	6695087	+	1158	41	56	6	10
FBtr0086141	2R	6695214	6696161	-	948	117	386	44	48
FBtr0086124	2R	6697239	6699369	+	2131	68	132	43	40
FBtr0336658	2R	6697239	6698744	+	1506	52	102	28	31
FBtr0344561	2R	6699795	6707476	-	7682	143	262	68	65
FBtr0344559	2R	6700321	6715392	-	15072	975	1885	430	508
FBtr0344560	2R	6700321	6711784	-	11464	407	751	378	452
FBtr0086139	2R	6716442	6717207	-	766	11	11	0	1
FBtr0306802	2R	6718296	6719033	-	738	10	12	0	2
FBtr0086137	2R	6721201	6740172	-	18972	239	349	30	32
FBtr0086136	2R	6726937	6740172	-	13236	177	240	30	21
FBtr0086125	2R	6742399	6746041	+	3643	109	161	59	88
FBtr0086126	2R	6746881	6748854	+	1974	57	90	61	39
FBtr0086127	2R	6749727	6755937	+	6211	218	447	286	255
FBtr0086129	2R	6750016	6755937	+	5922	198	397	269	233
FBtr0332939	2R	6752144	6756200	+	4057	131	268	214	194
FBtr0086130	2R	6752569	6755937	+	3369	101	218	199	174
FBtr0086134	2R	6757701	6758403	-	703	23	28	23	22
FBtr0329849	2R	6759815	6798441	-	38627	1116	1923	108	127
FBtr0329851	2R	6762013	6769258	-	7246	110	150	5	12
FBtr0112636	2R	6762013	6788523	-	26511	645	967	74	91
FBtr0329850	2R	6762013	6776410	-	14398	230	328	18	19
FBtr0086133	2R	6779849	6780991	-	1143	19	20	2	10
FBtr0086156	2R	6808126	6809072	+	947	42	112	47	58
FBtr0335512	2R	6811519	6818099	+	6581	421	828	499	505
FBtr0335515	2R	6811521	6814712	+	3192	294	601	288	323
FBtr0335517	2R	6812288	6814712	+	2425	184	342	212	220
FBtr0335514	2R	6812288	6818099	+	5812	311	567	423	402
FBtr0335516	2R	6813032	6814712	+	1681	123	224	147	122
FBtr0335513	2R	6813032	6818099	+	5068	250	449	358	304
FBtr0086161	2R	6828856	6838260	+	9405	127	178	23	30
FBtr0086207	2R	6862101	6872218	-	10118	247	420	159	174
FBtr0336655	2R	6862101	6866640	-	4540	75	164	50	73
FBtr0086208	2R	6862101	6866581	-	4481	74	161	50	73
FBtr0336656	2R	6862101	6867024	-	4924	82	173	54	84
FBtr0336654	2R	6862360	6867295	-	4936	87	178	63	86
FBtr0336653	2R	6862360	6872218	-	9859	242	417	159	173
FBtr0336684	2R	6873096	6875319	-	2224	51	73	1	4
FBtr0086204	2R	6876006	6878141	-	2136	53	74	8	8
FBtr0086203	2R	6876006	6878427	-	2422	60	87	8	8
FBtr0086201	2R	6876253	6878141	-	1889	50	68	8	8
FBtr0086199	2R	6876253	6878427	-	2175	57	81	8	8
FBtr0086197	2R	6876995	6878141	-	1147	33	52	8	8
FBtr0086196	2R	6876995	6878427	-	1433	40	65	8	8
FBtr0300358	2R	6879385	6880270	-	886	14	10	0	0
FBtr0305679	2R	6881495	6883307	+	1813	141	179	33	87
FBtr0086162	2R	6882148	6883307	+	1160	128	163	33	83
FBtr0300357	2R	6883780	6884773	+	994	28	38	8	12
FBtr0309371	2R	6886052	6888162	+	2111	38	75	5	7
FBtr0086164	2R	6886893	6888162	+	1270	19	18	3	3
FBtr0086165	2R	6892260	6922513	+	30254	523	492	4	12
FBtr0336741	2R	6923866	6924581	+	716	27	67	9	18
FBtr0336740	2R	6923866	6924829	+	964	30	73	9	22
FBtr0307183	2R	6923946	6924581	+	636	21	50	5	18
FBtr0332942	2R	6924787	6971137	-	46351	4486	4355	918	717
FBtr0302034	2R	6925802	6971137	-	45336	4468	4331	916	709
FBtr0332941	2R	6926119	6971137	-	45019	4454	4319	915	705
FBtr0332945	2R	6944714	6971137	-	26424	4103	3672	777	586
FBtr0086169	2R	6950885	6952058	+	1174	12	20	4	5
FBtr0345802	2R	6972096	6974526	-	2431	128	324	59	55
FBtr0086185	2R	6972212	6974526	-	2315	123	320	56	54
FBtr0345011	2R	6972212	6973429	-	1218	40	85	28	26
FBtr0086186	2R	6974138	6974633	-	496	71	190	6	11
FBtr0086183	2R	6975385	6985212	-	9828	219	402	153	203
FBtr0336745	2R	6981546	6985212	-	3667	75	200	37	75
FBtr0086184	2R	6981546	6982486	-	941	21	53	10	9
FBtr0303225	2R	6986543	6988822	+	2280	72	166	81	85
FBtr0086171	2R	6993176	7004159	+	10984	229	334	42	60
FBtr0086172	2R	6993181	6997871	+	4691	111	151	26	27
FBtr0301713	2R	6993181	6994206	+	1026	42	90	13	15
FBtr0089760	2R	6993420	6994206	+	787	30	67	13	11
FBtr0086179	2R	7006942	7008522	+	1581	32	47	5	1
FBtr0345536	2R	7009598	7011239	-	1642	20	46	4	1
FBtr0086181	2R	7009960	7011239	-	1280	16	39	4	0
FBtr0086180	2R	7012754	7018262	+	5509	167	260	44	67
FBtr0336871	2R	7012985	7018262	+	5278	152	232	44	63
FBtr0089023	2R	7025510	7027982	+	2473	51	57	2	14
FBtr0089024	2R	7029411	7033133	+	3723	46	72	5	7
FBtr0089026	2R	7034062	7034820	+	759	9	14	0	0
FBtr0336872	2R	7035625	7036685	+	1061	9	15	1	0
FBtr0089028	2R	7035625	7036849	+	1225	11	16	1	0
FBtr0307215	2R	7036868	7037396	-	529	9	7	0	0
FBtr0307216	2R	7036868	7038550	-	1683	44	32	0	0
FBtr0089030	2R	7040636	7042662	+	2027	35	37	1	1
FBtr0305678	2R	7043156	7044610	+	1455	19	21	0	0
FBtr0089031	2R	7043410	7044610	+	1201	15	17	0	0
FBtr0089032	2R	7046269	7048438	+	2170	41	58	3	0
FBtr0336873	2R	7049738	7051864	+	2127	155	356	32	96
FBtr0089033	2R	7050291	7051864	+	1574	33	35	1	2
FBtr0329936	2R	7053247	7054299	+	1053	12	24	0	1
FBtr0089034	2R	7053247	7053943	+	697	9	18	0	0
FBtr0336874	2R	7054505	7057048	-	2544	390	173	16	17
FBtr0089035	2R	7055217	7056476	+	1260	29	35	0	0
FBtr0089062	2R	7056503	7057048	-	546	4	18	7	5
FBtr0089061	2R	7057754	7061232	-	3479	133	116	38	21
FBtr0089060	2R	7062208	7063069	-	862	7	14	1	0
FBtr0089036	2R	7064899	7066013	+	1115	16	27	0	5
FBtr0347153	2R	7069072	7069796	+	725	9	11	0	0
FBtr0345466	2R	7070595	7073652	-	3058	904	607	132	161
FBtr0300063	2R	7073145	7073652	-	508	8	8	0	0
FBtr0329856	2R	7086816	7127768	+	40953	2024	2911	378	486
FBtr0329859	2R	7099058	7127768	+	28711	1723	2510	341	407
FBtr0329858	2R	7107180	7127768	+	20589	311	515	94	79
FBtr0089056	2R	7127938	7129308	-	1371	19	17	1	0
FBtr0089055	2R	7130377	7131639	-	1263	34	44	1	0
FBtr0089041	2R	7148192	7149189	+	998	10	30	0	2
FBtr0089042	2R	7151203	7223278	+	72076	2551	2986	387	445
FBtr0100356	2R	7151762	7153142	-	1381	20	35	1	0
FBtr0089053	2R	7153838	7154924	-	1087	25	27	2	1
FBtr0089052	2R	7156577	7157741	-	1165	19	20	0	0
FBtr0089043	2R	7172673	7223278	+	50606	2176	2541	336	385
FBtr0089045	2R	7176386	7178190	+	1805	30	46	2	2
FBtr0089046	2R	7178890	7180630	+	1741	24	50	2	6
FBtr0089047	2R	7181826	7182920	+	1095	20	22	4	15
FBtr0089048	2R	7183497	7185198	+	1702	19	31	3	4
FBtr0089044	2R	7187733	7223278	+	35546	710	639	116	98
FBtr0089051	2R	7232940	7234413	-	1474	17	26	0	0
FBtr0089050	2R	7243124	7245276	-	2153	73	115	53	61
FBtr0089049	2R	7249661	7250555	+	895	14	19	16	10
FBtr0089022	2R	7258967	7260769	-	1803	29	42	2	1
FBtr0345370	2R	7272375	7277601	-	5227	262	537	264	323
FBtr0089021	2R	7272633	7277601	-	4969	261	525	262	323
FBtr0344892	2R	7278967	7281455	+	2489	226	595	277	193
FBtr0088961	2R	7279106	7281695	+	2590	199	543	283	215
FBtr0336908	2R	7279106	7281455	+	2350	196	531	269	185
FBtr0332462	2R	7283072	7300706	+	17635	301	354	46	27
FBtr0088963	2R	7311895	7313245	+	1351	16	30	0	0
FBtr0345800	2R	7311895	7313395	+	1501	24	34	0	0
FBtr0334801	2R	7318024	7381399	-	63376	1616	2465	1134	1267
FBtr0111076	2R	7319654	7381369	-	61716	1577	2402	1107	1242
FBtr0089015	2R	7382276	7386615	-	4340	135	294	167	146
FBtr0336916	2R	7382623	7386615	-	3993	127	289	160	144
FBtr0088966	2R	7387687	7390923	+	3237	194	468	75	76
FBtr0336909	2R	7387824	7390923	+	3100	166	403	72	69
FBtr0110820	2R	7390969	7392661	-	1693	37	56	4	7
FBtr0089013	2R	7393646	7395432	-	1787	55	91	23	31
FBtr0089007	2R	7396950	7407319	-	10370	232	379	179	154
FBtr0089006	2R	7398326	7407319	-	8994	203	327	147	120
FBtr0305124	2R	7403257	7403770	+	514	10	8	0	0
FBtr0332995	2R	7408471	7408885	-	415	6	6	0	1
FBtr0088970	2R	7419850	7434772	+	14923	300	392	122	75
FBtr0088971	2R	7441206	7442785	+	1580	43	97	72	78
FBtr0299802	2R	7443924	7445292	-	1369	68	120	47	40
FBtr0300959	2R	7446289	7451053	-	4765	101	160	23	22
FBtr0088974	2R	7447973	7449315	+	1343	39	95	16	36
FBtr0336911	2R	7447973	7449895	+	1923	51	106	16	40
FBtr0089329	2R	7455022	7458374	-	3353	97	187	21	70
FBtr0345799	2R	7459785	7462639	-	2855	76	150	49	51
FBtr0088998	2R	7460531	7462895	-	2365	82	192	46	44
FBtr0088999	2R	7460531	7462639	-	2109	61	123	41	42
FBtr0088975	2R	7464004	7464887	+	884	37	86	29	24
FBtr0088997	2R	7465118	7466259	-	1142	109	314	44	39
FBtr0300480	2R	7466979	7476141	-	9163	566	1194	26	38
FBtr0300481	2R	7466979	7476662	-	9684	584	1223	27	41
FBtr0088996	2R	7466979	7474159	-	7181	275	590	14	33
FBtr0300477	2R	7466979	7473630	-	6652	135	180	11	24
FBtr0300082	2R	7478953	7489323	-	10371	4095	7536	3857	4125
FBtr0300083	2R	7480195	7485828	-	5634	1389	3073	2828	3101
FBtr0300080	2R	7481976	7489323	-	7348	3675	6778	2903	3029
FBtr0300084	2R	7481976	7488192	-	6217	2374	4678	2733	2788
FBtr0300081	2R	7483256	7489323	-	6068	3517	6503	2483	2544
FBtr0088984	2R	7490936	7492089	-	1154	180	381	153	284
FBtr0329876	2R	7490936	7491812	-	877	51	146	110	209
FBtr0088983	2R	7493906	7495966	-	2061	120	292	117	134
FBtr0300830	2R	7494112	7495847	-	1736	92	210	84	105
FBtr0088982	2R	7496802	7499377	-	2576	124	308	206	233
FBtr0345797	2R	7496802	7499645	-	2844	191	500	269	305
FBtr0089743	2R	7500647	7508137	+	7491	135	212	62	65
FBtr0089745	2R	7500647	7508525	+	7879	142	219	74	71
FBtr0088981	2R	7508627	7509857	-	1231	72	100	18	13
FBtr0088980	2R	7510722	7512249	-	1528	25	42	23	33
FBtr0336925	2R	7513946	7515890	-	1945	45	65	54	69
FBtr0088979	2R	7514184	7515890	-	1707	39	58	48	67
FBtr0088960	2R	7517023	7518436	-	1414	33	41	16	27
FBtr0088904	2R	7519780	7522441	+	2662	95	226	53	72
FBtr0088959	2R	7522537	7525216	-	2680	93	249	175	188
FBtr0088956	2R	7526218	7532481	-	6264	1624	3220	568	745
FBtr0088958	2R	7526218	7528790	-	2573	91	210	55	84
FBtr0336939	2R	7526218	7530395	-	4178	1562	3106	568	734
FBtr0088957	2R	7526335	7528790	-	2456	85	204	55	84
FBtr0088905	2R	7534006	7535836	+	1831	77	165	69	61
FBtr0088907	2R	7536419	7538197	+	1779	99	187	135	128
FBtr0088955	2R	7538332	7539196	-	865	59	122	31	14
FBtr0336996	2R	7540611	7564335	+	23725	1456	2022	313	364
FBtr0088909	2R	7545653	7564335	+	18683	417	547	39	37
FBtr0088954	2R	7564534	7565251	-	718	24	19	17	4
FBtr0310025	2R	7564534	7565082	-	549	17	16	9	4
FBtr0088910	2R	7567309	7580575	+	13267	229	354	210	206
FBtr0310050	2R	7580588	7584985	-	4398	57	101	19	5
FBtr0088952	2R	7580588	7586579	-	5992	108	212	25	12
FBtr0300368	2R	7580588	7583722	-	3135	49	75	16	3
FBtr0088951	2R	7587873	7589609	-	1737	37	45	44	21
FBtr0100216	2R	7590619	7592569	+	1951	185	449	172	202
FBtr0088912	2R	7590619	7595142	+	4524	335	713	407	420
FBtr0088911	2R	7590702	7595142	+	4441	282	609	394	393
FBtr0303287	2R	7595365	7620211	-	24847	609	615	74	156
FBtr0088949	2R	7595835	7614035	-	18201	343	462	73	153
FBtr0088950	2R	7595835	7613722	-	17888	323	434	60	133
FBtr0306932	2R	7623742	7651687	+	27946	521	791	49	60
FBtr0306938	2R	7623742	7649799	+	26058	498	756	38	53
FBtr0331951	2R	7629297	7649799	+	20503	399	618	33	53
FBtr0306931	2R	7629297	7651687	+	22391	422	653	44	60
FBtr0306943	2R	7629301	7648015	+	18715	373	591	27	51
FBtr0306942	2R	7629301	7649799	+	20499	399	618	33	53
FBtr0306944	2R	7633341	7633780	+	440	7	6	0	0
FBtr0306940	2R	7637395	7649799	+	12405	167	224	23	12
FBtr0306937	2R	7637971	7649799	+	11829	159	211	23	12
FBtr0331952	2R	7639617	7651687	+	12071	159	220	29	15
FBtr0088946	2R	7651725	7654802	-	3078	377	813	113	74
FBtr0088947	2R	7652540	7653454	-	915	21	69	47	31
FBtr0088919	2R	7655572	7656670	+	1099	24	63	2	10
FBtr0336997	2R	7655898	7656670	+	773	12	21	2	6
FBtr0336998	2R	7657395	7658961	+	1567	22	30	3	7
FBtr0088920	2R	7657670	7658664	+	995	16	18	1	5
FBtr0347154	2R	7659204	7660088	-	885	12	8	0	7
FBtr0336999	2R	7662355	7663308	+	954	11	8	0	0
FBtr0088921	2R	7662482	7663159	+	678	6	6	0	0
FBtr0337000	2R	7664286	7665169	+	884	12	30	5	2
FBtr0088923	2R	7666328	7667243	+	916	14	25	0	1
FBtr0088944	2R	7667348	7668529	-	1182	75	190	49	58
FBtr0332911	2R	7676640	7698402	-	21763	453	606	156	223
FBtr0300780	2R	7676640	7680550	-	3911	63	101	79	97
FBtr0332912	2R	7677170	7698402	-	21233	447	591	147	214
FBtr0088940	2R	7677170	7681336	-	4167	83	108	71	94
FBtr0088939	2R	7677170	7694881	-	17712	357	470	126	177
FBtr0088925	2R	7699753	7703401	+	3649	83	119	47	74
FBtr0088926	2R	7700000	7701778	+	1779	35	69	21	40
FBtr0339118	2R	7703606	7704595	-	990	16	14	0	0
FBtr0339117	2R	7705283	7708684	-	3402	51	54	6	3
FBtr0339115	2R	7710373	7711881	+	1509	132	247	8	10
FBtr0339116	2R	7710953	7711881	+	929	17	24	0	1
FBtr0088928	2R	7713078	7714082	+	1005	17	37	2	0
FBtr0088929	2R	7715423	7716681	+	1259	19	7	1	4
FBtr0088936	2R	7716907	7727010	-	10104	341	480	23	26
FBtr0330327	2R	7718379	7722155	-	3777	80	84	10	7
FBtr0330328	2R	7718546	7735122	-	16577	490	715	105	73
FBtr0306239	2R	7718546	7725930	-	7385	288	379	21	15
FBtr0474226	2R	7737119	7744797	-	7679	136	197	129	109
FBtr0474225	2R	7737868	7758377	-	20510	562	1060	185	151
FBtr0474224	2R	7739214	7782137	-	42924	1188	2396	284	237
FBtr0474227	2R	7739214	7741678	-	2465	32	64	102	79
FBtr0344723	2R	7782897	7784567	-	1671	38	116	28	13
FBtr0088930	2R	7786510	7788035	+	1526	92	200	9	9
FBtr0309866	2R	7786510	7788953	+	2444	108	224	11	9
FBtr0088903	2R	7792001	7792880	-	880	23	62	28	2
FBtr0100479	2R	7792001	7792730	-	730	23	53	27	0
FBtr0088831	2R	7794125	7800944	+	6820	132	182	73	70
FBtr0088901	2R	7800885	7805066	-	4182	82	155	89	51
FBtr0088900	2R	7800885	7805885	-	5001	152	291	110	65
FBtr0088832	2R	7806984	7809967	+	2984	136	411	66	44
FBtr0088833	2R	7807097	7809967	+	2871	111	340	66	43
FBtr0088899	2R	7810168	7811528	-	1361	49	116	23	32
FBtr0088835	2R	7813004	7814645	+	1642	42	91	45	43
FBtr0345697	2R	7813004	7815386	+	2383	63	121	56	47
FBtr0339120	2R	7813202	7814645	+	1444	33	70	45	41
FBtr0088837	2R	7813578	7814518	+	941	22	50	24	25
FBtr0339119	2R	7813578	7814645	+	1068	25	55	35	29
FBtr0452080	2R	7815439	7823069	-	7631	194	340	60	19
FBtr0452079	2R	7815811	7823069	-	7259	175	315	49	16
FBtr0088898	2R	7822211	7823069	-	859	83	219	47	13
FBtr0088897	2R	7824043	7824641	-	599	14	13	3	2
FBtr0088838	2R	7825789	7827219	+	1431	85	127	86	135
FBtr0088839	2R	7826021	7827219	+	1199	63	104	67	104
FBtr0088896	2R	7827403	7828178	-	776	14	28	14	6
FBtr0089426	2R	7829562	7830329	+	768	28	50	12	17
