# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "ppc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.ppc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0332027	2L	10850091	10850241	+	151	3	4	0	1
FBtr0080183	2L	10850240	10850390	-	151	15	32	10	10
FBtr0332029	2L	10850748	10850898	-	151	2012	3535	21	29
FBtr0080182	2L	10850748	10850898	-	151	2012	3535	21	29
FBtr0305258	2L	10852461	10852611	+	151	10	8	9	9
FBtr0080181	2L	10856544	10856694	-	151	68	85	19	41
FBtr0080180	2L	10857994	10858144	-	151	131	206	3	7
FBtr0080143	2L	10858486	10858636	+	151	63	118	14	16
FBtr0305259	2L	10888827	10888977	-	151	4	4	0	0
FBtr0340558	2L	10901685	10901835	-	151	3	0	0	0
FBtr0080177	2L	10901685	10901835	-	151	3	0	0	0
FBtr0301184	2L	10908793	10908943	-	151	0	1	0	0
FBtr0306115	2L	10936612	10936762	+	151	1	3	0	0
FBtr0340553	2L	10964053	10964203	-	151	19	37	0	0
FBtr0340554	2L	10964053	10964203	-	151	19	37	0	0
FBtr0080172	2L	10966523	10966673	-	151	8	10	6	1
FBtr0340552	2L	10966711	10966861	-	151	3	8	0	0
FBtr0340551	2L	10968066	10968216	-	151	196	323	25	16
FBtr0340550	2L	10970103	10970253	-	151	306	540	12	2
FBtr0080169	2L	10970175	10970325	-	151	249	446	4	2
FBtr0080146	2L	10970393	10970543	+	151	17	37	10	5
FBtr0340549	2L	10970393	10970543	+	151	17	37	10	5
FBtr0329948	2L	10972230	10972380	+	151	1	3	1	0
FBtr0080168	2L	10975193	10975343	-	151	131	300	31	32
FBtr0329949	2L	10976722	10976872	+	151	128	303	83	85
FBtr0305255	2L	10976722	10976872	+	151	128	303	83	85
FBtr0080148	2L	10976722	10976872	+	151	128	303	83	85
FBtr0080166	2L	10987320	10987470	-	151	4	12	0	0
FBtr0340227	2L	10987320	10987470	-	151	4	12	0	0
FBtr0080149	2L	10987756	10987906	+	151	118	147	6	14
FBtr0300404	2L	10989351	10989501	+	151	321	637	28	9
FBtr0304952	2L	10989351	10989501	+	151	321	637	28	9
FBtr0304953	2L	10989351	10989501	+	151	321	637	28	9
FBtr0304950	2L	10989351	10989501	+	151	321	637	28	9
FBtr0304948	2L	10989351	10989501	+	151	321	637	28	9
FBtr0304951	2L	10989351	10989501	+	151	321	637	28	9
FBtr0112793	2L	11001008	11001158	-	151	8	14	1	0
FBtr0080165	2L	11001376	11001526	-	151	94	223	4	6
FBtr0340226	2L	11004053	11004203	-	151	885	1666	12	10
FBtr0080164	2L	11004053	11004203	-	151	885	1666	12	10
FBtr0080163	2L	11004089	11004239	-	151	851	1606	7	1
FBtr0340224	2L	11004770	11004920	+	151	328	568	11	16
FBtr0340225	2L	11004770	11004920	+	151	328	568	11	16
FBtr0089881	2L	11004770	11004920	+	151	328	568	11	16
FBtr0080162	2L	11010986	11011136	-	151	42	74	8	7
FBtr0113035	2L	11016945	11017095	+	151	1	1	0	0
FBtr0331197	2L	11057364	11057514	-	151	102	255	27	55
FBtr0347160	2L	11057364	11057514	-	151	102	255	27	55
FBtr0080161	2L	11066898	11067048	-	151	511	1333	7	7
FBtr0343624	2L	11066898	11067048	-	151	511	1333	7	7
FBtr0301761	2L	11081299	11081449	-	151	7	10	0	2
FBtr0114455	2L	11085129	11085279	-	151	2	1	0	0
FBtr0343621	2L	11086671	11086821	+	151	101	250	6	5
FBtr0304586	2L	11086671	11086821	+	151	101	250	6	5
FBtr0307171	2L	11088281	11088431	+	151	1	1	0	0
FBtr0343622	2L	11091394	11091544	+	151	24	31	3	7
FBtr0080196	2L	11091394	11091544	+	151	24	31	3	7
FBtr0080232	2L	11100788	11100938	-	151	62	114	30	59
FBtr0080231	2L	11100788	11100938	-	151	62	114	30	59
FBtr0080230	2L	11106545	11106695	-	151	243	408	31	35
FBtr0306138	2L	11106893	11107043	+	151	75	157	3	6
FBtr0080229	2L	11112961	11113111	-	151	7	27	0	0
FBtr0080198	2L	11113964	11114114	+	151	0	2	0	0
FBtr0080228	2L	11120219	11120369	-	151	119	142	34	42
FBtr0080227	2L	11121614	11121764	-	151	6	10	18	14
FBtr0080199	2L	11123727	11123877	+	151	160	217	20	19
FBtr0343613	2L	11123727	11123877	+	151	160	217	20	19
FBtr0080225	2L	11130217	11130367	-	151	32	98	8	9
FBtr0344786	2L	11130545	11130695	-	151	11	20	3	0
FBtr0080200	2L	11130687	11130837	+	151	178	281	46	39
FBtr0080201	2L	11136343	11136493	+	151	28	49	12	5
FBtr0343625	2L	11149001	11149151	-	151	130	209	84	58
FBtr0080222	2L	11155621	11155771	-	151	215	406	22	20
FBtr0343617	2L	11167796	11167946	-	151	46	119	9	20
FBtr0343616	2L	11167796	11167946	-	151	46	119	9	20
FBtr0306386	2L	11170773	11170923	-	151	15	20	0	6
FBtr0300115	2L	11170773	11170923	-	151	15	20	0	6
FBtr0300536	2L	11170773	11170923	-	151	15	20	0	6
FBtr0343615	2L	11170776	11170926	-	151	15	20	0	6
FBtr0343614	2L	11178982	11179132	+	151	37	35	13	16
FBtr0080202	2L	11178982	11179132	+	151	37	35	13	16
FBtr0310280	2L	11203444	11203594	-	151	57	60	3	3
FBtr0332557	2L	11210628	11210778	+	151	2154	4614	9	23
FBtr0332558	2L	11210628	11210778	+	151	2154	4614	9	23
FBtr0332561	2L	11211747	11211897	+	151	4	7	0	0
FBtr0332562	2L	11234801	11234951	+	151	2	5	0	4
FBtr0332205	2L	11268902	11269052	-	151	67	91	27	27
FBtr0091678	2L	11269730	11269880	+	151	7	6	0	1
FBtr0344017	2L	11271760	11271910	+	151	132	367	151	257
FBtr0344016	2L	11271766	11271916	+	151	132	367	151	257
FBtr0091682	2L	11277971	11278121	+	151	172	303	160	180
FBtr0091680	2L	11277971	11278121	+	151	172	303	160	180
FBtr0091683	2L	11278101	11278251	+	151	184	414	152	212
FBtr0091681	2L	11278229	11278379	+	151	71	149	30	39
FBtr0080212	2L	11280248	11280398	+	151	73	154	6	6
FBtr0080213	2L	11282040	11282190	+	151	32	70	22	20
FBtr0080214	2L	11285606	11285756	-	151	0	1	0	0
FBtr0345463	2L	11343218	11343368	-	151	2	1	0	0
FBtr0307093	2L	11358823	11358973	+	151	18	63	18	15
FBtr0080236	2L	11365239	11365389	+	151	3	1	0	2
FBtr0343619	2L	11445514	11445664	-	151	1642	3120	775	1001
FBtr0308135	2L	11484657	11484807	+	151	2	5	0	0
FBtr0080248	2L	11498848	11498998	-	151	40	99	2	1
FBtr0305261	2L	11501665	11501815	+	151	206	450	6	10
FBtr0080247	2L	11516981	11517131	-	151	234	301	2	0
FBtr0080246	2L	11516981	11517131	-	151	234	301	2	0
FBtr0080239	2L	11517341	11517491	+	151	1	1	0	0
FBtr0100456	2L	11519782	11519932	+	151	1	5	0	0
FBtr0305602	2L	11522676	11522826	-	151	5	2	0	0
FBtr0345719	2L	11528105	11528255	-	151	166	441	2	7
FBtr0321293	2L	11528105	11528255	-	151	166	441	2	7
FBtr0336629	2L	11530952	11531102	-	151	4	2	0	0
FBtr0080241	2L	11530952	11531102	-	151	4	2	0	0
FBtr0302420	2L	11531770	11531920	+	151	1	2	0	0
FBtr0080252	2L	11581887	11582037	+	151	580	1127	140	116
FBtr0305324	2L	11586733	11586883	-	151	1	4	0	0
FBtr0340563	2L	11611672	11611822	-	151	2	1	0	0
FBtr0340571	2L	11648739	11648889	-	151	0	2	0	0
FBtr0080267	2L	11648739	11648889	-	151	0	2	0	0
FBtr0340565	2L	11652398	11652548	+	151	4	1	0	0
FBtr0080253	2L	11652398	11652548	+	151	4	1	0	0
FBtr0080254	2L	11694754	11694904	+	151	3	1	0	0
FBtr0080255	2L	11738898	11739048	+	151	11	46	0	1
FBtr0335471	2L	11738898	11739048	+	151	11	46	0	1
FBtr0335472	2L	11788284	11788434	+	151	1	1	0	0
FBtr0300370	2L	11788387	11788537	+	151	6	4	1	3
FBtr0300385	2L	11789869	11790019	+	151	49	69	0	3
FBtr0080265	2L	11792265	11792415	-	151	26	25	69	75
FBtr0080264	2L	11793986	11794136	-	151	1300	2143	801	1103
FBtr0080263	2L	11808872	11809022	-	151	7	48	15	18
FBtr0080261	2L	11808872	11809022	-	151	7	48	15	18
FBtr0335475	2L	11809338	11809488	-	151	281	603	4	2
FBtr0335476	2L	11809338	11809488	-	151	281	603	4	2
FBtr0333425	2L	11813680	11813830	-	151	145	339	47	46
FBtr0080259	2L	11813680	11813830	-	151	145	339	47	46
FBtr0334137	2L	11821525	11821675	-	151	3	5	0	0
FBtr0080325	2L	11829305	11829455	-	151	82	170	24	10
FBtr0080275	2L	11847176	11847326	+	151	8	1	0	0
FBtr0080276	2L	11849908	11850058	+	151	22	27	0	0
FBtr0473588	2L	11850257	11850407	+	151	1	3	0	0
FBtr0473587	2L	11850257	11850407	+	151	1	3	0	0
FBtr0334142	2L	11874359	11874509	-	151	84	202	0	3
FBtr0344148	2L	11877137	11877287	-	151	1	4	0	0
FBtr0334135	2L	11896678	11896828	-	151	4	0	0	0
FBtr0334139	2L	11896678	11896828	-	151	4	0	0	0
FBtr0334140	2L	11928472	11928622	-	151	221	438	0	3
FBtr0334136	2L	11928472	11928622	-	151	221	438	0	3
FBtr0080278	2L	11934455	11934605	+	151	4	2	0	0
FBtr0080279	2L	11936131	11936281	+	151	4	1	0	0
FBtr0080280	2L	11937919	11938069	+	151	1	3	0	0
FBtr0080281	2L	11944079	11944229	+	151	3	2	0	0
FBtr0342578	2L	11944079	11944229	+	151	3	2	0	0
FBtr0310149	2L	11981541	11981691	+	151	18	30	0	0
FBtr0301171	2L	11987939	11988089	-	151	62	117	33	29
FBtr0080316	2L	11989782	11989932	-	151	9	18	3	0
FBtr0342580	2L	11989886	11990036	+	151	185	257	30	35
FBtr0080286	2L	11990877	11991027	+	151	18	27	8	15
FBtr0342581	2L	11990877	11991027	+	151	18	27	8	15
FBtr0080287	2L	11992852	11993002	+	151	69	120	72	108
FBtr0080315	2L	11995332	11995482	-	151	18	33	0	1
FBtr0080289	2L	11996759	11996909	+	151	50	72	15	7
FBtr0345286	2L	11996784	11996934	+	151	56	83	19	11
FBtr0321267	2L	11999240	11999390	-	151	19	41	0	0
FBtr0080290	2L	11999604	11999754	+	151	334	564	102	125
FBtr0080313	2L	12002166	12002316	-	151	615	1371	184	164
FBtr0342591	2L	12008103	12008253	+	151	1	4	0	0
FBtr0080291	2L	12008328	12008478	+	151	2	4	0	0
FBtr0080312	2L	12020860	12021010	-	151	33	63	11	11
FBtr0080292	2L	12027388	12027538	+	151	1249	2070	41	37
FBtr0289986	2L	12034140	12034290	+	151	1	6	0	0
FBtr0080310	2L	12038210	12038360	-	151	18	61	9	1
FBtr0080311	2L	12038411	12038561	-	151	153	306	7	13
FBtr0080308	2L	12040589	12040739	-	151	38	83	6	30
FBtr0342596	2L	12043009	12043159	-	151	8	13	5	3
FBtr0342595	2L	12044249	12044399	-	151	2	4	0	0
FBtr0080307	2L	12045100	12045250	-	151	3	8	0	2
FBtr0342594	2L	12048818	12048968	-	151	124	215	28	34
FBtr0080305	2L	12048818	12048968	-	151	124	215	28	34
FBtr0080294	2L	12049368	12049518	+	151	43	137	0	0
FBtr0080295	2L	12049848	12049998	+	151	39	46	1	0
FBtr0305089	2L	12055487	12055637	-	151	2	7	1	1
FBtr0342608	2L	12055692	12055842	-	151	13	24	11	37
FBtr0089656	2L	12055849	12055999	-	151	2061	3891	238	279
FBtr0089655	2L	12055885	12056035	-	151	1976	3764	236	273
FBtr0346427	2L	12055942	12056092	-	151	1659	3253	133	199
FBtr0346426	2L	12056276	12056426	+	151	325	378	34	52
FBtr0113037	2L	12056298	12056448	+	151	333	396	34	53
FBtr0080296	2L	12056298	12056448	+	151	333	396	34	53
FBtr0080301	2L	12063084	12063234	-	151	128	180	80	117
FBtr0305265	2L	12066675	12066825	-	151	334	576	49	75
FBtr0342607	2L	12066675	12066825	-	151	334	576	49	75
FBtr0080297	2L	12076050	12076200	+	151	46	78	46	47
FBtr0080299	2L	12085278	12085428	-	151	18	39	28	14
FBtr0080298	2L	12085727	12085877	-	151	1424	2451	169	136
FBtr0342602	2L	12091772	12091922	+	151	0	1	0	0
FBtr0080326	2L	12093712	12093862	+	151	83	197	20	23
FBtr0080364	2L	12096411	12096561	-	151	86	129	7	6
FBtr0110911	2L	12096475	12096625	+	151	20	29	0	1
FBtr0342603	2L	12096500	12096650	+	151	21	32	0	1
FBtr0080330	2L	12097788	12097938	+	151	50	86	11	13
FBtr0080362	2L	12103185	12103335	-	151	49	73	17	5
FBtr0080331	2L	12103701	12103851	+	151	467	962	8	3
FBtr0346436	2L	12103701	12103851	+	151	467	962	8	3
FBtr0080333	2L	12104233	12104383	+	151	10	38	2	1
FBtr0346437	2L	12109016	12109166	-	151	418	686	83	55
FBtr0080361	2L	12109016	12109166	-	151	418	686	83	55
FBtr0345717	2L	12109367	12109517	+	151	6	10	0	0
FBtr0345718	2L	12111060	12111210	+	151	11	14	0	0
FBtr0080336	2L	12114310	12114460	+	151	19	60	1	5
FBtr0342604	2L	12133311	12133461	-	151	9	17	0	0
FBtr0080337	2L	12137958	12138108	+	151	3	4	0	0
FBtr0301019	2L	12142730	12142880	+	151	107	181	4	11
FBtr0331997	2L	12144999	12145149	+	151	3	0	0	0
FBtr0302985	2L	12164191	12164341	+	151	0	5	0	0
FBtr0080358	2L	12172486	12172636	-	151	58	95	3	4
FBtr0080342	2L	12172931	12173081	+	151	95	148	27	39
FBtr0331998	2L	12174954	12175104	+	151	19	13	0	0
FBtr0331999	2L	12177652	12177802	-	151	24	68	4	2
FBtr0273342	2L	12177786	12177936	-	151	0	3	0	0
FBtr0331648	2L	12201276	12201426	+	151	7	11	0	0
FBtr0331646	2L	12205793	12205943	+	151	1	3	0	0
FBtr0080344	2L	12205793	12205943	+	151	1	3	0	0
FBtr0290240	2L	12207659	12207809	+	151	8	17	0	0
FBtr0290239	2L	12207869	12208019	+	151	22	32	0	0
FBtr0331645	2L	12222147	12222297	+	151	1	11	1	0
FBtr0331647	2L	12222147	12222297	+	151	1	11	1	0
FBtr0300567	2L	12270882	12271032	+	151	1	3	5	0
FBtr0080345	2L	12270882	12271032	+	151	1	3	5	0
FBtr0331644	2L	12270882	12271032	+	151	1	3	5	0
FBtr0080347	2L	12287173	12287323	+	151	3	2	0	1
FBtr0304856	2L	12344169	12344319	+	151	2	2	0	0
FBtr0332232	2L	12347691	12347841	+	151	3	4	0	0
FBtr0332234	2L	12348067	12348217	+	151	175	300	64	64
FBtr0080354	2L	12356391	12356541	+	151	2	5	0	0
FBtr0304861	2L	12366316	12366466	+	151	146	207	14	7
FBtr0304864	2L	12369786	12369936	+	151	16	42	1	5
FBtr0080365	2L	12398224	12398374	+	151	1	3	1	0
FBtr0100125	2L	12404379	12404529	-	151	54	81	0	0
FBtr0305263	2L	12404380	12404530	-	151	54	81	0	0
FBtr0080390	2L	12421762	12421912	-	151	50	62	0	1
FBtr0080391	2L	12421762	12421912	-	151	50	62	0	1
FBtr0080389	2L	12423339	12423489	-	151	77	93	2	1
FBtr0334762	2L	12423339	12423489	-	151	77	93	2	1
FBtr0080366	2L	12424854	12425004	+	151	1	3	0	3
FBtr0333094	2L	12427609	12427759	-	151	268	683	46	53
FBtr0080367	2L	12427978	12428128	+	151	116	178	9	22
FBtr0080387	2L	12430766	12430916	-	151	26	52	8	11
FBtr0345613	2L	12430792	12430942	-	151	27	51	8	14
FBtr0302910	2L	12433938	12434088	-	151	399	771	37	50
FBtr0089899	2L	12433938	12434088	-	151	399	771	37	50
FBtr0333089	2L	12434402	12434552	+	151	116	132	42	39
FBtr0080369	2L	12434402	12434552	+	151	116	132	42	39
FBtr0089898	2L	12434565	12434715	-	151	29	48	0	5
FBtr0344859	2L	12434842	12434992	+	151	232	555	78	50
FBtr0333090	2L	12436640	12436790	+	151	13	21	2	4
FBtr0333092	2L	12445824	12445974	-	151	121	221	1	13
FBtr0080384	2L	12445824	12445974	-	151	121	221	1	13
FBtr0333091	2L	12448032	12448182	-	151	1	3	0	0
FBtr0080383	2L	12448032	12448182	-	151	1	3	0	0
FBtr0080370	2L	12448434	12448584	+	151	98	201	2	7
FBtr0080382	2L	12453142	12453292	-	151	8	12	0	0
FBtr0299657	2L	12461156	12461306	-	151	1973	2528	3771	6736
FBtr0299656	2L	12483489	12483639	-	151	62	233	4	15
FBtr0299652	2L	12492520	12492670	-	151	6	6	0	0
FBtr0300524	2L	12493397	12493547	-	151	16	35	11	25
FBtr0339528	2L	12504732	12504882	-	151	6	20	2	3
FBtr0300522	2L	12504732	12504882	-	151	6	20	2	3
FBtr0346622	2L	12540802	12540952	-	151	5	10	3	1
FBtr0300523	2L	12546511	12546661	-	151	435	903	133	171
FBtr0299658	2L	12546511	12546661	-	151	435	903	133	171
FBtr0300521	2L	12546511	12546661	-	151	435	903	133	171
FBtr0112642	2L	12587575	12587725	+	151	3	3	1	0
FBtr0112643	2L	12618295	12618445	+	151	288	594	5	12
FBtr0342628	2L	12618733	12618883	+	151	543	1041	369	373
FBtr0308800	2L	12646256	12646406	-	151	6	4	0	0
FBtr0340540	2L	12657115	12657265	+	151	2	2	0	0
FBtr0340539	2L	12657672	12657822	+	151	6	8	0	0
FBtr0080392	2L	12657774	12657924	+	151	13	21	1	0
FBtr0340546	2L	12669254	12669404	-	151	4	2	0	0
FBtr0080412	2L	12669614	12669764	-	151	1	1	0	0
FBtr0080393	2L	12678554	12678704	+	151	580	881	228	264
FBtr0080411	2L	12692834	12692984	-	151	293	524	53	42
FBtr0300273	2L	12694888	12695038	-	151	69	132	3	6
FBtr0080395	2L	12694983	12695133	+	151	2	12	3	0
FBtr0080396	2L	12695786	12695936	+	151	2	6	0	0
FBtr0340542	2L	12696142	12696292	+	151	1	2	0	0
FBtr0080408	2L	12700544	12700694	-	151	89	193	31	45
FBtr0340545	2L	12700646	12700796	-	151	13	9	22	23
FBtr0329925	2L	12704351	12704501	-	151	143	256	12	17
FBtr0080407	2L	12704351	12704501	-	151	143	256	12	17
FBtr0080397	2L	12704675	12704825	+	151	1045	2448	498	606
FBtr0080398	2L	12707611	12707761	+	151	10	15	0	0
FBtr0080405	2L	12712370	12712520	-	151	300	526	40	66
FBtr0332410	2L	12712852	12713002	-	151	11	22	0	0
FBtr0090019	2L	12718995	12719145	+	151	129	233	38	93
FBtr0347485	2L	12718995	12719145	+	151	129	233	38	93
FBtr0089908	2L	12721743	12721893	-	151	120	272	57	72
FBtr0301163	2L	12721743	12721893	-	151	120	272	57	72
FBtr0090013	2L	12722223	12722373	+	151	336	546	34	33
FBtr0090018	2L	12722227	12722377	+	151	342	561	34	33
FBtr0090014	2L	12722227	12722377	+	151	342	561	34	33
FBtr0080402	2L	12761740	12761890	-	151	1	2	0	0
FBtr0332210	2L	12822687	12822837	-	151	419	470	45	20
FBtr0346702	2L	12822687	12822837	-	151	419	470	45	20
FBtr0100494	2L	12912480	12912630	+	151	2	2	0	0
FBtr0080414	2L	12916764	12916914	+	151	3	0	0	0
FBtr0305491	2L	12921041	12921191	+	151	0	3	0	0
FBtr0310556	2L	12925561	12925711	+	151	5	0	0	0
FBtr0273445	2L	12966540	12966690	+	151	2	3	1	0
FBtr0336614	2L	12974272	12974422	+	151	159	624	28	32
FBtr0080419	2L	12974314	12974464	+	151	164	625	28	32
FBtr0080420	2L	12974572	12974722	+	151	2	7	0	0
FBtr0305551	2L	12975136	12975286	+	151	21	40	2	2
FBtr0336613	2L	12975352	12975502	+	151	4	9	3	9
FBtr0080421	2L	12978736	12978886	+	151	3	2	0	0
FBtr0080430	2L	13000535	13000685	-	151	34	28	3	4
FBtr0080429	2L	13004007	13004157	-	151	121	217	21	12
FBtr0336618	2L	13004007	13004157	-	151	121	217	21	12
FBtr0336615	2L	13004430	13004580	+	151	112	182	12	59
FBtr0301247	2L	13019047	13019197	-	151	196	342	23	29
FBtr0080428	2L	13019334	13019484	-	151	7	15	6	4
FBtr0080427	2L	13021212	13021362	-	151	158	264	38	35
FBtr0336617	2L	13060040	13060190	-	151	499	1509	151	224
FBtr0089956	2L	13060040	13060190	-	151	499	1509	151	224
FBtr0336855	2L	13106757	13106907	+	151	4	13	0	0
FBtr0301366	2L	13106821	13106971	+	151	5	14	0	0
FBtr0304630	2L	13119244	13119394	+	151	4	3	0	0
FBtr0080431	2L	13130541	13130691	+	151	2	1	0	1
FBtr0080432	2L	13158760	13158910	+	151	0	3	0	0
FBtr0080433	2L	13160477	13160627	+	151	2	1	0	0
FBtr0329989	2L	13164918	13165068	-	151	34	75	0	1
FBtr0080494	2L	13164918	13165068	-	151	34	75	0	1
FBtr0080434	2L	13165514	13165664	+	151	911	1281	524	619
FBtr0080493	2L	13165972	13166122	-	151	4	11	0	3
FBtr0333236	2L	13176282	13176432	-	151	36	73	8	18
FBtr0289981	2L	13176685	13176835	-	151	153	171	137	186
FBtr0080435	2L	13177100	13177250	+	151	367	744	18	23
FBtr0080436	2L	13179197	13179347	+	151	68	108	3	2
FBtr0080490	2L	13182496	13182646	-	151	276	413	17	21
FBtr0080437	2L	13183400	13183550	+	151	5	8	2	0
FBtr0305555	2L	13191879	13192029	-	151	397	726	102	80
FBtr0080489	2L	13191879	13192029	-	151	397	726	102	80
FBtr0080438	2L	13192151	13192301	+	151	123	204	28	18
FBtr0080488	2L	13203195	13203345	-	151	88	176	10	22
FBtr0334752	2L	13203712	13203862	+	151	176	372	37	47
FBtr0080487	2L	13211714	13211864	-	151	715	1323	132	152
FBtr0080485	2L	13215052	13215202	-	151	10	18	0	4
FBtr0334756	2L	13215073	13215223	-	151	11	17	0	4
FBtr0334757	2L	13215250	13215400	-	151	5	3	0	0
FBtr0080484	2L	13219823	13219973	-	151	75	175	14	8
FBtr0080444	2L	13219929	13220079	+	151	20	21	11	28
FBtr0334755	2L	13222329	13222479	-	151	4	8	0	1
FBtr0080445	2L	13222537	13222687	+	151	138	249	17	16
FBtr0080448	2L	13231989	13232139	+	151	1	2	0	0
FBtr0080449	2L	13236444	13236594	+	151	4	9	6	0
FBtr0334754	2L	13239939	13240089	+	151	1	0	0	0
FBtr0080450	2L	13240069	13240219	+	151	1	1	0	0
FBtr0080452	2L	13246182	13246332	+	151	21	32	0	2
FBtr0305556	2L	13251459	13251609	+	151	287	339	47	78
FBtr0345636	2L	13257427	13257577	+	151	4	3	0	0
FBtr0334853	2L	13260958	13261108	+	151	35	89	3	1
FBtr0334859	2L	13266819	13266969	+	151	470	717	765	849
FBtr0334861	2L	13267425	13267575	+	151	4	11	0	0
FBtr0334856	2L	13267442	13267592	+	151	7	10	0	0
FBtr0080478	2L	13286362	13286512	-	151	144	241	44	55
FBtr0334865	2L	13286727	13286877	+	151	97	137	4	4
FBtr0080461	2L	13289947	13290097	+	151	7	24	0	4
FBtr0344851	2L	13290860	13291010	+	151	127	254	62	121
FBtr0344140	2L	13295580	13295730	+	151	4	3	0	0
FBtr0080462	2L	13296298	13296448	+	151	88	141	31	34
FBtr0329824	2L	13304738	13304888	+	151	1	4	0	0
FBtr0080463	2L	13305870	13306020	+	151	2	1	0	0
FBtr0331503	2L	13331021	13331171	-	151	34	59	0	1
FBtr0331504	2L	13331021	13331171	-	151	34	59	0	1
FBtr0345611	2L	13347723	13347873	+	151	2	2	0	0
FBtr0080464	2L	13347723	13347873	+	151	2	2	0	0
FBtr0302043	2L	13354973	13355123	-	151	1	9	0	1
FBtr0080474	2L	13361465	13361615	-	151	1	4	0	0
FBtr0080473	2L	13366089	13366239	-	151	116	170	44	41
FBtr0080466	2L	13367567	13367717	+	151	19	34	18	7
FBtr0290000	2L	13369154	13369304	+	151	48	113	21	16
FBtr0080471	2L	13373724	13373874	-	151	165	321	21	13
FBtr0342639	2L	13373790	13373940	-	151	70	154	2	0
FBtr0342631	2L	13373969	13374119	+	151	2	3	0	0
FBtr0346420	2L	13374127	13374277	+	151	87	148	21	16
FBtr0080468	2L	13374127	13374277	+	151	87	148	21	16
FBtr0080470	2L	13378438	13378588	-	151	46	84	7	6
FBtr0080469	2L	13378852	13379002	+	151	439	696	48	37
FBtr0100220	2L	13382602	13382752	+	151	152	235	8	12
FBtr0303269	2L	13382602	13382752	+	151	152	235	8	12
FBtr0080525	2L	13387212	13387362	-	151	286	434	25	41
FBtr0080499	2L	13387521	13387671	+	151	7	15	2	7
FBtr0342637	2L	13394992	13395142	-	151	1064	2435	10	9
FBtr0345449	2L	13395031	13395181	-	151	1006	2342	9	9
FBtr0342635	2L	13398344	13398494	-	151	11	13	0	0
FBtr0080522	2L	13398564	13398714	-	151	9	2	0	0
FBtr0080500	2L	13398941	13399091	+	151	175	320	123	112
FBtr0345438	2L	13398941	13399091	+	151	175	320	123	112
FBtr0080501	2L	13412469	13412619	+	151	2	10	0	0
FBtr0308949	2L	13415381	13415531	+	151	11	19	0	4
FBtr0332510	2L	13415381	13415531	+	151	11	19	0	4
FBtr0346422	2L	13419171	13419321	+	151	14	64	1	18
FBtr0080502	2L	13435572	13435722	+	151	29	49	0	0
FBtr0346423	2L	13435572	13435722	+	151	29	49	0	0
FBtr0080519	2L	13445551	13445701	-	151	50	73	14	0
FBtr0080517	2L	13449397	13449547	-	151	3	2	0	0
FBtr0347400	2L	13461724	13461874	+	151	117	154	0	2
FBtr0303440	2L	13496035	13496185	+	151	1	2	0	0
FBtr0080508	2L	13542218	13542368	+	151	2	3	0	0
FBtr0332508	2L	13542531	13542681	+	151	4	2	0	0
FBtr0080514	2L	13547671	13547821	-	151	658	937	177	150
FBtr0332509	2L	13549228	13549378	-	151	10034	19105	414	383
FBtr0080513	2L	13549228	13549378	-	151	10034	19105	414	383
FBtr0301412	2L	13550089	13550239	+	151	2100	3752	220	235
FBtr0080510	2L	13550089	13550239	+	151	2100	3752	220	235
FBtr0342903	2L	13550089	13550239	+	151	2100	3752	220	235
FBtr0080512	2L	13597086	13597236	-	151	1	0	0	0
FBtr0342905	2L	13641172	13641322	-	151	818	1709	54	84
FBtr0080511	2L	13642296	13642446	-	151	10	15	3	11
FBtr0342906	2L	13642502	13642652	-	151	1	3	0	0
FBtr0331334	2L	13665475	13665625	+	151	103	201	12	17
FBtr0080527	2L	13665475	13665625	+	151	103	201	12	17
FBtr0331333	2L	13665475	13665625	+	151	103	201	12	17
FBtr0331332	2L	13665475	13665625	+	151	103	201	12	17
FBtr0310273	2L	13708165	13708315	+	151	0	3	0	0
FBtr0080580	2L	13717220	13717370	-	151	29	41	4	14
FBtr0343665	2L	13717220	13717370	-	151	29	41	4	14
FBtr0080579	2L	13723542	13723692	-	151	1	2	0	0
FBtr0343657	2L	13746902	13747052	+	151	3	4	0	0
FBtr0080532	2L	13771045	13771195	+	151	406	675	33	45
FBtr0080576	2L	13780065	13780215	-	151	354	812	3	1
FBtr0080534	2L	13780639	13780789	+	151	176	300	6	14
FBtr0329825	2L	13783360	13783510	-	151	191	486	7	5
FBtr0110941	2L	13784034	13784184	+	151	122	254	18	1
FBtr0300996	2L	13784034	13784184	+	151	122	254	18	1
