# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/CBP.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/PROseq.CBP.peak.featureCount.count.tab.txt" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam
Region1537	chr2L	21476392	21476840	.	449	5450	2820	5864	7196	2502	2953	4817	5054	4654	3751	3158	6247
Region1538	chr2L	21477634	21478595	.	962	23074	13791	27708	27134	17744	18584	20186	22836	28087	28826	17359	28256
Region1539	chr2L	21479069	21480089	.	1021	25902	15617	19609	18397	11751	13524	11315	14466	21559	20807	13606	18869
Region1540	chr2L	21481458	21481734	.	277	5020	2668	5096	6720	2296	2737	4444	4705	4314	3385	2756	5700
Region1541	chr2L	21482680	21483635	.	956	52902	30594	50080	53658	26078	24513	29704	33100	45769	47454	29442	46314
Region1542	chr2L	21484113	21485155	.	1043	26933	16240	20510	19101	12007	13800	11726	14786	22103	21231	14277	20052
Region1543	chr2L	21486537	21486726	.	190	4403	2313	4073	6099	1946	2290	3831	4176	3841	2977	2429	4938
Region1544	chr2L	21487825	21488780	.	956	52784	30138	50267	53324	26540	24229	29119	33491	45540	47458	29396	46469
Region1545	chr2L	21489267	21490305	.	1039	26998	16577	20653	19043	12111	13713	11733	14724	22334	20866	14247	19753
Region1546	chr2L	21491598	21491924	.	327	4772	2543	5104	6839	2319	2763	4518	4657	4276	3365	2693	5688
Region1547	chr2L	21492885	21493845	.	961	52132	30360	49785	53775	26211	24374	29377	33209	45524	47387	29332	46257
Region1548	chr2L	21494315	21495335	.	1021	26811	16286	20772	19190	12027	13553	11470	14660	21978	20930	14178	19804
Region1549	chr2L	21496641	21496997	.	357	5123	2652	5283	6763	2327	2702	4567	4734	4421	3430	2894	5739
Region1550	chr2L	21497928	21498874	.	947	52415	30156	49780	53462	26018	24198	29245	33457	45503	47249	29642	46037
Region1551	chr2L	21499348	21500376	.	1029	26973	16456	20539	19276	12038	13551	11598	14731	21808	21135	14213	19858
Region1552	chr2L	21501689	21502030	.	342	4955	2628	4992	6876	2263	2748	4427	4694	4288	3440	2690	5858
Region1553	chr2L	21502982	21503930	.	949	52602	30227	49513	53422	25996	24426	29136	33305	45502	47689	29343	46298
Region1554	chr2L	21504487	21505450	.	964	25735	16143	19275	18237	11602	13421	11067	14334	21918	20393	13925	18834
Region1555	chr2L	21506739	21507071	.	333	4980	2579	5062	6649	2272	2735	4446	4602	4354	3345	2718	5826
Region1556	chr2L	21508023	21508984	.	962	52290	30314	49744	53491	26334	24590	29285	33009	45394	47798	29128	46517
Region1557	chr2L	21509531	21510489	.	959	26056	15908	19471	17976	11577	13436	11145	14271	21564	20566	13713	18938
Region1558	chr2L	21511773	21512158	.	386	5011	2651	5259	6783	2303	2774	4634	4791	4408	3467	2920	5898
Region1559	chr2L	21513067	21514012	.	946	52596	30475	49409	53487	25995	24617	29127	32855	45567	46989	29326	45841
Region1560	chr2L	21514575	21515535	.	961	26032	16149	19429	18314	11530	13251	11087	14465	21676	20519	13607	19281
Region1561	chr2L	21516825	21517189	.	365	5122	2661	5113	6656	2324	2801	4465	4708	4216	3370	2846	5747
Region1562	chr2L	21518116	21519061	.	946	51700	29894	48779	53224	24788	22840	27355	30821	44765	46285	28764	45638
Region1563	chr2L	21519539	21520581	.	1043	26840	16247	20568	19082	12163	13474	11731	14794	22322	21010	14173	19871
Region1564	chr2L	21521663	21522028	.	366	5014	2574	5181	6885	2313	2756	4413	4805	4281	3307	2828	5654
Region1565	chr2L	21522948	21523905	.	958	51389	30121	49173	53889	24913	22831	27755	31172	44609	46576	28409	45970
Region1566	chr2L	21524385	21525436	.	1052	26671	16292	20543	19011	12068	13562	11697	14828	22076	20961	14032	19948
Region1567	chr2L	21526522	21526832	.	311	4810	2649	4954	6652	2265	2686	4401	4665	4125	3316	2681	5691
Region1568	chr2L	21527790	21528745	.	956	51812	29877	49239	54045	25008	23190	27352	31375	44753	46171	28824	45646
Region1569	chr2L	21529227	21530266	.	1040	26515	16222	20518	19194	12024	13660	11715	14774	21987	20973	14226	19797
Region1570	chr2L	21531351	21531694	.	344	4964	2650	5088	6870	2234	2757	4515	4677	4297	3385	2923	5740
Region1571	chr2L	21532644	21533595	.	952	52208	30155	49765	53967	26397	24680	29205	33292	45018	47123	29355	45956
Region1572	chr2L	21534149	21535114	.	966	26137	15889	19308	18233	11705	13224	11190	14340	21354	20534	13851	19238
Region1573	chr2L	21536399	21536743	.	345	4978	2668	5230	6893	2249	2805	4518	4784	4294	3418	2859	5784
Region1574	chr2L	21537661	21538639	.	979	53239	30718	50320	54368	26321	24891	29645	33499	45898	48013	30005	47443
Region1575	chr2L	21539101	21539452	.	352	6003	3675	6330	4790	2794	3337	2932	2850	5314	4751	3393	4938
Region1576	chr2L	21540917	21541628	.	712	18028	10514	12700	11874	7449	8153	6802	9046	13759	12813	8487	11720
Region1577	chr2L	21542919	21543263	.	345	5008	2667	5125	6675	2305	2734	4551	4820	4273	3417	2761	5855
Region1578	chr2L	21553354	21553668	.	315	1142	762	214	286	828	813	348	478	2645	2295	576	1183
Region1579	chr2L	21556847	21557212	.	366	361	192	57	46	141	124	22	28	151	172	13	19
Region1580	chr2L	21570656	21570968	.	313	54	39	31	38	53	51	52	78	37	44	21	48
Region1581	chr2L	21571734	21571972	.	239	32	13	7	11	14	11	13	19	24	12	5	14
Region1582	chr2L	21572779	21573092	.	314	26	13	17	18	7	17	12	12	14	17	5	13
Region1583	chr2L	21582312	21582499	.	188	14	3	5	2	4	5	3	4	12	7	3	8
Region1584	chr2L	21618638	21619365	.	728	3041	1924	1420	1889	1610	1894	2124	2529	2715	2525	1685	2612
Region1585	chr2L	21627641	21628277	.	637	1349	694	853	742	717	858	483	544	1163	1213	513	1028
Region1586	chr2L	21629163	21630139	.	977	7485	4225	3605	5154	3577	4015	4258	5141	5934	5265	2693	5529
Region1587	chr2L	21632180	21632553	.	374	56	25	120	46	26	36	54	37	50	39	38	40
Region1588	chr2L	21632864	21633499	.	636	144	82	87	75	55	84	37	51	85	92	23	62
Region1589	chr2L	21634745	21635133	.	389	103	56	63	89	25	16	15	15	27	36	13	23
Region1590	chr2L	21658762	21659078	.	317	297	180	172	203	214	286	255	276	200	174	190	222
Region1591	chr2L	21681855	21682261	.	407	2148	1514	1245	1500	1198	1517	1635	2064	1697	1512	798	1628
Region1592	chr2L	21708113	21708541	.	429	3057	1870	475	691	1332	1384	277	415	1266	1208	98	253
Region1593	chr2L	21753630	21753897	.	268	1617	993	590	831	784	986	775	1060	1558	1265	441	1100
Region1594	chr2L	21757154	21757670	.	517	436	253	255	247	267	272	277	304	312	322	159	231
Region1595	chr2L	21782149	21782560	.	412	123	68	28	22	25	22	11	15	45	35	16	30
Region1596	chr2L	21789428	21789813	.	386	16	5	6	6	7	9	9	6	5	4	6	4
Region1597	chr2L	21794668	21794932	.	265	1318	740	472	605	562	643	721	899	691	644	266	764
Region1598	chr2L	21810247	21810462	.	216	5	7	9	13	16	11	6	7	3	10	4	9
Region1599	chr2L	21828036	21829250	.	1215	2095	1407	1412	1700	1337	1640	1665	2335	1534	1386	1002	1954
Region1600	chr2L	21843294	21844065	.	772	90	53	78	65	25	43	48	71	63	50	31	72
Region1601	chr2L	21846820	21847047	.	228	24	18	19	18	7	16	8	8	19	19	12	11
Region1602	chr2L	21847442	21848099	.	658	110	61	61	39	47	54	33	42	51	76	27	53
Region1603	chr2L	21851329	21851861	.	533	54	26	18	29	33	40	42	36	46	39	19	36
Region1604	chr2L	21853265	21854009	.	745	147	86	24	10	33	28	20	19	46	41	21	42
Region1605	chr2L	21855695	21856224	.	530	95	88	31	19	44	60	13	25	87	81	21	29
Region1606	chr2L	21860596	21861030	.	435	189	99	73	60	26	28	11	26	107	103	53	61
Region1607	chr2L	21866431	21866769	.	339	26	15	18	10	12	8	6	10	13	23	12	21
Region1608	chr2L	21868722	21869523	.	802	117	73	32	33	22	25	12	12	71	55	27	60
Region1609	chr2L	21871524	21871860	.	337	45	37	18	21	10	8	5	7	22	35	1	24
Region1610	chr2L	21876836	21877617	.	782	105	71	18	13	40	45	9	6	48	55	11	9
Region1611	chr2L	21899070	21899775	.	706	11	13	21	11	13	9	10	17	10	16	8	16
Region1612	chr2L	21973465	21973797	.	333	2	4	4	5	6	2	1	2	7	3	3	1
Region1613	chr2L	22018654	22019548	.	895	193	129	311	274	215	288	427	591	322	258	391	646
Region1614	chr2L	22024199	22024894	.	696	44	30	37	34	23	27	33	36	62	50	45	88
Region1615	chr2L	22121686	22122160	.	475	590	356	305	318	379	440	324	473	451	400	224	333
Region1616	chr2L	22131205	22131668	.	464	94	52	86	96	28	42	73	80	78	90	101	172
Region1617	chr2L	22134084	22134474	.	391	645	382	389	480	185	211	72	115	404	302	170	297
Region1618	chr2L	22144040	22144314	.	275	39	31	9	18	11	11	5	10	31	29	12	17
Region1619	chr2L	22145917	22147052	.	1136	882	469	102	123	289	252	57	62	444	389	47	98
Region1620	chr2L	22151388	22152517	.	1130	5640	2850	111	113	1767	2270	25	26	3494	2982	32	59
Region1621	chr2L	22168391	22168829	.	439	370	219	361	402	232	267	271	315	359	367	178	360
Region1622	chr2L	22179408	22179936	.	529	11	12	23	4	5	10	9	6	7	7	9	6
Region1623	chr2L	22239832	22240228	.	397	287	175	315	233	162	173	226	232	202	219	244	303
Region1624	chr2L	22261046	22261548	.	503	179	92	119	120	256	291	254	331	75	59	13	26
Region1625	chr2L	22263980	22264217	.	238	5	3	9	11	4	4	8	2	9	2	6	12
Region1626	chr2L	22290166	22290480	.	315	15	6	13	10	4	6	4	3	14	10	5	8
Region1627	chr2L	22292866	22293118	.	253	10	1	3	6	5	0	2	1	8	1	5	6
Region1628	chr2L	22489705	22489911	.	207	6	4	4	8	4	5	4	6	5	4	11	3
Region1629	chr2L	22549895	22550463	.	569	145	124	148	165	145	134	156	230	159	165	131	180
Region1630	chr2L	22574337	22574669	.	333	190	130	65	75	51	64	37	26	139	112	33	54
Region1631	chr2L	22737051	22737331	.	281	23	20	9	7	11	18	4	6	41	31	5	14
Region1632	chr2L	22929518	22929750	.	233	54	36	29	21	11	15	11	20	38	25	9	21
Region1633	chr2L	22933910	22934254	.	345	258	147	19	17	34	31	8	7	66	56	8	8
Region1634	chr2L	22955016	22955378	.	363	241	157	30	21	48	43	10	10	71	50	10	18
Region1635	chr2L	23185012	23185178	.	167	11	7	4	6	5	7	6	2	10	8	4	6
Region1636	chr2L	23189438	23189665	.	228	7	11	12	6	15	12	5	8	13	6	8	12
Region1637	chr2L	23315001	23315441	.	441	126	71	39	37	60	75	35	51	134	121	53	84
Region1638	chr2L	23395163	23395564	.	402	61	41	7	2	22	15	6	3	27	31	3	7
Region1639	chr2L	23450917	23451104	.	188	11	4	5	7	4	4	5	4	3	8	3	8
Region1640	chr2R	237155	237462	.	308	643	432	52	75	212	245	44	58	385	331	18	63
Region1641	chr2R	245425	245654	.	230	593	429	52	58	239	228	49	68	359	304	17	53
Region1642	chr2R	318897	319090	.	194	7	7	5	7	5	3	3	5	8	11	6	7
Region1643	chr2R	336301	336555	.	255	74	28	22	27	30	26	21	25	57	35	11	25
Region1644	chr2R	342369	343567	.	1199	246	134	76	75	46	69	55	61	122	114	30	57
Region1645	chr2R	406162	406503	.	342	35	20	4	5	15	13	3	1	18	24	1	4
Region1646	chr2R	412984	413343	.	360	43	29	5	6	10	12	3	1	19	26	2	3
Region1647	chr2R	552831	553048	.	218	10	4	14	4	7	6	8	4	5	6	7	8
Region1648	chr2R	601854	602070	.	217	12	10	6	5	12	6	6	3	13	16	2	8
Region1649	chr2R	718426	718715	.	290	55	30	7	5	24	20	13	20	35	25	4	8
Region1650	chr2R	811865	812067	.	203	16	7	7	8	6	12	9	10	11	11	9	12
Region1651	chr2R	1150871	1151060	.	190	22	17	37	17	12	6	2	2	22	17	6	5
Region1652	chr2R	1167491	1167785	.	295	31	22	5	7	6	8	2	1	15	14	3	5
Region1653	chr2R	1172122	1172583	.	462	52	23	9	5	11	17	3	1	28	24	5	12
Region1654	chr2R	1215961	1216213	.	253	24	13	8	6	13	10	4	3	12	17	4	2
Region1655	chr2R	1241142	1241701	.	560	100	66	33	19	12	22	9	6	43	51	9	27
Region1656	chr2R	1242144	1242361	.	218	56	27	17	15	12	15	10	19	30	19	10	18
Region1657	chr2R	1344876	1345074	.	199	1675	1102	1000	1357	1141	1208	1559	1742	1443	1307	607	1477
Region1658	chr2R	1374271	1374661	.	391	421	287	158	127	283	330	123	137	263	241	79	99
Region1659	chr2R	1520252	1520421	.	170	56	31	11	8	18	24	8	10	36	24	4	13
Region1660	chr2R	1598656	1598866	.	211	988	843	304	427	637	742	207	296	513	507	94	177
Region1661	chr2R	1763347	1763873	.	527	64	30	3	7	17	17	3	3	24	13	1	8
Region1662	chr2R	2079681	2080012	.	332	4	0	0	5	1	0	5	2	3	4	2	4
Region1663	chr2R	2118370	2118620	.	251	87	64	92	67	33	20	27	34	41	58	26	45
Region1664	chr2R	2476104	2476309	.	206	4	0	4	2	1	3	2	4	1	1	0	3
Region1665	chr2R	2495617	2496034	.	418	296	193	16	15	184	223	66	111	296	285	15	32
Region1666	chr2R	2496464	2496961	.	498	45	31	11	20	38	34	20	23	68	33	11	17
Region1667	chr2R	2499142	2499362	.	221	11	10	14	13	8	14	18	16	18	13	6	8
Region1668	chr2R	2562498	2562981	.	484	1591	955	470	484	382	383	117	139	594	527	89	161
Region1669	chr2R	2805299	2805555	.	257	11	11	5	8	7	4	5	4	13	13	4	7
Region1670	chr2R	2904617	2904808	.	192	8	6	8	5	7	6	7	7	9	12	8	8
Region1671	chr2R	2944871	2945205	.	335	34	24	13	9	22	21	20	26	37	37	12	15
Region1672	chr2R	3003358	3003622	.	265	39	30	16	18	12	13	9	11	28	25	7	15
Region1673	chr2R	3063084	3063283	.	200	15	5	5	6	6	4	4	7	7	10	6	7
Region1674	chr2R	3307542	3307868	.	327	119	83	13	21	39	49	13	16	81	69	23	20
Region1675	chr2R	3311882	3312267	.	386	137	106	24	28	45	44	16	13	87	71	15	24
Region1676	chr2R	3549103	3549391	.	289	104	69	15	10	30	22	4	6	47	46	5	7
Region1677	chr2R	3682589	3682966	.	378	47	34	52	56	31	28	36	41	51	77	27	50
Region1678	chr2R	3717322	3717646	.	325	13	5	3	2	11	9	2	1	20	16	0	2
Region1679	chr2R	3731297	3731571	.	275	14	4	1	0	4	12	3	0	16	11	3	4
Region1680	chr2R	3750554	3750834	.	281	11	2	2	0	8	10	0	0	17	16	4	1
Region1681	chr2R	3775289	3775600	.	312	287	198	19	34	548	573	128	202	245	225	14	27
Region1682	chr2R	3781758	3781964	.	207	8	7	7	6	2	8	6	5	8	15	5	3
Region1683	chr2R	3877861	3878000	.	140	11	2	6	4	6	7	1	6	6	6	2	4
Region1684	chr2R	3940081	3940301	.	221	124	61	42	27	61	53	38	44	72	98	24	37
Region1685	chr2R	3947187	3947459	.	273	722	477	375	477	413	477	281	397	567	543	154	299
Region1686	chr2R	3955492	3955858	.	367	785	513	432	521	422	546	317	392	620	548	187	323
Region1687	chr2R	3964238	3964531	.	294	730	472	441	486	437	532	286	429	572	534	140	312
Region1688	chr2R	4012564	4012962	.	399	192	117	152	130	97	84	91	85	201	166	107	172
Region1689	chr2R	4169450	4169704	.	255	6	5	6	7	5	6	7	3	6	8	4	7
Region1690	chr2R	4172962	4173277	.	316	31	16	22	27	9	9	7	16	17	25	13	14
Region1691	chr2R	4186250	4186522	.	273	82	52	82	64	60	70	56	63	68	74	44	100
Region1692	chr2R	4188031	4188488	.	458	505	319	340	556	300	343	480	672	319	380	319	485
Region1693	chr2R	4225078	4225446	.	369	31	24	23	21	28	13	14	7	32	29	9	20
Region1694	chr2R	4267429	4267810	.	382	26	17	13	12	16	14	6	7	19	27	11	16
Region1695	chr2R	4272473	4272754	.	282	72	45	36	31	57	62	31	55	73	81	46	75
Region1696	chr2R	4309701	4310039	.	339	57	38	13	14	44	41	14	13	55	75	10	10
Region1697	chr2R	4544490	4545053	.	564	210	125	106	90	83	74	44	57	180	169	112	142
Region1698	chr2R	4616521	4616931	.	411	146	78	63	82	83	90	26	32	112	90	18	46
Region1699	chr2R	4623888	4624095	.	208	9	11	7	1	4	2	1	4	8	5	3	5
Region1700	chr2R	4709046	4709322	.	277	81	37	25	36	35	40	40	36	76	68	20	58
Region1701	chr2R	4730128	4730587	.	460	182	103	73	56	215	214	92	100	265	303	74	117
Region1702	chr2R	4750410	4750599	.	190	12	7	6	14	11	4	11	11	12	11	8	8
Region1703	chr2R	4824187	4824532	.	346	150	80	126	145	72	93	107	126	144	130	107	123
Region1704	chr2R	4863996	4864323	.	328	994	633	645	420	127	177	83	112	277	334	84	99
Region1705	chr2R	4868346	4868790	.	445	4451	3040	3814	2204	806	1259	642	561	2218	2234	672	760
Region1706	chr2R	4875676	4876158	.	483	132	67	15	10	227	243	111	150	68	58	9	10
Region1707	chr2R	5014677	5014888	.	212	14	5	7	3	8	9	1	6	10	6	5	8
Region1708	chr2R	5044257	5044474	.	218	543	401	194	235	359	416	252	330	292	272	105	191
Region1709	chr2R	5141584	5141915	.	332	8	4	8	16	3	10	6	9	9	18	4	13
Region1710	chr2R	5142357	5142588	.	232	10	10	13	7	4	5	9	3	13	10	5	11
Region1711	chr2R	5239999	5240374	.	376	56	21	52	40	15	28	36	29	57	59	28	60
Region1712	chr2R	5261980	5262299	.	320	14	11	10	11	4	4	11	1	20	26	9	22
Region1713	chr2R	5354198	5354747	.	550	457	346	409	322	233	255	221	281	320	290	191	278
Region1714	chr2R	5356034	5356260	.	227	14	10	18	21	3	5	5	5	12	7	6	15
Region1715	chr2R	5671654	5672015	.	362	919	471	508	553	547	557	732	926	643	625	264	623
Region1716	chr2R	5701841	5702306	.	466	325	210	275	337	216	263	403	441	293	281	206	360
Region1717	chr2R	5711068	5711642	.	575	45	22	14	14	13	11	15	19	23	21	7	13
Region1718	chr2R	5726705	5727244	.	540	210	145	182	215	131	169	268	382	188	160	154	293
Region1719	chr2R	5760779	5761081	.	303	705	431	390	440	492	583	452	606	599	568	332	425
Region1720	chr2R	5776361	5776632	.	272	3	0	5	6	5	5	11	4	1	8	2	6
Region1721	chr2R	5782210	5782453	.	244	11	5	14	12	10	9	7	10	5	6	6	14
Region1722	chr2R	5792382	5792928	.	547	8	5	7	10	4	1	1	4	5	1	2	0
Region1723	chr2R	5935187	5935597	.	411	39	27	4	1	33	33	6	0	31	30	5	12
Region1724	chr2R	5937370	5938990	.	1621	315	176	32	15	236	295	36	24	261	257	22	27
Region1725	chr2R	5974146	5974484	.	339	502	321	236	276	247	324	186	268	339	305	208	256
Region1726	chr2R	5981838	5982348	.	511	1339	760	705	786	764	775	946	1059	973	846	502	891
Region1727	chr2R	5992612	5993277	.	666	2443	1851	1303	1624	434	538	217	238	831	783	260	564
Region1728	chr2R	6017570	6018044	.	475	349	237	370	341	260	315	465	584	307	280	214	410
Region1729	chr2R	6035336	6035699	.	364	49	36	30	29	27	18	18	23	10	10	9	23
Region1730	chr2R	6036129	6036726	.	598	391	222	278	332	215	245	357	473	263	247	174	323
Region1731	chr2R	6037550	6038141	.	592	5	4	7	7	2	8	5	2	5	9	4	4
Region1732	chr2R	6069357	6069721	.	365	15	10	8	7	5	7	5	3	14	14	0	4
Region1733	chr2R	6102535	6102786	.	252	33	7	53	54	22	22	44	40	18	21	13	47
Region1734	chr2R	6120373	6121198	.	826	106	76	128	144	62	81	100	133	98	78	40	95
Region1735	chr2R	6121867	6122639	.	773	343	167	239	225	145	175	181	199	215	191	105	188
Region1736	chr2R	6125012	6125667	.	656	65	33	104	95	32	46	75	73	43	59	31	68
Region1737	chr2R	6131738	6132352	.	615	2743	1721	1754	2433	1972	2064	2373	3136	2484	2168	1242	2462
Region1738	chr2R	6132708	6133847	.	1140	177	132	84	91	94	104	100	109	135	118	81	111
Region1739	chr2R	6134173	6134647	.	475	119	77	49	55	56	85	53	67	73	83	44	74
Region1740	chr2R	6151025	6151581	.	557	11	5	17	18	6	4	13	15	3	4	6	9
Region1741	chr2R	6156310	6156813	.	504	10	6	10	7	13	6	10	11	5	4	3	4
Region1742	chr2R	6166784	6167338	.	555	443	293	105	124	280	278	91	155	271	275	41	90
Region1743	chr2R	6193687	6194962	.	1276	3000	1226	288	248	524	656	61	69	1916	1785	84	174
Region1744	chr2R	6195578	6196912	.	1335	5464	2922	1633	1771	1771	1894	751	1144	3960	3854	1029	1842
Region1745	chr2R	6202232	6202971	.	740	135	61	245	202	60	83	150	190	113	112	93	143
Region1746	chr2R	6213840	6214281	.	442	1073	639	320	339	579	618	373	487	716	611	247	346
Region1747	chr2R	6220331	6220623	.	293	143	100	67	78	71	58	42	57	131	125	51	80
Region1748	chr2R	6220912	6221691	.	780	1818	1188	1598	1544	700	873	768	842	1967	1960	1205	1666
Region1749	chr2R	6235843	6236327	.	485	291	140	66	64	76	103	55	50	166	170	31	61
Region1750	chr2R	6258875	6259197	.	323	9	10	9	8	7	10	3	4	5	9	3	8
Region1751	chr2R	6260960	6261279	.	320	89	48	11	8	70	78	12	22	133	112	19	21
Region1752	chr2R	6267247	6267610	.	364	106	62	20	13	89	114	36	48	52	61	16	20
Region1753	chr2R	6269816	6270043	.	228	30	14	9	12	7	8	5	14	11	12	7	6
Region1754	chr2R	6287358	6287644	.	287	14	10	7	8	8	13	10	17	11	7	2	3
Region1755	chr2R	6298754	6299131	.	378	57	44	5	11	43	75	28	37	39	35	6	4
Region1756	chr2R	6350304	6350730	.	427	155	108	21	27	49	63	22	20	100	90	21	16
Region1757	chr2R	6459774	6460140	.	367	187	114	11	17	129	128	21	23	209	172	18	40
Region1758	chr2R	6483031	6483525	.	495	887	481	43	98	449	446	136	156	446	349	32	68
Region1759	chr2R	6494250	6494574	.	325	1339	982	3070	2761	1222	1349	1815	1965	1555	1667	2225	2447
Region1760	chr2R	6501589	6502046	.	458	249	133	90	77	101	104	136	189	132	95	91	250
Region1761	chr2R	6504268	6504835	.	568	79	42	13	20	19	15	13	8	14	21	5	10
Region1762	chr2R	6507314	6507856	.	543	17	8	10	2	1	9	5	6	7	3	1	9
Region1763	chr2R	6511274	6511802	.	529	199	121	72	59	84	62	30	41	88	100	31	54
Region1764	chr2R	6514023	6517254	.	3232	877	459	121	110	175	166	57	59	354	358	57	101
Region1765	chr2R	6518628	6518962	.	335	11	6	5	2	3	7	2	3	5	7	1	2
Region1766	chr2R	6523632	6524096	.	465	146	104	117	136	43	21	35	57	23	18	12	17
Region1767	chr2R	6526717	6526998	.	282	28	14	9	9	3	7	5	6	6	11	3	8
Region1768	chr2R	6527774	6528561	.	788	39	28	7	6	19	17	9	6	20	22	5	6
Region1769	chr2R	6555156	6555576	.	421	30	18	23	14	11	12	9	7	18	13	12	17
Region1770	chr2R	6557872	6558292	.	421	3	10	8	7	6	5	10	5	5	7	9	7
Region1771	chr2R	6572943	6574333	.	1391	176	99	38	40	68	83	52	35	127	134	31	52
Region1772	chr2R	6574763	6576397	.	1635	197	93	39	53	96	125	57	51	133	102	21	41
Region1773	chr2R	6585720	6586391	.	672	97	64	30	33	41	36	24	28	57	53	16	26
Region1774	chr2R	6594266	6594608	.	343	17	9	7	7	8	12	5	6	9	15	3	9
Region1775	chr2R	6594875	6595257	.	383	10	2	10	8	7	7	7	7	2	5	8	13
Region1776	chr2R	6597963	6598301	.	339	10	14	9	5	10	10	7	7	13	14	2	5
Region1777	chr2R	6600418	6600903	.	486	29	34	13	11	14	21	12	7	26	29	4	10
Region1778	chr2R	6602841	6603415	.	575	32	20	20	10	5	6	2	6	18	13	8	20
Region1779	chr2R	6605744	6606336	.	593	22	7	16	4	6	11	10	7	19	15	8	12
Region1780	chr2R	6607261	6607769	.	509	16	3	9	8	4	3	16	10	5	12	6	15
Region1781	chr2R	6610090	6611430	.	1341	3671	2318	2075	2973	2011	2489	2241	3139	3442	3255	1393	3371
Region1782	chr2R	6612841	6613108	.	268	227	91	114	138	137	123	138	168	160	176	110	233
Region1783	chr2R	6622230	6622629	.	400	613	406	194	239	338	472	237	378	374	311	120	186
Region1784	chr2R	6627147	6627684	.	538	327	187	114	141	130	140	87	77	216	189	52	112
Region1785	chr2R	6629808	6630722	.	915	153	95	144	136	161	195	237	244	217	191	102	186
Region1786	chr2R	6631400	6633311	.	1912	2116	1428	1550	1562	1782	2203	2433	3295	1876	1922	1149	2113
