"ENSEMBL"	"ENTREZID"	"SYMBOL"
"FBgn0000562"	"37757"	"egl"
"FBgn0034902"	"37761"	"CG5532"
"FBgn0034903"	"37762"	"sona"
"FBgn0034906"	"37765"	"CG13561"
"FBgn0010278"	"37767"	"Ssrp"
"FBgn0034908"	"37768"	"CG5543"
"FBgn0028411"	"37769"	"Nxt1"
"FBgn0034911"	"37772"	"GlyT"
"FBgn0003401"	"45360"	"shu"
"FBgn0034913"	"37774"	"Snap29"
"FBgn0034914"	"37775"	"CG5554"
"FBgn0021895"	"47457"	"ytr"
"FBgn0034915"	"37776"	"eIF6"
"FBgn0024234"	"37778"	"gbb"
"FBgn0004581"	"47873"	"bgcn"
"FBgn0034918"	"37780"	"Pym"
"FBgn0025790"	"37781"	"TBPH"
"FBgn0025335"	"37782"	"CG4585"
"FBgn0034919"	"37783"	"CG5569"
"FBgn0025352"	"37784"	"Thiolase"
"FBgn0011236"	"37785"	"ken"
"FBgn0020372"	"37786"	"TM4SF"
"FBgn0025336"	"37787"	"CG4882"
"FBgn0034921"	"37790"	"DCP1"
"FBgn0262619"	"37791"	"DNA-ligI"
"FBgn0034923"	"37792"	"Upf3"
"FBgn0034924"	"37793"	"CG17658"
"FBgn0034925"	"37794"	"CG5339"
"FBgn0263667"	"37795"	"Lpt"
"FBgn0034928"	"37797"	"CG13562"
"FBgn0015268"	"37798"	"Nap1"
"FBgn0261794"	"37800"	"kcc"
"FBgn0263006"	"49297"	"SERCA"
"FBgn0034931"	"37801"	"CG2812"
"FBgn0034933"	"37803"	"CG3735"
"FBgn0023477"	"37804"	"Taldo"
"FBgn0001123"	"37805"	"Galphas"
"FBgn0034935"	"37806"	"Orcokinin"
"FBgn0034936"	"37807"	"CG2970"
"FBgn0034937"	"37808"	"fzr2"
"FBgn0034938"	"37809"	"CG3803"
"FBgn0034939"	"37810"	"thoc5"
"FBgn0034940"	"37811"	"CG16787"
"FBgn0029105"	"49713"	"alpha-Catr"
"FBgn0020764"	"37815"	"Alas"
"FBgn0003008"	"43943"	"or"
"FBgn0034945"	"37817"	"CG10904"
"FBgn0034946"	"37818"	"CG3065"
"FBgn0002791"	"45906"	"mr"
"FBgn0034948"	"37820"	"PPP1R15"
"FBgn0005612"	"37822"	"Sox14"
"FBgn0283509"	"37823"	"Phm"
"FBgn0034950"	"37824"	"Pask"
"FBgn0053519"	"3346201"	"Unc-89"
"FBgn0034957"	"37831"	"CG3121"
"FBgn0034958"	"37832"	"CG3907"
"FBgn0034959"	"37833"	"CG11388"
"FBgn0283494"	"37834"	"Adk2"
"FBgn0011695"	"49821"	"EbpIII"
"FBgn0061198"	"246497"	"HSPC300"
"FBgn0034961"	"37836"	"CG3163"
"FBgn0050172"	"246496"	"CG30172"
"FBgn0013764"	"37837"	"Chi"
"FBgn0034962"	"37838"	"MAN1"
"FBgn0034963"	"37839"	"Not11"
"FBgn0034964"	"37840"	"IntS1"
"FBgn0011726"	"37841"	"tsr"
"FBgn0028552"	"37842"	"gammaSnap1"
"FBgn0003353"	"37843"	"sei"
"FBgn0034965"	"37844"	"ppk29"
"FBgn0034966"	"37845"	"CG13563"
"FBgn0285952"	"37846"	"eEF5"
"FBgn0034968"	"45329"	"RpL12"
"FBgn0023170"	"37849"	"RpL39"
"FBgn0283666"	"37850"	"Rap2l"
"FBgn0034970"	"37851"	"yki"
"FBgn0034971"	"37852"	"CG3209"
"FBgn0259209"	"37853"	"Mlp60A"
"FBgn0034972"	"37854"	"CG10339"
"FBgn0034974"	"37856"	"CG16786"
"FBgn0086129"	"37857"	"snama"
"FBgn0023081"	"37858"	"gek"
"FBgn0034975"	"37859"	"enok"
"FBgn0034976"	"37860"	"CG4049"
"FBgn0041706"	"37861"	"CG3253"
"FBgn0034978"	"37862"	"CG3257"
"FBgn0264297"	"37863"	"CG43775"
"FBgn0041582"	"37864"	"tamo"
"FBgn0021875"	"45021"	"Zfrp8"
"FBgn0034982"	"37866"	"Naa35"
"FBgn0260770"	"8674104"	"CG42568"
"FBgn0260775"	"37869"	"DnaJ-60"
"FBgn0015544"	"43958"	"spag"
"FBgn0034985"	"37871"	"CG3328"
"FBgn0034986"	"37872"	"mRpS17"
"FBgn0259937"	"37873"	"Nop60B"
"FBgn0266083"	"37874"	"ocm"
"FBgn0034988"	"37875"	"cN-IIIB"
"FBgn0034989"	"37876"	"CG3356"
"FBgn0034994"	"37881"	"Ir60a"
"FBgn0034997"	"37884"	"CG3376"
"FBgn0005636"	"37886"	"nvy"
"FBgn0034999"	"37887"	"CG3394"
"FBgn0003888"	"37888"	"betaTub60D"
"FBgn0005638"	"37889"	"slbo"
"FBgn0004101"	"37890"	"bs"
"FBgn0000037"	"37892"	"mAChR-A"
"FBgn0035001"	"37893"	"Slik"
"FBgn0002787"	"37894"	"Rpn8"
"FBgn0266439"	"19836003"	"CG45069"
"FBgn0266438"	"19835548"	"PIG-Z"
"FBgn0259210"	"246493"	"prom"
"FBgn0284252"	"37912"	"Letm1"
"FBgn0259185"	"7354400"	"Ir60b"
"FBgn0035016"	"37914"	"CG4612"
"FBgn0050169"	"37916"	"Brca2"
"FBgn0035019"	"37917"	"Ir60e"
"FBgn0035020"	"37918"	"CG13585"
"FBgn0035021"	"37919"	"CG4622"
"FBgn0035023"	"37921"	"ITP"
"FBgn0016687"	"37922"	"Nurf-38"
"FBgn0035024"	"37923"	"CG11414"
"FBgn0035025"	"37924"	"uri"
"FBgn0035026"	"37925"	"Fcp1"
"FBgn0035027"	"37926"	"CG3511"
"FBgn0035028"	"37927"	"Start1"
"FBgn0020521"	"37929"	"pio"
"FBgn0035031"	"37930"	"CG13587"
"FBgn0035032"	"37931"	"ATPsynF"
"FBgn0035033"	"37932"	"CG3548"
"FBgn0035035"	"37934"	"CG3570"
"FBgn0035036"	"37935"	"CG4707"
"FBgn0259742"	"37937"	"CG42360"
"FBgn0259707"	"37936"	"CG42361"
"FBgn0035039"	"37938"	"Adck"
"FBgn0035041"	"37940"	"CG13594"
"FBgn0015040"	"37941"	"Cyp9c1"
"FBgn0035043"	"37943"	"CG4781"
"FBgn0035044"	"37944"	"CG3663"
"FBgn0050163"	"246492"	"Cpr60D"
"FBgn0050161"	"37945"	"CG30161"
"FBgn0035046"	"37946"	"ND-19"
"FBgn0085243"	"5740774"	"CG34214"
"FBgn0260456"	"37948"	"CG4806"
"FBgn0261373"	"2768732"	"CG33228"
"FBgn0035047"	"37947"	"Pof"
"FBgn0035049"	"37949"	"Mmp1"
"FBgn0053988"	"37953"	"Mid1"
"FBgn0050421"	"37954"	"Usp15-31"
"FBgn0035056"	"37956"	"spz6"
"FBgn0035057"	"37957"	"CG3880"
"FBgn0040666"	"50139"	"CG12848"
"FBgn0035059"	"37959"	"CG3894"
"FBgn0027590"	"37960"	"GstE12"
"FBgn0035060"	"37961"	"Eps-15"
"FBgn0086908"	"37962"	"egg"
"FBgn0035063"	"37964"	"CG3594"
"FBgn0035064"	"37965"	"TyrRS-m"
"FBgn0035065"	"37966"	"CG3589"
"FBgn0041205"	"37967"	"key"
"FBgn0028738"	"44125"	"ETH"
"FBgn0023181"	"37970"	"Orc4"
"FBgn0000157"	"37973"	"Dll"
"FBgn0265193"	"37978"	"Atf-2"
"FBgn0035073"	"37977"	"CG16896"
"FBgn0050423"	"246605"	"CG30423"
"FBgn0265182"	"19835727"	"CG44247"
"FBgn0085442"	"37979"	"NKAIN"
"FBgn0035076"	"37980"	"Ance-5"
"FBgn0085434"	"37981"	"NaCP60E"
"FBgn0035078"	"37983"	"Tpc2"
"FBgn0035077"	"37982"	"CG9083"
"FBgn0066084"	"251466"	"RpL41"
"FBgn0060296"	"37985"	"pain"
"FBgn0043792"	"37986"	"CG30427"
"FBgn0022343"	"37987"	"CG3760"
"FBgn0035082"	"37988"	"CG2811"
"FBgn0035083"	"37989"	"Tina-1"
"FBgn0035084"	"37990"	"CG15861"
"FBgn0027599"	"37992"	"CG2790"
"FBgn0035086"	"37993"	"CG12851"
"FBgn0035087"	"37994"	"CG2765"
"FBgn0050424"	"246606"	"CG30424"
"FBgn0285950"	"37995"	"RpL19"
"FBgn0035088"	"37996"	"CG3776"
"FBgn0035090"	"37998"	"CG2736"
"FBgn0010435"	"37999"	"emp"
"FBgn0035091"	"38000"	"CG3829"
"FBgn0265434"	"38001"	"zip"
"FBgn0004055"	"38002"	"uzip"
"FBgn0035092"	"38003"	"Nplp1"
"FBgn0001147"	"38004"	"gsb-n"
"FBgn0001148"	"38005"	"gsb"
"FBgn0004919"	"38006"	"gol"
"FBgn0266129"	"38007"	"lov"
"FBgn0035094"	"38011"	"CG9380"
"FBgn0001325"	"38012"	"Kr"
"FBgn0050428"	"246608"	"CG30428"
"FBgn0025836"	"5740235"	"RhoGAP1A"
"FBgn0284435"	"3354987"	"tyn"
"FBgn0025835"	"5740408"	"CG17707"
"FBgn0040373"	"30970"	"CG3038"
"FBgn0040372"	"30971"	"G9a"
"FBgn0259722"	"7354420"	"CG42376"
"FBgn0000316"	"30973"	"cin"
"FBgn0029518"	"3346142"	"CG13376"
"FBgn0005427"	"30975"	"ewg"
"FBgn0024989"	"30979"	"CG3777"
"FBgn0029521"	"30978"	"Or1a"
"FBgn0000022"	"30981"	"ac"
"FBgn0004170"	"30982"	"sc"
"FBgn0002561"	"30983"	"l(1)sc"
"FBgn0011822"	"30984"	"Pgcl"
"FBgn0000137"	"30985"	"ase"
"FBgn0010019"	"30986"	"Cyp4g1"
"FBgn0266572"	"47141"	"ebo"
"FBgn0029522"	"30988"	"CG13373"
"FBgn0052817"	"318226"	"CG32817"
"FBgn0029524"	"30990"	"CG3176"
"FBgn0029525"	"30991"	"CG18273"
"FBgn0023536"	"30994"	"CG3156"
"FBgn0023537"	"30995"	"CG17896"
"FBgn0004648"	"30998"	"svr"
"FBgn0260400"	"31000"	"elav"
"FBgn0023535"	"46717"	"arg"
"FBgn0024983"	"31001"	"CG4293"
"FBgn0000108"	"31002"	"Appl"
"FBgn0261930"	"31003"	"vnd"
"FBgn0025633"	"31004"	"CG13366"
"FBgn0029529"	"31005"	"CG13365"
"FBgn0016038"	"31006"	"Vsp37A"
"FBgn0025640"	"31007"	"CG13369"
"FBgn0026879"	"50364"	"CG13364"
"FBgn0025635"	"47718"	"CG17829"
"FBgn0002579"	"31009"	"RpL36"
"FBgn0001341"	"31010"	"l(1)1Bi"
"FBgn0020381"	"31011"	"Dredd"
"FBgn0003575"	"31012"	"su(sable)"
"FBgn0025634"	"31013"	"CG13367"
"FBgn0025638"	"31014"	"Roc1a"
"FBgn0025639"	"31015"	"Hmt4-20"
"FBgn0025637"	"31016"	"SkpA"
"FBgn0021764"	"31017"	"sdk"
"FBgn0040383"	"31020"	"CG5254"
"FBgn0040382"	"31021"	"CG5273"
"FBgn0015288"	"31022"	"RpL22"
"FBgn0027343"	"31023"	"fz3"
"FBgn0086368"	"31024"	"tw"
"FBgn0025620"	"31025"	"CG13360"
"FBgn0025621"	"31026"	"CG16989"
"FBgn0015799"	"31027"	"Rbf"
"FBgn0025616"	"31028"	"CG13359"
"FBgn0026874"	"31029"	"CG13358"
"FBgn0260855"	"31030"	"Sec22"
"FBgn0264449"	"31031"	"CG43867"
"FBgn0029539"	"31036"	"CG11663"
"FBgn0040344"	"31037"	"CG3711"
"FBgn0040339"	"31038"	"MED22"
"FBgn0040342"	"53540"	"CG3706"
"FBgn0052815"	"318224"	"CG32815"
"FBgn0040340"	"31042"	"TRAM"
"FBgn0040346"	"31043"	"CG3704"
"FBgn0040347"	"31044"	"mus81"
"FBgn0040348"	"31045"	"CG3703"
"FBgn0040349"	"31046"	"CG3699"
"FBgn0003638"	"31054"	"su(w[a])"
"FBgn0040337"	"53546"	"CG3021"
"FBgn0026143"	"31052"	"CDC45L"
"FBgn0053082"	"318857"	"CG33082"
"FBgn0014903"	"44620"	"CG14630"
"FBgn0266569"	"7354475"	"CG42259"
"FBgn0040398"	"31055"	"CG14629"
"FBgn0040397"	"31056"	"CG3655"
"FBgn0040364"	"31060"	"CG11378"
"FBgn0040358"	"31066"	"CG14625"
"FBgn0040367"	"31069"	"CG11382"
"FBgn0040366"	"31070"	"CG11398"
"FBgn0261444"	"31071"	"CG3638"
"FBgn0026876"	"31072"	"CG11403"
"FBgn0028550"	"43867"	"Atf3"
"FBgn0025641"	"31075"	"DAAM"
"FBgn0004650"	"45973"	"fs(1)N"
"FBgn0024366"	"31078"	"CG11409"
"FBgn0024362"	"31079"	"Naa30A"
"FBgn0024360"	"31081"	"MTPAP"
"FBgn0024361"	"31080"	"Tsp2A"
"FBgn0024365"	"31082"	"CG12773"
"FBgn0024364"	"31083"	"CG11417"
"FBgn0000826"	"31084"	"png"
"FBgn0024987"	"31086"	"ssx"
"FBgn0023169"	"43904"	"AMPKalpha"
"FBgn0024986"	"44736"	"CG3719"
"FBgn0052813"	"31089"	"CG32813"
"FBgn0024985"	"31090"	"CG11448"
"FBgn0259108"	"5740544"	"futsch"
"FBgn0265139"	"31093"	"Gr2a"
"FBgn0027795"	"31094"	"CG14785"
"FBgn0027794"	"31095"	"Lrpprc2"
"FBgn0027793"	"31096"	"CG14787"
"FBgn0266284"	"31097"	"Ns3"
"FBgn0027791"	"31098"	"O-fut2"
"FBgn0052808"	"318221"	"CG32808"
"FBgn0013720"	"31101"	"pck"
"FBgn0025383"	"31102"	"CG14780"
"FBgn0025382"	"31103"	"Rab27"
"FBgn0260986"	"31104"	"mei-38"
"FBgn0025381"	"31105"	"rush"
"FBgn0003517"	"31106"	"sta"
"FBgn0025394"	"31110"	"inc"
"FBgn0053513"	"31107"	"Nmdar2"
"FBgn0025390"	"31111"	"Mur2B"
"FBgn0283451"	"44505"	"br"
"FBgn0023530"	"31119"	"CG3740"
"FBgn0001189"	"31120"	"hfw"
"FBgn0023531"	"31121"	"CG32809"
"FBgn0024897"	"31124"	"b6"
"FBgn0023130"	"31127"	"a6"
"FBgn0283741"	"31136"	"prage"
"FBgn0026086"	"31130"	"Adar"
"FBgn0052806"	"318220"	"CG32806"
"FBgn0026090"	"31137"	"CG14812"
"FBgn0028969"	"45250"	"deltaCOP"
"FBgn0023515"	"31139"	"CG14814"
"FBgn0026873"	"31140"	"MED18"
"FBgn0023516"	"31141"	"Pex5"
"FBgn0023513"	"31142"	"CG14803"
"FBgn0023517"	"31143"	"Pgam5"
"FBgn0014411"	"31144"	"Vps26"
"FBgn0026089"	"31145"	"CG14817"
"FBgn0023514"	"31146"	"CG14805"
"FBgn0026088"	"31147"	"CG14818"
"FBgn0029594"	"31148"	"CG14806"
"FBgn0023518"	"31149"	"trr"
"FBgn0023519"	"31150"	"mRpL16"
"FBgn0000117"	"31151"	"arm"
"FBgn0052803"	"326240"	"CG32803"
"FBgn0052801"	"31152"	"CG32801"
"FBgn0023511"	"31154"	"Edem1"
"FBgn0023509"	"31153"	"mip130"
"FBgn0023510"	"31155"	"Rbcn-3B"
"FBgn0023512"	"31156"	"eIF2Bepsilon"
"FBgn0023508"	"31157"	"Ocrl"
"FBgn0023522"	"31158"	"CG11596"
"FBgn0023520"	"2768908"	"CG3857"
"FBgn0023521"	"31160"	"CG3587"
"FBgn0264562"	"31162"	"Hr4"
"FBgn0023545"	"31163"	"PIG-K"
"FBgn0261954"	"46006"	"east"
"FBgn0000667"	"31166"	"Actn"
"FBgn0003964"	"31165"	"usp"
"FBgn0025632"	"31169"	"CG4313"
"FBgn0025631"	"31168"	"moody"
"FBgn0025625"	"31170"	"Sik2"
"FBgn0025626"	"31171"	"CG4281"
"FBgn0025628"	"31174"	"CG4199"
"FBgn0025627"	"31173"	"CG4194"
"FBgn0025630"	"31175"	"Rtca"
"FBgn0025629"	"31176"	"CG4045"
"FBgn0025624"	"31177"	"CG4025"
"FBgn0040394"	"31178"	"CG16903"
"FBgn0040395"	"31179"	"Unc-76"
"FBgn0000382"	"45278"	"csw"
"FBgn0004860"	"44889"	"ph-d"
"FBgn0004861"	"31181"	"ph-p"
"FBgn0023507"	"31184"	"D2hgdh"
"FBgn0004654"	"31185"	"Pgd"
"FBgn0013432"	"31186"	"bcn92"
"FBgn0004655"	"31187"	"wapl"
"FBgn0023540"	"31189"	"CG3630"
"FBgn0025839"	"31190"	"ND-B14.5A"
"FBgn0023541"	"45706"	"Cyp4d14"
"FBgn0011576"	"31192"	"Cyp4d2"
"FBgn0015036"	"31193"	"Cyp4ae1"
"FBgn0003116"	"31194"	"pn"
"FBgn0023542"	"31195"	"Nmd3"
"FBgn0040899"	"50373"	"CG17776"
"FBgn0040900"	"50374"	"CG17777"
"FBgn0023549"	"31198"	"Mct1"
"FBgn0053548"	"31200"	"SmydA-8"
"FBgn0004397"	"31201"	"Vinc"
"FBgn0003048"	"31204"	"pcx"
"FBgn0001330"	"31205"	"kz"
"FBgn0000810"	"47781"	"fs(1)K10"
"FBgn0023523"	"31207"	"Or2a"
"FBgn0000377"	"31208"	"crn"
"FBgn0023525"	"31209"	"CG3191"
"FBgn0023524"	"31211"	"CG3078"
"FBgn0027296"	"31212"	"temp"
"FBgn0023527"	"31213"	"CG3071"
"FBgn0023528"	"31214"	"CG2924"
"FBgn0023529"	"31215"	"CG2918"
"FBgn0023526"	"31217"	"CG2865"
"FBgn0003079"	"31221"	"Raf"
"FBgn0040392"	"31218"	"CG14050"
"FBgn0040391"	"31219"	"CG2854"
"FBgn0040389"	"31222"	"mRpL14"
"FBgn0003159"	"44529"	"CG2841"
"FBgn0264598"	"31224"	"PsGEF"
"FBgn0040385"	"31226"	"CG12496"
"FBgn0001150"	"31227"	"gt"
"FBgn0003714"	"31228"	"tko"
"FBgn0040388"	"31229"	"boi"
"FBgn0004050"	"31230"	"z"
"FBgn0284408"	"45320"	"trol"
"FBgn0260753"	"31234"	"Pdfr"
"FBgn0040375"	"31237"	"CG13760"
"FBgn0040066"	"53428"	"wds"
"FBgn0001404"	"31239"	"egh"
"FBgn0011606"	"31240"	"Klp3A"
"FBgn0011566"	"44554"	"Smyd3"
"FBgn0029629"	"31243"	"eIF3g1"
"FBgn0040334"	"31244"	"Tsp3A"
"FBgn0040336"	"31245"	"Seipin"
"FBgn0040333"	"31246"	"brv3"
"FBgn0267350"	"31247"	"PI4KIIIalpha"
"FBgn0003371"	"31248"	"sgg"
"FBgn0011276"	"31249"	"HLH3B"
"FBgn0003068"	"31251"	"per"
"FBgn0000092"	"31252"	"CG2650"
"FBgn0024992"	"31253"	"CG2658"
"FBgn0024993"	"31254"	"CG2662"
"FBgn0024994"	"31255"	"Csat"
"FBgn0024996"	"31256"	"eIF2Bbeta"
"FBgn0024995"	"31257"	"CG2680"
"FBgn0024997"	"31258"	"CG2681"
"FBgn0024998"	"31259"	"CG2685"
"FBgn0024991"	"31260"	"CG2694"
"FBgn0024973"	"31261"	"CG2701"
"FBgn0000928"	"31262"	"fs(1)Yb"
"FBgn0000927"	"31263"	"fs(1)Ya"
"FBgn0000520"	"31265"	"dwg"
"FBgn0250874"	"31266"	"ttm50"
"FBgn0024975"	"31267"	"CG2712"
"FBgn0028369"	"31292"	"kirre"
"FBgn0040384"	"31270"	"CG32795"
"FBgn0025643"	"31278"	"CG3588"
"FBgn0052793"	"31280"	"CG32793"
"FBgn0003285"	"31290"	"rst"
"FBgn0004647"	"31293"	"N"
"FBgn0028746"	"59253"	"CG18508"
"FBgn0000644"	"31294"	"Fcp3C"
"FBgn0040396"	"31295"	"CG3939"
"FBgn0000479"	"31309"	"dnc"
"FBgn0029656"	"31308"	"CG10793"
"FBgn0262656"	"31310"	"Myc"
"FBgn0029657"	"31311"	"CG12535"
"FBgn0029662"	"31316"	"CG12206"
"FBgn0029663"	"31317"	"CG10804"
"FBgn0029664"	"31318"	"CG10802"
"FBgn0029665"	"31319"	"CG14270"
"FBgn0029666"	"31320"	"CG10803"
"FBgn0029667"	"31321"	"Gas8"
"FBgn0052791"	"31322"	"DIP-alpha"
"FBgn0029672"	"31326"	"CG2875"
"FBgn0266429"	"44126"	"AstA-R1"
"FBgn0023216"	"31329"	"Parg"
"FBgn0023215"	"31331"	"Mnt"
"FBgn0015286"	"31332"	"Rala"
"FBgn0283657"	"318206"	"Tlk"
"FBgn0029676"	"31335"	"HIP-R"
"FBgn0029676"	"318211"	"HIP"
"FBgn0260484"	"31335"	"HIP-R"
"FBgn0260484"	"318211"	"HIP"
"FBgn0264954"	"31336"	"fd3F"
"FBgn0000542"	"31339"	"ec"
"FBgn0029679"	"31338"	"CG2901"
"FBgn0265575"	"31340"	"yin"
"FBgn0028491"	"31341"	"CG2930"
"FBgn0285910"	"31342"	"VhaAC39-1"
"FBgn0029681"	"31343"	"CG15239"
"FBgn0260658"	"31344"	"CG42541"
"FBgn0029685"	"31347"	"CG2938"
"FBgn0029686"	"31348"	"CG2941"
"FBgn0052786"	"318210"	"CG32786"
"FBgn0052783"	"318207"	"CG32783"
"FBgn0029687"	"31349"	"Vap33"
"FBgn0029688"	"31350"	"lva"
"FBgn0029689"	"31351"	"CG6428"
"FBgn0029690"	"31352"	"CG6414"
"FBgn0263772"	"31353"	"CG43689"
"FBgn0029693"	"31355"	"CG6379"
"FBgn0004832"	"31357"	"Xpac"
"FBgn0000221"	"31358"	"brn"
"FBgn0026079"	"45064"	"Nsun2"
"FBgn0026085"	"31361"	"dgt4"
"FBgn0026080"	"31362"	"Tip60"
"FBgn0026083"	"31363"	"tyf"
"FBgn0066114"	"251900"	"GlcAT-I"
"FBgn0000635"	"31364"	"Fas2"
"FBgn0029697"	"31366"	"CG15570"
"FBgn0029703"	"31372"	"CG12692"
"FBgn0002707"	"31373"	"mei-9"
"FBgn0266570"	"31374"	"CG2982"
"FBgn0040907"	"50381"	"mRpL33"
"FBgn0262738"	"31376"	"norpA"
"FBgn0029706"	"31377"	"CG3626"
"FBgn0000179"	"31379"	"bi"
"FBgn0003210"	"31381"	"rb"
"FBgn0029709"	"31382"	"CHOp24"
"FBgn0029710"	"31383"	"CG3568"
"FBgn0029711"	"31384"	"Usf"
"FBgn0029712"	"31385"	"CG15912"
"FBgn0029713"	"31386"	"CG11436"
"FBgn0029714"	"31387"	"CG3527"
"FBgn0029715"	"31388"	"CG11444"
"FBgn0029716"	"31389"	"CG3546"
"FBgn0003053"	"31391"	"peb"
"FBgn0025387"	"31392"	"CG12184"
"FBgn0025388"	"31393"	"CG12179"
"FBgn0025739"	"31394"	"pon"
"FBgn0025613"	"31395"	"CG3081"
"FBgn0029718"	"31398"	"mRpL30"
"FBgn0025615"	"31399"	"Torsin"
"FBgn0022942"	"44409"	"Cbp80"
"FBgn0029719"	"31401"	"CG15473"
"FBgn0262699"	"45922"	"fzr"
"FBgn0022768"	"31404"	"Pp2C1"
"FBgn0011760"	"31405"	"ctp"
"FBgn0028325"	"31406"	"l(1)G0334"
"FBgn0029722"	"31407"	"CG7024"
"FBgn0025679"	"31410"	"Klf15"
"FBgn0029725"	"31411"	"CG2871"
"FBgn0029728"	"31414"	"CG2861"
"FBgn0260971"	"8674091"	"CG42594"
"FBgn0029733"	"31419"	"CG6927"
"FBgn0052772"	"31420"	"CG32772"
"FBgn0029736"	"31422"	"CG4041"
"FBgn0029737"	"31423"	"CG6903"
"FBgn0266000"	"31424"	"CG44774"
"FBgn0004368"	"31425"	"Ptp4E"
"FBgn0003028"	"31429"	"ovo"
"FBgn0052767"	"31430"	"CG32767"
"FBgn0266098"	"44531"	"rg"
"FBgn0029746"	"31434"	"CG15465"
"FBgn0029745"	"31433"	"Rpn13R"
"FBgn0029747"	"31435"	"CG5062"
"FBgn0029750"	"31439"	"CG3323"
"FBgn0029751"	"31440"	"CG17764"
"FBgn0263237"	"31441"	"Cdk7"
"FBgn0003449"	"31442"	"snf"
"FBgn0029753"	"31445"	"CG4198"
"FBgn0029754"	"31446"	"CG15930"
"FBgn0029755"	"31447"	"Sas10"
"FBgn0014024"	"31448"	"Rnp4F"
"FBgn0284442"	"31449"	"Mcm3"
"FBgn0029756"	"31450"	"CG3309"
"FBgn0026751"	"31451"	"XRCC1"
"FBgn0029761"	"31456"	"SK"
"FBgn0029762"	"31457"	"NAAT1"
"FBgn0263987"	"31459"	"spoon"
"FBgn0029763"	"31458"	"Usp16-45"
"FBgn0029765"	"31460"	"CG16756"
"FBgn0029766"	"31461"	"CG15784"
"FBgn0029768"	"31463"	"SPR"
"FBgn0029769"	"31464"	"frma"
"FBgn0029771"	"31466"	"CG12730"
"FBgn0263512"	"31469"	"Vsx2"
"FBgn0263511"	"31470"	"Vsx1"
"FBgn0250904"	"31472"	"CG34434"
"FBgn0029778"	"31473"	"RhoGAP5A"
"FBgn0004687"	"31474"	"Mlc-c"
"FBgn0026702"	"31475"	"l(1)G0045"
"FBgn0259994"	"8674066"	"CG42492"
"FBgn0259150"	"7354434"	"CG42265"
"FBgn0029783"	"31480"	"Sirt4"
"FBgn0028474"	"31481"	"CG4119"
"FBgn0015794"	"44360"	"Rab18"
"FBgn0029785"	"31483"	"RpL35"
"FBgn0046687"	"140439"	"Tre1"
"FBgn0259926"	"31486"	"CG42449"
"FBgn0029789"	"31487"	"PGAP1"
"FBgn0000394"	"44510"	"cv"
"FBgn0027564"	"31489"	"CG3149"
"FBgn0029791"	"31490"	"CG4096"
"FBgn0053080"	"31491"	"CG33080"
"FBgn0052758"	"31493"	"CG32758"
"FBgn0261383"	"31496"	"IntS6"
"FBgn0029798"	"31497"	"CG4078"
"FBgn0029799"	"31498"	"CG15772"
"FBgn0029800"	"31499"	"lin-52"
"FBgn0029801"	"31500"	"CG15771"
"FBgn0013987"	"44573"	"MAPk-Ak2"
"FBgn0261610"	"31507"	"CG42699"
"FBgn0029804"	"31503"	"CG3097"
"FBgn0259149"	"31504"	"CG42264"
"FBgn0029807"	"31506"	"CG3108"
"FBgn0029809"	"31508"	"CG15767"
"FBgn0029810"	"31509"	"CG12239"
"FBgn0029811"	"31510"	"Cpr5C"
"FBgn0029814"	"31513"	"CG15765"
"FBgn0029818"	"31517"	"GAA1"
"FBgn0014340"	"31518"	"mof"
"FBgn0029819"	"31519"	"Usp30"
"FBgn0029820"	"31520"	"CG16721"
"FBgn0000042"	"31521"	"Act5C"
"FBgn0029821"	"31522"	"CG4020"
"FBgn0029822"	"31523"	"CG12236"
"FBgn0029823"	"31524"	"Shmt"
"FBgn0029824"	"31525"	"CG3726"
"FBgn0029825"	"31526"	"CG12728"
"FBgn0052756"	"318193"	"CG32756"
"FBgn0029826"	"31527"	"CG6041"
"FBgn0052755"	"318192"	"CG32755"
"FBgn0029827"	"31528"	"CG6048"
"FBgn0029828"	"31529"	"CG6067"
"FBgn0005390"	"45994"	"fs(1)M3"
"FBgn0029830"	"50391"	"Grip"
"FBgn0029831"	"31532"	"CG5966"
"FBgn0003302"	"31535"	"rux"
"FBgn0029833"	"31536"	"MCTS1"
"FBgn0029834"	"31537"	"CG5937"
"FBgn0029835"	"31538"	"CG5921"
"FBgn0029839"	"31542"	"CG4660"
"FBgn0029840"	"31543"	"raptor"
"FBgn0026060"	"31544"	"Mipp2"
"FBgn0029843"	"31547"	"Nep1"
"FBgn0264386"	"31550"	"Ca-alpha1T"
"FBgn0052750"	"326238"	"CG32750"
"FBgn0003514"	"31554"	"sqh"
"FBgn0262730"	"31555"	"dtn"
"FBgn0029851"	"31556"	"CG14445"
"FBgn0023458"	"31557"	"Rbcn-3A"
"FBgn0015818"	"31558"	"Spx"
"FBgn0040918"	"50392"	"schlank"
"FBgn0029853"	"31560"	"CG3781"
"FBgn0028982"	"44000"	"Spt6"
"FBgn0029854"	"31562"	"CG3566"
"FBgn0086558"	"326237"	"Ubi-p5E"
"FBgn0029856"	"31564"	"CG11700"
"FBgn0026015"	"31565"	"Top3beta"
"FBgn0029857"	"31566"	"wuho"
"FBgn0028685"	"31567"	"Rpt4"
"FBgn0029858"	"31568"	"mldr"
