Chr	Start	End	Target	Score	IM_PET
chr2R	22321899	22323899	FBgn0050284	0.967	0
chr2R	22321899	22323899	FBgn0259709	0.956	0
chr2R	22322625	22324625	Sara	0.964	0
chr2R	22322625	22324625	FBgn0050284	0.967	0
chr2R	22322625	22324625	FBgn0259709	0.956	0
chr2R	22374203	22376203	CG10307	0.982	0
chr2R	22374203	22376203	Ppcdc	0.982	0
chr2R	22374203	22376203	Fib	0.981	0
chr2R	22374203	22376203	CG3085	0.981	0
chr2R	22397083	22399083	CG10307	0.979	0
chr2R	22397083	22399083	Ppcdc	0.979	0
chr2R	22397083	22399083	Fib	0.979	0
chr2R	22397083	22399083	CG3085	0.979	0
chr2R	22397656	22399656	CG10307	0.979	0
chr2R	22397656	22399656	Ppcdc	0.979	0
chr2R	22397656	22399656	Fib	0.979	0
chr2R	22397656	22399656	CG3085	0.979	0
chr2R	22406538	22408538	Fib	0.977	0
chr2R	22406538	22408538	CG3085	0.977	0
chr2R	22406538	22408538	CG9863	0.973	0
chr2R	22407303	22409303	FBgn0034725	0.999	0
chr2R	22407303	22409303	qkr58E-2	0.979	0
chr2R	22407303	22409303	Fib	0.977	0
chr2R	22407303	22409303	CG3085	0.977	0
chr2R	22420047	22422047	Sara	0.973	0
chr2R	22420047	22422047	FBgn0034658	0.969	0
chr2R	22420047	22422047	qkr58E-2	0.997	0
chr2R	22420552	22422552	Sara	0.973	0
chr2R	22420552	22422552	FBgn0034658	0.969	0
chr2R	22420552	22422552	qkr58E-2	0.999	0
chr2R	22561018	22563018	FBgn0054040	0.954	0
chr2R	22561018	22563018	FBgn0025573	0.979	0
chr2R	22561018	22563018	AIMP3	0.953	0
chr2R	22605828	22607828	FBgn0025573	0.967	0
chr2R	22605828	22607828	FBgn0034741	0.98	0
chr2R	22605828	22607828	AIMP3	0.974	0
chr2R	22607984	22609984	FBgn0025573	0.967	0
chr2R	22607984	22609984	AIMP3	0.974	0
chr2R	22607984	22609984	Pi3K59F	0.964	0
chr2R	22634946	22636946	Gr58c	0.972	0
chr2R	22634946	22636946	CG34445	0.973	0
chr2R	22634946	22636946	CG9863	0.974	0
chr2R	22637305	22639305	CG10307	0.964	0
chr2R	22637305	22639305	Ppcdc	0.964	0
chr2R	22637305	22639305	FBgn0085233	0.964	0
chr2R	22637305	22639305	Gr58c	0.973	0
chr2R	22637305	22639305	CG9863	0.977	0
chr2R	22639180	22641180	Gr58c	0.978	0
chr2R	22639180	22641180	Cdk9	0.993	0
chr2R	22639180	22641180	CG30195	0.98	0
chr2R	22645282	22647282	CG10307	0.964	0
chr2R	22645282	22647282	Ppcdc	0.964	0
chr2R	22645282	22647282	FBgn0085233	0.964	0
chr2R	22645282	22647282	Gr58c	0.978	0
chr2R	22645282	22647282	CG9863	0.98	0
chr2R	22645282	22647282	Rpi	0.964	0
chr2R	22686644	22688644	Gr58c	0.976	0
chr2R	22686644	22688644	blw	0.987	0
chr2R	22686644	22688644	CG9863	0.97	0
chr2R	22687585	22689585	Gr58c	0.972	0
chr2R	22687585	22689585	CG9863	0.97	0
chr2R	22687585	22689585	Rpi	0.963	0
chr2R	22687884	22689884	Gr58c	0.972	0
chr2R	22687884	22689884	CG9863	0.97	0
chr2R	22687884	22689884	Rpi	0.963	0
chr2R	22699949	22701949	FBgn0034658	0.967	0
chr2R	22699949	22701949	Gr58c	0.969	0
chr2R	22699949	22701949	FBgn0034770	0.982	0
chr2R	22726958	22728958	FBgn0085233	0.965	0
chr2R	22726958	22728958	FBgn0025573	0.965	0
chr2R	22726958	22728958	FBgn0011296	0.963	0
chr2R	22888452	22890452	FBgn0283480	0.967	0
chr2R	22888452	22890452	AIMP3	0.962	0
chr2R	22888452	22890452	Pi3K59F	0.978	0
chr2R	22923082	22925082	Gr58c	0.964	0
chr2R	22923082	22925082	DCP1	0.965	0
chr2R	22923082	22925082	DNA-ligI	0.965	0
chr2R	22923681	22925681	Gr58c	0.964	0
chr2R	22923681	22925681	DCP1	0.965	0
chr2R	22923681	22925681	DNA-ligI	0.965	0
chr2R	22924104	22926104	Gr58c	0.964	0
chr2R	22924104	22926104	DCP1	0.965	0
chr2R	22924104	22926104	DNA-ligI	0.965	0
chr2R	22932603	22934603	Gr58c	0.964	0
chr2R	22932603	22934603	FBgn0263250	0.966	0
chr2R	22932603	22934603	DCP1	0.963	0
chr2R	22932603	22934603	DNA-ligI	0.963	0
chr2R	23045339	23047339	Gp150	0.971	0
chr2R	23045339	23047339	FBgn0085236	0.972	0
chr2R	23045339	23047339	sona	0.978	0
chr2R	23048608	23050608	FBgn0050281	0.976	0
chr2R	23048608	23050608	Gp150	0.97	0
chr2R	23048608	23050608	FBgn0085236	0.97	0
chr2R	23048608	23050608	sona	0.979	0
chr2R	23072189	23074189	CG34205	0.972	0
chr2R	23072189	23074189	qkr58E-3	0.972	0
chr2R	23072189	23074189	sona	0.979	0
chr2R	23072984	23074984	CG34205	0.967	0
chr2R	23072984	23074984	qkr58E-3	0.972	0
chr2R	23072984	23074984	sona	0.979	0
chr2R	23073758	23075758	qkr58E-3	0.972	0
chr2R	23073758	23075758	sona	0.979	0
chr2R	23073758	23075758	CG13561	0.968	0
chr2R	23076597	23078597	qkr58E-3	0.973	0
chr2R	23076597	23078597	sona	0.979	0
chr2R	23076597	23078597	CG13561	0.968	0
chr2R	23078213	23080213	qkr58E-3	0.973	0
chr2R	23078213	23080213	PPO3	0.974	0
chr2R	23078213	23080213	sona	0.979	0
chr2R	23089823	23091823	qkr58E-3	0.975	0
chr2R	23089823	23091823	FBgn0034820	0.994	0
chr2R	23089823	23091823	sona	0.977	0
chr2R	23352294	23354294	CG30273	0.982	0
chr2R	23352294	23354294	CG3163	0.979	0
chr2R	23352294	23354294	ppk29	0.974	0
chr2R	23354620	23356620	CG30273	0.982	0
chr2R	23354620	23356620	FBgn0085239	0.997	0
chr2R	23354620	23356620	CG3163	0.979	0
chr2R	23364850	23366850	CG30273	0.982	0
chr2R	23364850	23366850	CG3163	0.977	0
chr2R	23364850	23366850	ppk29	0.974	0
chr2R	23523616	23525616	CG30273	0.962	0
chr2R	23523616	23525616	CG13531	0.98	0
chr2R	23523616	23525616	FBgn0035011	0.966	0
chr2R	23525290	23527290	CG30273	0.962	0
chr2R	23525290	23527290	CG13531	0.98	0
chr2R	23525290	23527290	FBgn0035011	0.965	0
chr2R	23525773	23527773	CG30273	0.962	0
chr2R	23525773	23527773	CG13531	0.98	0
chr2R	23525773	23527773	FBgn0035011	0.965	0
chr2R	23543027	23545027	CG4294	0.968	0
chr2R	23543027	23545027	CG13531	0.982	0
chr2R	23543027	23545027	FBgn0035010	0.969	0
chr2R	23546431	23548431	CG13531	0.982	0
chr2R	23546431	23548431	FBgn0035010	0.969	0
chr2R	23546431	23548431	Letm1	0.965	0
chr2R	23579520	23581520	CG3732	0.973	0
chr2R	23579520	23581520	asrij	0.974	0
chr2R	23579520	23581520	Letm1	0.964	0
chr2R	23808816	23810816	Ssrp	0.977	0
chr2R	23808816	23810816	FBgn0035011	0.981	0
chr2R	23808816	23810816	Letm1	0.981	0
chr2R	23850049	23852049	FBgn0286876	0.973	0
chr2R	23850049	23852049	Letm1	0.971	0
chr2R	23850049	23852049	uri	0.967	0
chr2R	23897511	23899511	FBgn0034920	0.964	0
chr2R	23897511	23899511	thoc5	0.961	0
chr2R	23897511	23899511	uri	0.973	0
chr2R	23897511	23899511	spz6	0.961	0
chr2R	23897511	23899511	CG44247	0.961	0
chr2R	23898161	23900161	FBgn0034920	0.988	0
chr2R	23898161	23900161	uri	0.973	0
chr2R	23898161	23900161	spz6	0.961	0
chr2R	23898161	23900161	CG44247	0.961	0
chr2R	23906268	23908268	FBgn0034920	0.97	0
chr2R	23906268	23908268	CG17658	0.972	0
chr2R	23906268	23908268	uri	0.966	0
chr2R	23906268	23908268	CG44247	0.966	0
chr2R	23924233	23926233	CG3085	0.965	0
chr2R	23924233	23926233	CG4781	0.97	0
chr2R	23924233	23926233	CG44247	0.963	0
chr2R	23931684	23933684	Fib	0.961	0
chr2R	23931684	23933684	CG3085	0.961	0
chr2R	23931684	23933684	CG4781	0.977	0
chr2R	23931684	23933684	CG44247	0.963	0
chr2R	23975523	23977523	CG4781	0.976	0
chr2R	23975523	23977523	Cpr60D	0.974	0
chr2R	23975523	23977523	CG4806	0.974	0
chr2R	24022561	24024561	Fib	0.963	0
chr2R	24022561	24024561	CG3085	0.963	0
chr2R	24022561	24024561	CG9863	0.978	0
chr2R	24022561	24024561	FBgn0085239	0.963	0
chr2R	24022561	24024561	Rpi	0.963	0
chr2R	24032313	24034313	CG9863	0.98	0
chr2R	24032313	24034313	CG17658	0.968	0
chr2R	24032313	24034313	Unc-89	0.99	0
chr2R	24032313	24034313	spz6	0.968	0
chr2R	24046798	24048798	CG9863	0.98	0
chr2R	24046798	24048798	CG13563	0.975	0
chr2R	24046798	24048798	spz6	0.978	0
chr2R	24056807	24058807	CG9863	0.974	0
chr2R	24056807	24058807	Rpi	0.967	0
chr2R	24056807	24058807	spz6	0.981	0
chr2R	24056807	24058807	CG12848	0.967	0
chr2R	24057995	24059995	CG9863	0.97	0
chr2R	24057995	24059995	CG13563	0.993	0
chr2R	24057995	24059995	spz6	0.981	0
chr2R	24059384	24061384	CG9863	0.97	0
chr2R	24059384	24061384	spz6	0.981	0
chr2R	24059384	24061384	CG12848	0.969	0
chr2R	24158409	24160409	CG43795	0.965	0
chr2R	24158409	24160409	FBgn0034865	0.982	0
chr2R	24158409	24160409	CG44247	0.97	0
chr2R	24172862	24174862	CG9863	0.958	0
chr2R	24172862	24174862	FBgn0034865	0.981	0
chr2R	24172862	24174862	CG44247	0.979	0
chr2R	24187886	24189886	FBgn0034865	0.972	0
chr2R	24187886	24189886	FBgn0050419	0.971	0
chr2R	24187886	24189886	CG44247	0.98	0
chr2R	24274831	24276831	CG9863	0.963	0
chr2R	24274831	24276831	Pi3K59F	0.972	0
chr2R	24274831	24276831	CG3760	0.964	0
chr2R	24275128	24277128	CG9863	0.963	0
chr2R	24275128	24277128	Pi3K59F	0.972	0
chr2R	24275128	24277128	CG3760	0.964	0
chr2R	24400633	24402633	FBgn0011296	0.971	0
chr2R	24400633	24402633	FBgn0010414	0.993	0
chr2R	24400633	24402633	lov	0.98	0
chr2R	24402451	24404451	FBgn0034865	0.975	0
chr2R	24402451	24404451	FBgn0011296	0.971	0
chr2R	24402451	24404451	lov	0.98	0
chr2R	24511851	24513851	CG13561	0.979	0
chr2R	24511851	24513851	CG5543	0.969	0
chr2R	24511851	24513851	Nxt1	0.981	0
chr2R	24513058	24515058	CG13561	0.979	0
chr2R	24513058	24515058	Nxt1	0.981	0
chr2R	24513058	24515058	Letm1	0.975	0
chr2R	24514286	24516286	CG13561	0.976	0
chr2R	24514286	24516286	CG5543	0.967	0
chr2R	24514286	24516286	Nxt1	0.979	0
chr2R	24525396	24527396	Pi3K59F	0.966	0
chr2R	24525396	24527396	CG13561	0.971	0
chr2R	24525396	24527396	Nxt1	0.971	0
chr2R	24525638	24527638	Pi3K59F	0.966	0
chr2R	24525638	24527638	CG13561	0.971	0
chr2R	24525638	24527638	Nxt1	0.971	0
chr2R	24559472	24561472	angel	0.945	0
chr2R	24559472	24561472	DCP1	0.978	0
chr2R	24559472	24561472	DNA-ligI	0.976	0
chr2R	24560055	24562055	angel	0.945	0
chr2R	24560055	24562055	DCP1	0.978	0
chr2R	24560055	24562055	DNA-ligI	0.976	0
chr2R	24561155	24563155	angel	0.945	0
chr2R	24561155	24563155	DCP1	0.978	0
chr2R	24561155	24563155	DNA-ligI	0.977	0
chr2R	24570089	24572089	sona	0.948	0
chr2R	24570089	24572089	DCP1	0.979	0
chr2R	24570089	24572089	DNA-ligI	0.978	0
chr2R	24571337	24573337	DCP1	0.981	0
chr2R	24571337	24573337	DNA-ligI	0.978	0
chr2R	24571337	24573337	Fcp1	0.98	0
chr2R	24579636	24581636	FBgn0262845	0.959	0
chr2R	24579636	24581636	egl	0.962	0
chr2R	24579636	24581636	CG13587	0.977	0
chr2R	24598234	24600234	sona	0.965	0
chr2R	24598234	24600234	DCP1	0.975	0
chr2R	24598234	24600234	DNA-ligI	0.977	0
chr2R	24598785	24600785	sona	0.965	0
chr2R	24598785	24600785	DCP1	0.975	0
chr2R	24598785	24600785	DNA-ligI	0.977	0
chr2R	24599476	24601476	sona	0.965	0
chr2R	24599476	24601476	DCP1	0.974	0
chr2R	24599476	24601476	DNA-ligI	0.977	0
chr2R	24605579	24607579	DCP1	0.971	0
chr2R	24605579	24607579	DNA-ligI	0.97	0
chr2R	24605579	24607579	ATPsynF	0.985	0
chr2R	24606794	24608794	DCP1	0.971	0
chr2R	24606794	24608794	DNA-ligI	0.97	0
chr2R	24606794	24608794	thoc5	0.964	0
chr2R	24660885	24662885	Nxt1	0.965	0
chr2R	24660885	24662885	fzr2	0.968	0
chr2R	24660885	24662885	thoc5	0.981	0
chr2R	24779911	24781911	CG13561	0.96	0
chr2R	24779911	24781911	Nxt1	0.966	0
chr2R	24779911	24781911	thoc5	0.963	0
chr2R	24779911	24781911	ppk29	0.96	0
chr2R	24782138	24784138	CG13561	0.956	0
chr2R	24782138	24784138	Nxt1	0.966	0
chr2R	24782138	24784138	Orcokinin	0.956	0
chr2R	24782138	24784138	thoc5	0.962	0
chr2R	24782138	24784138	ppk29	0.956	0
chr2R	24937943	24939943	Orcokinin	0.944	0
chr2R	24937943	24939943	fzr2	0.944	0
chr2R	24937943	24939943	thoc5	0.953	0
chr2R	24937943	24939943	CG15861	0.983	0
chr2R	24963503	24965503	CG3163	0.974	0
chr2R	24963503	24965503	FBgn0264298	0.927	0
chr2R	24963503	24965503	CG42568	0.929	0
chr2R	24967995	24969995	CG3163	0.974	0
chr2R	24967995	24969995	CG42568	0.951	0
chr2R	24967995	24969995	CG30424	0.987	0
chr2R	25008891	25010891	CG3163	0.957	0
chr2R	25008891	25010891	ppk29	0.957	0
chr2R	25008891	25010891	CG42568	0.965	0
chr2R	25008891	25010891	CG3328	0.962	0
chr2R	25106950	25108950	FBgn0264298	0.913	0
chr2R	25106950	25108950	CG42568	0.964	0
chr2R	25106950	25108950	CG3328	0.967	0
chr2R	25107537	25109537	FBgn0264298	0.913	0
chr2R	25107537	25109537	CG42568	0.964	0
chr2R	25107537	25109537	CG3328	0.967	0
chr2R	25198438	25200438	FBgn0035010	0.964	0
chr2R	25198438	25200438	FBgn0035011	0.98	0
chr2R	25198438	25200438	Letm1	0.981	0
chr2R	25199666	25201666	FBgn0035010	0.964	0
chr2R	25199666	25201666	FBgn0035011	0.98	0
chr2R	25199666	25201666	Letm1	0.981	0
chr3L	127708	129708	trh	0.872	0
chr3L	127708	129708	dpr20	0.969	0
chr3L	127708	129708	nerfin-1	0.925	0
chr3L	137126	139126	FBgn0035161	0.866	0
chr3L	137126	139126	dpr20	0.972	0
chr3L	137126	139126	nerfin-1	0.926	0
chr3L	137792	139792	Dic61B	0.927	0
chr3L	137792	139792	dpr20	0.972	0
chr3L	137792	139792	nerfin-1	0.926	0
chr3L	145959	147959	CG13893	0.855	0
chr3L	145959	147959	dpr20	0.979	0
chr3L	145959	147959	nerfin-1	0.928	0
chr3L	174774	176774	CG13875	0.955	0
chr3L	174774	176774	dpr20	0.98	0
chr3L	174774	176774	nerfin-1	0.96	0
chr3L	182788	184788	CG17129	0.846	0
chr3L	182788	184788	CG42554	0.961	0
chr3L	182788	184788	Usp10	0.982	0
chr3L	182788	184788	CG9205	0.846	0
chr3L	183434	185434	rno	0.912	0
chr3L	183434	185434	CG42554	0.963	0
chr3L	183434	185434	Usp10	0.982	0
chr3L	212248	214248	Kaz1-ORFB	0.974	0
chr3L	212248	214248	pyx	0.906	0
chr3L	212248	214248	Usp10	0.973	0
chr3L	222523	224523	nerfin-1	0.98	0
chr3L	222523	224523	FBgn0004425	0.954	0
chr3L	222523	224523	LysE	0.951	0
chr3L	256290	258290	DIP2	0.982	0
chr3L	256290	258290	FBgn0052845	0.944	0
chr3L	256290	258290	FBgn0085296	0.916	0
chr3L	257424	259424	FBgn0085296	0.959	0
chr3L	257424	259424	CG17180	0.894	0
chr3L	257424	259424	Psf1	0.9	0
chr3L	257880	259880	mRpL17	0.943	0
chr3L	257880	259880	FBgn0085296	0.961	0
chr3L	257880	259880	Psf1	0.9	0
chr3L	264285	266285	Tudor-SN	0.933	0
chr3L	264285	266285	CG17180	0.919	0
chr3L	264285	266285	Usp10	0.917	0
chr3L	270019	272019	DIP2	0.931	0
chr3L	270019	272019	CG17180	0.908	0
chr3L	270019	272019	Psf1	0.91	0
chr3L	291419	293419	FBgn0085296	0.875	0
chr3L	291419	293419	Usp10	0.878	0
chr3L	291419	293419	Psf1	0.911	0
chr3L	291617	293617	CG42554	0.873	0
chr3L	291617	293617	Usp10	0.878	0
chr3L	291617	293617	Psf1	0.911	0
chr3L	318852	320852	mthl10	0.933	0
chr3L	318852	320852	CG9149	0.953	0
chr3L	318852	320852	CG2277	0.936	0
chr3L	320591	322591	FBgn0284444	0.94	0
chr3L	320591	322591	CG9149	0.955	0
chr3L	320591	322591	CG2277	0.936	0
chr3L	323693	325693	CG9149	0.961	0
chr3L	323693	325693	CG2277	0.939	0
chr3L	323693	325693	CG9184	0.93	0
chr3L	345677	347677	mthl10	0.977	0
chr3L	345677	347677	CG9149	0.963	0
chr3L	345677	347677	CG9184	0.955	0
chr3L	539009	541009	FBgn0004425	0.978	0
chr3L	539009	541009	LysE	0.977	0
chr3L	539009	541009	CG33966	0.974	0
chr3L	592758	594758	CG13893	0.968	0
chr3L	592758	594758	Rac1	0.977	0
chr3L	592758	594758	Pcyt2	0.965	0
chr3L	639845	641845	Rac1	0.971	0
chr3L	639845	641845	CG2199	0.982	0
chr3L	639845	641845	cue	0.949	0
chr3L	733019	735019	FBgn0003295	0.963	0
chr3L	733019	735019	CG7879	0.955	0
chr3L	733019	735019	CG12004	0.958	0
chr3L	743390	745390	CG7879	0.944	0
chr3L	743390	745390	CG12003	0.953	0
chr3L	743390	745390	CG12004	0.956	0
chr3L	870898	872898	Gk1	0.976	0
chr3L	870898	872898	CG13877	0.963	0
chr3L	870898	872898	Pcyt2	0.979	0
chr3L	1034659	1036659	FBgn0040291	0.982	0
chr3L	1034659	1036659	Cht2	0.97	0
chr3L	1034659	1036659	CG1927	0.969	0
chr3L	1167196	1169196	mri	0.965	0
chr3L	1167196	1169196	FBgn0035281	0.979	0
chr3L	1167196	1169196	CG12025	0.97	0
chr3L	1244852	1246852	CG17180	0.969	0
chr3L	1244852	1246852	CG1927	0.973	0
chr3L	1244852	1246852	FBgn0026593	0.967	0
chr3L	1247531	1249531	CG9130	0.984	0
chr3L	1247531	1249531	CG1927	0.974	0
chr3L	1247531	1249531	FBgn0026593	0.973	0
chr3L	1301211	1303211	CG2277	0.991	0
chr3L	1301211	1303211	CG1927	0.979	0
chr3L	1301211	1303211	FBgn0052302	0.965	0
chr3L	1305838	1307838	CG9149	0.997	0
chr3L	1305838	1307838	CG1927	0.974	0
chr3L	1305838	1307838	FBgn0052302	0.965	0
chr3L	1329578	1331578	FBgn0040291	0.967	0
chr3L	1329578	1331578	CG17129	0.963	0
chr3L	1329578	1331578	FBgn0052302	0.975	0
chr3L	1331702	1333702	FBgn0040291	0.962	0
chr3L	1331702	1333702	CG17129	0.963	0
chr3L	1331702	1333702	FBgn0052302	0.975	0
chr3L	1341369	1343369	CG17129	0.978	0
chr3L	1341369	1343369	FBgn0026593	0.964	0
chr3L	1341369	1343369	FBgn0052302	0.963	0
chr3L	1348504	1350504	CG17129	0.979	0
chr3L	1348504	1350504	CG3386	0.962	0
chr3L	1348504	1350504	FBgn0026593	0.963	0
chr3L	1516234	1518234	CG17129	0.962	0
chr3L	1516234	1518234	CG42554	0.978	0
chr3L	1516234	1518234	FBgn0026593	0.977	0
chr3L	1536949	1538949	CG42554	0.98	0
chr3L	1536949	1538949	Usp10	0.978	0
chr3L	1536949	1538949	FBgn0052302	0.965	0
chr3L	1536949	1538949	Svil	0.965	0
chr3L	1558227	1560227	CG42554	0.967	0
chr3L	1558227	1560227	Usp10	0.982	0
chr3L	1558227	1560227	FBgn0052302	0.98	0
chr3L	1637709	1639709	CG17129	0.966	0
chr3L	1637709	1639709	CG3386	0.942	0
chr3L	1637709	1639709	ABCB7	0.98	0
chr3L	1645528	1647528	CG17129	0.967	0
chr3L	1645528	1647528	CG7970	0.981	0
chr3L	1645528	1647528	Svil	0.957	0
chr3L	1730715	1732715	Usp10	0.962	0
chr3L	1730715	1732715	Cht2	0.917	0
chr3L	1730715	1732715	Svil	0.962	0
chr3L	1773364	1775364	dpr20	0.962	0
chr3L	1773364	1775364	nerfin-1	0.947	0
chr3L	1773364	1775364	alpha-Spec	0.931	0
chr3L	1775085	1777085	dpr20	0.962	0
chr3L	1775085	1777085	nerfin-1	0.947	0
chr3L	1775085	1777085	cue	0.916	0
chr3L	1794979	1796979	dpr20	0.973	0
chr3L	1794979	1796979	PIG-Wb	0.941	0
chr3L	1794979	1796979	CG12018	0.919	0
chr3L	1798298	1800298	dpr20	0.964	0
chr3L	1798298	1800298	alpha-Spec	0.98	0
chr3L	1798298	1800298	CG42676	0.997	0
chr3L	1865252	1867252	nerfin-1	0.963	0
chr3L	1865252	1867252	FBgn0004425	0.972	0
chr3L	1865252	1867252	CG13924	0.995	0
chr3L	2370379	2372379	CG2162	0.966	0
chr3L	2370379	2372379	ZnT63C	0.971	0
chr3L	2370379	2372379	CG12016	0.964	0
chr3L	2438245	2440245	cue	0.975	0
chr3L	2438245	2440245	PIG-Wb	0.98	0
chr3L	2438245	2440245	CG45066	0.98	0
chr3L	2480766	2482766	CG32313	0.974	0
chr3L	2480766	2482766	CG13933	0.979	0
chr3L	2480766	2482766	Patj	0.979	0
chr3L	2481925	2483925	CG32313	0.974	0
chr3L	2481925	2483925	CG13933	0.976	0
chr3L	2481925	2483925	Patj	0.981	0
chr3L	2582106	2584106	Bro	0.969	0
chr3L	2582106	2584106	CG12025	0.96	0
chr3L	2582106	2584106	ZnT63C	0.963	0
chr3L	2582106	2584106	CG12016	0.96	0
chr3L	2585031	2587031	Bro	0.969	0
chr3L	2585031	2587031	dos	0.981	0
chr3L	2585031	2587031	ZnT63C	0.964	0
chr3L	2585457	2587457	Bro	0.969	0
chr3L	2585457	2587457	ZnT63C	0.964	0
chr3L	2585457	2587457	CG42456	0.961	0
chr3L	2586520	2588520	Bro	0.969	0
chr3L	2586520	2588520	ZnT63C	0.964	0
chr3L	2586520	2588520	CG12016	0.963	0
chr3L	2587462	2589462	Bro	0.969	0
chr3L	2587462	2589462	ZnT63C	0.966	0
chr3L	2587462	2589462	CG12016	0.963	0
chr3L	2589401	2591401	Bro	0.967	0
chr3L	2589401	2591401	CG16984	0.989	0
chr3L	2589401	2591401	CG42456	0.967	0
chr3L	2635842	2637842	FBgn0035358	0.989	0
chr3L	2635842	2637842	CG12016	0.983	0
chr3L	2635842	2637842	CG42456	0.981	0
chr3L	2766663	2768663	Patj	0.967	0
chr3L	2766663	2768663	FBgn0035281	0.962	0
chr3L	2766663	2768663	Snup	0.983	0
chr3L	2772287	2774287	Patj	0.963	0
chr3L	2772287	2774287	FBgn0035281	0.976	0
chr3L	2772287	2774287	CG1927	0.929	0
chr3L	2774027	2776027	Patj	0.963	0
chr3L	2774027	2776027	FBgn0035281	0.975	0
chr3L	2774027	2776027	CG1927	0.944	0
chr3L	2780513	2782513	Patj	0.954	0
chr3L	2780513	2782513	FBgn0035281	0.975	0
chr3L	2780513	2782513	CG1927	0.952	0
chr3L	2878782	2880782	FBgn0026593	0.98	0
chr3L	2878782	2880782	CG32263	0.967	0
chr3L	2878782	2880782	PIG-B	0.962	0
chr3L	3041851	3043851	FBgn0026593	0.96	0
chr3L	3041851	3043851	Svil	0.962	0
chr3L	3041851	3043851	CG11594	0.958	0
chr3L	3054123	3056123	Svil	0.977	0
chr3L	3054123	3056123	CG11594	0.967	0
chr3L	3054123	3056123	Gr64a	0.966	0
chr3L	3221274	3223274	FBgn0052302	0.963	0
chr3L	3221274	3223274	Teh2	0.964	0
chr3L	3221274	3223274	tipE	0.966	0
chr3L	3409237	3411237	FBgn0040694	0.953	0
chr3L	3409237	3411237	ago	0.958	0
chr3L	3409237	3411237	mRpS6	0.957	0
chr3L	3410065	3412065	ago	0.958	0
chr3L	3410065	3412065	mRpS6	0.957	0
chr3L	3410065	3412065	DopEcR	0.95	0
chr3L	3459528	3461528	CG32267	0.949	0
chr3L	3459528	3461528	CG43367	0.961	0
chr3L	3459528	3461528	FBgn0035544	0.954	0
chr3L	3786946	3788946	FBgn0035548	0.971	0
chr3L	3786946	3788946	FBgn0052241	0.981	0
chr3L	3786946	3788946	FBgn0035553	0.971	0
chr3L	3806028	3808028	Rdh	0.974	0
chr3L	3806028	3808028	FBgn0052241	0.973	0
chr3L	3806028	3808028	FBgn0035553	0.969	0
chr3L	3806082	3808082	Rdh	0.972	0
chr3L	3806082	3808082	FBgn0052241	0.973	0
chr3L	3806082	3808082	FBgn0035553	0.969	0
chr3L	3810271	3812271	FBgn0052241	0.964	0
chr3L	3810271	3812271	FBgn0035553	0.969	0
chr3L	3810271	3812271	FBgn0035571	0.969	0
chr3L	3811415	3813415	IntS10	0.999	0
chr3L	3811415	3813415	Rdh	0.977	0
chr3L	3811415	3813415	FBgn0035571	0.969	0
chr3L	3813696	3815696	FBgn0052241	0.966	0
chr3L	3813696	3815696	FBgn0035553	0.967	0
chr3L	3813696	3815696	FBgn0035571	0.969	0
chr3L	4107225	4109225	BtbVII	0.936	0
chr3L	4107225	4109225	Fit1	0.976	0
chr3L	4107225	4109225	CG32237	0.948	0
chr3L	4138639	4140639	ZnT63C	0.957	0
chr3L	4138639	4140639	CG12016	0.961	0
chr3L	4138639	4140639	CG42456	0.957	0
chr3L	4138639	4140639	CG32237	0.968	0
chr3L	4231199	4233199	ZnT63C	0.959	0
chr3L	4231199	4233199	FBgn0035501	0.946	0
chr3L	4231199	4233199	Gen	0.933	0
chr3L	4241230	4243230	ZnT63C	0.964	0
chr3L	4241230	4243230	CG12016	0.964	0
chr3L	4241230	4243230	CG42456	0.961	0
chr3L	4241737	4243737	ZnT63C	0.964	0
chr3L	4241737	4243737	CG12016	0.964	0
chr3L	4241737	4243737	CG42456	0.961	0
chr3L	4253319	4255319	ZnT63C	0.959	0
chr3L	4253319	4255319	CG12016	0.976	0
chr3L	4253319	4255319	CG42456	0.974	0
chr3L	4260959	4262959	ZnT63C	0.959	0
chr3L	4260959	4262959	CG12016	0.976	0
chr3L	4260959	4262959	CG42456	0.972	0
chr3L	4409018	4411018	CG10674	0.968	0
chr3L	4409018	4411018	CG4611	0.967	0
chr3L	4409018	4411018	Pfdn4	0.964	0
chr3L	4545203	4547203	CG32263	0.958	0
chr3L	4545203	4547203	CG32243	0.988	0
chr3L	4545203	4547203	Pfdn4	0.958	0
chr3L	4545546	4547546	CG32262	0.948	0
chr3L	4545546	4547546	CG32263	0.958	0
chr3L	4545546	4547546	Pfdn4	0.958	0
chr3L	5136012	5138012	FBgn0035548	0.972	0
chr3L	5136012	5138012	FBgn0052241	0.98	0
chr3L	5136012	5138012	S6k	0.972	0
chr3L	5136012	5138012	kri	0.979	0
chr3L	5138974	5140974	FBgn0052241	0.981	0
chr3L	5138974	5140974	CG4611	0.991	0
chr3L	5138974	5140974	kri	0.977	0
chr3L	5139125	5141125	FBgn0052241	0.981	0
chr3L	5139125	5141125	CG4611	0.996	0
chr3L	5139125	5141125	kri	0.977	0
chr3L	5145653	5147653	FBgn0035548	0.974	0
chr3L	5145653	5147653	FBgn0052241	0.981	0
chr3L	5145653	5147653	kri	0.977	0
chr3L	5151431	5153431	FBgn0035548	0.974	0
