Chr	Start	End	Target	Score	IM_PET
chr2R	22397656	22399656	CG44252	0.972	0
chr2R	22397656	22399656	FBgn0034837	0.964	0
chr2R	22397656	22399656	FBgn0034844	0.962	0
chr2R	22406538	22408538	twz	0.962	0
chr2R	22406538	22408538	CG44252	0.965	0
chr2R	22406538	22408538	FBgn0034837	0.96	0
chr2R	22407303	22409303	twz	0.962	0
chr2R	22407303	22409303	CG44252	0.965	0
chr2R	22407303	22409303	FBgn0034837	0.96	0
chr2R	22420047	22422047	twz	0.958	0
chr2R	22420047	22422047	FBgn0034825	0.967	0
chr2R	22420047	22422047	FBgn0034837	0.958	0
chr2R	22420552	22422552	twz	0.958	0
chr2R	22420552	22422552	FBgn0034825	0.967	0
chr2R	22420552	22422552	FBgn0034837	0.958	0
chr2R	22561018	22563018	FBgn0034837	0.98	0
chr2R	22561018	22563018	FBgn0026384	0.945	0
chr2R	22561018	22563018	FBgn0034870	0.975	0
chr2R	22605828	22607828	Fili	0.969	0
chr2R	22605828	22607828	FBgn0034844	0.972	0
chr2R	22605828	22607828	apt	0.966	0
chr2R	22607984	22609984	Fili	0.969	0
chr2R	22607984	22609984	FBgn0034844	0.972	0
chr2R	22607984	22609984	apt	0.964	0
chr2R	22634946	22636946	Fili	0.968	0
chr2R	22634946	22636946	FBgn0041238	0.97	0
chr2R	22634946	22636946	FBgn0034844	0.982	0
chr2R	22637305	22639305	FBgn0041238	0.971	0
chr2R	22637305	22639305	CG17807	0.985	0
chr2R	22637305	22639305	FBgn0034844	0.982	0
chr2R	22639180	22641180	FBgn0041238	0.971	0
chr2R	22639180	22641180	FBgn0034844	0.982	0
chr2R	22639180	22641180	FBgn0067903	0.966	0
chr2R	22645282	22647282	FBgn0041238	0.976	0
chr2R	22645282	22647282	CG34370	0.971	0
chr2R	22645282	22647282	FBgn0034844	0.98	0
chr2R	22686644	22688644	FBgn0041238	0.977	0
chr2R	22686644	22688644	CG34370	0.981	0
chr2R	22686644	22688644	CG3530	0.966	0
chr2R	22687585	22689585	FBgn0041238	0.974	0
chr2R	22687585	22689585	CG34370	0.981	0
chr2R	22687585	22689585	CG3530	0.966	0
chr2R	22687884	22689884	FBgn0041238	0.974	0
chr2R	22687884	22689884	CG34370	0.981	0
chr2R	22687884	22689884	CG3530	0.966	0
chr2R	22699949	22701949	FBgn0041238	0.969	0
chr2R	22699949	22701949	CG34370	0.971	0
chr2R	22699949	22701949	FBgn0034768	0.994	0
chr2R	22726958	22728958	CG44249	0.974	0
chr2R	22726958	22728958	FBgn0026384	0.974	0
chr2R	22726958	22728958	apt	0.96	0
chr2R	22888452	22890452	apt	0.98	0
chr2R	22888452	22890452	FBgn0067903	0.976	0
chr2R	22888452	22890452	FBgn0262845	0.97	0
chr2R	22923082	22925082	CG34370	0.974	0
chr2R	22923082	22925082	FBgn0067903	0.981	0
chr2R	22923082	22925082	FBgn0262845	0.978	0
chr2R	22923681	22925681	FBgn0034804	0.991	0
chr2R	22923681	22925681	FBgn0067903	0.981	0
chr2R	22923681	22925681	FBgn0262845	0.978	0
chr2R	22924104	22926104	CG34370	0.974	0
chr2R	22924104	22926104	FBgn0067903	0.981	0
chr2R	22924104	22926104	FBgn0262845	0.978	0
chr2R	22932603	22934603	CG9849	0.983	0
chr2R	22932603	22934603	FBgn0067903	0.979	0
chr2R	22932603	22934603	FBgn0262845	0.976	0
chr2R	23045339	23047339	wrapper	0.966	0
chr2R	23045339	23047339	egl	0.974	0
chr2R	23045339	23047339	or	0.963	0
chr2R	23048608	23050608	wrapper	0.966	0
chr2R	23048608	23050608	egl	0.974	0
chr2R	23048608	23050608	FBgn0034951	0.966	0
chr2R	23072189	23074189	wrapper	0.97	0
chr2R	23072189	23074189	egl	0.964	0
chr2R	23072189	23074189	Chi	0.966	0
chr2R	23072984	23074984	wrapper	0.97	0
chr2R	23072984	23074984	egl	0.964	0
chr2R	23072984	23074984	Chi	0.964	0
chr2R	23072984	23074984	gammaSnap1	0.965	0
chr2R	23073758	23075758	wrapper	0.97	0
chr2R	23073758	23075758	FBgn0045482	0.993	0
chr2R	23073758	23075758	gammaSnap1	0.966	0
chr2R	23076597	23078597	wrapper	0.97	0
chr2R	23076597	23078597	FBgn0034804	0.973	0
chr2R	23076597	23078597	gammaSnap1	0.966	0
chr2R	23078213	23080213	wrapper	0.97	0
chr2R	23078213	23080213	Chi	0.964	0
chr2R	23078213	23080213	gammaSnap1	0.966	0
chr2R	23089823	23091823	wrapper	0.964	0
chr2R	23089823	23091823	FBgn0050177	0.964	0
chr2R	23089823	23091823	Chi	0.975	0
chr2R	23089823	23091823	RpL39	0.966	0
chr2R	23352294	23354294	FBgn0050269	0.982	0
chr2R	23352294	23354294	RYBP	0.98	0
chr2R	23352294	23354294	Chi	0.98	0
chr2R	23352294	23354294	gammaSnap1	0.98	0
chr2R	23354620	23356620	FBgn0050269	0.982	0
chr2R	23354620	23356620	RYBP	0.982	0
chr2R	23354620	23356620	CG34424	0.992	0
chr2R	23364850	23366850	FBgn0050269	0.982	0
chr2R	23364850	23366850	RYBP	0.982	0
chr2R	23364850	23366850	RpL39	0.98	0
chr2R	23523616	23525616	gas	0.963	0
chr2R	23523616	23525616	FBgn0050269	0.962	0
chr2R	23523616	23525616	RYBP	0.962	0
chr2R	23523616	23525616	FBgn0034860	0.985	0
chr2R	23523616	23525616	FBgn0035006	0.962	0
chr2R	23525290	23527290	gas	0.962	0
chr2R	23525290	23527290	FBgn0050269	0.962	0
chr2R	23525290	23527290	RYBP	0.962	0
chr2R	23525290	23527290	FBgn0035006	0.962	0
chr2R	23525773	23527773	gas	0.962	0
chr2R	23525773	23527773	FBgn0050269	0.962	0
chr2R	23525773	23527773	RYBP	0.962	0
chr2R	23525773	23527773	FBgn0034860	0.975	0
chr2R	23525773	23527773	FBgn0035006	0.962	0
chr2R	23543027	23545027	pita	0.987	0
chr2R	23543027	23545027	FBgn0034998	0.969	0
chr2R	23543027	23545027	nvy	0.962	0
chr2R	23546431	23548431	CG3376	0.96	0
chr2R	23546431	23548431	FBgn0034998	0.97	0
chr2R	23546431	23548431	nvy	0.968	0
chr2R	23579520	23581520	RpS24	0.975	0
chr2R	23579520	23581520	FBgn0034998	0.982	0
chr2R	23579520	23581520	nvy	0.982	0
chr2R	23808816	23810816	FBgn0034825	0.968	0
chr2R	23808816	23810816	FBgn0035014	0.974	0
chr2R	23808816	23810816	egg	0.961	0
chr2R	23850049	23852049	CG30187	0.962	0
chr2R	23850049	23852049	FBgn0034825	0.959	0
chr2R	23850049	23852049	egg	0.959	0
chr2R	23897511	23899511	CG44252	0.965	0
chr2R	23897511	23899511	FBgn0035040	0.97	0
chr2R	23897511	23899511	Adck	0.971	0
chr2R	23898161	23900161	CG44252	0.966	0
chr2R	23898161	23900161	FBgn0035040	0.97	0
chr2R	23898161	23900161	Adck	0.971	0
chr2R	23906268	23908268	FBgn0034837	0.971	0
chr2R	23906268	23908268	FBgn0035040	0.978	0
chr2R	23906268	23908268	Adck	0.979	0
chr2R	23924233	23926233	FBgn0034837	0.978	0
chr2R	23924233	23926233	FBgn0035040	0.98	0
chr2R	23924233	23926233	Adck	0.981	0
chr2R	23931684	23933684	FBgn0034837	0.98	0
chr2R	23931684	23933684	FBgn0035040	0.978	0
chr2R	23931684	23933684	Adck	0.979	0
chr2R	23975523	23977523	FBgn0034825	0.961	0
chr2R	23975523	23977523	FBgn0034837	0.966	0
chr2R	23975523	23977523	FBgn0034844	0.963	0
chr2R	24022561	24024561	CG44252	0.966	0
chr2R	24022561	24024561	FBgn0034844	0.982	0
chr2R	24022561	24024561	EbpIII	0.97	0
chr2R	24032313	24034313	CG44252	0.963	0
chr2R	24032313	24034313	FBgn0034844	0.979	0
chr2R	24032313	24034313	egg	0.953	0
chr2R	24046798	24048798	FBgn0034844	0.969	0
chr2R	24046798	24048798	CG3530	0.955	0
chr2R	24046798	24048798	egg	0.963	0
chr2R	24056807	24058807	FBgn0034844	0.962	0
chr2R	24056807	24058807	CG3530	0.962	0
chr2R	24056807	24058807	RpL39	0.996	0
chr2R	24056807	24058807	egg	0.967	0
chr2R	24057995	24059995	CG3530	0.962	0
chr2R	24057995	24059995	CG13563	0.967	0
chr2R	24057995	24059995	egg	0.967	0
chr2R	24059384	24061384	FBgn0034825	0.961	0
chr2R	24059384	24061384	CG3530	0.962	0
chr2R	24059384	24061384	egg	0.967	0
chr2R	24158409	24160409	FBgn0026384	0.972	0
chr2R	24158409	24160409	FBgn0034870	0.963	0
chr2R	24158409	24160409	FBgn0019643	0.968	0
chr2R	24172862	24174862	FBgn0034844	0.966	0
chr2R	24172862	24174862	FBgn0026384	0.964	0
chr2R	24172862	24174862	FBgn0034870	0.978	0
chr2R	24187886	24189886	FBgn0034837	0.972	0
chr2R	24187886	24189886	FBgn0034844	0.949	0
chr2R	24187886	24189886	FBgn0034870	0.982	0
chr2R	24274831	24276831	FBgn0067903	0.981	0
chr2R	24274831	24276831	FBgn0262845	0.978	0
chr2R	24274831	24276831	FBgn0034996	0.984	0
chr2R	24275128	24277128	FBgn0067903	0.981	0
chr2R	24275128	24277128	FBgn0262845	0.978	0
chr2R	24275128	24277128	FBgn0034996	0.98	0
chr2R	24400633	24402633	FBgn0026384	0.966	0
chr2R	24400633	24402633	egl	0.97	0
chr2R	24400633	24402633	PIG-Z	0.984	0
chr2R	24402451	24404451	FBgn0026384	0.966	0
chr2R	24402451	24404451	egl	0.97	0
chr2R	24402451	24404451	Slik	0.989	0
chr2R	24511851	24513851	apt	0.964	0
chr2R	24511851	24513851	FBgn0050177	0.964	0
chr2R	24511851	24513851	FBgn0035006	0.936	0
chr2R	24513058	24515058	apt	0.964	0
chr2R	24513058	24515058	FBgn0067903	0.923	0
chr2R	24513058	24515058	FBgn0050177	0.96	0
chr2R	24514286	24516286	apt	0.964	0
chr2R	24514286	24516286	FBgn0067903	0.933	0
chr2R	24514286	24516286	FBgn0050177	0.96	0
chr2R	24525396	24527396	apt	0.966	0
chr2R	24525396	24527396	FBgn0067903	0.964	0
chr2R	24525396	24527396	FBgn0262845	0.962	0
chr2R	24525638	24527638	apt	0.966	0
chr2R	24525638	24527638	FBgn0067903	0.964	0
chr2R	24525638	24527638	FBgn0262845	0.962	0
chr2R	24559472	24561472	FBgn0067903	0.966	0
chr2R	24559472	24561472	FBgn0035005	0.976	0
chr2R	24559472	24561472	FBgn0069913	0.983	0
chr2R	24560055	24562055	FBgn0067903	0.966	0
chr2R	24560055	24562055	FBgn0262845	0.964	0
chr2R	24560055	24562055	FBgn0035005	0.979	0
chr2R	24561155	24563155	FBgn0067903	0.966	0
chr2R	24561155	24563155	FBgn0035005	0.981	0
chr2R	24561155	24563155	CG13587	0.973	0
chr2R	24570089	24572089	FBgn0067903	0.967	0
chr2R	24570089	24572089	FBgn0262845	0.965	0
chr2R	24570089	24572089	egl	0.955	0
chr2R	24571337	24573337	FBgn0067903	0.967	0
chr2R	24571337	24573337	FBgn0262845	0.965	0
chr2R	24571337	24573337	FBgn0069913	0.998	0
chr2R	24579636	24581636	sona	0.959	0
chr2R	24579636	24581636	DCP1	0.981	0
chr2R	24579636	24581636	DNA-ligI	0.98	0
chr2R	24598234	24600234	egl	0.945	0
chr2R	24598234	24600234	ITP	0.939	0
chr2R	24598234	24600234	FBgn0035034	0.99	0
chr2R	24598785	24600785	FBgn0067903	0.936	0
chr2R	24598785	24600785	egl	0.945	0
chr2R	24598785	24600785	pio	0.946	0
chr2R	24599476	24601476	FBgn0067903	0.936	0
chr2R	24599476	24601476	FBgn0262845	0.934	0
chr2R	24599476	24601476	egl	0.945	0
chr2R	24605579	24607579	FBgn0035034	0.969	0
chr2R	24605579	24607579	FBgn0035040	0.958	0
chr2R	24605579	24607579	Adck	0.956	0
chr2R	24606794	24608794	egl	0.939	0
chr2R	24606794	24608794	CG13587	0.964	0
chr2R	24606794	24608794	Adck	0.969	0
chr2R	24660885	24662885	FBgn0050177	0.958	0
chr2R	24660885	24662885	or	0.983	0
chr2R	24660885	24662885	FBgn0034951	0.966	0
chr2R	24779911	24781911	RpL39	0.97	0
chr2R	24779911	24781911	CG3253	0.98	0
chr2R	24779911	24781911	Eps-15	0.976	0
chr2R	24782138	24784138	RpL39	0.969	0
chr2R	24782138	24784138	CG3253	0.98	0
chr2R	24782138	24784138	Eps-15	0.979	0
chr2R	24937943	24939943	CG3376	0.968	0
chr2R	24937943	24939943	FBgn0034998	0.978	0
chr2R	24937943	24939943	nvy	0.973	0
chr2R	24963503	24965503	FBgn0034998	0.982	0
chr2R	24963503	24965503	nvy	0.982	0
chr2R	24963503	24965503	CG2765	0.994	0
chr2R	24967995	24969995	Chi	0.975	0
chr2R	24967995	24969995	FBgn0034998	0.982	0
chr2R	24967995	24969995	nvy	0.982	0
chr2R	25008891	25010891	Chi	0.962	0
chr2R	25008891	25010891	gammaSnap1	0.965	0
chr2R	25008891	25010891	RpL39	0.963	0
chr2R	25008891	25010891	nvy	0.962	0
chr2R	25106950	25108950	FBgn0034998	0.965	0
chr2R	25106950	25108950	FBgn0035006	0.963	0
chr2R	25106950	25108950	FBgn0011694	0.979	0
chr2R	25107537	25109537	CG3376	0.961	0
chr2R	25107537	25109537	FBgn0034998	0.965	0
chr2R	25107537	25109537	FBgn0035006	0.972	0
chr2R	25198438	25200438	CG3376	0.968	0
chr2R	25198438	25200438	FBgn0034998	0.967	0
chr2R	25198438	25200438	FBgn0035014	0.974	0
chr2R	25199666	25201666	CG3376	0.968	0
chr2R	25199666	25201666	FBgn0034998	0.975	0
chr2R	25199666	25201666	FBgn0035014	0.974	0
chr3L	127708	129708	FBgn0040291	0.901	0
chr3L	127708	129708	CG42554	0.977	0
chr3L	127708	129708	Usp10	0.932	0
chr3L	137126	139126	mthl8	0.9	0
chr3L	137126	139126	CG42554	0.98	0
chr3L	137126	139126	Usp10	0.958	0
chr3L	137792	139792	mri	0.891	0
chr3L	137792	139792	CG42554	0.98	0
chr3L	137792	139792	Usp10	0.958	0
chr3L	145959	147959	p130CAS	0.942	0
chr3L	145959	147959	CG42554	0.98	0
chr3L	145959	147959	Usp10	0.968	0
chr3L	174774	176774	Mkp	0.873	0
chr3L	174774	176774	CG42554	0.971	0
chr3L	174774	176774	Usp10	0.982	0
chr3L	182788	184788	CG13875	0.952	0
chr3L	182788	184788	dpr20	0.978	0
chr3L	182788	184788	nerfin-1	0.966	0
chr3L	183434	185434	CG13875	0.991	0
chr3L	183434	185434	dpr20	0.978	0
chr3L	183434	185434	nerfin-1	0.966	0
chr3L	212248	214248	Gk1	0.973	0
chr3L	212248	214248	CG13877	0.971	0
chr3L	212248	214248	nerfin-1	0.98	0
chr3L	222523	224523	pyx	0.963	0
chr3L	222523	224523	CG42554	0.91	0
chr3L	222523	224523	Usp10	0.965	0
chr3L	256290	258290	nerfin-1	0.961	0
chr3L	256290	258290	FBgn0004425	0.964	0
chr3L	256290	258290	LysE	0.963	0
chr3L	257424	259424	nerfin-1	0.963	0
chr3L	257424	259424	FBgn0004425	0.964	0
chr3L	257424	259424	LysE	0.963	0
chr3L	257880	259880	nerfin-1	0.963	0
chr3L	257880	259880	FBgn0004425	0.964	0
chr3L	257880	259880	LysE	0.963	0
chr3L	264285	266285	FBgn0004425	0.973	0
chr3L	264285	266285	LysE	0.963	0
chr3L	264285	266285	CG33966	0.96	0
chr3L	270019	272019	FBgn0004425	0.975	0
chr3L	270019	272019	LysE	0.972	0
chr3L	270019	272019	CG33966	0.959	0
chr3L	291419	293419	FBgn0004425	0.93	0
chr3L	291419	293419	LysE	0.96	0
chr3L	291419	293419	CG33966	0.967	0
chr3L	291617	293617	FBgn0004425	0.93	0
chr3L	291617	293617	LysE	0.956	0
chr3L	291617	293617	CG33966	0.967	0
chr3L	318852	320852	CG13893	0.933	0
chr3L	318852	320852	CG33966	0.926	0
chr3L	318852	320852	Rac1	0.953	0
chr3L	320591	322591	trh	0.926	0
chr3L	320591	322591	FBgn0004425	0.919	0
chr3L	320591	322591	Rac1	0.957	0
chr3L	323693	325693	CG13893	0.93	0
chr3L	323693	325693	FBgn0004425	0.918	0
chr3L	323693	325693	Rac1	0.961	0
chr3L	345677	347677	trh	0.977	0
chr3L	345677	347677	FBgn0004425	0.962	0
chr3L	345677	347677	Rac1	0.963	0
chr3L	539009	541009	CG9149	0.928	0
chr3L	539009	541009	CG9184	0.922	0
chr3L	539009	541009	FBgn0003295	0.964	0
chr3L	592758	594758	CG9149	0.977	0
chr3L	592758	594758	CG9184	0.96	0
chr3L	592758	594758	CG32313	0.963	0
chr3L	592758	594758	CG12003	0.96	0
chr3L	639845	641845	CG9149	0.971	0
chr3L	639845	641845	CG9184	0.972	0
chr3L	639845	641845	CG12004	0.962	0
chr3L	733019	735019	Pcyt2	0.957	0
chr3L	733019	735019	CG7991	0.975	0
chr3L	733019	735019	CG12011	0.961	1
chr3L	743390	745390	CG7991	0.967	0
chr3L	743390	745390	CG12011	0.959	1
chr3L	743390	745390	PIG-Wb	0.95	0
chr3L	870898	872898	CG34140	0.983	0
chr3L	870898	872898	CG12502	0.998	0
chr3L	870898	872898	CG32313	0.978	0
chr3L	1034659	1036659	CG12011	0.966	0
chr3L	1034659	1036659	PIG-Wb	0.981	0
chr3L	1034659	1036659	CG13921	0.959	0
chr3L	1167196	1169196	CG42846	0.974	0
chr3L	1167196	1169196	E(bx)	0.969	0
chr3L	1167196	1169196	FBgn0085297	0.976	0
chr3L	1244852	1246852	RhoGEF3	0.967	0
chr3L	1244852	1246852	mu2	0.984	0
chr3L	1244852	1246852	FBgn0035309	0.961	0
chr3L	1247531	1249531	RhoGEF3	0.967	0
chr3L	1247531	1249531	CG9130	0.972	0
chr3L	1247531	1249531	mu2	0.984	0
chr3L	1301211	1303211	CG13893	0.981	0
chr3L	1301211	1303211	scf	0.994	0
chr3L	1301211	1303211	CG9186	0.99	0
chr3L	1305838	1307838	CG13893	0.978	0
chr3L	1305838	1307838	CG9186	0.97	0
chr3L	1305838	1307838	FBgn0035325	0.966	0
chr3L	1329578	1331578	Gale	0.968	0
chr3L	1329578	1331578	FBgn0085288	0.97	0
chr3L	1329578	1331578	FBgn0035325	0.974	0
chr3L	1331702	1333702	Gale	0.97	0
chr3L	1331702	1333702	FBgn0085288	0.97	0
chr3L	1331702	1333702	FBgn0035325	0.974	0
chr3L	1341369	1343369	FBgn0085297	0.967	0
chr3L	1341369	1343369	Gale	0.97	0
chr3L	1341369	1343369	FBgn0085288	0.97	0
chr3L	1348504	1350504	FBgn0085297	0.967	0
chr3L	1348504	1350504	Gale	0.97	0
chr3L	1348504	1350504	FBgn0085288	0.968	0
chr3L	1516234	1518234	dpr20	0.978	0
chr3L	1516234	1518234	nSyb	0.979	0
chr3L	1516234	1518234	FBgn0035309	0.964	0
chr3L	1536949	1538949	CG13893	0.974	0
chr3L	1536949	1538949	dpr20	0.982	0
chr3L	1536949	1538949	FBgn0035325	0.967	0
chr3L	1558227	1560227	CG13893	0.966	0
chr3L	1558227	1560227	dpr20	0.979	0
chr3L	1558227	1560227	FBgn0052305	0.966	0
chr3L	1558227	1560227	FBgn0035325	0.978	0
chr3L	1637709	1639709	Gale	0.944	0
chr3L	1637709	1639709	nerfin-1	0.966	0
chr3L	1637709	1639709	CG18170	0.962	0
chr3L	1645528	1647528	Gale	0.931	0
chr3L	1645528	1647528	nerfin-1	0.957	0
chr3L	1645528	1647528	CG15877	0.947	0
chr3L	1730715	1732715	dpr20	0.942	0
chr3L	1730715	1732715	nerfin-1	0.956	0
chr3L	1730715	1732715	PIG-Wb	0.973	0
chr3L	1773364	1775364	CG42554	0.973	0
chr3L	1773364	1775364	Dhc62B	0.951	0
chr3L	1773364	1775364	Mrtf	0.917	0
chr3L	1775085	1777085	CG42554	0.973	0
chr3L	1775085	1777085	CG13933	0.952	0
chr3L	1775085	1777085	Mrtf	0.917	0
chr3L	1794979	1796979	CG42554	0.965	0
chr3L	1794979	1796979	Usp10	0.962	0
chr3L	1794979	1796979	FBgn0035279	0.967	0
chr3L	1798298	1800298	CG42554	0.965	0
chr3L	1798298	1800298	Usp10	0.962	0
chr3L	1798298	1800298	FBgn0035279	0.952	0
chr3L	1865252	1867252	Usp10	0.951	0
chr3L	1865252	1867252	Mrtf	0.919	0
chr3L	1865252	1867252	mRpS35	0.926	0
chr3L	2370379	2372379	CG7991	0.982	0
chr3L	2370379	2372379	CG12011	0.975	0
chr3L	2370379	2372379	CG32486	0.974	0
chr3L	2438245	2440245	Cht2	0.98	0
chr3L	2438245	2440245	CG13933	0.978	0
chr3L	2438245	2440245	ZnT63C	0.946	0
chr3L	2480766	2482766	Psa	0.959	0
chr3L	2480766	2482766	cue	0.962	0
chr3L	2480766	2482766	Pcyt2	0.961	0
chr3L	2481925	2483925	Psa	0.959	0
chr3L	2481925	2483925	cue	0.958	0
chr3L	2481925	2483925	Pcyt2	0.964	0
chr3L	2582106	2584106	Bgb	0.943	0
chr3L	2582106	2584106	PIG-Wb	0.965	0
chr3L	2582106	2584106	FBgn0035427	0.98	0
chr3L	2585031	2587031	PIG-Wb	0.965	0
chr3L	2585031	2587031	CG13921	0.942	0
chr3L	2585031	2587031	FBgn0035427	0.978	0
chr3L	2585457	2587457	PIG-Wb	0.965	0
chr3L	2585457	2587457	CG13921	0.942	0
chr3L	2585457	2587457	FBgn0035427	0.978	0
chr3L	2586520	2588520	PIG-Wb	0.961	0
chr3L	2586520	2588520	CG13921	0.948	0
chr3L	2586520	2588520	FBgn0035427	0.978	0
chr3L	2587462	2589462	PIG-Wb	0.961	0
chr3L	2587462	2589462	CG13921	0.949	0
chr3L	2587462	2589462	FBgn0035427	0.978	0
chr3L	2589401	2591401	mu2	0.962	0
chr3L	2589401	2591401	CG16984	0.997	0
chr3L	2589401	2591401	FBgn0035427	0.978	0
chr3L	2635842	2637842	CG12011	0.969	0
chr3L	2635842	2637842	mu2	0.984	0
chr3L	2635842	2637842	FBgn0262484	0.967	0
chr3L	2766663	2768663	FBgn0035379	0.991	0
chr3L	2766663	2768663	FBgn0010317	0.98	0
chr3L	2766663	2768663	CG32267	0.979	0
chr3L	2772287	2774287	FBgn0010317	0.98	0
chr3L	2772287	2774287	CG32267	0.981	0
chr3L	2772287	2774287	FBgn0262484	0.974	0
chr3L	2774027	2776027	FBgn0010317	0.98	0
chr3L	2774027	2776027	CG32267	0.981	0
chr3L	2774027	2776027	FBgn0262484	0.977	0
chr3L	2780513	2782513	FBgn0010317	0.98	0
chr3L	2780513	2782513	CG32267	0.981	0
chr3L	2780513	2782513	FBgn0262484	0.98	0
chr3L	2878782	2880782	mu2	0.976	0
chr3L	2878782	2880782	FBgn0035309	0.971	0
chr3L	2878782	2880782	FBgn0035312	0.977	0
chr3L	3041851	3043851	FBgn0035312	0.947	0
chr3L	3041851	3043851	CG15877	0.962	0
chr3L	3041851	3043851	FoxL1	0.949	0
chr3L	3054123	3056123	CG15877	0.964	0
chr3L	3054123	3056123	CG45066	0.959	0
chr3L	3054123	3056123	FoxL1	0.953	0
chr3L	3054123	3056123	Gr64e	0.953	0
chr3L	3221274	3223274	FBgn0035325	0.964	0
chr3L	3221274	3223274	CG10866	0.961	0
chr3L	3221274	3223274	CG43367	0.966	0
chr3L	3409237	3411237	CG32260	0.915	0
chr3L	3409237	3411237	CG43367	0.925	0
chr3L	3409237	3411237	FBgn0035511	0.924	0
chr3L	3410065	3412065	CG32260	0.917	0
chr3L	3410065	3412065	CG43367	0.925	0
chr3L	3410065	3412065	FBgn0035511	0.924	0
chr3L	3459528	3461528	mRpS35	0.969	0
chr3L	3459528	3461528	Teh2	0.974	0
chr3L	3459528	3461528	tipE	0.963	0
chr3L	3786946	3788946	Cht7	0.98	0
chr3L	3786946	3788946	CG45066	0.982	0
chr3L	3786946	3788946	FBgn0052248	0.982	0
chr3L	3806028	3808028	CG45066	0.984	0
chr3L	3806028	3808028	FBgn0052248	0.978	0
chr3L	3806028	3808028	NT1	0.982	0
chr3L	3806082	3808082	CG45066	0.984	0
chr3L	3806082	3808082	FBgn0052248	0.978	0
chr3L	3806082	3808082	NT1	0.982	0
chr3L	3810271	3812271	CG45066	0.984	0
chr3L	3810271	3812271	FBgn0052248	0.973	0
chr3L	3810271	3812271	NT1	0.982	0
chr3L	3811415	3813415	CG45066	0.984	0
chr3L	3811415	3813415	FBgn0052248	0.972	0
chr3L	3811415	3813415	NT1	0.982	0
chr3L	3813696	3815696	Cht7	0.967	0
chr3L	3813696	3815696	CG45066	0.982	0
chr3L	3813696	3815696	NT1	0.982	0
chr3L	4107225	4109225	CG45066	0.936	0
chr3L	4107225	4109225	FBgn0035427	0.964	0
chr3L	4107225	4109225	Dhc64C	0.971	0
chr3L	4138639	4140639	FBgn0010317	0.977	0
chr3L	4138639	4140639	CG32267	0.977	0
chr3L	4138639	4140639	Dhc64C	0.967	0
chr3L	4231199	4233199	FBgn0035427	0.965	0
chr3L	4231199	4233199	FBgn0262484	0.93	0
chr3L	4231199	4233199	FBgn0035511	0.935	0
chr3L	4241230	4243230	FBgn0035427	0.962	0
chr3L	4241230	4243230	FBgn0262484	0.929	0
chr3L	4241230	4243230	Cpr64Ad	0.978	0
chr3L	4241737	4243737	FBgn0035427	0.961	0
chr3L	4241737	4243737	CG32267	0.927	0
chr3L	4241737	4243737	FBgn0262484	0.929	0
chr3L	4253319	4255319	FBgn0035427	0.951	0
chr3L	4253319	4255319	CG43367	0.933	0
chr3L	4253319	4255319	ImpL2	0.956	0
chr3L	4260959	4262959	FBgn0035427	0.949	0
chr3L	4260959	4262959	FBgn0262484	0.927	0
chr3L	4260959	4262959	pav	0.949	0
chr3L	4409018	4411018	FBgn0010317	0.972	0
chr3L	4409018	4411018	CG32267	0.974	0
chr3L	4409018	4411018	FBgn0262484	0.962	0
chr3L	4545203	4547203	CG10359	0.924	0
chr3L	4545203	4547203	Cip4	0.916	0
chr3L	4545203	4547203	FBgn0085420	0.921	0
chr3L	4545546	4547546	CG10359	0.924	0
chr3L	4545546	4547546	Cip4	0.93	0
chr3L	4545546	4547546	FBgn0085420	0.921	0
chr3L	5136012	5138012	CG43367	0.972	0
chr3L	5136012	5138012	FBgn0035544	0.974	0
chr3L	5136012	5138012	FBgn0052248	0.978	0
chr3L	5136012	5138012	vn	0.972	0
chr3L	5138974	5140974	FBgn0035544	0.973	0
chr3L	5138974	5140974	FBgn0052248	0.978	0
chr3L	5138974	5140974	vn	0.971	0
chr3L	5139125	5141125	FBgn0035544	0.973	0
chr3L	5139125	5141125	FBgn0052248	0.978	0
chr3L	5139125	5141125	vn	0.971	0
chr3L	5145653	5147653	FBgn0035511	0.973	0
chr3L	5145653	5147653	FBgn0035544	0.971	0
chr3L	5145653	5147653	FBgn0052248	0.98	0
chr3L	5151431	5153431	FBgn0035511	0.971	0
chr3L	5151431	5153431	FBgn0052248	0.98	0
chr3L	5151431	5153431	FBgn0035642	0.97	0
chr3L	5365774	5367774	FBgn0035544	0.96	0
chr3L	5365774	5367774	tant	0.971	0
chr3L	5365774	5367774	FBgn0035670	0.974	0
chr3L	5367064	5369064	Uev1A	0.989	0
chr3L	5367064	5369064	tant	0.971	0
chr3L	5367064	5369064	FBgn0035670	0.974	0
chr3L	5564798	5566798	Dhc64C	0.92	0
chr3L	5564798	5566798	Dnah3	0.937	0
chr3L	5564798	5566798	MCU	0.945	0
chr3L	5582805	5584805	Dhc64C	0.925	0
chr3L	5582805	5584805	Dnah3	0.928	0
chr3L	5582805	5584805	MCU	0.959	0
chr3L	5583266	5585266	Dnah3	0.926	0
chr3L	5583266	5585266	Eaf6	0.952	0
chr3L	5583266	5585266	MCU	0.959	0
chr3L	5620355	5622355	Dhc64C	0.945	0
chr3L	5620355	5622355	Sucb	0.937	0
chr3L	5620355	5622355	MCU	0.961	0
