# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.pmt.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0086690	2R	18422882	18423032	+	151	20	12	29	48	40	16	38	26	18	11	101	4	20	5	84
FBtr0086691	2R	18426371	18426521	+	151	10	7	10	17	13	12	47	32	16	9	40	5	26	4	33
FBtr0113361	2R	18440375	18440525	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086724	2R	18440375	18440525	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086693	2R	18440915	18441065	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331958	2R	18440915	18441065	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299806	2R	18446498	18446648	+	151	11	10	7	17	26	17	48	22	24	13	49	5	49	9	47
FBtr0086723	2R	18450941	18451091	-	151	8	6	3	19	23	15	66	32	16	7	41	13	20	6	26
FBtr0086696	2R	18451234	18451384	+	151	13	23	19	19	9	14	53	38	23	14	45	6	20	4	44
FBtr0086722	2R	18454362	18454512	-	151	27	26	25	35	45	22	39	25	12	6	69	4	24	6	70
FBtr0086719	2R	18497926	18498076	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086721	2R	18497926	18498076	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086718	2R	18497926	18498076	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086720	2R	18497926	18498076	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086697	2R	18503558	18503708	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345628	2R	18503558	18503708	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304865	2R	18514524	18514674	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304867	2R	18514524	18514674	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086699	2R	18527380	18527530	+	151	55	38	29	43	67	27	32	22	18	13	44	10	26	0	57
FBtr0113093	2R	18532340	18532490	+	151	15	10	32	22	30	16	51	27	17	7	68	9	26	2	49
FBtr0086701	2R	18536717	18536867	+	151	17	30	42	44	61	20	50	27	26	17	85	9	37	8	38
FBtr0112633	2R	18539535	18539685	+	151	12	10	23	16	39	7	45	22	7	5	15	6	1	5	19
FBtr0340386	2R	18539919	18540069	+	151	62	172	40	84	103	45	33	28	24	11	120	7	14	4	36
FBtr0340387	2R	18583217	18583367	-	151	10	14	17	22	38	18	38	27	23	10	69	3	44	7	43
FBtr0310055	2R	18611677	18611827	-	151	15	10	19	26	36	20	54	24	17	11	48	8	39	3	49
FBtr0302904	2R	18612630	18612780	-	151	12	15	14	32	32	12	46	35	33	15	53	5	30	5	52
FBtr0086705	2R	18613040	18613190	+	151	10	10	3	31	18	7	41	36	21	5	66	6	24	2	36
FBtr0086707	2R	18615938	18616088	+	151	9	10	19	22	21	16	52	36	13	8	51	6	18	2	44
FBtr0307349	2R	18617918	18618068	-	151	17	15	17	24	34	12	44	28	19	6	49	7	17	2	68
FBtr0307347	2R	18619228	18619378	-	151	24	29	19	29	39	26	36	30	22	9	47	6	15	2	45
FBtr0086708	2R	18621491	18621641	+	151	8	18	12	29	50	16	36	39	12	9	49	4	25	4	44
FBtr0086711	2R	18624944	18625094	-	151	10	11	6	23	8	7	37	28	18	14	42	9	37	0	46
FBtr0086709	2R	18625199	18625349	+	151	18	16	7	21	22	14	59	30	18	10	69	5	26	5	47
FBtr0086710	2R	18627868	18628018	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345422	2R	18627868	18628018	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345423	2R	18631802	18631952	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340394	2R	18631802	18631952	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345424	2R	18631945	18632095	-	151	3	2	0	10	5	4	22	14	10	5	18	2	4	1	13
FBtr0300924	2R	18639170	18639320	-	151	63	15	18	45	20	11	72	32	27	8	88	6	50	8	95
FBtr0301862	2R	18652676	18652826	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086658	2R	18652676	18652826	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301861	2R	18658122	18658272	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086657	2R	18658122	18658272	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340393	2R	18660514	18660664	-	151	28	16	13	24	17	21	51	25	26	12	43	5	29	0	46
FBtr0299689	2R	18660672	18660822	-	151	8	8	5	18	14	7	35	21	22	12	34	5	38	7	35
FBtr0299688	2R	18661448	18661598	-	151	30	19	84	55	60	22	33	22	21	14	95	5	31	9	77
FBtr0340391	2R	18665692	18665842	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340390	2R	18665692	18665842	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086652	2R	18673436	18673586	-	151	18	1	19	35	32	22	60	36	32	10	69	8	65	3	81
FBtr0342881	2R	18681070	18681220	-	151	36	40	92	57	173	60	34	22	16	11	52	5	8	3	36
FBtr0340486	2R	18684098	18684248	-	151	24	29	59	21	83	26	43	38	19	9	37	5	12	6	45
FBtr0340485	2R	18686675	18686825	-	151	20	22	37	25	112	26	51	35	19	8	49	4	34	3	24
FBtr0304023	2R	18687322	18687472	+	151	11	11	30	32	46	11	51	19	20	10	41	5	16	5	46
FBtr0344258	2R	18688082	18688232	+	151	10	9	6	32	19	6	59	37	13	9	54	6	43	8	88
FBtr0304025	2R	18688476	18688626	+	151	5	4	1	5	12	5	18	14	7	6	20	1	14	2	18
FBtr0304024	2R	18688572	18688722	+	151	9	1	2	20	9	5	27	11	12	15	42	3	19	4	35
FBtr0086607	2R	18705927	18706077	+	151	8	7	13	20	14	12	49	27	16	4	40	5	20	6	38
FBtr0086647	2R	18710765	18710915	-	151	17	10	9	16	15	21	47	37	16	9	30	5	15	4	34
FBtr0086608	2R	18718064	18718214	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345672	2R	18718064	18718214	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300863	2R	18730181	18730331	-	151	23	25	22	43	44	18	33	27	17	13	50	6	21	7	35
FBtr0086643	2R	18743526	18743676	-	151	25	15	23	31	35	21	38	31	19	12	46	5	24	0	43
FBtr0086642	2R	18744896	18745046	-	151	5	12	20	24	34	14	35	27	18	8	34	4	13	1	29
FBtr0086609	2R	18754945	18755095	+	151	3	10	5	19	28	8	37	22	11	9	31	5	14	2	33
FBtr0304051	2R	18759996	18760146	-	151	16	11	12	24	44	16	38	24	19	15	56	8	20	1	59
FBtr0330006	2R	18760982	18761132	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299944	2R	18760982	18761132	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299942	2R	18760982	18761132	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330004	2R	18761708	18761858	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345950	2R	18761708	18761858	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330005	2R	18767026	18767176	+	151	23	18	27	41	38	18	40	24	15	13	56	8	19	2	54
FBtr0110971	2R	18771428	18771578	+	151	10	23	12	46	36	21	31	35	11	14	48	5	21	6	51
FBtr0086639	2R	18776878	18777028	-	151	11	8	27	17	22	6	33	19	16	5	34	3	11	2	46
FBtr0086613	2R	18783249	18783399	+	151	16	13	19	21	38	17	34	31	26	12	70	5	17	1	57
FBtr0086637	2R	18796578	18796728	-	151	25	9	9	37	64	22	52	25	23	6	99	9	47	6	87
FBtr0345426	2R	18802305	18802455	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086635	2R	18802305	18802455	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086634	2R	18803627	18803777	-	151	13	5	9	21	67	20	49	42	13	7	32	6	10	2	34
FBtr0086633	2R	18811360	18811510	-	151	93	53	22	44	73	20	45	26	31	13	81	9	25	3	76
FBtr0086632	2R	18814919	18815069	-	151	99	70	35	54	56	26	41	27	17	6	100	8	22	2	75
FBtr0112863	2R	18819417	18819567	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112862	2R	18819417	18819567	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086630	2R	18825638	18825788	-	151	15	16	4	18	27	15	35	21	14	7	41	4	21	1	62
FBtr0303237	2R	18829599	18829749	-	151	15	17	15	45	45	18	24	30	21	10	41	3	20	3	45
FBtr0330053	2R	18830281	18830431	+	151	38	37	29	43	45	17	34	28	14	11	94	7	15	0	56
FBtr0086617	2R	18831043	18831193	+	151	30	29	25	36	55	27	47	24	22	14	86	6	17	2	64
FBtr0086629	2R	18834675	18834825	-	151	20	15	8	21	43	14	42	38	21	5	38	5	25	4	32
FBtr0086618	2R	18835213	18835363	+	151	8	10	14	21	33	12	37	22	14	11	40	7	29	7	42
FBtr0330054	2R	18846519	18846669	-	151	25	13	3	24	17	15	54	30	23	18	45	6	31	2	37
FBtr0086627	2R	18850499	18850649	-	151	12	8	7	22	17	9	71	22	21	4	28	1	24	4	45
FBtr0086619	2R	18850794	18850944	+	151	17	10	7	15	16	13	54	26	14	12	29	1	13	9	33
FBtr0273238	2R	18852943	18853093	-	151	14	7	8	17	17	8	64	33	16	11	50	6	28	10	42
FBtr0086625	2R	18854987	18855137	-	151	19	15	6	31	22	19	46	27	26	6	72	10	23	4	68
FBtr0089970	2R	18857840	18857990	-	151	13	15	17	32	26	14	34	40	22	10	45	7	27	3	53
FBtr0345981	2R	18858145	18858295	-	151	17	13	9	14	27	16	52	41	11	7	39	3	14	4	53
FBtr0086622	2R	18861978	18862128	-	151	19	27	26	27	41	12	29	23	19	8	41	4	15	2	41
FBtr0290300	2R	18878341	18878491	+	151	23	21	31	42	31	11	39	17	15	15	66	14	30	5	55
FBtr0086602	2R	18911795	18911945	-	151	14	8	9	23	30	10	33	27	8	7	22	6	11	5	28
FBtr0086569	2R	18947267	18947417	+	151	27	16	13	42	35	9	50	34	14	12	70	11	13	0	35
FBtr0086601	2R	18971033	18971183	-	151	42	31	27	42	23	16	49	25	29	13	98	10	34	3	94
FBtr0086600	2R	18972437	18972587	-	151	23	5	2	18	3	5	30	11	15	15	36	3	18	7	28
FBtr0331977	2R	18972562	18972712	+	151	7	0	3	11	4	7	37	16	11	4	14	4	8	2	18
FBtr0086570	2R	18972877	18973027	+	151	14	24	12	23	22	12	57	22	16	13	54	4	21	3	36
FBtr0302494	2R	18977464	18977614	+	151	8	8	8	25	38	13	42	31	22	11	56	7	32	1	50
FBtr0340449	2R	18987294	18987444	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340447	2R	18987294	18987444	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340448	2R	18990987	18991137	+	151	8	11	7	14	20	16	47	23	11	10	22	3	15	3	38
FBtr0330055	2R	19032542	19032692	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086599	2R	19032542	19032692	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299568	2R	19059371	19059521	+	151	13	14	13	13	46	11	36	21	10	6	22	6	8	5	24
FBtr0474126	2R	19067105	19067255	+	151	31	19	11	44	30	18	39	25	17	7	82	8	25	2	101
FBtr0086595	2R	19096074	19096224	-	151	13	17	12	13	38	5	34	27	19	7	37	10	29	2	37
FBtr0340458	2R	19125118	19125268	-	151	15	9	8	9	25	12	42	33	17	11	34	4	9	2	33
FBtr0340459	2R	19126169	19126319	-	151	9	20	12	36	29	10	37	20	20	13	44	3	22	4	38
FBtr0100129	2R	19127119	19127269	-	151	25	20	20	40	58	25	29	23	23	8	52	4	29	6	44
FBtr0086594	2R	19127524	19127674	-	151	37	29	30	62	46	22	47	23	16	11	89	10	23	9	78
FBtr0086593	2R	19129200	19129350	-	151	7	12	7	19	34	7	49	26	21	16	54	7	33	1	37
FBtr0086579	2R	19129539	19129689	+	151	15	9	13	36	20	12	49	27	25	19	86	6	40	2	83
FBtr0086592	2R	19136763	19136913	-	151	51	32	23	59	17	14	33	31	25	8	102	6	36	7	70
FBtr0113096	2R	19137069	19137219	-	151	21	14	12	31	11	6	47	35	28	12	72	7	20	8	55
FBtr0086581	2R	19137322	19137472	+	151	13	10	10	20	19	20	46	26	22	18	61	11	38	1	52
FBtr0086583	2R	19141582	19141732	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100174	2R	19141582	19141732	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340450	2R	19141582	19141732	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114623	2R	19155171	19155321	+	151	28	21	28	39	48	23	43	21	21	12	125	2	33	4	84
FBtr0100282	2R	19164093	19164243	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290312	2R	19164093	19164243	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290314	2R	19164093	19164243	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290317	2R	19170173	19170323	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290311	2R	19170173	19170323	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340456	2R	19178688	19178838	+	151	16	17	8	21	13	12	51	18	20	16	78	10	39	3	93
FBtr0086505	2R	19227294	19227444	+	151	20	16	5	23	18	16	49	31	21	9	54	6	31	2	30
FBtr0340469	2R	19229013	19229163	+	151	12	15	16	46	35	14	43	26	25	19	80	8	36	3	58
FBtr0340470	2R	19249345	19249495	+	151	40	25	55	19	39	14	37	24	21	10	58	7	20	10	56
FBtr0086510	2R	19249711	19249861	+	151	52	26	78	44	59	24	47	30	29	10	100	7	21	2	57
FBtr0086511	2R	19259859	19260009	+	151	75	64	72	41	161	58	43	31	27	17	55	3	27	2	56
FBtr0330057	2R	19270028	19270178	+	151	171	122	113	87	288	146	41	23	19	8	56	13	28	9	45
FBtr0086512	2R	19275682	19275832	+	151	44	33	41	32	106	45	48	34	24	9	62	7	40	4	70
FBtr0086563	2R	19283861	19284011	-	151	25	14	10	25	21	9	66	26	20	13	42	13	25	4	33
FBtr0086561	2R	19286630	19286780	-	151	19	16	9	17	48	16	33	43	15	13	49	4	24	1	30
FBtr0300592	2R	19287933	19288083	+	151	38	32	28	34	55	23	49	41	27	16	80	9	32	4	86
FBtr0086560	2R	19292096	19292246	-	151	11	9	2	37	9	9	61	40	28	11	67	4	22	2	63
FBtr0331925	2R	19292479	19292629	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086516	2R	19292479	19292629	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305333	2R	19298193	19298343	+	151	12	3	35	29	34	20	46	24	12	7	50	6	39	2	55
FBtr0345425	2R	19305122	19305272	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300283	2R	19305122	19305272	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113098	2R	19310565	19310715	-	151	2	6	5	16	10	9	51	37	19	8	34	4	17	5	41
FBtr0334284	2R	19325396	19325546	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334282	2R	19325396	19325546	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302390	2R	19330839	19330989	+	151	27	20	31	42	40	27	34	28	16	13	66	9	29	5	43
FBtr0086518	2R	19341759	19341909	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304055	2R	19341759	19341909	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334283	2R	19356425	19356575	-	151	15	16	11	34	35	15	42	16	15	12	61	6	18	7	35
FBtr0086519	2R	19357482	19357632	+	151	17	10	8	19	27	9	51	16	25	9	60	9	33	0	60
FBtr0086520	2R	19358266	19358416	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308495	2R	19358266	19358416	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086521	2R	19363591	19363741	+	151	11	12	5	29	26	15	28	16	13	9	52	12	26	2	57
FBtr0086555	2R	19373143	19373293	-	151	6	19	19	61	54	30	50	34	26	13	110	5	16	4	49
FBtr0334008	2R	19373602	19373752	-	151	22	13	22	29	40	30	36	30	19	14	48	5	15	0	36
FBtr0086522	2R	19375263	19375413	+	151	30	22	53	41	46	22	39	22	24	7	52	6	27	5	54
FBtr0334006	2R	19376665	19376815	+	151	29	15	23	19	36	13	31	15	13	8	35	1	24	0	25
FBtr0310321	2R	19380493	19380643	+	151	10	14	24	15	40	11	53	28	18	11	40	9	26	3	45
FBtr0086523	2R	19381570	19381720	+	151	15	15	32	15	30	16	48	39	23	6	36	8	14	7	35
FBtr0334007	2R	19385873	19386023	+	151	8	11	22	20	25	7	35	18	18	14	21	6	12	3	22
FBtr0086525	2R	19390078	19390228	+	151	23	9	10	32	19	24	46	37	23	16	93	9	41	1	57
FBtr0086552	2R	19395871	19396021	-	151	13	9	2	27	34	17	54	25	15	10	61	3	31	2	55
FBtr0309105	2R	19411261	19411411	-	151	8	7	3	15	13	7	35	22	17	8	42	9	22	1	38
FBtr0340491	2R	19411396	19411546	-	151	2	0	6	18	10	9	32	13	13	10	18	1	18	3	25
FBtr0309110	2R	19424014	19424164	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309111	2R	19424014	19424164	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309112	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309114	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309106	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309104	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309113	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309102	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309103	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309107	2R	19424803	19424953	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086530	2R	19425063	19425213	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086529	2R	19425063	19425213	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086544	2R	19437093	19437243	-	151	13	13	11	13	7	4	15	7	5	1	28	6	17	0	25
FBtr0114605	2R	19437159	19437309	-	151	2	1	1	9	2	2	19	6	5	5	8	3	14	0	15
FBtr0086531	2R	19437433	19437583	+	151	13	7	10	15	19	7	60	34	19	8	40	3	20	3	35
FBtr0086533	2R	19442292	19442442	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340533	2R	19442292	19442442	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086541	2R	19446186	19446336	-	151	35	17	18	27	20	16	54	23	21	11	57	9	31	9	63
FBtr0086537	2R	19449499	19449649	-	151	14	24	7	65	54	46	47	33	26	19	108	7	38	1	96
FBtr0086536	2R	19451500	19451650	-	151	18	19	7	12	54	49	68	25	27	13	62	14	44	2	62
FBtr0086535	2R	19452454	19452604	+	151	33	21	4	36	18	15	56	42	28	17	79	7	51	0	66
FBtr0301505	2R	19456120	19456270	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330244	2R	19456120	19456270	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086450	2R	19456120	19456270	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330243	2R	19456120	19456270	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086461	2R	19456120	19456270	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100393	2R	19462452	19462602	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086457	2R	19462452	19462602	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301506	2R	19462830	19462980	+	151	21	9	14	34	26	15	50	31	26	14	67	5	34	6	61
FBtr0301504	2R	19467416	19467566	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301503	2R	19467416	19467566	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086502	2R	19486737	19486887	-	151	7	8	3	15	23	8	44	23	13	9	35	8	28	2	29
FBtr0086501	2R	19491746	19491896	-	151	11	11	5	27	19	8	47	28	20	9	50	12	37	4	37
FBtr0086462	2R	19492037	19492187	+	151	9	3	6	10	9	18	57	34	19	9	37	6	21	2	50
FBtr0331920	2R	19496756	19496906	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086500	2R	19496756	19496906	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086463	2R	19497702	19497852	+	151	27	33	21	71	61	28	30	27	17	9	167	8	31	1	54
FBtr0086499	2R	19501223	19501373	-	151	11	7	19	14	24	10	17	14	14	4	27	4	13	1	29
FBtr0345818	2R	19501318	19501468	-	151	20	18	12	25	24	13	18	11	10	3	35	7	12	2	19
FBtr0345929	2R	19503018	19503168	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086464	2R	19503018	19503168	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086465	2R	19508117	19508267	+	151	43	40	42	38	58	34	32	26	25	15	72	9	23	0	62
FBtr0086466	2R	19509718	19509868	+	151	44	27	35	38	57	14	38	24	21	10	68	5	39	0	83
FBtr0086497	2R	19513471	19513621	-	151	32	24	36	33	48	16	39	34	16	7	58	6	39	0	68
FBtr0304653	2R	19546971	19547121	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0086495	2R	19546971	19547121	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308795	2R	19566067	19566217	-	151	24	20	40	32	78	14	34	20	11	6	49	7	17	1	52
FBtr0300829	2R	19593740	19593890	+	151	28	35	32	31	61	20	39	32	14	11	59	9	23	0	42
FBtr0308785	2R	19630297	19630447	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308796	2R	19630297	19630447	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310331	2R	19630540	19630690	-	151	19	20	17	32	40	11	47	35	22	20	69	11	49	4	72
FBtr0308797	2R	19631408	19631558	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308786	2R	19631408	19631558	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336983	2R	19647545	19647695	-	151	36	28	25	40	48	16	33	31	25	11	87	7	22	7	46
FBtr0086471	2R	19657523	19657673	+	151	23	24	23	31	48	44	49	34	23	12	55	2	27	4	58
FBtr0340595	2R	19658431	19658581	+	151	33	20	29	46	139	92	35	31	16	10	83	7	30	0	89
FBtr0086472	2R	19662386	19662536	+	151	4	7	2	10	17	16	43	22	16	5	31	2	15	3	36
FBtr0086484	2R	19668968	19669118	-	151	10	10	6	33	29	15	63	37	18	7	66	9	36	3	68
FBtr0086483	2R	19669732	19669882	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111010	2R	19669732	19669882	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
